행정동코드,total_all_202311,solo_all_202311,total_20_202311,solo_20_202311,total_25_202311,solo_25_202311,total_30_202311,solo_30_202311,total_35_202311,solo_35_202311,total_40_202311,solo_40_202311,total_45_202311,solo_45_202311,total_50_202311,solo_50_202311,total_55_202311,solo_55_202311,total_60_202311,solo_60_202311,total_65_202311,solo_65_202311,total_70_202311,solo_70_202311,total_75_202311,solo_75_202311,자치구,행정동명
1101053,7953,1992,573,186,698,245,759,250,747,224,816,200,762,180,730,113,729,116,569,95,479,93,389,72,702,218,종로구,사직동
1101054,2491,854,241,118,174,85,188,88,207,88,195,63,222,65,243,63,255,66,209,52,171,42,133,31,253,93,종로구,삼청동
1101055,9184,1558,1128,214,857,159,695,172,641,147,880,110,953,113,918,86,838,84,653,67,508,114,374,87,739,205,종로구,부암동
1101056,15526,1629,1248,137,1195,123,1145,132,1058,116,1453,111,1670,123,1785,124,1610,115,1208,93,902,86,833,78,1419,391,종로구,평창동
1101057,6403,819,452,45,434,48,444,62,546,75,817,58,738,50,715,67,623,60,457,49,382,80,292,61,503,164,종로구,무악동
1101058,4658,797,291,39,342,53,340,57,386,59,492,64,469,60,547,73,401,52,387,57,368,83,245,54,390,146,종로구,교남동
1101060,4014,1165,249,86,318,123,375,147,358,132,427,108,422,108,364,69,341,64,336,65,281,81,171,50,372,132,종로구,가회동
1101061,7075,3463,545,362,673,443,591,319,524,266,657,324,563,271,677,264,788,322,671,281,490,200,372,158,524,253,종로구,종로1234가동
1101063,5088,2221,581,384,507,346,402,227,322,170,392,141,461,165,529,135,517,138,402,112,337,148,265,118,373,137,종로구,종로56가동
1101064,8386,2981,1141,478,1412,609,984,482,648,296,666,158,647,146,677,127,591,116,500,101,364,150,306,126,450,192,종로구,이화동
1101067,6021,1654,419,82,575,135,512,170,419,145,522,131,630,156,765,163,694,137,503,123,396,167,261,114,325,131,종로구,창신1동
1101068,10029,1941,829,95,990,129,794,178,692,140,898,150,1181,196,1253,214,1096,187,774,141,568,169,402,119,552,223,종로구,창신2동
1101069,6356,1011,561,75,583,91,568,106,504,87,619,93,685,97,698,79,679,75,472,56,341,78,255,60,391,114,종로구,창신3동
1101070,6066,1482,501,100,540,119,615,209,518,171,606,118,609,109,643,112,583,100,468,89,348,96,253,70,382,189,종로구,숭인1동
1101071,8909,3416,755,440,1064,639,982,485,727,333,720,211,789,229,883,175,835,183,725,156,524,190,372,138,533,237,종로구,숭인2동
1101072,10859,1730,829,133,850,155,979,238,1089,230,1270,145,1203,132,1045,99,871,83,716,69,602,98,474,80,931,268,종로구,청운효자동
1101073,18964,7121,3724,2458,3409,2215,1822,644,1315,423,1414,234,1363,218,1313,134,1191,135,907,103,756,105,511,70,1239,382,종로구,혜화동
1102052,1725,776,54,29,155,94,196,102,202,96,218,86,205,83,176,77,145,64,135,61,116,42,61,22,62,20,중구,소공동
1102054,4670,1367,214,62,392,122,349,145,354,134,352,129,420,155,535,103,635,132,503,109,356,109,225,77,335,90,중구,회현동
1102055,3408,1391,208,139,318,211,287,155,264,138,348,139,343,133,372,103,345,99,313,95,235,72,175,53,200,54,중구,명동
1102057,4414,1867,724,395,612,320,436,195,302,128,291,121,318,126,322,95,411,124,309,101,204,78,222,86,263,98,중구,필동
1102058,5773,2513,1194,712,964,552,584,305,412,208,405,120,399,116,363,86,396,101,309,78,247,67,173,48,327,120,중구,장충동
1102059,5392,2169,436,244,595,341,567,290,414,196,429,175,390,154,539,128,595,152,527,137,352,140,239,103,309,109,중구,광희동
1102060,1807,1107,77,59,188,154,227,155,195,127,167,100,136,80,160,76,202,100,182,89,124,88,63,45,86,34,중구,을지로동
1102065,8628,2064,669,195,706,225,800,248,844,235,851,182,922,194,896,161,846,149,618,116,511,109,409,85,556,165,중구,신당5동
1102067,11159,3424,759,364,1239,614,1397,504,1154,376,991,267,964,253,1057,175,1037,191,884,164,667,163,417,98,593,255,중구,황학동
1102068,7232,1321,450,86,621,132,713,130,748,125,683,104,637,95,667,81,732,91,566,77,485,95,337,70,593,235,중구,중림동
1102069,12795,4635,695,315,884,403,1511,677,1614,683,2009,775,1490,564,1446,299,1015,215,854,188,564,221,321,121,392,174,중구,신당동
