행정동코드,total_all_20222,solo_all_20222,total_20_20222,solo_20_20222,total_25_20222,solo_25_20222,total_30_20222,solo_30_20222,total_35_20222,solo_35_20222,total_40_20222,solo_40_20222,total_45_20222,solo_45_20222,total_50_20222,solo_50_20222,total_55_20222,solo_55_20222,total_60_20222,solo_60_20222,total_65_20222,solo_65_20222,total_70_20222,solo_70_20222,total_75_20222,solo_75_20222,자치구,행정동명
1101053,7849,1882,583,170,686,242,779,249,758,208,830,166,772,171,712,114,728,113,533,98,428,73,393,78,647,200,종로구,사직동
1101054,2370,836,143,71,172,84,193,94,211,98,199,62,226,69,242,69,255,69,197,58,163,42,149,39,220,81,종로구,삼청동
1101055,9116,1567,1147,209,841,152,711,186,652,156,899,109,965,117,913,88,835,83,611,68,481,116,385,94,676,189,종로구,부암동
1101056,15369,1634,1269,134,1173,126,1172,149,1075,116,1479,113,1691,125,1775,126,1604,119,1130,92,854,80,788,79,1359,375,종로구,평창동
1101057,6358,805,460,49,426,48,455,66,555,71,832,61,748,49,712,68,622,63,428,47,362,74,290,60,468,149,종로구,무악동
1101058,4317,715,297,39,318,47,349,59,381,57,478,61,437,55,500,66,371,50,356,50,311,69,201,46,318,116,종로구,교남동
1101060,3981,1137,254,91,313,117,384,145,364,129,435,111,428,95,363,70,341,70,315,62,266,77,180,53,338,117,종로구,가회동
1101061,6809,3380,556,370,651,430,589,319,496,250,538,268,571,282,674,269,786,334,630,272,464,196,327,143,527,247,종로구,종로1234가동
1101063,5040,2228,590,399,498,340,412,227,326,166,402,148,467,164,526,144,516,144,375,108,319,142,204,89,405,157,종로구,종로56가동
1101064,8343,2949,1159,484,1386,597,1007,486,658,298,678,160,656,150,674,126,590,122,468,96,345,135,313,126,409,169,종로구,이화동
1101067,5972,1613,427,88,565,114,525,178,426,129,532,133,638,155,762,159,692,153,471,102,375,167,220,95,339,140,종로구,창신1동
1101068,9953,1960,844,99,972,125,813,181,703,141,914,158,1196,200,1247,216,1092,193,724,158,538,164,386,122,524,203,종로구,창신2동
1101069,6318,1026,571,80,572,87,582,110,513,90,631,90,694,98,695,81,677,85,442,55,324,80,241,59,376,111,종로구,창신3동
1101070,6033,1484,510,104,531,121,629,218,527,174,621,125,617,114,640,111,582,101,438,79,330,92,250,69,358,176,종로구,숭인1동
1101071,8835,3413,768,442,1044,630,1005,494,739,327,733,218,799,235,878,178,833,192,678,154,496,176,357,137,505,230,종로구,숭인2동
1101072,10783,1710,844,141,835,149,1002,234,1106,235,1292,146,1218,131,1039,98,868,82,670,70,570,94,477,84,862,246,종로구,청운효자동
1101073,18870,7077,3782,2511,3344,2147,1863,652,1336,418,1439,233,1380,217,1306,137,1187,137,849,97,715,100,540,75,1129,353,종로구,혜화동
1102052,1624,759,55,32,153,95,199,110,185,93,210,89,201,77,183,83,135,59,113,53,91,34,52,19,47,15,중구,소공동
1102054,4590,1376,221,61,397,120,362,151,366,140,356,133,426,157,531,105,609,136,469,102,327,109,227,79,299,83,중구,회현동
1102055,3412,1828,245,282,301,265,292,207,261,169,358,156,335,150,368,135,368,144,294,112,231,84,162,61,197,63,중구,명동
1102057,4384,1905,764,417,581,315,455,208,300,125,298,127,328,132,324,101,392,126,282,98,194,73,202,78,264,105,중구,필동
1102058,5756,2376,1187,647,967,515,593,297,423,176,411,109,401,100,358,87,409,117,295,75,237,63,178,62,297,128,중구,장충동
1102059,5087,2073,385,212,584,328,494,250,376,225,371,149,396,149,536,136,598,158,494,127,330,134,231,104,292,101,중구,광희동
1102060,1391,849,63,52,125,104,131,88,87,55,85,52,119,73,155,78,202,104,170,88,118,84,59,44,77,27,중구,을지로동
1102065,8566,2101,681,216,693,236,819,253,856,236,866,194,934,198,891,157,843,156,579,114,484,101,399,80,521,160,중구,신당5동
1102067,11083,3361,772,356,1217,603,1429,498,1173,363,1009,259,977,252,1051,192,1033,183,827,161,632,161,393,96,570,237,중구,황학동
1102068,7168,1270,458,81,610,128,730,132,760,120,696,102,645,97,664,80,730,94,530,71,459,87,362,72,524,206,중구,중림동
1102069,10586,3924,706,315,922,417,1401,627,1370,566,1491,570,1087,412,994,213,829,185,667,158,445,177,316,125,358,159,중구,신당동
1102070,13053,2629,1137,316,1292,396,1499,396,1168,278,1249,179,1255,174,1188,144,1227,158,900,115,730,116,541,90,867,267,중구,다산동
1102071,15327,2569,1042,147,1204,195,1502,209,1476,187,1526,186,1353,161,1475,182,1569,196,1196,166,978,229,703,176,1303,535,중구,약수동
1102072,12537,2150,985,175,1106,211,1335,231,1139,177,1242,160,1165,145,1206,127,1212,142,894,112,712,184,577,151,964,335,중구,청구동
1102073,9084,1017,800,70,727,72,815,112,856,106,982,96,929,87,993,68,932,69,643,48,471,75,324,52,612,162,중구,동화동
1103051,15070,3165,1196,239,1387,306,1612,451,1464,374,1559,287,1555,279,1481,222,1337,207,1000,169,827,171,694,141,958,319,용산구,후암동
1103052,10502,2660,713,250,1097,405,1389,502,1008,319,1007,188,909,162,858,135,998,154,732,124,613,122,472,98,706,201,용산구,용산2가동
1103053,6903,2867,408,224,591,332,647,326,510,238,620,231,741,279,791,224,760,231,636,225,436,219,316,165,447,173,용산구,남영동
1103057,11847,1716,901,125,801,128,1192,222,1198,200,1378,142,1293,127,1240,120,1087,106,793,86,650,111,548,96,766,253,용산구,원효로2동
1103058,7671,1161,673,114,628,125,744,152,759,148,843,87,829,82,743,79,698,74,465,54,388,69,333,62,568,115,용산구,효창동
1103059,10006,1634,710,147,793,191,1084,209,1057,180,1117,124,987,106,931,99,951,108,690,82,598,109,447,84,641,195,용산구,용문동
1103063,19429,1525,1125,45,1183,51,1660,76,2221,94,2712,158,2366,136,1871,80,1706,79,1177,56,933,113,848,100,1627,537,용산구,이촌1동
1103064,7537,1157,463,73,562,95,815,132,727,105,727,118,633,101,726,70,804,73,636,59,489,59,366,42,589,230,용산구,이촌2동
1103065,6907,2296,472,194,782,325,825,355,744,291,613,204,600,197,596,115,605,124,491,108,359,98,297,74,523,211,용산구,이태원1동
1103066,8750,2539,536,218,900,389,1130,419,941,316,897,236,717,187,694,101,773,109,579,85,484,106,368,75,731,298,용산구,이태원2동
1103069,10538,1607,845,137,710,153,780,193,911,169,1309,127,1386,129,1231,84,876,65,619,57,505,104,469,84,897,305,용산구,서빙고동
1103070,14270,4153,1156,332,1415,458,1507,594,1305,478,1373,327,1444,337,1437,306,1321,292,925,213,841,229,525,145,1021,442,용산구,보광동
1103071,18722,5981,2613,1293,2269,1129,1990,800,1551,569,1671,384,1709,392,1658,254,1463,234,1062,164,905,249,765,213,1066,300,용산구,청파동
1103072,11311,2416,852,255,1187,410,1584,421,1405,334,1191,222,989,172,980,102,980,106,673,77,556,93,427,76,487,148,용산구,원효로1동
1103073,13188,3711,906,328,1223,394,1527,736,1399,630,1187,373,1038,311,1242,163,1324,157,999,126,816,110,635,92,892,291,용산구,한강로동
1103074,18530,5397,1138,446,1826,741,2393,897,2037,706,1798,498,1689,455,1690,301,1687,318,1266,243,1021,206,803,172,1182,414,용산구,한남동
1104052,13223,2239,1150,249,1258,300,1325,265,1252,219,1416,208,1365,197,1344,135,1248,131,935,104,719,102,545,86,666,243,성동구,왕십리2동
1104054,20118,3926,2127,697,2224,770,2006,472,1626,341,1830,223,1956,229,1989,182,1869,181,1414,142,1090,161,785,125,1202,403,성동구,마장동
1104055,13632,6126,3468,2352,2936,1960,1339,591,783,334,812,135,804,129,782,111,748,101,547,75,482,94,395,80,536,164,성동구,사근동
1104056,11871,2134,1198,303,1337,351,1150,225,1123,173,1098,162,1085,152,1172,107,1116,111,789,86,639,131,444,91,720,242,성동구,행당1동
1104057,19707,1986,1436,68,1369,73,2044,188,2376,192,2624,171,2126,132,1830,150,1738,144,1233,114,1029,178,755,131,1147,445,성동구,행당2동
1104058,12752,1287,863,63,836,67,1218,147,1455,150,1709,136,1445,108,1208,90,1034,80,843,73,727,91,573,68,841,214,성동구,응봉동
1104059,10794,1524,768,60,758,66,1050,157,1084,144,1143,122,1168,124,1029,120,1098,136,808,109,643,126,518,102,727,258,성동구,금호1가동
1104062,11690,1817,784,80,911,105,1371,219,1511,220,1322,188,1058,147,1072,145,1087,153,803,132,602,119,457,86,712,223,성동구,금호4가동
1104065,13780,2594,1192,235,1299,283,1551,406,1352,317,1445,236,1492,224,1506,170,1335,162,870,111,635,121,473,101,630,228,성동구,성수1가1동
1104066,14446,3179,1121,359,1645,590,1836,538,1555,418,1445,233,1326,206,1360,154,1445,178,892,114,686,104,456,71,679,214,성동구,성수1가2동
1104067,16544,3708,1325,302,1614,402,1644,395,1476,319,1492,293,1639,305,1984,381,1809,385,1232,277,859,184,615,125,855,340,성동구,성수2가1동
