행정동코드,total_all_20232,solo_all_20232,total_20_20232,solo_20_20232,total_25_20232,solo_25_20232,total_30_20232,solo_30_20232,total_35_20232,solo_35_20232,total_40_20232,solo_40_20232,total_45_20232,solo_45_20232,total_50_20232,solo_50_20232,total_55_20232,solo_55_20232,total_60_20232,solo_60_20232,total_65_20232,solo_65_20232,total_70_20232,solo_70_20232,total_75_20232,solo_75_20232,자치구,행정동명
1101053,7846,1931,582,189,686,241,777,256,757,233,832,163,771,181,712,110,728,108,533,92,428,74,359,68,681,216,종로구,사직동
1101054,2364,804,143,69,172,86,187,87,211,91,199,62,226,67,242,60,255,66,197,51,163,39,130,34,239,92,종로구,삼청동
1101055,9116,1557,1147,208,841,153,711,190,652,148,899,110,965,114,913,89,835,83,611,64,481,114,360,85,701,199,종로구,부암동
1101056,15369,1631,1269,136,1173,121,1172,143,1075,121,1479,115,1691,126,1775,121,1604,118,1130,90,854,82,769,73,1378,385,종로구,평창동
1101057,6358,793,460,49,426,48,455,63,555,73,832,58,748,51,712,66,622,58,428,45,362,75,283,56,475,151,종로구,무악동
1101058,4166,718,297,41,316,48,349,60,351,54,460,61,384,50,462,61,360,49,331,49,305,67,208,47,343,131,종로구,교남동
1101060,3981,1154,254,89,313,120,384,152,364,134,435,107,428,102,363,69,341,67,315,63,266,74,166,49,352,128,종로구,가회동
1101061,6819,3364,553,367,650,431,589,321,496,253,558,282,569,276,674,259,786,331,630,267,464,191,350,151,500,235,종로구,종로1234가동
1101063,5053,2171,593,420,499,340,412,231,326,168,402,143,469,118,526,138,518,137,375,104,319,138,226,94,388,140,종로구,종로56가동
1101064,8343,2980,1159,502,1386,590,1007,496,658,305,678,159,656,150,674,123,590,114,468,98,345,137,313,131,409,175,종로구,이화동
1101067,5965,1656,427,87,565,121,525,190,426,140,528,131,638,157,762,171,692,143,468,112,375,167,230,105,329,132,종로구,창신1동
1101068,9960,1985,844,101,972,122,813,188,703,138,918,154,1196,195,1247,218,1092,189,727,183,538,164,368,112,542,221,종로구,창신2동
1101069,6318,1007,571,83,572,83,582,110,513,86,631,93,694,96,695,76,677,77,442,52,324,77,239,59,378,115,종로구,창신3동
1101070,6028,1487,510,106,531,115,629,228,527,172,618,118,617,112,640,109,582,103,438,81,330,91,243,66,363,186,종로구,숭인1동
1101071,8837,3439,768,444,1044,634,1005,497,739,338,733,217,799,232,878,177,833,181,680,166,496,184,358,133,504,236,종로구,숭인2동
1101072,10789,1716,844,137,835,147,1008,232,1106,232,1292,146,1218,134,1039,100,868,80,670,65,570,97,445,79,894,267,종로구,청운효자동
