행정동코드,total_all_20239,solo_all_20239,total_20_20239,solo_20_20239,total_25_20239,solo_25_20239,total_30_20239,solo_30_20239,total_35_20239,solo_35_20239,total_40_20239,solo_40_20239,total_45_20239,solo_45_20239,total_50_20239,solo_50_20239,total_55_20239,solo_55_20239,total_60_20239,solo_60_20239,total_65_20239,solo_65_20239,total_70_20239,solo_70_20239,total_75_20239,solo_75_20239,자치구,행정동명
1101053,7907,2010,577,186,692,244,767,258,752,227,822,201,767,183,714,112,728,118,550,93,473,91,370,69,695,228,종로구,사직동
1101054,2476,858,241,116,172,90,190,88,209,94,197,65,224,63,242,63,255,65,202,49,167,39,132,31,245,95,종로구,삼청동
1101055,9143,1572,1137,215,849,149,702,183,646,151,888,113,958,116,915,86,836,83,632,66,494,113,376,87,710,210,종로구,부암동
1101056,15443,1660,1258,142,1184,126,1158,140,1066,119,1466,113,1680,123,1779,125,1607,114,1168,90,878,83,799,77,1400,408,종로구,평창동
1101057,6375,814,455,48,430,49,449,64,550,75,824,58,742,51,713,66,622,58,442,47,372,76,294,61,482,161,종로구,무악동
1101058,4693,826,294,41,338,51,344,60,394,61,488,64,456,59,555,73,417,55,384,57,371,85,238,55,414,165,종로구,교남동
1101060,3992,1167,251,85,315,119,379,151,360,136,431,107,424,109,363,70,341,62,325,65,273,79,165,47,365,137,종로구,가회동
1101061,7005,3451,549,366,663,438,607,330,513,262,644,321,566,273,675,262,787,327,650,272,476,194,360,155,515,251,종로구,종로1234가동
1101063,5060,2215,586,394,502,340,406,224,324,171,396,144,463,163,527,134,516,142,389,107,328,142,253,111,370,143,종로구,종로56가동
1101064,8360,2986,1149,483,1399,608,995,489,652,302,672,157,651,145,675,129,590,120,484,97,354,141,321,134,418,181,종로구,이화동
1101067,5992,1685,422,92,570,136,518,181,422,146,526,131,634,156,763,167,693,141,487,119,385,164,240,112,332,140,종로구,창신1동
1101068,9987,1951,836,99,980,127,803,184,697,146,906,155,1188,199,1250,210,1093,192,749,133,553,163,381,113,551,230,종로구,창신2동
1101069,6332,1010,565,77,577,90,575,110,508,87,625,93,689,96,696,78,678,76,456,53,332,77,246,58,385,115,종로구,창신3동
1101070,6043,1493,505,104,535,119,621,218,522,172,612,118,613,110,641,111,582,100,453,87,339,96,251,69,369,189,종로구,숭인1동
1101071,8867,3450,761,447,1053,640,993,503,733,343,726,217,793,235,880,172,834,185,701,148,510,186,364,135,519,239,종로구,숭인2동
1101072,10816,1755,836,142,842,152,990,237,1097,240,1281,148,1210,134,1042,99,869,83,692,67,586,97,460,79,911,277,종로구,청운효자동
1101073,18911,7146,3753,2502,3376,2175,1842,651,1325,426,1426,240,1371,221,1309,134,1188,135,877,98,735,100,496,69,1213,395,종로구,혜화동
1102052,1746,790,60,33,153,94,198,105,206,101,196,77,223,89,194,85,144,61,125,58,122,44,60,21,65,22,중구,소공동
1102054,4641,1360,216,60,388,112,353,150,357,133,356,130,423,155,533,99,633,134,487,107,347,106,221,79,327,95,중구,회현동
1102055,3382,1392,209,139,314,206,291,155,266,141,352,139,350,139,367,105,344,96,303,93,219,68,168,53,199,58,중구,명동
1102057,4398,1865,729,392,606,315,441,200,304,130,293,123,320,128,321,96,409,123,299,97,202,77,212,83,262,101,중구,필동
1102058,5760,2492,1204,712,955,541,592,309,415,204,408,122,403,113,361,84,395,98,299,74,240,64,168,48,320,123,중구,장충동
1102059,5235,2096,427,243,589,337,538,276,369,173,402,162,392,151,537,125,594,154,510,130,342,134,228,98,307,113,중구,광희동
1102060,1777,1092,84,65,183,148,217,151,201,132,167,103,123,72,158,74,202,99,174,86,121,84,61,44,86,34,중구,을지로동
1102065,8593,2095,675,210,699,227,809,255,850,240,858,182,928,192,893,161,844,151,598,113,497,106,396,82,546,176,중구,신당5동
1102067,11115,3412,765,364,1227,600,1412,519,1163,378,1000,266,970,257,1054,177,1034,185,855,158,649,157,411,98,575,253,중구,황학동
1102068,7196,1321,453,87,615,133,721,128,754,124,689,108,641,97,665,81,731,92,548,75,472,93,337,68,570,235,중구,중림동
1102069,11901,4380,700,318,856,392,1435,652,1474,626,1833,710,1362,519,1239,256,957,208,785,177,541,213,316,122,403,187,중구,신당동
1102070,13097,2684,1127,332,1304,405,1482,410,1158,283,1237,185,1247,179,1191,140,1228,144,930,113,751,124,538,83,904,286,중구,다산동
1102071,15399,2640,1033,152,1215,199,1484,220,1465,195,1512,196,1344,167,1479,186,1572,190,1236,174,1005,222,751,178,1303,561,중구,약수동
1102072,12539,2153,976,173,1116,210,1319,226,1130,176,1230,153,1157,142,1209,128,1213,136,884,107,727,195,596,153,982,354,중구,청구동
1102073,9111,1028,793,72,733,75,805,110,849,109,973,97,922,89,996,66,933,65,665,48,484,78,343,51,615,168,중구,동화동
1103051,15122,3171,1186,225,1400,317,1594,442,1452,366,1545,278,1545,276,1485,219,1339,214,1034,179,850,172,715,144,977,339,용산구,후암동
1103052,10594,2747,707,254,1117,423,1376,498,1003,334,1004,198,907,170,868,136,999,156,757,124,632,126,476,98,748,230,용산구,용산2가동
1103053,6936,2886,404,229,596,330,639,326,505,239,614,232,736,274,793,223,761,245,658,220,448,223,303,156,479,189,용산구,남영동
1103057,11881,1764,893,130,807,138,1178,228,1189,206,1366,143,1284,129,1243,121,1088,106,820,86,667,112,512,85,834,280,용산구,원효로2동
1103058,7691,1213,667,124,634,141,735,160,753,148,835,89,823,85,744,80,699,71,480,56,398,70,362,70,561,119,용산구,효창동
1103059,10036,1666,704,157,799,191,1072,203,1048,179,1107,127,980,109,933,101,952,106,713,85,614,117,430,76,684,215,용산구,용문동
1103063,19532,1561,1120,43,1191,53,1640,77,2200,92,2683,158,2351,137,1871,79,1716,75,1225,55,1000,120,847,98,1688,574,용산구,이촌1동
1103064,7573,1177,458,68,567,98,807,136,721,111,720,119,628,102,727,62,805,70,657,58,503,57,357,41,623,255,용산구,이촌2동
1103065,6922,2341,467,201,785,350,815,349,738,296,607,204,596,192,597,118,605,119,504,106,368,105,325,86,515,215,용산구,이태원1동
1103066,8724,2520,531,215,897,373,1114,421,929,313,882,234,707,175,687,99,774,106,601,83,495,108,323,65,784,328,용산구,이태원2동
1103069,10623,1557,833,132,712,122,771,161,907,171,1297,124,1377,127,1236,83,870,60,659,53,562,103,479,89,920,332,용산구,서빙고동
1103070,14337,4188,1146,329,1436,470,1490,577,1295,478,1367,335,1435,338,1444,301,1322,283,956,215,862,233,550,154,1034,475,용산구,보광동
1103071,18773,6073,2595,1309,2290,1144,1967,810,1538,583,1654,395,1698,389,1662,242,1465,232,1098,171,931,248,759,218,1116,332,용산구,청파동
1103072,11326,2444,845,266,1197,402,1561,424,1394,341,1178,224,981,175,984,101,981,107,695,76,574,95,407,70,529,163,용산구,원효로1동
1103073,13864,3866,1177,345,1234,394,1608,769,1479,675,1289,407,1053,322,1247,144,1325,157,1055,131,835,115,600,84,962,323,용산구,한강로동
1103074,18596,5439,1128,439,1846,757,2366,894,2021,705,1782,503,1678,454,1694,293,1690,311,1309,248,1050,220,768,156,1264,459,용산구,한남동
1104052,13264,2376,1140,273,1270,323,1310,272,1242,229,1404,222,1356,206,1347,140,1249,136,967,109,739,112,527,86,713,268,성동구,왕십리2동
1104054,20197,4033,2110,740,2245,791,1984,475,1613,345,1814,221,1943,231,1995,182,1873,179,1462,145,1121,162,782,123,1255,439,성동구,마장동
1104055,13610,5877,3385,2235,2940,1904,1302,560,807,319,820,144,803,131,795,93,748,91,555,70,507,98,335,59,613,173,성동구,사근동
1104056,11948,2261,1242,340,1373,377,1159,234,1083,199,1072,154,1072,149,1163,115,1117,111,826,89,645,131,452,93,744,269,성동구,행당1동
1104057,19755,2025,1424,66,1381,75,2020,190,2358,194,2602,170,2113,129,1835,142,1741,143,1275,117,1058,183,752,128,1196,488,성동구,행당2동
1104058,12788,1307,855,63,843,66,1204,143,1443,152,1694,135,1436,109,1211,87,1035,82,872,70,747,94,546,65,902,241,성동구,응봉동
1104059,10833,1567,761,57,764,68,1037,159,1075,148,1133,125,1160,124,1032,118,1099,136,836,112,661,129,476,92,799,299,성동구,금호1가동
1104062,11727,1862,777,78,919,106,1355,222,1499,225,1309,192,1052,147,1075,145,1088,154,830,135,626,123,453,88,744,247,성동구,금호4가동
1104065,13807,2627,1182,233,1310,299,1533,402,1341,322,1432,239,1482,227,1509,164,1337,160,899,113,652,127,451,89,679,252,성동구,성수1가1동
1104066,14480,3172,1112,359,1660,582,1815,534,1543,420,1432,231,1318,206,1363,146,1447,173,922,109,705,111,449,67,714,234,성동구,성수1가2동
1104067,16601,3740,1313,301,1628,411,1625,388,1464,329,1479,295,1629,308,1989,379,1812,372,1274,284,882,181,634,126,872,366,성동구,성수2가1동
1104068,10538,2457,794,271,1126,408,1255,396,958,267,889,185,930,182,1051,131,1108,139,840,108,576,99,419,68,592,203,성동구,성수2가3동
1104069,10151,2683,801,257,893,280,1070,282,928,237,931,213,1069,225,1193,272,1089,267,793,199,565,172,321,87,498,192,성동구,송정동
1104070,14612,4455,1158,491,1339,586,1375,584,1228,487,1435,328,1593,346,1650,357,1445,315,1077,272,862,214,563,141,887,334,성동구,용답동
1104071,17596,3017,1592,351,1709,402,1860,412,1830,364,1577,202,1620,204,1820,172,1593,163,1185,124,873,145,741,137,1196,341,성동구,왕십리도선동
1104072,18062,2571,1304,123,1409,160,2060,329,2044,305,1910,288,1694,251,1675,139,1626,142,1304,123,1029,182,794,141,1213,388,성동구,금호23가동
1104073,18059,2319,1193,97,1544,146,2213,302,2176,275,1974,298,1509,213,1651,140,1700,153,1291,119,959,158,735,119,1114,299,성동구,옥수동
1105053,25505,15192,6209,4784,5951,4489,3266,2298,1744,1169,1314,513,1278,473,1334,298,1267,299,1016,239,766,166,529,126,831,338,광진구,화양동
1105054,20396,7056,3318,1727,2980,1533,2469,1002,1716,636,1546,319,1529,313,1640,314,1623,330,1185,250,908,186,566,113,916,333,광진구,군자동
1105055,13703,3477,1039,304,1510,467,1742,554,1310,368,1180,280,1248,283,1378,254,1354,273,1006,210,746,159,457,94,733,231,광진구,중곡1동
1105056,18322,3991,1620,416,1953,557,2285,683,1687,469,1690,275,1772,283,1893,264,1710,250,1287,194,953,193,644,124,828,283,광진구,중곡2동
1105057,14714,3765,1224,280,1460,367,1621,492,1309,366,1338,326,1541,374,1613,345,1471,324,1053,249,825,217,499,130,760,295,광진구,중곡3동
1105058,25456,3999,2182,249,2206,287,2647,471,2313,373,2424,347,2754,377,2636,343,2542,346,1938,272,1494,275,1020,182,1300,477,광진구,중곡4동
1105059,10014,3476,753,382,1467,762,1678,762,1137,473,845,230,762,199,711,118,784,133,584,110,501,117,300,66,492,124,광진구,능동
1105060,19745,6596,1701,750,2544,1177,2654,1242,1964,849,1823,544,1797,520,1853,344,1686,321,1191,242,951,202,623,136,958,269,광진구,구의1동
