행정동코드,total_all_20242,solo_all_20242,total_20_20242,solo_20_20242,total_25_20242,solo_25_20242,total_30_20242,solo_30_20242,total_35_20242,solo_35_20242,total_40_20242,solo_40_20242,total_45_20242,solo_45_20242,total_50_20242,solo_50_20242,total_55_20242,solo_55_20242,total_60_20242,solo_60_20242,total_65_20242,solo_65_20242,total_70_20242,solo_70_20242,total_75_20242,solo_75_20242,자치구,행정동명
1101053,8886,2212,566,183,708,255,772,259,738,224,871,212,819,191,909,140,873,138,697,116,617,119,445,88,871,287,종로구,사직동
1101054,2585,915,310,154,176,86,185,89,204,91,193,61,220,69,243,62,256,68,220,54,178,44,143,36,257,101,종로구,삼청동
1101055,9249,1590,1114,199,869,161,683,177,634,151,869,106,944,111,922,87,840,80,685,72,536,127,394,94,759,225,종로구,부암동
1101056,15717,1680,1233,132,1212,131,1126,138,1046,114,1435,106,1655,119,1794,123,1615,112,1267,98,1003,96,879,87,1452,424,종로구,평창동
1101057,6447,826,446,46,440,50,437,62,540,73,807,54,732,48,719,63,626,59,479,50,398,84,285,58,538,179,종로구,무악동
1101058,6592,1178,301,42,424,68,445,78,540,83,720,91,625,77,725,94,671,87,573,84,515,115,391,96,662,263,종로구,교남동
1101060,4046,1188,246,92,323,122,369,150,353,134,422,107,418,105,366,67,342,62,353,69,292,84,160,46,402,150,종로구,가회동
1101061,8799,4332,539,360,862,566,810,447,771,396,787,392,818,399,848,320,912,375,765,320,659,276,417,178,611,303,종로구,종로1234가동
1101063,5282,2346,574,385,563,383,461,263,344,183,390,139,457,161,531,138,520,145,423,118,350,153,237,108,432,170,종로구,종로56가동
1101064,8572,3091,1128,491,1432,635,968,481,641,300,657,156,641,141,680,121,593,115,524,104,477,193,331,138,500,216,종로구,이화동
1101067,6069,1673,415,78,584,134,505,181,414,143,515,118,624,156,770,156,696,144,527,119,412,185,255,113,352,146,종로구,창신1동
1101068,10106,2006,820,94,1004,134,781,183,684,146,886,144,1171,198,1260,206,1099,196,812,147,591,184,415,130,583,244,종로구,창신2동
1101069,6444,1043,554,74,590,88,559,106,499,89,611,89,679,93,701,77,681,78,502,59,399,96,267,66,402,128,종로구,창신3동
1101070,6315,1584,495,100,548,120,605,214,513,174,598,115,604,108,650,109,597,100,518,99,448,125,270,77,469,243,종로구,숭인1동
1101071,9582,3745,747,436,1092,666,1033,523,744,347,729,212,781,233,886,173,838,181,801,174,781,299,447,168,703,333,종로구,숭인2동
1101072,10924,1753,819,134,862,153,963,231,1077,233,1254,142,1192,130,1050,96,874,78,751,70,627,108,520,88,935,290,종로구,청운효자동
