행정동코드,total_all_20238,solo_all_20238,total_20_20238,solo_20_20238,total_25_20238,solo_25_20238,total_30_20238,solo_30_20238,total_35_20238,solo_35_20238,total_40_20238,solo_40_20238,total_45_20238,solo_45_20238,total_50_20238,solo_50_20238,total_55_20238,solo_55_20238,total_60_20238,solo_60_20238,total_65_20238,solo_65_20238,total_70_20238,solo_70_20238,total_75_20238,solo_75_20238,자치구,행정동명
1101053,7864,1988,579,188,688,248,772,262,754,227,826,197,769,178,713,110,727,114,541,89,443,86,359,66,693,223,종로구,사직동
1101054,2450,835,223,108,172,88,191,89,209,93,197,62,224,65,242,60,255,61,199,48,165,40,134,30,239,91,종로구,삼청동
1101055,9122,1544,1141,209,845,149,706,182,648,152,892,112,961,113,913,82,835,81,621,62,487,111,357,82,716,209,종로구,부암동
1101056,15401,1628,1263,136,1178,127,1165,144,1070,120,1472,112,1685,122,1776,121,1605,112,1149,87,865,81,796,76,1377,390,종로구,평창동
1101057,6361,800,457,48,428,49,451,64,552,77,828,58,744,49,712,62,622,58,434,44,367,74,294,63,472,154,종로구,무악동
1101058,4501,779,295,42,334,51,346,60,380,59,468,60,399,50,531,68,409,53,373,52,340,78,234,53,392,153,종로구,교남동
1101060,3984,1155,252,86,313,118,381,153,362,135,433,104,426,109,363,68,341,63,320,64,269,76,171,49,353,130,종로구,가회동
1101061,6890,3367,551,373,653,432,585,316,495,252,607,299,568,269,674,257,786,320,638,265,469,192,346,144,518,248,종로구,종로1234가동
1101063,5047,2203,589,396,500,338,408,227,325,171,398,142,465,160,526,132,516,142,382,105,323,141,236,104,379,145,종로구,종로56가동
1101064,8347,2968,1154,494,1392,605,1001,491,654,300,674,151,653,143,674,125,590,118,476,95,349,140,309,127,421,179,종로구,이화동
1101067,5976,1646,424,92,567,125,521,181,424,143,528,126,636,148,762,172,692,143,478,116,379,157,237,107,328,136,종로구,창신1동
1101068,9963,1937,839,102,975,126,807,187,699,146,910,151,1192,193,1248,207,1092,191,736,133,545,163,364,108,556,230,종로구,창신2동
1101069,6319,1001,568,81,574,88,578,109,510,88,627,92,691,93,695,78,677,76,448,51,328,76,240,56,383,113,종로구,창신3동
1101070,6031,1466,507,103,533,117,625,217,524,171,614,114,615,108,640,108,582,99,445,84,334,93,245,66,367,186,종로구,숭인1동
1101071,8844,3407,764,444,1048,636,999,502,735,342,729,212,795,229,878,171,833,179,689,145,502,181,362,133,510,233,종로구,숭인2동
1101072,10794,1725,839,144,838,150,995,228,1101,239,1286,147,1213,132,1040,94,868,80,681,65,578,98,441,75,914,273,종로구,청운효자동
1101073,18885,7124,3767,2498,3360,2189,1852,657,1330,426,1432,233,1375,216,1307,130,1187,130,862,94,725,97,489,68,1199,386,종로구,혜화동
