행정동코드,total_all_20228,solo_all_20228,total_20_20228,solo_20_20228,total_25_20228,solo_25_20228,total_30_20228,solo_30_20228,total_35_20228,solo_35_20228,total_40_20228,solo_40_20228,total_45_20228,solo_45_20228,total_50_20228,solo_50_20228,total_55_20228,solo_55_20228,total_60_20228,solo_60_20228,total_65_20228,solo_65_20228,total_70_20228,solo_70_20228,total_75_20228,solo_75_20228,자치구,행정동명
1101053,7878,1821,585,167,686,244,779,242,766,196,833,161,776,170,716,98,734,99,535,90,428,74,384,72,656,208,종로구,사직동
1101054,2423,819,163,81,172,86,209,99,211,95,199,62,230,69,250,57,255,63,197,50,163,40,156,39,218,78,종로구,삼청동
1101055,9116,1567,1147,218,841,155,711,186,652,154,899,107,965,114,913,85,835,80,611,64,481,116,368,92,693,196,종로구,부암동
1101056,15369,1616,1269,137,1173,128,1172,140,1075,115,1479,110,1691,122,1775,124,1604,114,1130,86,854,79,775,75,1372,386,종로구,평창동
1101057,6350,803,460,52,423,50,455,67,555,75,832,59,746,49,710,63,622,59,428,45,362,74,284,58,473,152,종로구,무악동
1101058,4231,900,297,41,319,50,349,58,374,93,466,85,418,80,479,77,375,83,352,55,316,81,188,43,298,154,종로구,교남동
1101060,3948,1142,254,92,313,121,368,146,364,133,435,108,424,99,355,67,341,64,315,63,266,76,185,51,328,122,종로구,가회동
1101061,6829,3492,562,457,650,435,587,317,496,249,556,275,571,269,672,259,786,328,629,264,463,226,346,161,511,252,종로구,종로1234가동
1101063,4940,2062,554,364,469,302,397,207,319,160,395,136,467,162,525,128,514,140,375,105,320,120,201,86,404,152,종로구,종로56가동
1101064,8442,2796,1188,523,1416,484,1024,419,665,274,685,179,656,142,677,124,592,112,470,93,345,138,301,123,423,185,종로구,이화동
1101067,5968,1635,427,87,565,123,525,179,426,140,532,136,638,155,762,157,687,152,471,101,375,167,250,111,310,127,종로구,창신1동
1101068,9951,1951,844,100,972,126,813,184,703,138,914,153,1196,195,1247,213,1092,193,724,153,538,165,381,117,527,214,종로구,창신2동
1101069,6318,1006,571,80,572,87,582,110,513,91,631,90,694,95,695,77,677,76,442,50,324,77,236,59,381,114,종로구,창신3동
1101070,6033,1522,510,104,531,119,629,225,527,174,618,114,617,112,640,110,587,143,438,81,330,91,252,67,354,182,종로구,숭인1동
1101071,8843,3453,771,457,1046,650,1009,538,739,331,733,211,799,227,878,172,833,177,677,146,496,178,357,133,505,233,종로구,숭인2동
1101072,10783,1705,844,142,835,148,1002,229,1106,236,1292,141,1218,130,1039,95,868,76,670,69,570,93,432,75,907,271,종로구,청운효자동
1101073,18870,7064,3782,2497,3344,2170,1863,653,1336,417,1439,230,1380,214,1306,128,1187,132,849,94,715,100,543,76,1126,353,종로구,혜화동
1102052,1545,728,50,29,153,91,199,108,178,88,186,84,195,76,164,70,119,54,108,59,84,31,54,20,55,18,중구,소공동
1102054,4610,1231,206,50,391,106,361,131,363,120,354,121,437,154,536,77,619,133,483,88,328,91,234,77,298,83,중구,회현동
1102055,3349,1803,231,231,301,276,298,216,269,174,357,153,339,177,362,141,354,132,276,102,225,83,164,61,173,57,중구,명동
1102057,4620,2001,832,451,651,352,474,215,311,130,302,124,336,133,331,100,421,135,288,96,200,76,208,80,266,109,중구,필동
1102058,5517,2440,1119,700,890,528,572,306,415,196,407,111,393,100,351,83,384,98,288,74,230,63,180,66,288,115,중구,장충동
1102059,5091,2195,385,216,591,524,494,247,373,171,371,150,396,150,536,127,594,149,496,123,332,135,221,92,302,111,중구,광희동
1102060,1430,896,68,54,127,115,139,121,93,59,100,69,119,71,155,72,203,94,173,84,118,83,60,45,75,29,중구,을지로동
1102065,8583,2392,685,227,705,293,808,308,850,265,871,235,941,203,894,191,838,171,581,123,478,104,406,96,526,176,중구,신당5동
1102067,11085,3306,772,361,1219,576,1429,495,1173,362,1009,254,977,246,1051,178,1033,177,827,156,632,158,399,97,564,246,중구,황학동
1102068,7141,1263,456,78,606,127,724,130,756,121,692,102,643,93,662,77,728,92,529,70,459,89,379,77,507,207,중구,중림동
1102069,9597,3909,706,320,829,492,1188,801,1158,477,1301,481,970,357,917,190,777,165,635,142,442,192,293,116,381,176,중구,신당동
1102070,13055,2708,1137,324,1290,407,1500,448,1168,280,1249,174,1255,172,1191,159,1227,151,900,108,728,116,556,88,854,281,중구,다산동
1102071,15316,2541,1042,148,1204,196,1498,211,1476,185,1526,182,1353,158,1472,175,1569,185,1196,163,978,220,690,164,1312,554,중구,약수동
1102072,12624,2925,996,244,1113,249,1344,307,1145,258,1251,197,1174,214,1219,164,1224,200,863,146,714,262,608,224,973,460,중구,청구동
1102073,9066,996,800,73,727,73,812,112,852,101,982,94,925,83,993,66,926,64,643,46,469,70,310,46,627,168,중구,동화동
1103051,15068,3143,1196,246,1387,308,1612,449,1464,371,1559,280,1555,267,1481,214,1337,201,1000,163,827,175,712,147,938,322,용산구,후암동
