행정동코드,total_all_202211,solo_all_202211,total_20_202211,solo_20_202211,total_25_202211,solo_25_202211,total_30_202211,solo_30_202211,total_35_202211,solo_35_202211,total_40_202211,solo_40_202211,total_45_202211,solo_45_202211,total_50_202211,solo_50_202211,total_55_202211,solo_55_202211,total_60_202211,solo_60_202211,total_65_202211,solo_65_202211,total_70_202211,solo_70_202211,total_75_202211,solo_75_202211,자치구,행정동명
1101053,7839,1932,582,190,686,243,777,254,757,221,828,174,771,175,712,108,727,113,533,91,426,81,389,73,651,209,종로구,사직동
1101054,2385,804,158,79,172,84,193,88,211,94,199,60,226,67,242,60,255,62,197,49,163,41,155,38,214,82,종로구,삼청동
1101055,9116,1551,1147,214,841,154,711,186,652,152,899,106,965,115,913,83,835,80,611,61,481,112,371,90,690,198,종로구,부암동
1101056,15369,1613,1269,134,1173,125,1172,143,1075,117,1479,111,1691,123,1775,121,1604,111,1130,86,854,81,764,73,1383,388,종로구,평창동
1101057,6358,799,460,50,426,49,455,66,555,74,832,58,748,49,712,65,622,59,428,45,362,74,291,60,467,150,종로구,무악동
1101058,4147,685,297,41,316,48,349,56,354,53,460,58,413,51,470,60,360,47,354,48,295,67,184,41,295,115,종로구,교남동
1101060,3981,1144,254,96,313,114,384,156,364,131,435,104,428,102,363,66,341,64,315,60,266,77,183,52,335,122,종로구,가회동
1101061,6834,3366,556,362,650,433,589,310,499,287,563,277,571,271,674,256,786,326,630,262,463,188,343,147,510,247,종로구,종로1234가동
1101063,5042,2118,590,396,499,313,412,219,323,158,403,123,467,165,526,138,516,139,375,105,320,115,219,97,392,150,종로구,종로56가동
1101064,8343,2949,1159,492,1386,595,1007,495,658,299,678,154,656,144,674,125,590,111,468,92,345,136,303,126,419,180,종로구,이화동
1101067,5967,1623,427,82,565,122,525,178,426,138,532,131,633,153,762,161,692,148,471,98,375,173,255,115,304,124,종로구,창신1동
1101068,9958,1962,844,101,972,132,813,177,703,136,914,150,1201,212,1247,209,1092,190,724,158,538,164,385,118,525,215,종로구,창신2동
1101069,6318,993,571,78,572,87,582,111,513,85,631,88,694,95,695,75,677,76,442,50,324,76,246,61,371,111,종로구,창신3동
1101070,6013,1459,510,100,531,119,622,217,527,171,618,114,617,112,640,106,578,98,437,80,330,91,246,64,357,187,종로구,숭인1동
1101071,8851,3505,768,434,1044,625,1012,643,739,327,733,209,799,225,878,171,837,179,679,141,496,178,383,141,483,232,종로구,숭인2동
1101072,10783,1694,844,131,835,147,1002,232,1106,233,1292,138,1218,133,1039,93,868,77,670,67,570,92,422,75,917,276,종로구,청운효자동
1101073,18870,7020,3782,2470,3344,2149,1863,652,1336,419,1439,226,1380,214,1306,130,1187,134,849,94,715,96,531,72,1138,364,종로구,혜화동
1102052,1493,679,52,29,152,91,202,109,185,92,182,69,174,66,169,73,117,49,86,40,90,33,40,14,44,14,중구,소공동
1102054,4653,1361,227,62,402,123,360,148,362,135,369,137,432,154,540,101,623,133,477,99,322,100,227,79,312,90,중구,회현동
1102055,3358,1631,214,178,296,239,292,181,282,173,346,132,350,166,359,124,354,130,288,106,234,88,166,59,177,55,중구,명동
1102057,4444,1893,765,398,612,329,458,208,307,125,299,129,331,132,324,97,398,122,288,94,194,72,215,83,253,104,중구,필동
1102058,5694,2316,1186,646,927,487,590,297,419,192,410,98,398,94,355,77,407,108,291,68,237,59,175,65,299,125,중구,장충동
1102059,5091,2108,385,217,593,448,494,241,373,172,371,145,396,148,539,131,594,151,493,129,330,128,236,98,287,100,중구,광희동
1102060,1379,823,58,45,127,103,131,87,73,47,88,53,119,70,155,73,202,100,170,85,118,83,66,48,72,29,중구,을지로동
1102065,8562,2050,679,202,693,229,817,246,856,234,866,182,934,189,891,153,843,153,579,113,484,101,384,78,536,170,중구,신당5동
1102067,11083,3288,772,343,1217,593,1429,499,1173,370,1009,255,977,239,1051,176,1033,178,827,153,632,151,418,94,545,237,중구,황학동
1102068,7168,1266,458,80,610,131,730,132,760,118,696,102,645,93,664,77,730,92,530,69,459,88,364,69,522,215,중구,중림동
1102069,11120,4044,708,342,886,407,1432,615,1459,593,1634,607,1225,451,1095,224,859,182,687,157,461,173,290,111,384,182,중구,신당동
1102070,13045,2621,1137,327,1292,398,1499,403,1163,277,1246,175,1255,171,1188,138,1227,149,900,106,730,114,556,89,852,274,중구,다산동
1102071,15349,2286,1042,143,1206,170,1506,180,1481,162,1529,169,1355,134,1475,179,1572,131,1197,142,979,186,737,151,1270,539,중구,약수동
1102072,12514,2126,985,179,1104,213,1331,226,1139,176,1242,151,1163,143,1206,123,1209,133,870,104,725,186,575,149,965,343,중구,청구동
1102073,9084,1007,800,72,727,76,815,112,856,100,982,96,929,86,993,64,932,64,643,45,471,70,311,48,625,174,중구,동화동
1103051,15070,3105,1196,236,1387,308,1612,449,1464,362,1559,273,1555,269,1481,212,1337,196,1000,161,827,173,719,143,933,323,용산구,후암동
1103052,10502,2648,713,249,1097,408,1389,496,1008,324,1007,182,909,164,858,132,998,150,732,120,613,116,478,99,700,208,용산구,용산2가동
1103053,6903,2813,408,217,591,326,647,321,510,233,620,220,741,277,791,223,760,232,636,213,436,216,309,160,454,175,용산구,남영동
1103057,11847,1702,901,126,801,129,1192,222,1198,201,1378,140,1293,124,1240,115,1087,102,793,81,650,109,537,93,777,260,용산구,원효로2동
1103058,7671,1156,673,114,628,131,744,160,759,146,843,85,829,79,743,74,698,68,465,50,388,69,345,60,556,120,용산구,효창동
1103059,10006,1626,710,144,793,195,1084,207,1057,180,1117,124,987,106,931,96,951,104,690,79,598,107,439,80,649,204,용산구,용문동
1103063,19459,1510,1130,45,1187,51,1656,77,2224,90,2714,154,2369,133,1872,77,1713,75,1176,54,939,105,874,99,1605,550,용산구,이촌1동
1103064,7537,1143,463,69,562,95,815,132,727,105,727,114,633,97,726,65,804,72,636,59,489,57,364,42,591,236,용산구,이촌2동
1103065,6904,2268,472,194,779,341,825,342,744,288,613,202,600,190,596,104,605,118,491,102,359,100,302,74,518,213,용산구,이태원1동
1103066,8750,2483,536,215,900,385,1130,412,941,304,897,226,717,180,694,92,773,106,579,78,484,108,377,74,722,303,용산구,이태원2동
1103069,10495,1540,840,138,698,121,784,182,908,172,1301,113,1383,127,1228,74,869,57,620,55,497,96,450,81,917,324,용산구,서빙고동
1103070,14109,4025,1121,321,1410,453,1495,571,1293,466,1364,318,1436,323,1425,295,1305,278,903,193,827,215,544,146,986,446,용산구,보광동
1103071,18720,5964,2613,1298,2269,1153,1990,793,1551,572,1669,379,1709,379,1658,238,1463,222,1062,156,905,239,762,206,1069,329,용산구,청파동
1103072,11314,2406,854,263,1187,413,1584,414,1405,333,1190,217,989,171,981,97,980,101,674,72,556,91,392,68,522,166,용산구,원효로1동
1103073,13263,3651,937,277,1223,396,1500,713,1431,635,1218,406,1047,313,1243,140,1324,153,998,119,815,109,600,82,927,308,용산구,한강로동
1103074,18707,6622,1173,614,1842,836,2405,987,2049,964,1813,703,1697,597,1705,373,1703,380,1288,266,1035,285,790,168,1207,449,용산구,한남동
1104052,13218,2301,1150,268,1255,326,1325,268,1252,222,1416,214,1365,201,1344,137,1248,131,933,103,719,103,541,85,670,243,성동구,왕십리2동
1104054,20116,3912,2127,708,2224,784,2006,452,1626,338,1830,216,1954,220,1989,176,1869,170,1414,138,1090,158,750,118,1237,434,성동구,마장동
1104055,13528,6169,3425,2483,2887,1933,1338,544,783,333,832,134,788,120,797,107,725,91,547,70,479,99,368,74,559,181,성동구,사근동
