행정동코드,total_all_20223,solo_all_20223,total_20_20223,solo_20_20223,total_25_20223,solo_25_20223,total_30_20223,solo_30_20223,total_35_20223,solo_35_20223,total_40_20223,solo_40_20223,total_45_20223,solo_45_20223,total_50_20223,solo_50_20223,total_55_20223,solo_55_20223,total_60_20223,solo_60_20223,total_65_20223,solo_65_20223,total_70_20223,solo_70_20223,total_75_20223,solo_75_20223,자치구,행정동명
1101053,7851,1882,583,169,686,237,779,253,758,208,832,170,772,174,712,113,728,113,533,95,428,76,396,79,644,195,종로구,사직동
1101054,2370,823,143,72,172,84,193,94,211,95,199,62,226,69,242,67,255,64,197,57,163,41,144,38,225,80,종로구,삼청동
1101055,9116,1576,1147,214,841,157,711,185,652,157,899,110,965,116,913,89,835,83,611,67,481,118,379,92,682,188,종로구,부암동
1101056,15369,1629,1269,139,1173,127,1172,145,1075,116,1479,113,1691,124,1775,126,1604,120,1130,92,854,80,790,84,1357,363,종로구,평창동
1101057,6358,795,460,48,426,49,455,66,555,71,832,59,748,49,712,68,622,63,428,46,362,74,297,62,461,140,종로구,무악동
1101058,4309,713,297,39,316,47,349,58,380,56,469,60,441,55,494,66,383,52,360,50,305,68,192,44,323,118,종로구,교남동
1101060,3981,1152,254,93,313,116,384,153,364,131,435,111,428,100,363,70,341,68,315,64,266,76,179,51,339,119,종로구,가회동
1101061,6809,3357,556,366,651,431,589,316,496,251,538,268,571,278,674,268,786,331,630,268,464,194,346,152,508,234,종로구,종로1234가동
1101063,5040,2224,590,402,498,341,412,229,326,166,402,147,467,165,526,144,516,146,375,106,319,140,204,87,405,151,종로구,종로56가동
1101064,8343,2959,1159,494,1386,590,1007,492,658,300,678,161,656,147,674,128,590,122,468,96,345,137,304,124,418,168,종로구,이화동
1101067,5972,1607,427,89,565,113,525,180,426,132,532,127,638,160,762,158,692,147,471,101,375,168,228,97,331,135,종로구,창신1동
1101068,9953,1943,844,98,972,126,813,178,703,140,914,159,1196,201,1247,214,1092,193,724,154,538,162,381,119,529,199,종로구,창신2동
1101069,6318,1020,571,80,572,88,582,111,513,92,631,90,694,97,695,81,677,85,442,53,324,79,242,58,375,106,종로구,창신3동
1101070,6028,1473,510,105,531,118,629,219,527,175,618,120,617,115,640,111,582,99,438,79,330,91,245,65,361,176,종로구,숭인1동
1101071,8835,3397,768,440,1044,629,1005,492,739,325,733,219,799,235,878,177,833,192,678,153,496,176,361,135,501,224,종로구,숭인2동
1101072,10783,1705,844,140,835,151,1002,237,1106,228,1292,147,1218,131,1039,98,868,82,670,71,570,93,469,86,870,241,종로구,청운효자동
1101073,18870,7085,3782,2525,3344,2147,1863,650,1336,416,1439,237,1380,219,1306,135,1187,136,849,99,715,100,542,76,1127,345,종로구,혜화동
1102052,1599,736,52,29,153,93,200,106,186,92,211,92,181,71,178,76,132,58,105,48,98,38,52,18,51,15,중구,소공동
1102054,4641,1380,229,65,402,125,361,149,367,140,363,135,433,159,531,106,617,135,473,102,328,106,237,81,300,77,중구,회현동
1102055,3362,1749,201,209,296,262,301,219,260,166,350,144,343,170,370,133,360,141,299,109,232,81,156,58,194,57,중구,명동
1102057,4367,1902,731,399,598,327,451,209,303,127,290,122,329,134,323,102,398,129,284,99,194,73,200,77,266,104,중구,필동
1102058,5766,2375,1220,667,946,503,597,304,420,180,419,109,400,94,359,84,399,111,293,73,237,62,179,66,297,122,중구,장충동
1102059,5099,2266,385,213,588,525,496,250,376,219,371,148,396,148,536,131,602,164,496,137,330,133,235,102,288,96,중구,광희동
1102060,1428,866,61,49,127,105,133,90,104,67,94,57,119,74,155,76,202,105,170,89,118,83,56,41,89,30,중구,을지로동
1102065,8568,2091,681,215,693,236,819,250,858,237,866,191,934,196,891,157,843,161,579,111,484,99,382,77,538,161,중구,신당5동
1102067,11083,3375,772,365,1217,609,1429,501,1173,366,1009,261,977,256,1051,188,1033,182,827,159,632,158,402,98,561,232,중구,황학동
1102068,7168,1267,458,81,610,128,730,130,760,120,696,103,645,97,664,81,730,94,530,71,459,87,368,74,518,201,중구,중림동
1102069,11885,4361,706,317,962,433,1559,694,1569,649,1755,668,1343,509,1201,254,904,198,734,171,477,187,305,120,370,161,중구,신당동
1102070,13057,2614,1137,328,1292,398,1499,398,1168,280,1249,181,1257,161,1188,144,1229,143,900,116,730,117,546,91,862,257,중구,다산동
1102071,15327,2563,1042,151,1204,197,1502,205,1476,187,1526,188,1353,160,1475,181,1569,198,1196,168,978,225,710,177,1296,526,중구,약수동
1102072,12606,2163,985,177,1106,216,1335,232,1139,176,1242,161,1163,144,1206,128,1210,140,931,116,748,193,569,152,972,328,중구,청구동
1102073,9084,1010,800,66,727,70,815,113,856,107,982,96,929,87,993,68,932,66,643,48,471,75,323,52,613,162,중구,동화동
1103051,15070,3132,1196,228,1387,302,1612,444,1464,369,1559,283,1555,276,1481,221,1337,205,1000,174,827,172,689,144,963,314,용산구,후암동
1103052,10502,2656,713,250,1097,410,1389,498,1008,321,1007,191,909,163,858,133,998,151,732,123,613,123,474,98,704,195,용산구,용산2가동
1103053,6903,2858,408,218,591,334,647,325,510,239,620,232,741,277,791,225,760,233,636,219,436,219,326,172,437,165,용산구,남영동
1103057,11847,1711,901,125,801,128,1192,221,1198,199,1378,144,1293,126,1240,120,1087,107,793,85,650,111,548,96,766,249,용산구,원효로2동
1103058,7671,1157,673,117,628,124,744,152,759,146,843,86,829,83,743,77,698,73,465,53,388,69,333,62,568,115,용산구,효창동
1103059,10006,1628,710,147,793,191,1084,207,1057,182,1117,125,987,106,931,99,951,108,690,82,598,108,459,88,629,185,용산구,용문동
1103063,19420,1517,1127,45,1177,51,1660,76,2221,92,2715,160,2359,136,1871,80,1702,78,1177,56,933,113,834,100,1644,530,용산구,이촌1동
1103064,7537,1151,463,75,562,94,815,133,727,104,727,118,633,100,726,69,804,74,636,61,489,58,365,42,590,223,용산구,이촌2동
1103065,6906,2295,472,196,779,334,825,355,744,291,613,203,600,199,596,112,605,127,493,103,359,98,299,74,521,203,용산구,이태원1동
1103066,8748,2518,536,219,900,383,1130,417,941,318,897,236,717,182,694,102,773,108,577,82,484,107,363,73,736,291,용산구,이태원2동
1103069,10547,1620,843,129,712,146,784,216,911,170,1300,124,1393,132,1232,93,880,65,619,57,510,108,472,85,891,295,용산구,서빙고동
1103070,14276,4154,1156,338,1419,452,1503,592,1305,479,1379,334,1444,338,1437,310,1321,301,925,213,841,221,513,139,1033,437,용산구,보광동
1103071,18720,6013,2613,1313,2269,1139,1990,797,1551,569,1669,390,1709,392,1658,254,1463,232,1062,166,905,249,755,213,1076,299,용산구,청파동
1103072,11314,2430,854,266,1187,410,1584,422,1405,335,1191,223,989,174,981,101,980,107,673,78,556,94,421,75,493,145,용산구,원효로1동
1103073,13282,3653,987,284,1223,395,1514,727,1402,632,1187,375,1038,312,1266,147,1324,159,999,126,815,115,610,88,917,293,용산구,한강로동
1103074,18530,5393,1138,445,1829,751,2390,895,2037,707,1798,504,1689,457,1690,298,1687,313,1266,239,1021,209,796,170,1189,405,용산구,한남동
1104052,11949,2015,955,206,1123,269,1201,238,1184,210,1345,198,1255,182,1191,120,1116,117,849,95,653,94,478,74,599,212,성동구,왕십리2동
1104054,20118,3970,2127,719,2224,774,2006,470,1626,343,1830,225,1956,233,1989,183,1869,183,1414,146,1090,163,772,125,1215,406,성동구,마장동
1104055,13695,6261,3454,2491,2937,1981,1359,586,783,328,823,137,804,120,810,112,745,95,543,70,490,96,401,81,546,164,성동구,사근동
