행정동코드,total_all_20236,solo_all_20236,total_20_20236,solo_20_20236,total_25_20236,solo_25_20236,total_30_20236,solo_30_20236,total_35_20236,solo_35_20236,total_40_20236,solo_40_20236,total_45_20236,solo_45_20236,total_50_20236,solo_50_20236,total_55_20236,solo_55_20236,total_60_20236,solo_60_20236,total_65_20236,solo_65_20236,total_70_20236,solo_70_20236,total_75_20236,solo_75_20236,자치구,행정동명
1101053,7846,1902,582,187,686,248,778,256,757,233,829,161,772,169,712,109,729,100,533,87,428,74,364,65,676,213,종로구,사직동
1101054,2429,825,184,89,176,88,193,93,211,94,202,62,226,67,242,66,258,59,199,43,166,44,130,29,242,91,종로구,삼청동
1101055,9116,1568,1147,221,841,157,711,187,652,157,899,111,965,116,913,82,835,79,611,64,481,110,350,81,711,203,종로구,부암동
1101056,15369,1612,1269,139,1173,122,1172,139,1075,120,1479,111,1691,121,1775,121,1604,112,1130,85,854,79,745,69,1402,394,종로구,평창동
1101057,6358,790,460,47,426,47,455,65,555,74,832,57,748,49,712,64,622,58,428,44,362,74,280,59,478,152,종로구,무악동
1101058,4230,724,297,40,316,48,349,60,360,57,460,59,387,48,456,57,381,49,342,48,310,71,218,48,354,139,종로구,교남동
1101060,3964,1141,254,89,309,116,384,153,364,136,432,104,428,106,363,67,338,60,313,61,263,74,162,47,354,128,종로구,가회동
1101061,6846,3409,561,447,651,434,589,318,495,253,574,282,571,273,674,257,786,317,629,254,464,186,335,141,517,247,종로구,종로1234가동
1101063,5027,2153,577,390,493,337,412,234,327,157,403,127,467,160,526,129,516,139,377,100,319,136,230,102,380,142,종로구,종로56가동
1101064,8357,2904,1168,482,1391,555,1007,496,658,304,678,154,656,142,674,120,590,117,468,94,345,136,311,127,411,177,종로구,이화동
1101067,5969,1632,427,88,565,125,525,184,426,144,532,128,638,153,762,174,692,133,468,107,375,155,247,111,312,130,종로구,창신1동
1101068,9958,1950,846,87,972,124,813,187,703,148,914,146,1196,192,1247,207,1092,188,727,175,538,159,346,103,564,234,종로구,창신2동
1101069,6318,1005,571,79,572,87,582,113,513,92,631,91,694,94,695,76,677,75,442,50,324,77,238,57,379,114,종로구,창신3동
1101070,6028,1471,510,104,531,115,629,229,527,174,618,118,617,107,640,106,582,99,438,82,330,90,241,64,365,183,종로구,숭인1동
1101071,8835,3399,768,438,1044,637,1005,511,739,343,733,213,799,232,878,170,833,173,678,141,496,177,351,130,511,234,종로구,숭인2동
1101072,10783,1714,844,144,835,149,1002,238,1106,235,1292,145,1218,132,1039,95,868,79,670,64,570,94,435,72,904,267,종로구,청운효자동
1101073,18870,7215,3782,2553,3344,2188,1863,680,1336,432,1439,235,1380,221,1306,130,1187,131,849,92,715,98,476,65,1193,390,종로구,혜화동
1102052,1574,703,52,28,152,91,201,105,185,89,179,69,180,70,178,77,137,56,104,46,101,37,50,17,55,18,중구,소공동
1102054,4648,1356,221,62,393,116,357,148,365,140,360,131,430,156,540,101,632,130,478,99,335,105,218,78,319,90,중구,회현동
1102055,3326,1542,209,165,305,214,295,194,261,168,356,137,331,128,360,124,345,120,287,100,215,77,164,56,198,59,중구,명동
1102057,4391,1872,751,420,591,315,455,208,305,129,297,121,326,127,325,95,409,122,286,90,190,71,211,81,245,93,중구,필동
1102058,5754,2269,1200,661,956,499,593,275,421,177,412,93,403,96,357,70,396,90,293,69,238,53,162,54,323,132,중구,장충동
1102059,5093,2028,385,214,584,338,506,261,373,176,370,145,396,152,536,122,594,150,493,130,333,134,237,101,286,105,중구,광희동
1102060,1533,911,61,47,138,110,159,108,141,93,134,80,119,70,155,71,202,97,170,81,118,82,56,40,80,32,중구,을지로동
1102065,8568,2053,681,202,693,225,819,261,858,242,866,182,934,190,891,153,843,147,579,106,484,100,378,78,542,167,중구,신당5동
1102067,11083,3384,772,371,1217,603,1429,531,1173,387,1009,265,977,245,1051,171,1033,176,827,150,632,151,401,92,562,242,중구,황학동
1102068,7168,1284,458,83,610,126,730,135,760,126,696,105,645,92,664,78,730,89,530,70,459,89,320,62,566,229,중구,중림동
1102069,11052,4010,706,319,827,380,1299,589,1375,584,1680,636,1226,453,1160,233,893,186,718,160,494,190,303,113,371,167,중구,신당동
1102070,13053,2635,1137,327,1292,407,1499,413,1168,284,1249,180,1255,168,1188,134,1227,142,900,104,730,117,520,80,888,279,중구,다산동
1102071,15329,2544,1044,133,1204,204,1502,221,1476,194,1526,189,1353,161,1475,180,1569,186,1196,163,978,218,740,170,1266,525,중구,약수동
1102072,12456,2121,985,177,1106,212,1335,234,1139,177,1242,153,1165,139,1206,123,1212,132,855,104,670,177,583,150,958,343,중구,청구동
1102073,9082,1003,800,74,727,73,815,113,856,109,982,95,929,84,993,64,930,64,643,44,471,74,325,49,611,160,중구,동화동
1103051,15070,3154,1196,229,1387,317,1612,451,1464,381,1559,279,1555,269,1481,212,1337,214,1000,167,827,169,706,144,946,322,용산구,후암동
1103052,10504,2700,713,252,1097,417,1389,509,1008,338,1007,190,909,162,858,127,998,153,732,119,613,116,459,96,721,221,용산구,용산2가동
1103053,6903,2840,408,229,591,328,647,332,510,247,620,230,741,270,791,219,760,236,636,209,436,214,275,138,488,188,용산구,남영동
1103057,11852,1763,901,126,801,139,1192,227,1198,204,1378,140,1293,124,1245,156,1087,103,793,79,650,109,501,85,813,271,용산구,원효로2동
1103058,7671,1179,673,119,628,140,744,163,759,150,843,85,829,80,743,77,698,70,465,52,388,65,346,65,555,113,용산구,효창동
1103059,10006,1640,710,152,793,195,1084,215,1057,185,1117,125,987,106,931,96,951,102,690,79,598,106,430,73,658,206,용산구,용문동
1103063,19447,1524,1130,46,1180,53,1663,78,2221,93,2714,157,2369,136,1873,89,1707,71,1183,52,932,109,852,95,1623,545,용산구,이촌1동
1103064,7533,1147,463,71,562,99,815,131,727,111,727,113,633,102,721,62,804,68,636,57,489,55,356,38,600,240,용산구,이촌2동
1103065,6917,2244,472,198,788,303,825,353,744,300,613,203,600,193,596,106,605,111,493,91,359,102,312,81,510,203,용산구,이태원1동
