행정동코드,total_all_20235,solo_all_20235,total_20_20235,solo_20_20235,total_25_20235,solo_25_20235,total_30_20235,solo_30_20235,total_35_20235,solo_35_20235,total_40_20235,solo_40_20235,total_45_20235,solo_45_20235,total_50_20235,solo_50_20235,total_55_20235,solo_55_20235,total_60_20235,solo_60_20235,total_65_20235,solo_65_20235,total_70_20235,solo_70_20235,total_75_20235,solo_75_20235,자치구,행정동명
1101053,7848,1908,582,188,686,247,777,265,757,233,830,164,773,167,713,105,729,97,533,86,427,80,372,64,669,212,종로구,사직동
1101054,2359,810,171,83,172,91,185,90,211,95,199,60,226,66,234,61,247,61,192,47,163,39,123,28,236,89,종로구,삼청동
1101055,9116,1570,1147,222,841,153,711,190,649,155,899,109,965,115,916,88,835,80,611,61,481,113,343,79,718,205,종로구,부암동
1101056,15369,1612,1269,138,1173,124,1172,142,1075,118,1479,110,1691,120,1775,121,1604,113,1130,86,854,80,745,68,1402,392,종로구,평창동
1101057,6358,788,460,49,426,46,455,63,555,75,832,57,748,49,712,64,622,57,428,44,362,73,285,59,473,152,종로구,무악동
1101058,4251,721,297,39,323,50,349,58,364,56,460,59,388,47,483,62,361,48,349,48,318,72,214,49,345,133,종로구,교남동
1101060,3981,1137,254,89,313,118,384,150,364,134,435,104,428,103,363,66,341,61,315,62,266,75,167,48,351,127,종로구,가회동
1101061,6844,3348,558,373,651,434,589,314,497,263,572,281,571,271,674,257,786,323,630,256,464,186,331,141,521,249,종로구,종로1234가동
1101063,5037,2159,588,396,497,338,412,233,325,154,401,124,467,160,526,131,516,139,375,104,319,136,235,103,376,141,종로구,종로56가동
1101064,8344,2858,1159,497,1387,496,1007,491,658,305,678,153,656,145,674,122,590,116,468,91,345,136,302,124,420,182,종로구,이화동
1101067,5955,1614,427,86,565,124,525,187,426,143,532,126,638,147,756,172,692,133,465,104,370,153,238,107,321,132,종로구,창신1동
1101068,9960,1951,839,102,972,121,813,190,703,143,920,114,1196,194,1247,209,1092,186,727,178,541,180,366,109,544,225,종로구,창신2동
1101069,6311,995,571,78,572,86,582,112,510,90,627,90,694,93,695,74,677,75,442,51,324,75,238,56,379,115,종로구,창신3동
1101070,6031,1480,510,101,531,116,629,229,530,182,618,115,617,107,640,106,582,100,438,81,330,92,237,66,369,185,종로구,숭인1동
1101071,8839,3390,768,440,1044,629,1005,505,739,344,733,210,799,229,881,198,833,173,680,119,496,180,362,133,499,230,종로구,숭인2동
