행정동코드,total_all_202312,solo_all_202312,total_20_202312,solo_20_202312,total_25_202312,solo_25_202312,total_30_202312,solo_30_202312,total_35_202312,solo_35_202312,total_40_202312,solo_40_202312,total_45_202312,solo_45_202312,total_50_202312,solo_50_202312,total_55_202312,solo_55_202312,total_60_202312,solo_60_202312,total_65_202312,solo_65_202312,total_70_202312,solo_70_202312,total_75_202312,solo_75_202312,자치구,행정동명
1101053,8451,2081,571,184,702,251,791,257,744,223,875,207,784,182,872,134,765,122,653,107,583,112,400,75,711,227,종로구,사직동
1101054,2569,894,310,156,176,86,187,83,206,92,193,62,222,67,243,62,255,67,213,50,174,41,144,34,246,94,종로구,삼청동
1101055,9202,1563,1123,212,861,158,691,172,639,148,876,107,950,109,919,84,839,83,663,69,515,118,377,87,749,216,종로구,부암동
1101056,15577,1633,1243,134,1201,126,1140,133,1054,114,1448,107,1665,119,1788,121,1612,112,1228,93,920,88,846,81,1432,405,종로구,평창동
1101057,6418,810,450,47,436,47,442,63,544,72,813,54,736,47,717,64,625,59,464,50,388,80,297,63,506,164,종로구,무악동
1101058,6191,1061,311,41,446,68,434,72,531,81,667,84,626,78,736,94,538,68,544,79,483,112,342,77,533,207,종로구,교남동
1101060,4024,1157,248,84,319,120,373,149,356,129,425,105,421,107,365,67,342,62,342,64,284,81,167,49,382,140,종로구,가회동
1101061,8234,4033,554,370,832,546,696,381,670,341,827,407,732,351,761,295,857,351,785,321,600,245,378,160,542,265,종로구,종로1234가동
1101063,5152,2263,578,381,557,380,400,224,325,170,391,139,459,162,529,138,518,141,408,114,341,149,258,116,388,149,종로구,종로56가동
1101064,8434,3017,1136,484,1419,625,979,479,645,302,663,157,645,144,679,125,593,114,508,102,400,158,323,136,444,191,종로구,이화동
1101067,6037,1666,418,78,577,134,510,171,417,143,520,126,628,150,767,166,695,139,511,126,401,174,280,128,313,131,종로구,창신1동
1101068,10053,1955,826,94,995,130,790,177,690,138,894,149,1177,192,1256,212,1096,187,787,144,576,173,406,125,560,234,종로구,창신2동
1101069,6373,1014,559,75,585,90,566,105,502,89,617,90,683,94,700,77,680,76,480,56,347,81,263,62,391,119,종로구,창신3동
1101070,6106,1489,498,98,543,122,611,209,516,170,604,112,607,107,644,110,584,101,483,91,372,103,262,72,382,194,종로구,숭인1동
1101071,9115,3503,753,437,1068,645,977,482,724,333,716,207,787,227,884,174,837,182,736,161,676,251,397,147,560,257,종로구,숭인2동
1101072,10880,1739,826,139,854,157,973,233,1085,230,1265,142,1199,129,1047,96,872,80,727,70,611,103,492,85,929,275,종로구,청운효자동
1101073,18992,7119,3710,2446,3426,2232,1812,638,1311,417,1408,227,1359,215,1315,133,1192,131,922,102,766,106,516,71,1255,401,종로구,혜화동
1102052,2094,924,66,36,161,96,230,119,251,120,283,112,265,105,225,95,164,69,152,68,146,52,72,26,79,26,중구,소공동
1102054,4706,1364,214,60,393,122,347,144,353,129,367,131,420,153,536,100,635,130,512,110,362,111,223,79,344,95,중구,회현동
1102055,3727,1505,206,137,320,213,302,162,291,150,396,156,371,147,428,121,384,108,338,102,278,84,188,60,225,65,중구,명동
1102057,4465,1901,721,397,615,326,434,200,300,126,289,121,318,124,323,94,411,124,314,101,249,97,225,87,266,104,중구,필동
1102058,5796,2493,1190,705,969,556,582,301,410,203,403,116,399,108,363,84,396,98,313,77,265,72,178,49,328,124,중구,장충동
1102059,6152,2499,515,287,667,382,711,359,527,247,560,223,444,173,569,137,596,151,582,152,400,156,247,107,334,125,중구,광희동
1102060,2257,1397,107,82,242,202,312,212,270,176,230,137,171,99,218,103,203,101,200,99,141,100,67,49,96,37,중구,을지로동
1102065,8646,2072,666,198,709,232,796,249,842,233,847,179,920,188,897,157,847,149,628,119,518,111,416,86,560,171,중구,신당5동
1102067,11182,3410,756,355,1245,623,1389,498,1150,368,987,260,962,246,1059,174,1037,186,898,168,677,167,430,102,592,263,중구,황학동
1102068,7375,1347,448,90,624,139,709,130,746,124,733,109,667,96,669,79,734,89,613,83,491,97,337,71,604,240,중구,중림동
1102069,15779,5699,692,308,1141,524,1926,860,2023,852,2427,918,1826,685,1748,359,1264,270,1071,240,725,286,411,158,525,239,중구,신당동
1102070,13181,2652,1113,319,1323,403,1458,386,1145,269,1222,179,1236,169,1197,141,1233,149,977,120,782,132,548,86,947,299,중구,다산동
1102071,15524,2648,1021,150,1233,202,1460,212,1448,186,1493,186,1332,163,1486,179,1576,195,1299,183,1048,236,797,192,1331,564,중구,약수동
1102072,13238,2316,965,167,1132,215,1297,220,1117,172,1215,150,1147,137,1251,129,1217,135,1092,135,948,254,686,181,1171,421,중구,청구동
1102073,9165,1014,784,71,744,74,791,103,839,104,961,93,915,87,1000,65,936,64,698,51,504,78,366,58,627,166,중구,동화동
1103051,15213,3193,1171,225,1420,331,1567,435,1437,362,1525,271,1531,270,1492,222,1344,216,1087,184,886,180,742,150,1011,347,용산구,후암동
1103052,10663,2738,698,248,1133,431,1354,484,992,322,992,188,898,166,872,135,1002,157,795,136,659,134,494,105,774,232,용산구,용산2가동
1103053,7009,2901,413,230,604,336,629,315,499,235,607,228,729,265,796,227,763,242,691,232,467,234,300,155,511,202,용산구,남영동
1103057,12008,1767,883,130,819,142,1158,219,1175,197,1348,136,1273,126,1249,116,1092,104,920,93,696,120,511,86,884,298,용산구,원효로2동
1103058,7733,1195,659,122,642,147,722,153,744,140,825,84,816,81,748,78,701,71,505,57,415,73,381,70,575,119,용산구,효창동
1103059,10134,1652,695,149,811,196,1053,195,1037,177,1092,121,972,104,943,99,955,101,781,94,640,120,446,76,709,220,용산구,용문동
1103063,19819,1578,1107,42,1207,54,1613,74,2175,90,2649,149,2330,131,1881,76,1722,72,1334,59,1173,141,880,99,1748,591,용산구,이촌1동
1103064,7634,1163,453,70,575,101,793,129,712,105,711,111,622,98,731,63,807,71,691,62,524,59,410,48,605,246,용산구,이촌2동
1103065,6973,2348,461,197,798,359,802,334,730,302,600,205,590,189,600,113,607,117,530,113,384,104,316,84,555,231,용산구,이태원1동
1103066,8784,2507,524,211,911,385,1095,406,920,306,871,222,701,176,690,97,776,105,632,88,516,107,347,71,801,333,용산구,이태원2동
1103069,10900,1570,823,129,722,122,759,157,897,167,1280,118,1365,124,1242,81,882,58,815,62,666,122,507,94,942,336,용산구,서빙고동
1103070,14430,4180,1131,327,1458,472,1466,562,1281,458,1349,323,1422,319,1451,301,1327,288,1005,230,899,253,580,166,1061,481,용산구,보광동
1103071,18874,6032,2569,1295,2323,1170,1935,779,1521,562,1633,377,1683,376,1670,243,1470,227,1158,177,969,258,789,224,1154,344,용산구,청파동
1103072,11410,2404,835,257,1214,414,1536,403,1378,324,1204,218,972,168,988,98,984,101,731,79,598,101,438,76,532,165,용산구,원효로1동
1103073,17463,4892,1491,437,1635,532,2203,1026,1969,876,1809,559,1330,396,1605,186,1531,179,1302,155,969,131,621,86,998,329,용산구,한강로동
1103074,19025,5428,1115,433,1873,765,2327,851,1999,693,1759,480,1663,439,1703,289,1695,300,1375,258,1291,263,883,177,1342,480,용산구,한남동
1104052,13339,2342,1127,258,1288,329,1288,254,1229,216,1386,207,1344,199,1354,140,1253,136,1015,116,770,117,542,87,743,283,성동구,왕십리2동
1104054,20419,4055,2085,726,2278,805,1951,460,1595,335,1790,214,1926,226,2004,182,1880,183,1536,153,1213,178,838,131,1323,462,성동구,마장동
