행정동코드,total_all_20221,solo_all_20221,total_20_20221,solo_20_20221,total_25_20221,solo_25_20221,total_30_20221,solo_30_20221,total_35_20221,solo_35_20221,total_40_20221,solo_40_20221,total_45_20221,solo_45_20221,total_50_20221,solo_50_20221,total_55_20221,solo_55_20221,total_60_20221,solo_60_20221,total_65_20221,solo_65_20221,total_70_20221,solo_70_20221,total_75_20221,solo_75_20221,자치구,행정동명
1101053,7848,1854,582,183,687,220,779,244,758,205,830,163,772,167,712,111,727,118,533,93,428,73,391,75,649,202,종로구,사직동
1101054,2384,831,156,78,172,90,193,90,211,99,199,60,226,68,242,65,255,69,197,55,163,40,148,37,222,80,종로구,삼청동
1101055,9116,1530,1147,201,841,154,711,181,652,154,899,105,965,111,913,85,835,78,611,63,481,115,379,93,682,190,종로구,부암동
1101056,15369,1604,1269,132,1173,127,1172,144,1075,117,1479,108,1691,122,1775,122,1604,114,1130,86,854,78,789,78,1358,376,종로구,평창동
1101057,6356,798,460,50,426,50,455,67,555,72,832,59,748,49,712,65,622,60,428,46,362,73,289,61,467,146,종로구,무악동
1101058,4380,734,297,39,327,50,349,59,399,61,474,58,452,55,498,64,370,49,381,51,307,68,199,60,327,120,종로구,교남동
1101060,3981,1120,254,87,313,113,384,146,364,126,435,106,428,95,363,68,341,66,315,61,266,78,180,53,338,121,종로구,가회동
1101061,6809,3345,556,372,651,431,589,320,496,249,538,261,571,273,674,264,786,332,630,261,464,192,341,147,513,243,종로구,종로1234가동
1101063,5037,2206,590,393,498,338,409,226,326,168,402,144,467,164,526,140,516,141,375,105,319,145,197,85,412,157,종로구,종로56가동
1101064,8343,2929,1159,493,1386,595,1007,483,658,296,678,156,656,142,674,122,590,114,468,93,345,137,313,130,409,168,종로구,이화동
1101067,5970,1566,427,88,565,118,528,141,426,135,532,124,638,159,762,154,687,143,471,102,375,166,221,93,338,143,종로구,창신1동
1101068,9958,1965,844,99,972,123,813,182,703,139,914,154,1196,193,1247,209,1097,235,724,146,538,161,382,119,528,205,종로구,창신2동
1101069,6318,1014,571,80,572,88,582,110,513,91,631,86,694,96,695,78,677,81,442,53,324,80,237,57,380,114,종로구,창신3동
1101070,6028,1452,510,104,531,118,629,218,527,170,618,114,617,109,640,109,582,98,438,76,330,91,240,64,366,181,종로구,숭인1동
1101071,8835,3369,768,440,1044,624,1005,493,739,324,733,212,799,232,878,173,833,186,678,147,496,174,362,136,500,228,종로구,숭인2동
1101072,10783,1686,844,140,835,158,1002,234,1106,230,1292,139,1218,128,1039,94,868,77,670,66,570,92,470,81,869,247,종로구,청운효자동
1101073,18870,7012,3782,2476,3344,2139,1863,655,1336,423,1439,223,1380,213,1306,131,1187,133,849,93,715,96,541,77,1128,353,종로구,혜화동
1102052,1579,714,57,31,152,91,200,105,183,91,202,85,167,62,172,73,139,58,119,52,84,30,54,21,50,15,중구,소공동
1102054,4633,1358,232,67,396,121,358,146,364,136,359,127,430,155,536,105,614,130,473,99,330,107,232,77,309,88,중구,회현동
1102055,3464,1903,211,224,302,270,306,241,276,191,364,168,361,180,375,153,363,142,311,115,229,86,185,75,181,58,중구,명동
1102057,4385,1884,762,415,578,310,459,209,300,124,295,122,334,133,322,99,396,126,280,93,191,71,210,80,258,102,중구,필동
1102058,5751,2333,1189,641,970,515,589,288,423,178,414,107,395,97,360,83,402,107,295,73,240,62,180,60,294,122,중구,장충동
1102059,5095,2048,385,211,584,328,494,249,376,211,371,145,396,151,536,132,602,153,498,133,330,133,237,103,286,99,중구,광희동
1102060,1413,846,59,48,125,103,131,90,94,59,101,61,119,71,155,74,202,104,170,84,118,82,59,42,80,28,중구,을지로동
1102065,8572,2101,681,216,693,234,819,251,858,237,866,188,938,224,891,150,843,151,579,109,484,98,384,79,536,164,중구,신당5동
1102067,11083,3306,772,352,1217,599,1429,487,1173,362,1009,254,977,244,1051,184,1033,178,827,154,632,158,388,92,575,242,중구,황학동
1102068,7166,1250,458,81,610,129,730,130,760,119,694,100,645,93,664,77,730,89,530,66,459,87,360,70,526,209,중구,중림동
1102069,10606,4053,706,318,901,399,1431,631,1388,569,1542,572,1112,580,977,208,803,174,658,153,414,161,306,120,368,168,중구,신당동
1102070,13050,2597,1137,318,1292,392,1499,398,1168,277,1249,172,1252,169,1188,140,1227,153,900,110,730,111,540,88,868,269,중구,다산동
1102071,15327,2493,1042,145,1204,200,1502,209,1476,185,1526,179,1353,154,1475,166,1569,182,1196,155,978,217,717,175,1289,526,중구,약수동
1102072,12586,2129,985,174,1106,211,1335,230,1139,175,1242,153,1165,140,1206,125,1212,135,920,109,735,189,584,152,957,336,중구,청구동
