행정동코드,total_all_202212,solo_all_202212,total_20_202212,solo_20_202212,total_25_202212,solo_25_202212,total_30_202212,solo_30_202212,total_35_202212,solo_35_202212,total_40_202212,solo_40_202212,total_45_202212,solo_45_202212,total_50_202212,solo_50_202212,total_55_202212,solo_55_202212,total_60_202212,solo_60_202212,total_65_202212,solo_65_202212,total_70_202212,solo_70_202212,total_75_202212,solo_75_202212,자치구,행정동명
1101053,7857,1767,584,139,686,240,780,216,759,214,832,161,772,166,711,109,729,94,534,84,429,72,394,70,647,202,종로구,사직동
1101054,2370,789,149,74,172,82,193,88,211,92,199,60,226,64,242,59,249,61,197,51,163,39,163,41,206,78,종로구,삼청동
1101055,9104,1539,1147,205,835,154,711,184,652,152,896,109,965,115,913,84,835,82,608,61,481,114,382,92,679,187,종로구,부암동
1101056,15369,1609,1266,131,1173,123,1172,143,1073,118,1482,111,1694,127,1775,123,1604,113,1129,87,854,79,761,73,1386,381,종로구,평창동
1101057,6358,785,460,47,426,48,455,63,558,75,832,57,748,49,712,65,619,58,428,45,362,73,293,60,465,145,종로구,무악동
1101058,4142,694,297,41,315,47,348,58,353,53,460,59,403,51,464,66,361,47,352,48,290,66,195,44,304,114,종로구,교남동
1101060,3981,1132,254,91,313,108,384,152,364,132,435,105,428,104,363,67,341,66,315,59,266,76,174,50,344,122,종로구,가회동
1101061,6938,4519,573,464,666,666,605,491,501,337,568,377,575,369,678,311,800,566,637,300,471,234,348,153,516,251,종로구,종로1234가동
1101063,4944,2124,571,382,482,315,403,217,324,159,395,137,458,158,521,138,507,137,368,102,319,138,215,96,381,145,종로구,종로56가동
1101064,8371,2633,1166,422,1392,439,1010,392,655,295,679,166,659,138,677,128,592,113,470,91,344,135,309,131,418,183,종로구,이화동
1101067,5965,1570,427,80,567,96,525,175,426,140,532,133,638,159,757,131,692,150,467,100,375,172,248,113,311,121,종로구,창신1동
1101068,9958,1895,844,100,972,127,813,181,703,138,916,128,1196,193,1249,187,1092,191,727,160,536,161,385,119,525,210,종로구,창신2동
1101069,6313,996,571,78,572,88,582,110,513,85,631,88,694,95,692,78,677,76,440,50,324,77,243,61,374,110,종로구,창신3동
1101070,6038,1535,513,107,531,119,629,219,527,169,618,118,617,113,647,173,582,102,438,81,330,90,252,64,354,180,종로구,숭인1동
1101071,8835,3330,766,433,1046,617,1005,485,739,326,733,208,799,225,878,174,833,180,678,144,496,179,382,142,480,217,종로구,숭인2동
1101072,10778,1677,844,132,835,147,1002,230,1101,231,1292,138,1218,130,1039,94,868,77,670,69,570,92,424,75,915,262,종로구,청운효자동
1101073,18869,6855,3785,2341,3344,2139,1859,643,1336,411,1439,225,1380,215,1306,128,1187,135,849,93,715,97,532,73,1137,355,종로구,혜화동
1102052,1513,687,51,31,151,90,199,107,183,90,187,72,191,73,167,73,116,49,92,41,87,31,48,17,41,13,중구,소공동
1102054,4680,1403,226,63,408,124,370,148,363,138,373,207,426,138,536,100,635,116,474,88,326,105,239,83,304,93,중구,회현동
1102055,3343,1633,204,183,300,217,284,172,286,230,347,142,350,158,363,130,350,102,292,106,224,83,159,55,184,55,중구,명동
1102057,4460,1896,796,420,603,325,457,207,305,123,299,125,336,132,325,97,396,121,283,92,193,72,212,81,255,101,중구,필동
1102058,5663,2301,1149,613,940,524,591,300,418,178,410,97,393,97,355,77,403,105,291,69,238,58,169,61,306,122,중구,장충동
1102059,5087,2196,383,214,587,443,493,243,376,220,369,144,399,179,536,127,598,164,496,129,327,129,252,108,271,96,중구,광희동
1102060,1389,838,59,46,125,100,131,87,77,49,93,57,119,70,155,73,204,112,170,85,118,82,67,50,71,27,중구,을지로동
1102065,8538,2027,674,197,689,224,817,247,854,236,866,182,929,187,889,153,839,151,579,112,484,99,386,77,532,162,중구,신당5동
1102067,11084,3352,772,346,1220,666,1427,495,1175,357,1007,253,977,244,1051,176,1033,181,827,153,632,153,403,93,560,235,중구,황학동
1102068,7165,1289,458,82,605,127,728,132,760,117,698,122,647,99,664,79,730,91,530,71,459,91,364,69,522,209,중구,중림동
1102069,10484,4379,696,297,822,369,1296,622,1327,600,1481,744,1126,591,1063,219,840,180,689,262,468,207,302,116,374,172,중구,신당동
1102070,13012,2600,1134,326,1287,390,1487,395,1165,278,1243,194,1247,172,1188,138,1229,136,898,107,728,114,556,88,850,262,중구,다산동
1102071,15305,2412,1039,127,1206,176,1508,188,1472,182,1521,151,1350,156,1469,182,1569,182,1196,163,974,203,741,182,1260,520,중구,약수동
1102072,13889,3177,1063,272,1279,314,1558,302,1397,290,1485,249,1329,230,1289,204,1264,189,886,170,763,296,585,212,991,449,중구,청구동
1102073,8327,921,769,70,617,62,667,92,689,80,810,78,838,78,973,64,926,66,637,46,469,73,331,51,601,161,중구,동화동
1103051,15042,3038,1196,236,1374,302,1610,377,1464,361,1553,274,1555,267,1481,215,1331,198,1000,159,829,186,697,140,952,323,용산구,후암동
1103052,10595,2598,713,250,1097,410,1395,463,1025,325,1017,180,933,153,860,126,1009,144,737,116,612,117,482,102,715,212,용산구,용산2가동
1103053,6891,2799,408,220,591,325,643,314,506,232,618,224,741,281,791,222,760,228,636,216,436,216,304,151,457,170,용산구,남영동
1103057,11852,1709,903,123,804,147,1192,218,1198,201,1378,140,1293,124,1240,115,1087,103,793,82,650,109,534,92,780,255,용산구,원효로2동
1103058,7663,1149,673,111,628,130,742,156,759,143,840,84,829,79,743,74,698,71,465,52,388,72,354,63,544,114,용산구,효창동
1103059,10006,1606,710,141,793,193,1084,205,1057,179,1117,123,987,104,931,95,951,102,690,80,598,106,432,78,656,200,용산구,용문동
1103063,19458,1489,1133,44,1182,51,1656,76,2226,86,2717,157,2374,128,1871,77,1709,73,1179,55,939,108,857,102,1615,532,용산구,이촌1동
1103064,7530,1111,463,71,559,96,816,108,725,106,727,114,633,99,726,64,801,68,636,59,489,55,383,45,572,226,용산구,이촌2동
1103065,6878,2274,466,191,779,337,825,342,740,288,616,207,588,190,596,106,605,119,488,105,361,106,293,75,521,208,용산구,이태원1동
1103066,8668,2512,542,245,900,382,1124,408,928,306,881,224,705,192,692,96,762,107,575,78,474,108,369,72,716,294,용산구,이태원2동
1103069,10492,1543,840,131,698,115,784,183,903,167,1298,121,1382,140,1230,81,871,60,617,52,497,98,462,79,910,316,용산구,서빙고동
1103070,14260,4042,1151,327,1423,452,1499,571,1305,468,1379,320,1440,327,1437,297,1321,284,925,204,840,205,544,147,996,440,용산구,보광동
1103071,18711,6044,2610,1286,2266,1134,1990,946,1550,547,1667,377,1711,381,1656,242,1461,222,1064,150,905,239,762,210,1069,310,용산구,청파동
1103072,11324,2179,854,257,1186,361,1584,324,1411,266,1194,251,990,152,982,86,980,102,672,68,557,85,404,71,510,156,용산구,원효로1동
1103073,13382,4753,1018,497,1227,518,1541,1306,1396,808,1223,372,1054,311,1255,140,1329,193,998,118,814,110,592,80,935,300,용산구,한강로동
1103074,18477,5503,1139,490,1823,751,2383,951,2028,687,1793,524,1687,447,1683,264,1683,296,1263,253,1018,245,798,170,1179,425,용산구,한남동
1104052,13202,2275,1150,260,1255,322,1325,267,1250,220,1416,215,1365,199,1344,137,1239,131,930,101,717,103,559,89,652,231,성동구,왕십리2동
1104054,20132,3874,2130,717,2227,776,2006,453,1626,341,1831,193,1955,208,1989,177,1875,175,1416,136,1090,159,763,122,1224,417,성동구,마장동
1104055,13555,6188,3429,2445,2889,1963,1348,545,787,340,824,139,797,131,784,109,739,96,549,73,485,96,364,76,560,175,성동구,사근동
1104056,11910,2089,1229,283,1368,347,1141,227,1110,185,1086,152,1089,141,1167,110,1125,102,787,78,636,128,478,97,694,239,성동구,행당1동
1104057,19706,1978,1435,67,1369,72,2044,182,2376,190,2624,162,2126,126,1830,141,1736,140,1233,113,1029,178,763,133,1141,474,성동구,행당2동
1104058,12749,1260,863,60,836,69,1218,143,1455,153,1709,127,1445,106,1208,84,1034,78,843,69,727,90,582,67,829,214,성동구,응봉동
1104059,10784,1509,763,54,758,63,1050,151,1086,153,1149,137,1166,121,1029,110,1095,131,808,102,641,123,491,95,748,269,성동구,금호1가동
1104062,11682,1978,789,82,911,115,1373,238,1507,227,1330,242,1057,169,1068,160,1081,150,801,145,598,113,453,83,714,254,성동구,금호4가동
1104065,13769,2583,1192,227,1306,334,1545,384,1350,311,1442,229,1489,221,1504,166,1333,155,870,108,635,119,446,89,657,240,성동구,성수1가1동
1104066,14441,3095,1117,353,1641,581,1836,532,1559,415,1445,221,1323,197,1360,145,1447,156,892,109,686,105,461,70,674,211,성동구,성수1가2동
1104067,16534,3592,1325,296,1608,392,1641,379,1476,313,1492,282,1639,301,1984,368,1811,352,1232,267,859,180,587,116,880,346,성동구,성수2가1동
1104068,11219,3490,915,424,1160,530,1350,517,1018,405,977,305,989,278,1102,183,1178,192,864,164,604,145,416,84,646,263,성동구,성수2가3동
1104069,10020,2530,800,232,875,266,1060,281,925,222,925,201,1071,205,1178,240,1075,262,764,187,547,160,334,100,466,174,성동구,송정동
1104070,14495,4304,1161,469,1325,567,1387,585,1234,475,1442,315,1592,341,1636,341,1432,323,1037,246,836,204,590,146,823,292,성동구,용답동
1104071,19172,3227,1747,333,1854,404,2078,425,2051,413,1771,234,1814,244,1940,195,1749,206,1220,145,935,176,825,139,1188,313,성동구,왕십리도선동
1104072,17798,2432,1311,126,1368,150,2053,298,2027,288,1896,275,1689,239,1644,136,1614,141,1249,115,994,171,810,147,1143,346,성동구,금호23가동
1104073,18040,2436,1208,92,1531,146,2243,305,2195,297,1999,325,1513,233,1647,148,1699,156,1255,146,939,173,724,128,1087,287,성동구,옥수동
1105053,25062,15078,6193,5051,5864,4375,3266,2237,1715,1120,1288,482,1262,452,1299,303,1218,277,945,215,724,157,554,127,734,282,광진구,화양동
1105054,20228,6883,3319,1707,2951,1492,2486,982,1710,626,1547,322,1523,298,1614,301,1613,332,1142,233,883,179,603,112,837,299,광진구,군자동
1105055,13646,3331,1048,278,1493,441,1759,520,1320,358,1188,268,1257,279,1375,262,1349,267,971,202,724,152,476,97,686,207,광진구,중곡1동
1105056,18278,3968,1630,401,1941,583,2314,709,1708,485,1705,266,1783,274,1884,259,1705,236,1244,177,929,187,617,119,818,272,광진구,중곡2동
1105057,14660,3617,1229,274,1447,366,1640,479,1313,356,1350,324,1551,360,1611,314,1469,317,1017,229,803,198,504,128,726,272,광진구,중곡3동
1105058,25370,3924,2201,252,2185,282,2680,487,2329,358,2446,336,2769,371,2628,340,2538,332,1874,283,1453,258,1027,183,1240,442,광진구,중곡4동
1105059,10248,4063,797,527,1478,887,1742,856,1175,562,893,288,785,233,737,141,787,144,575,120,495,119,321,73,463,113,광진구,능동
