행정동코드,total_all_20237,solo_all_20237,total_20_20237,solo_20_20237,total_25_20237,solo_25_20237,total_30_20237,solo_30_20237,total_35_20237,solo_35_20237,total_40_20237,solo_40_20237,total_45_20237,solo_45_20237,total_50_20237,solo_50_20237,total_55_20237,solo_55_20237,total_60_20237,solo_60_20237,total_65_20237,solo_65_20237,total_70_20237,solo_70_20237,total_75_20237,solo_75_20237,자치구,행정동명
1105065,21963,3442,1789,275,1944,323,2509,554,2364,481,2257,302,2208,284,2178,223,2262,251,1654,181,1078,150,720,108,1000,310,광진구,자양2동
1105066,23843,2517,1950,175,2152,215,2524,279,2398,232,2615,200,2482,222,2501,196,2497,183,1713,134,1012,145,774,93,1225,443,광진구,자양3동
1105067,25301,6190,1981,569,2629,822,2549,706,1999,494,2140,514,2518,590,3086,572,2937,587,2067,426,1381,331,828,208,1186,371,광진구,자양4동
1106071,12278,5665,3430,2317,2194,1449,1233,556,853,350,730,130,712,125,687,117,648,110,506,88,419,129,283,91,583,203,동대문구,회기동
1106072,13487,3620,1681,780,1840,844,1429,475,1021,289,1093,149,1152,151,1156,141,1082,139,957,129,713,151,536,117,827,255,동대문구,휘경1동
1106073,20917,4949,2621,1433,2398,1274,1898,437,1867,387,2019,173,1923,155,1878,168,1802,163,1413,142,1123,157,822,117,1153,343,동대문구,휘경2동
1106080,19656,3627,1385,175,1603,217,1609,254,1460,197,1538,191,1640,189,1975,263,2239,327,1758,270,1470,405,1146,328,1833,811,동대문구,청량리동
1106081,26840,8478,2383,1187,2863,1483,2911,1127,2336,809,2282,570,2221,536,2575,465,2568,500,1952,406,1662,414,1168,272,1919,709,동대문구,용신동
1106082,23697,6288,2551,1118,2619,1132,2305,559,1822,393,1844,311,1838,293,2072,317,2268,350,1801,310,1529,401,1133,307,1915,797,동대문구,제기동
1106083,24488,5222,2816,963,2191,779,2174,373,2066,320,2270,274,2216,268,2331,309,2373,322,1793,272,1435,370,1020,254,1803,718,동대문구,전농1동
1106084,17185,1836,1732,162,1391,132,1453,124,1576,121,1866,131,1772,119,1709,157,1639,169,1224,137,913,141,709,106,1201,337,동대문구,전농2동
1106086,21286,2885,1665,142,1473,142,1723,258,1987,264,2161,208,2311,218,2240,224,2187,243,1669,200,1334,224,1035,175,1501,587,동대문구,답십리2동
1106087,29896,4996,2087,447,2623,643,3331,672,3338,599,3047,411,2675,331,2828,290,3118,353,2446,279,1805,303,1132,193,1466,475,동대문구,장안1동
1106088,25009,3191,1804,163,1844,186,2535,376,2842,370,2900,300,2571,256,2309,254,2443,278,1948,240,1448,199,1005,140,1360,429,동대문구,장안2동
1106089,28796,11334,5434,4127,4250,3119,2642,879,2063,620,2216,365,2249,349,2123,269,2146,262,1615,216,1345,276,917,188,1796,664,동대문구,이문1동
1106090,18243,2480,1662,346,1617,341,1660,184,1670,166,1993,162,1900,147,1735,162,1752,179,1334,142,1035,166,737,127,1148,358,동대문구,이문2동
1106091,23994,4478,1981,494,2272,566,2854,549,2617,500,2461,428,2370,368,2295,253,2154,257,1561,200,1225,234,869,158,1335,471,동대문구,답십리1동
1107052,22142,4131,1841,186,1839,213,2143,408,2077,357,2179,356,2459,384,2491,476,2206,450,1585,328,1215,296,843,195,1264,482,중랑구,면목2동
1107054,18016,2965,1491,196,1659,243,1767,352,1790,335,1793,211,1776,198,1693,233,1781,259,1338,204,1207,242,699,139,1022,353,중랑구,면목4동
1107055,9649,1867,773,109,803,124,931,190,833,154,927,187,1002,200,1030,152,1073,168,724,114,590,152,393,100,570,217,중랑구,면목5동
1107057,19822,3788,1539,241,1815,305,2054,433,1743,333,1847,335,1803,316,2053,328,2139,363,1606,286,1269,245,816,162,1138,441,중랑구,면목7동
1107059,20651,1933,1910,112,1766,115,1840,187,1890,168,2072,103,2351,123,2433,161,2183,159,1375,114,1029,212,776,168,1026,311,중랑구,상봉1동
1107060,15677,5169,1254,514,1748,744,2032,883,1393,563,1270,396,1381,406,1501,318,1561,361,1155,259,918,249,598,166,866,310,중랑구,상봉2동
1107061,17014,2329,1439,176,1460,200,1897,270,1650,218,1511,198,1535,196,1806,192,1817,191,1372,148,1001,158,665,107,861,275,중랑구,중화1동
1107062,24381,6509,1900,348,2032,401,2232,601,1967,489,2106,512,2484,593,2913,763,2781,801,1947,579,1472,457,1022,314,1525,651,중랑구,중화2동
1107064,27424,3486,2273,329,2366,361,2830,453,2654,376,2912,271,2724,234,2757,232,2735,236,2074,186,1527,197,1013,131,1559,480,중랑구,묵1동
1107065,16062,3190,1286,284,1428,336,1711,394,1543,320,1517,251,1459,245,1576,214,1662,249,1324,210,985,195,664,129,907,363,중랑구,묵2동
1107068,14870,2894,1241,146,1197,158,1366,219,1237,177,1412,235,1636,265,1711,328,1495,327,1144,253,909,280,588,166,934,340,중랑구,망우3동
1107069,30345,2417,2813,137,2363,130,2851,145,3226,161,2985,138,3002,132,3269,235,3157,231,2159,167,1561,235,1180,184,1779,522,중랑구,신내1동
1107070,20089,2355,1474,80,1453,80,2034,205,2086,184,2064,152,2134,152,2051,204,2102,229,1588,185,1052,196,875,152,1176,536,중랑구,신내2동
1107071,30099,6761,2530,486,2823,622,3219,813,2734,626,2827,588,3122,632,3142,631,2969,611,2248,492,1700,400,1184,261,1601,599,중랑구,면목본동
1107072,23640,4969,2104,363,2089,378,2410,597,1936,419,2123,418,2410,460,2467,439,2543,481,1794,345,1432,319,926,201,1406,549,중랑구,면목38동
1107073,27313,5325,2282,388,2326,428,2578,485,2350,393,2338,397,2653,426,3129,550,3053,559,2185,421,1610,385,1116,274,1693,619,중랑구,망우본동
1108058,13461,1638,1187,126,1183,137,1192,146,1141,127,1340,100,1485,105,1380,113,1379,120,997,97,785,161,534,108,858,298,성북구,돈암1동
1108059,17410,1181,1324,48,1257,52,1431,94,1759,101,2394,87,2127,75,1811,88,1645,81,1108,63,858,77,653,59,1043,356,성북구,돈암2동
1108060,17089,8025,4555,3358,2977,2147,1591,678,965,383,1099,255,1155,256,1089,148,1043,163,703,102,611,136,460,98,841,301,성북구,안암동
1108061,12388,3014,1119,425,1331,539,1338,333,1082,242,1208,209,1211,205,1179,178,1127,190,824,136,656,116,470,79,843,362,성북구,보문동
1108062,14953,1792,1360,258,1232,241,1381,132,1479,122,1817,126,1528,101,1389,102,1340,101,1002,86,847,143,615,107,963,273,성북구,정릉1동
1108063,18983,2044,1646,218,1498,203,1769,189,1807,173,2004,145,1812,125,1825,128,1876,134,1459,113,1206,156,778,95,1303,365,성북구,정릉2동
1108064,15718,3484,3036,1244,1791,727,1320,215,980,148,1174,105,1180,100,1193,105,1346,127,1059,105,844,134,556,87,1239,387,성북구,정릉3동
1108065,21662,2698,1868,272,1592,234,2050,210,2258,189,2476,217,2191,180,1967,188,2040,207,1595,170,1282,254,950,160,1393,417,성북구,정릉4동
1108066,27174,1901,1762,75,1761,80,2827,106,3772,129,4329,237,3061,157,2250,127,2193,133,1565,105,1286,201,898,142,1470,409,성북구,길음1동
1108068,13243,1744,1117,134,1032,133,1209,153,1230,139,1421,173,1211,141,1303,89,1395,101,1025,80,839,149,609,117,852,335,성북구,길음2동
1108071,21673,2207,1526,144,1508,155,2004,153,2439,164,2721,156,2172,119,2025,174,2109,211,1653,178,1277,219,872,140,1367,394,성북구,월곡1동
1108072,17718,3685,2218,896,1629,668,1665,329,1590,266,1689,194,1636,181,1584,171,1535,180,1226,149,975,185,760,140,1211,326,성북구,월곡2동
1108076,18650,2669,1615,197,1450,205,1507,209,1503,180,1814,169,2056,191,2052,255,1962,261,1472,208,1164,237,839,176,1216,381,성북구,장위1동
1108077,16887,2944,1428,236,1271,226,1463,241,1373,199,1572,223,1672,228,1763,250,1761,266,1350,195,1176,249,764,145,1294,486,성북구,장위2동
1108078,11464,1420,945,165,832,157,884,84,926,79,1164,94,1205,96,1249,122,1243,131,953,108,780,116,548,82,735,186,성북구,장위3동
1108081,14774,3052,1317,421,1516,542,1464,461,1241,338,1414,209,1421,187,1365,132,1300,150,1006,106,857,133,656,93,1217,280,성북구,성북동
1108082,22444,5300,2471,950,2463,959,2259,723,1967,582,2297,336,2215,288,1950,215,1896,236,1372,177,1164,179,890,140,1500,515,성북구,삼선동
1108083,14618,6152,2556,1839,2305,1645,1709,809,1203,523,1190,217,1092,186,968,131,933,134,714,107,635,147,463,100,850,314,성북구,동선동
1108084,33868,5759,3570,1093,3223,979,3138,457,3231,415,3730,317,3502,284,3129,331,2989,295,2070,254,1782,268,1242,180,2262,886,성북구,종암동
1108085,29744,5031,2893,701,2656,627,2821,445,2623,371,2759,356,2652,340,2962,351,3026,373,2337,305,1821,307,1253,202,1941,653,성북구,석관동
1109060,17021,4938,1439,539,1602,606,1728,649,1610,557,1705,453,1614,408,1633,340,1555,326,1227,284,1088,265,689,147,1131,364,강북구,번1동
1109061,15171,2479,1232,100,1038,89,1334,187,1314,167,1491,160,1443,154,1497,176,1477,209,1224,161,1140,314,724,198,1257,564,강북구,번2동
1109062,16236,2325,1160,56,987,50,1233,98,1597,114,1719,118,1476,101,1427,144,1523,172,1280,157,1421,401,900,274,1513,640,강북구,번3동
1109063,18399,3774,1613,269,1493,269,1728,384,1569,318,1691,241,1724,239,1886,350,1881,357,1461,290,1205,292,828,203,1320,562,강북구,수유1동
1109064,18266,2635,1451,151,1301,147,1547,207,1529,188,1672,193,1748,190,1771,212,1966,252,1533,193,1260,230,954,176,1534,496,강북구,수유2동
1109065,20082,5560,1707,680,1940,741,2140,671,1698,483,1721,416,1851,424,1894,402,1983,431,1528,344,1290,274,906,195,1424,499,강북구,수유3동
1109069,24367,3033,1926,110,1734,126,2228,302,2253,279,2472,259,2542,256,2499,262,2474,286,1888,239,1566,259,1173,196,1612,459,강북구,삼양동
1109070,19773,4944,1736,622,1827,676,1815,533,1699,458,1723,299,1878,307,1981,344,2088,392,1462,260,1225,334,892,239,1447,480,강북구,미아동
1109071,25885,5184,2047,480,2180,541,2366,515,2216,436,2374,357,2398,351,2557,376,2723,414,2197,364,1690,402,1312,297,1825,651,강북구,송중동
1109072,24935,4877,1970,280,1892,330,2219,369,1989,302,2311,366,2461,409,2665,420,2636,478,1990,381,1689,431,1173,291,1940,820,강북구,송천동
1109073,23700,2021,1615,49,1447,47,2222,123,2992,150,3736,150,3024,118,2262,205,1950,205,1442,165,1068,183,721,132,1221,494,강북구,삼각산동
1109074,17474,2597,1629,191,1199,150,1418,177,1377,154,1577,165,1703,176,1695,231,1794,260,1434,206,1241,246,862,169,1545,472,강북구,우이동
1109075,26967,4288,2095,249,2002,244,2397,359,2184,284,2453,324,2577,327,2702,345,2767,362,2220,316,1947,413,1321,270,2302,795,강북구,인수동
1110051,18565,2524,2266,300,1426,196,1433,200,1494,186,1792,163,1755,148,1824,197,1894,202,1352,155,1141,195,766,131,1422,451,도봉구,쌍문1동
1110052,17124,2726,1553,185,1375,177,1603,229,1507,187,1556,218,1732,219,1726,236,1734,236,1353,203,945,167,786,144,1254,525,도봉구,쌍문2동
1110053,14981,3074,1359,361,1370,391,1513,327,1363,263,1354,201,1401,196,1416,222,1493,221,1136,190,901,217,627,149,1048,336,도봉구,쌍문3동
1110054,16190,1346,1474,75,1342,74,1322,118,1221,98,1689,110,1954,120,1868,129,1902,135,1183,87,791,93,585,72,859,235,도봉구,쌍문4동
1110055,25583,3691,2235,204,2089,206,2100,325,2010,275,2364,291,2702,315,2819,354,2937,384,2036,283,1596,299,1039,195,1656,560,도봉구,방학1동
1110056,17829,3075,1535,96,1291,90,1419,190,1409,172,1783,292,1993,310,1914,325,1848,319,1442,243,1115,298,794,207,1286,533,도봉구,방학2동
1110057,23479,1608,1991,42,1942,43,1773,101,1855,91,2519,93,2618,92,2753,147,2768,155,1772,102,1054,132,1021,133,1413,477,도봉구,방학3동
1110059,20733,3100,1604,190,1594,207,2000,269,1957,234,2350,303,2297,280,2041,240,2076,241,1460,178,1090,200,820,149,1444,609,도봉구,창1동
1110060,24839,3168,2146,175,2128,193,2526,326,2386,273,2506,277,2553,271,2532,261,2481,259,1778,187,1372,274,987,190,1444,482,도봉구,창2동
1110061,12626,2175,1080,120,905,107,1085,186,1148,174,1259,202,1368,214,1345,203,1270,208,934,158,813,178,556,123,863,302,도봉구,창3동
1110062,23552,2121,1988,70,1807,73,2096,243,2184,211,2703,190,2817,196,2680,173,2401,173,1492,112,1073,152,907,114,1404,414,도봉구,창4동
1110063,21269,2280,1839,143,1833,151,2162,259,1914,205,1990,165,2187,173,2326,166,2336,177,1629,128,1075,164,801,123,1177,426,도봉구,창5동
1110064,19241,3437,1490,133,1387,130,1517,237,1407,200,1558,189,1741,196,1948,334,2070,365,1764,337,1562,377,1057,245,1740,694,도봉구,도봉1동
1110065,23870,2876,1630,98,1728,113,2130,244,2225,226,2108,204,2037,190,2287,221,2776,272,2230,230,1734,287,1213,208,1772,583,도봉구,도봉2동
1111051,19004,3280,2438,807,1917,617,1672,182,1780,179,1696,132,1587,119,1707,178,1770,197,1429,175,1125,192,802,127,1081,375,노원구,월계1동
1111052,22671,3451,1869,150,1563,129,1920,201,2247,209,2263,214,2214,210,2166,281,2391,342,1951,295,1483,405,1042,293,1562,722,노원구,월계2동
1111053,27736,4011,1918,129,2057,123,3005,329,3257,356,2969,284,2503,245,2479,283,2786,339,2200,261,1610,420,1112,298,1840,944,노원구,월계3동
1111056,36688,5132,5617,1477,3266,873,3210,366,3436,308,4006,245,3923,230,3505,284,3235,275,2210,193,1568,226,1117,151,1595,504,노원구,공릉2동
1111058,23236,3326,2464,219,1949,185,1535,237,1532,207,2392,172,3091,205,2886,272,2463,259,1513,176,1084,320,950,309,1377,765,노원구,하계1동
1111059,18852,1472,1840,46,1327,43,1355,119,1608,113,2414,76,2653,86,2294,134,1742,114,1038,73,813,135,646,102,1122,431,노원구,하계2동
1111060,19801,1360,2161,81,1215,51,877,90,1205,114,2813,90,3542,108,2876,129,1909,90,979,48,671,106,619,105,934,348,노원구,중계본동
1111061,18752,1211,1951,81,1061,48,663,51,1181,82,3392,80,3870,87,2586,130,1576,95,753,51,517,80,449,78,753,348,노원구,중계1동
1111064,18630,2054,1730,98,1239,73,1245,110,1476,123,2247,127,2432,122,2117,193,1749,164,1277,125,1126,220,780,182,1212,517,노원구,중계4동
1111065,34531,3748,2999,164,2779,174,3148,331,3024,259,3423,310,3732,320,3681,282,3830,311,2613,250,1787,316,1419,245,2096,786,노원구,상계1동
1111066,17710,2472,1844,273,1642,266,1428,240,1338,202,1700,144,2029,165,2047,209,1877,196,1325,150,875,145,637,112,968,370,노원구,상계2동
1111069,20249,3267,1921,217,1593,193,1641,236,1625,217,1986,224,2252,237,2084,255,2070,274,1466,203,1189,324,906,244,1516,643,노원구,상계5동
1111072,18074,2025,1127,86,1288,118,3120,351,2616,275,2274,172,1975,139,1389,92,1310,92,962,72,726,154,486,100,801,374,노원구,상계8동
1111073,17922,1965,1430,80,1305,82,1824,180,1818,162,2130,153,2235,154,1825,165,1783,164,1231,125,807,139,613,102,921,459,노원구,상계9동
1111074,15258,1779,1370,95,1285,106,1790,207,1523,160,1596,154,1742,161,1590,125,1519,124,955,78,634,114,527,97,727,358,노원구,상계10동
1111076,28177,4240,2251,246,1947,206,2102,194,2225,199,2746,247,2850,232,2943,304,2997,311,2350,347,1923,443,1463,378,2380,1133,노원구,상계34동
1111077,27253,3942,2334,221,2203,227,2912,465,2903,433,3262,394,3154,362,2795,294,2431,272,1732,193,1142,255,976,217,1409,609,노원구,상계67동
1111078,31277,4444,2425,88,2048,85,2685,302,3111,320,3672,328,3397,291,2995,255,2866,289,2200,232,1858,490,1443,406,2577,1358,노원구,중계23동
1111079,31675,7299,3552,1596,3237,1436,3395,723,3004,566,2885,435,2748,395,2924,324,3150,358,2409,302,1587,335,1195,245,1589,584,노원구,공릉1동
1112051,25851,4361,1783,256,2129,335,2681,490,2630,439,2542,343,2478,325,2403,287,2539,313,1887,251,1602,335,1233,260,1944,727,은평구,녹번동
1112052,33466,5081,2558,353,2650,399,3385,554,3403,502,3458,377,3229,338,3328,338,3201,331,2382,271,1967,444,1439,319,2466,855,은평구,불광1동
1112055,19433,3567,1684,330,1738,360,1896,414,1598,325,1883,280,1952,267,1920,261,2002,277,1439,211,1269,254,766,146,1286,442,은평구,갈현1동
