ADM_CD,행정동코드,total_all,solo_all,total_20,solo_20,total_30,solo_30,total_40,solo_40,total_50,solo_50,total_60,solo_60,total_70,solo_70,자치구,행정동명,시도명,시군구,읍면동,key1,key2,금융기관,유통업체합계,대형마트,백화점,전문점,쇼핑센터,복합쇼핑몰,그밖의 대규모점포,사업체합계,농업 임업 및 어업,광업,제조업,전기 가스 증기 및 공기조절 공급업,수도 하수 및 폐기물 처리 원료 재생업,건설업,도매 및 소매업,운수 및 창고업,숙박 및 음식점업,정보통신업,금융 및 보험업,부동산업,전문 과학 및 기술 서비스업,사업시설 관리 사업 지원 및 임대 서비스업,공공행정 국방 및 사회보장 행정,교육 서비스업,보건업 및 사회복지 서비스업,예술 스포츠 및 여가관련 서비스업,협회 및 단체 수리 및 기타 개인 서비스업,사업체합계_종사자통계,종사자수,평균종사자,사업체밀도,종사자밀도,인구밀도,종사자밀도비,지가 변동률,지가 누계,노인복지시설 개수,안심귀갓길 개수,대학교 개수,동물미용업 동물미용업,동물병원 동물병원,동물약국 동물약국,미용업 기타,미용업 네일아트업,미용업 메이크업업,미용업 숙박업 기타,미용업 일반미용업,미용업 일반이용업,미용업 피부미용업,병원 병원,병원 요양병원(노인병원),병원 요양병원(일반요양병원),병원 정신병원,병원 종합병원,병원 치과병원,병원 한방병원,세탁업 빨래방업,세탁업 세탁업 기타,세탁업 운동화전문세탁업,세탁업 일반세탁업,약국 약국,영화상영관 영화상영관,의원 보건소,의원 보건지소,의원 의원,의원 조산원,의원 치과의원,의원 한의원,이용업 이용업 기타,이용업 일반이용업,일반음식점 감성주점,일반음식점 경양식,일반음식점 기타,일반음식점 김밥(도시락),일반음식점 까페,일반음식점 냉면집,일반음식점 라이브카페,일반음식점 복어취급,일반음식점 분식,일반음식점 뷔페식,일반음식점 식육(숯불구이),"일반음식점 외국음식전문점(인도,태국등)",일반음식점 이동조리,일반음식점 일반음식점,일반음식점 일식,일반음식점 전통찻집,일반음식점 정종/대포집/소주방,일반음식점 중국식,일반음식점 출장조리,일반음식점 커피숍,일반음식점 키즈카페,일반음식점 탕류(보신용),일반음식점 통닭(치킨),일반음식점 패밀리레스트랑,일반음식점 패스트푸드,일반음식점 한식,일반음식점 호프/통닭,일반음식점 횟집,제과점영업 제과점영업,제과점영업 푸드트럭,휴게음식점 고속도로,휴게음식점 공항,휴게음식점 과자점,휴게음식점 관광호텔,휴게음식점 극장,휴게음식점 기타 휴게음식점,휴게음식점 다방,휴게음식점 단란주점,휴게음식점 떡카페,휴게음식점 백화점,휴게음식점 아이스크림,휴게음식점 유원지,휴게음식점 일반조리판매,휴게음식점 전통찻집,휴게음식점 철도역구내,휴게음식점 커피숍,휴게음식점 키즈카페,휴게음식점 패스트푸드,휴게음식점 편의점,휴게음식점 푸드트럭,휴게음식점 호프/통닭,동물미용업,동물병원,동물약국,미용업,병원,세탁업,약국,영화상영관,의원,이용업,일반음식점,제과점영업,휴게음식점,카페,편의점,쇼핑,반려동물업,사업체합계2,금융기관_근접3,금융기관_근접5,금융기관_근접9,유통업체합계_근접3,유통업체합계_근접5,유통업체합계_근접9,대형마트_근접3,대형마트_근접5,대형마트_근접9,백화점_근접3,백화점_근접5,백화점_근접9,전문점_근접3,전문점_근접5,전문점_근접9,쇼핑센터_근접3,쇼핑센터_근접5,쇼핑센터_근접9,복합쇼핑몰_근접3,복합쇼핑몰_근접5,복합쇼핑몰_근접9,그밖의 대규모점포_근접3,그밖의 대규모점포_근접5,그밖의 대규모점포_근접9,사업체합계_근접3,사업체합계_근접5,사업체합계_근접9,농업 임업 및 어업_근접3,농업 임업 및 어업_근접5,농업 임업 및 어업_근접9,광업_근접3,광업_근접5,광업_근접9,제조업_근접3,제조업_근접5,제조업_근접9,전기 가스 증기 및 공기조절 공급업_근접3,전기 가스 증기 및 공기조절 공급업_근접5,전기 가스 증기 및 공기조절 공급업_근접9,수도 하수 및 폐기물 처리 원료 재생업_근접3,수도 하수 및 폐기물 처리 원료 재생업_근접5,수도 하수 및 폐기물 처리 원료 재생업_근접9,건설업_근접3,건설업_근접5,건설업_근접9,도매 및 소매업_근접3,도매 및 소매업_근접5,도매 및 소매업_근접9,운수 및 창고업_근접3,운수 및 창고업_근접5,운수 및 창고업_근접9,숙박 및 음식점업_근접3,숙박 및 음식점업_근접5,숙박 및 음식점업_근접9,정보통신업_근접3,정보통신업_근접5,정보통신업_근접9,금융 및 보험업_근접3,금융 및 보험업_근접5,금융 및 보험업_근접9,부동산업_근접3,부동산업_근접5,부동산업_근접9,전문 과학 및 기술 서비스업_근접3,전문 과학 및 기술 서비스업_근접5,전문 과학 및 기술 서비스업_근접9,사업시설 관리 사업 지원 및 임대 서비스업_근접3,사업시설 관리 사업 지원 및 임대 서비스업_근접5,사업시설 관리 사업 지원 및 임대 서비스업_근접9,공공행정 국방 및 사회보장 행정_근접3,공공행정 국방 및 사회보장 행정_근접5,공공행정 국방 및 사회보장 행정_근접9,교육 서비스업_근접3,교육 서비스업_근접5,교육 서비스업_근접9,보건업 및 사회복지 서비스업_근접3,보건업 및 사회복지 서비스업_근접5,보건업 및 사회복지 서비스업_근접9,예술 스포츠 및 여가관련 서비스업_근접3,예술 스포츠 및 여가관련 서비스업_근접5,예술 스포츠 및 여가관련 서비스업_근접9,협회 및 단체 수리 및 기타 개인 서비스업_근접3,협회 및 단체 수리 및 기타 개인 서비스업_근접5,협회 및 단체 수리 및 기타 개인 서비스업_근접9,사업체합계_종사자통계_근접3,사업체합계_종사자통계_근접5,사업체합계_종사자통계_근접9,종사자수_근접3,종사자수_근접5,종사자수_근접9,평균종사자_근접3,평균종사자_근접5,평균종사자_근접9,사업체밀도_근접3,사업체밀도_근접5,사업체밀도_근접9,종사자밀도_근접3,종사자밀도_근접5,종사자밀도_근접9,인구밀도_근접3,인구밀도_근접5,인구밀도_근접9,종사자밀도비_근접3,종사자밀도비_근접5,종사자밀도비_근접9,지가 변동률_근접3,지가 변동률_근접5,지가 변동률_근접9,지가 누계_근접3,지가 누계_근접5,지가 누계_근접9,노인복지시설 개수_근접3,노인복지시설 개수_근접5,노인복지시설 개수_근접9,안심귀갓길 개수_근접3,안심귀갓길 개수_근접5,안심귀갓길 개수_근접9,대학교 개수_근접3,대학교 개수_근접5,대학교 개수_근접9,동물미용업 동물미용업_근접3,동물미용업 동물미용업_근접5,동물미용업 동물미용업_근접9,동물병원 동물병원_근접3,동물병원 동물병원_근접5,동물병원 동물병원_근접9,동물약국 동물약국_근접3,동물약국 동물약국_근접5,동물약국 동물약국_근접9,미용업 기타_근접3,미용업 기타_근접5,미용업 기타_근접9,미용업 네일아트업_근접3,미용업 네일아트업_근접5,미용업 네일아트업_근접9,미용업 메이크업업_근접3,미용업 메이크업업_근접5,미용업 메이크업업_근접9,미용업 숙박업 기타_근접3,미용업 숙박업 기타_근접5,미용업 숙박업 기타_근접9,미용업 일반미용업_근접3,미용업 일반미용업_근접5,미용업 일반미용업_근접9,미용업 일반이용업_근접3,미용업 일반이용업_근접5,미용업 일반이용업_근접9,미용업 피부미용업_근접3,미용업 피부미용업_근접5,미용업 피부미용업_근접9,병원 병원_근접3,병원 병원_근접5,병원 병원_근접9,병원 요양병원(노인병원)_근접3,병원 요양병원(노인병원)_근접5,병원 요양병원(노인병원)_근접9,병원 요양병원(일반요양병원)_근접3,병원 요양병원(일반요양병원)_근접5,병원 요양병원(일반요양병원)_근접9,병원 정신병원_근접3,병원 정신병원_근접5,병원 정신병원_근접9,병원 종합병원_근접3,병원 종합병원_근접5,병원 종합병원_근접9,병원 치과병원_근접3,병원 치과병원_근접5,병원 치과병원_근접9,병원 한방병원_근접3,병원 한방병원_근접5,병원 한방병원_근접9,세탁업 빨래방업_근접3,세탁업 빨래방업_근접5,세탁업 빨래방업_근접9,세탁업 세탁업 기타_근접3,세탁업 세탁업 기타_근접5,세탁업 세탁업 기타_근접9,세탁업 운동화전문세탁업_근접3,세탁업 운동화전문세탁업_근접5,세탁업 운동화전문세탁업_근접9,세탁업 일반세탁업_근접3,세탁업 일반세탁업_근접5,세탁업 일반세탁업_근접9,약국 약국_근접3,약국 약국_근접5,약국 약국_근접9,영화상영관 영화상영관_근접3,영화상영관 영화상영관_근접5,영화상영관 영화상영관_근접9,의원 보건소_근접3,의원 보건소_근접5,의원 보건소_근접9,의원 보건지소_근접3,의원 보건지소_근접5,의원 보건지소_근접9,의원 의원_근접3,의원 의원_근접5,의원 의원_근접9,의원 조산원_근접3,의원 조산원_근접5,의원 조산원_근접9,의원 치과의원_근접3,의원 치과의원_근접5,의원 치과의원_근접9,의원 한의원_근접3,의원 한의원_근접5,의원 한의원_근접9,이용업 이용업 기타_근접3,이용업 이용업 기타_근접5,이용업 이용업 기타_근접9,이용업 일반이용업_근접3,이용업 일반이용업_근접5,이용업 일반이용업_근접9,일반음식점 감성주점_근접3,일반음식점 감성주점_근접5,일반음식점 감성주점_근접9,일반음식점 경양식_근접3,일반음식점 경양식_근접5,일반음식점 경양식_근접9,일반음식점 기타_근접3,일반음식점 기타_근접5,일반음식점 기타_근접9,일반음식점 김밥(도시락)_근접3,일반음식점 김밥(도시락)_근접5,일반음식점 김밥(도시락)_근접9,일반음식점 까페_근접3,일반음식점 까페_근접5,일반음식점 까페_근접9,일반음식점 냉면집_근접3,일반음식점 냉면집_근접5,일반음식점 냉면집_근접9,일반음식점 라이브카페_근접3,일반음식점 라이브카페_근접5,일반음식점 라이브카페_근접9,일반음식점 복어취급_근접3,일반음식점 복어취급_근접5,일반음식점 복어취급_근접9,일반음식점 분식_근접3,일반음식점 분식_근접5,일반음식점 분식_근접9,일반음식점 뷔페식_근접3,일반음식점 뷔페식_근접5,일반음식점 뷔페식_근접9,일반음식점 식육(숯불구이)_근접3,일반음식점 식육(숯불구이)_근접5,일반음식점 식육(숯불구이)_근접9,"일반음식점 외국음식전문점(인도,태국등)_근접3","일반음식점 외국음식전문점(인도,태국등)_근접5","일반음식점 외국음식전문점(인도,태국등)_근접9",일반음식점 이동조리_근접3,일반음식점 이동조리_근접5,일반음식점 이동조리_근접9,일반음식점 일반음식점_근접3,일반음식점 일반음식점_근접5,일반음식점 일반음식점_근접9,일반음식점 일식_근접3,일반음식점 일식_근접5,일반음식점 일식_근접9,일반음식점 전통찻집_근접3,일반음식점 전통찻집_근접5,일반음식점 전통찻집_근접9,일반음식점 정종/대포집/소주방_근접3,일반음식점 정종/대포집/소주방_근접5,일반음식점 정종/대포집/소주방_근접9,일반음식점 중국식_근접3,일반음식점 중국식_근접5,일반음식점 중국식_근접9,일반음식점 출장조리_근접3,일반음식점 출장조리_근접5,일반음식점 출장조리_근접9,일반음식점 커피숍_근접3,일반음식점 커피숍_근접5,일반음식점 커피숍_근접9,일반음식점 키즈카페_근접3,일반음식점 키즈카페_근접5,일반음식점 키즈카페_근접9,일반음식점 탕류(보신용)_근접3,일반음식점 탕류(보신용)_근접5,일반음식점 탕류(보신용)_근접9,일반음식점 통닭(치킨)_근접3,일반음식점 통닭(치킨)_근접5,일반음식점 통닭(치킨)_근접9,일반음식점 패밀리레스트랑_근접3,일반음식점 패밀리레스트랑_근접5,일반음식점 패밀리레스트랑_근접9,일반음식점 패스트푸드_근접3,일반음식점 패스트푸드_근접5,일반음식점 패스트푸드_근접9,일반음식점 한식_근접3,일반음식점 한식_근접5,일반음식점 한식_근접9,일반음식점 호프/통닭_근접3,일반음식점 호프/통닭_근접5,일반음식점 호프/통닭_근접9,일반음식점 횟집_근접3,일반음식점 횟집_근접5,일반음식점 횟집_근접9,제과점영업 제과점영업_근접3,제과점영업 제과점영업_근접5,제과점영업 제과점영업_근접9,제과점영업 푸드트럭_근접3,제과점영업 푸드트럭_근접5,제과점영업 푸드트럭_근접9,휴게음식점 고속도로_근접3,휴게음식점 고속도로_근접5,휴게음식점 고속도로_근접9,휴게음식점 공항_근접3,휴게음식점 공항_근접5,휴게음식점 공항_근접9,휴게음식점 과자점_근접3,휴게음식점 과자점_근접5,휴게음식점 과자점_근접9,휴게음식점 관광호텔_근접3,휴게음식점 관광호텔_근접5,휴게음식점 관광호텔_근접9,휴게음식점 극장_근접3,휴게음식점 극장_근접5,휴게음식점 극장_근접9,휴게음식점 기타 휴게음식점_근접3,휴게음식점 기타 휴게음식점_근접5,휴게음식점 기타 휴게음식점_근접9,휴게음식점 다방_근접3,휴게음식점 다방_근접5,휴게음식점 다방_근접9,휴게음식점 단란주점_근접3,휴게음식점 단란주점_근접5,휴게음식점 단란주점_근접9,휴게음식점 떡카페_근접3,휴게음식점 떡카페_근접5,휴게음식점 떡카페_근접9,휴게음식점 백화점_근접3,휴게음식점 백화점_근접5,휴게음식점 백화점_근접9,휴게음식점 아이스크림_근접3,휴게음식점 아이스크림_근접5,휴게음식점 아이스크림_근접9,휴게음식점 유원지_근접3,휴게음식점 유원지_근접5,휴게음식점 유원지_근접9,휴게음식점 일반조리판매_근접3,휴게음식점 일반조리판매_근접5,휴게음식점 일반조리판매_근접9,휴게음식점 전통찻집_근접3,휴게음식점 전통찻집_근접5,휴게음식점 전통찻집_근접9,휴게음식점 철도역구내_근접3,휴게음식점 철도역구내_근접5,휴게음식점 철도역구내_근접9,휴게음식점 커피숍_근접3,휴게음식점 커피숍_근접5,휴게음식점 커피숍_근접9,휴게음식점 키즈카페_근접3,휴게음식점 키즈카페_근접5,휴게음식점 키즈카페_근접9,휴게음식점 패스트푸드_근접3,휴게음식점 패스트푸드_근접5,휴게음식점 패스트푸드_근접9,휴게음식점 편의점_근접3,휴게음식점 편의점_근접5,휴게음식점 편의점_근접9,휴게음식점 푸드트럭_근접3,휴게음식점 푸드트럭_근접5,휴게음식점 푸드트럭_근접9,휴게음식점 호프/통닭_근접3,휴게음식점 호프/통닭_근접5,휴게음식점 호프/통닭_근접9,동물미용업_근접3,동물미용업_근접5,동물미용업_근접9,동물병원_근접3,동물병원_근접5,동물병원_근접9,동물약국_근접3,동물약국_근접5,동물약국_근접9,미용업_근접3,미용업_근접5,미용업_근접9,병원_근접3,병원_근접5,병원_근접9,세탁업_근접3,세탁업_근접5,세탁업_근접9,약국_근접3,약국_근접5,약국_근접9,영화상영관_근접3,영화상영관_근접5,영화상영관_근접9,의원_근접3,의원_근접5,의원_근접9,이용업_근접3,이용업_근접5,이용업_근접9,일반음식점_근접3,일반음식점_근접5,일반음식점_근접9,제과점영업_근접3,제과점영업_근접5,제과점영업_근접9,휴게음식점_근접3,휴게음식점_근접5,휴게음식점_근접9,카페_근접3,카페_근접5,카페_근접9,편의점_근접3,편의점_근접5,편의점_근접9,쇼핑_근접3,쇼핑_근접5,쇼핑_근접9,반려동물업_근접3,반려동물업_근접5,반려동물업_근접9,사업체합계2_근접3,사업체합계2_근접5,사업체합계2_근접9
11010530,1101053.0,8451.0,2081.0,1273.0,435.0,1535.0,480.0,1659.0,389.0,1637.0,256.0,1236.0,219.0,1111.0,302.0,종로구,사직동,서울특별시,종로구,사직동,종로구 사직동,종로구 사직동,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4994.0,1.0,1.0,172.0,10.0,1.0,59.0,781.0,324.0,932.0,358.0,289.0,319.0,634.0,435.0,28.0,122.0,125.0,115.0,288.0,4994.0,56046.0,11.22,4060.16,45565.85,7605.69,599.1,0.445,4.353,1,0.0,0.0,1.0,1.0,8.0,2.0,14.0,7.0,0.0,36.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,14.0,4.0,0.0,0.0,32.0,0.0,19.0,4.0,0.0,10.0,1.0,170.0,227.0,2.0,15.0,0.0,0.0,1.0,120.0,1.0,0.0,18.0,0.0,0.0,63.0,3.0,6.0,33.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,405.0,19.0,2.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,20.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,101.0,0.0,7.0,13.0,11.0,0.0,1.0,1.0,8.0,74.0,2.0,8.0,14.0,4.0,55.0,10.0,1079.0,18.0,110.0,116.0,13.0,0.0,10.0,4213.0,5.0,50.0,63.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2867.0,20939.0,26775.0,0.0,1.0,3.0,0.0,2.0,2.0,97.0,2216.0,2471.0,4.0,38.0,39.0,0.0,3.0,3.0,81.0,214.0,349.0,570.0,7949.0,9310.0,552.0,948.0,1134.0,457.0,3129.0,4458.0,144.0,630.0,920.0,35.0,416.0,456.0,163.0,1153.0,1550.0,212.0,1137.0,1630.0,53.0,694.0,818.0,9.0,33.0,48.0,131.0,510.0,754.0,79.0,314.0,447.0,66.0,351.0,767.0,214.0,1201.0,1616.0,2867.0,20939.0,26775.0,20755.0,143030.0,180060.0,28.0,49.0,72.0,4498.0,13581.0,18814.0,45733.0,119799.0,157222.0,55518.0,66747.0,99817.0,202.0,1809.0,2338.0,0.0,0.0,0.0,12.0,20.0,36.0,2.0,4.0,13.0,0.0,0.0,0.0,2.0,3.0,5.0,2.0,2.0,6.0,3.0,3.0,7.0,7.0,29.0,39.0,3.0,12.0,17.0,9.0,21.0,35.0,1.0,7.0,18.0,0.0,0.0,0.0,37.0,78.0,130.0,0.0,0.0,0.0,4.0,28.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,23.0,40.0,24.0,81.0,111.0,0.0,8.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0,17.0,66.0,85.0,0.0,0.0,0.0,5.0,48.0,62.0,4.0,26.0,36.0,0.0,0.0,0.0,3.0,41.0,43.0,1.0,4.0,6.0,86.0,398.0,704.0,138.0,653.0,983.0,0.0,7.0,10.0,8.0,28.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,268.0,419.0,0.0,11.0,12.0,0.0,3.0,3.0,8.0,50.0,71.0,0.0,0.0,0.0,1.0,2.0,3.0,16.0,129.0,185.0,0.0,5.0,7.0,2.0,17.0,27.0,16.0,78.0,109.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,8.0,14.0,1.0,1.0,1.0,1.0,7.0,10.0,173.0,1384.0,1818.0,17.0,109.0,155.0,0.0,6.0,9.0,19.0,68.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,208.0,338.0,7.0,65.0,77.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,12.0,41.0,64.0,3.0,61.0,73.0,0.0,1.0,1.0,69.0,331.0,558.0,0.0,0.0,0.0,6.0,29.0,53.0,13.0,47.0,68.0,11.0,44.0,50.0,0.0,1.0,1.0,2.0,2.0,6.0,3.0,3.0,7.0,7.0,29.0,39.0,54.0,146.0,241.0,2.0,2.0,3.0,8.0,24.0,42.0,24.0,81.0,111.0,0.0,8.0,16.0,27.0,141.0,184.0,3.0,41.0,43.0,507.0,3142.0,4548.0,19.0,68.0,95.0,96.0,467.0,680.0,77.0,359.0,617.0,13.0,47.0,68.0,0.0,7.0,7.0,12.0,34.0,52.0,2297.0,12990.0,17465.0
11010540,1101054.0,2569.0,894.0,486.0,242.0,393.0,175.0,415.0,129.0,498.0,129.0,387.0,91.0,390.0,128.0,종로구,삼청동,서울특별시,종로구,삼청동,종로구 삼청동,종로구 삼청동,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970.0,0.0,0.0,38.0,0.0,0.0,13.0,318.0,19.0,233.0,40.0,13.0,63.0,92.0,29.0,3.0,22.0,12.0,30.0,45.0,970.0,5118.0,5.28,651.01,3434.9,1773.15,193.72,0.412,4.253,0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,80.0,73.0,0.0,9.0,0.0,0.0,0.0,17.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,3.0,0.0,4.0,8.0,0.0,49.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,3.0,0.0,7.0,0.0,263.0,3.0,41.0,58.0,1.0,0.0,1.0,652.0,11.0,53.0,81.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4735.0,22738.0,30799.0,1.0,2.0,4.0,0.0,2.0,3.0,182.0,2296.0,2605.0,4.0,37.0,49.0,0.0,3.0,4.0,123.0,268.0,395.0,1037.0,8446.0,9773.0,152.0,553.0,1439.0,1229.0,3740.0,5157.0,228.0,748.0,1238.0,34.0,405.0,732.0,295.0,1281.0,1806.0,399.0,1323.0,2172.0,98.0,738.0,1224.0,15.0,39.0,73.0,214.0,607.0,854.0,103.0,349.0,560.0,265.0,546.0,852.0,356.0,1355.0,1859.0,4735.0,22738.0,30799.0,29715.0,140681.0,230988.0,21.0,31.0,78.0,4423.0,12097.0,22223.0,38609.0,85889.0,199353.0,29439.0,37341.0,105649.0,470.0,1740.0,2744.0,0.0,0.0,0.0,12.0,20.0,36.0,4.0,8.0,14.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,5.0,7.0,4.0,6.0,8.0,9.0,31.0,46.0,6.0,15.0,17.0,17.0,29.0,48.0,12.0,18.0,25.0,0.0,0.0,0.0,56.0,99.0,166.0,0.0,0.0,0.0,11.0,37.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,32.0,47.0,23.0,79.0,122.0,8.0,16.0,20.0,1.0,1.0,1.0,0.0,0.0,0.0,17.0,67.0,114.0,0.0,0.0,0.0,11.0,54.0,79.0,11.0,31.0,38.0,0.0,0.0,0.0,3.0,40.0,53.0,4.0,6.0,7.0,226.0,541.0,794.0,302.0,788.0,1137.0,0.0,7.0,12.0,24.0,44.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,125.0,346.0,522.0,0.0,11.0,13.0,0.0,3.0,3.0,23.0,58.0,84.0,0.0,0.0,0.0,1.0,3.0,3.0,47.0,158.0,241.0,1.0,7.0,10.0,9.0,24.0,33.0,27.0,92.0,139.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,8.0,12.0,21.0,0.0,0.0,1.0,4.0,10.0,10.0,382.0,1564.0,2148.0,32.0,127.0,172.0,0.0,7.0,10.0,28.0,72.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,265.0,368.0,12.0,71.0,95.0,0.0,0.0,0.0,5.0,6.0,6.0,0.0,0.0,0.0,4.0,9.0,9.0,0.0,0.0,0.0,19.0,50.0,75.0,13.0,65.0,68.0,0.0,1.0,1.0,171.0,412.0,610.0,0.0,0.0,0.0,16.0,42.0,59.0,19.0,53.0,80.0,11.0,50.0,61.0,0.0,1.0,1.0,1.0,5.0,7.0,4.0,6.0,8.0,9.0,31.0,46.0,102.0,198.0,311.0,0.0,0.0,5.0,15.0,34.0,49.0,23.0,79.0,122.0,8.0,16.0,20.0,40.0,153.0,232.0,3.0,40.0,53.0,1193.0,3766.0,5364.0,28.0,72.0,110.0,202.0,565.0,749.0,195.0,456.0,675.0,19.0,53.0,80.0,0.0,7.0,7.0,14.0,42.0,61.0,3698.0,14292.0,21026.0
