ADM_CD,ADM_NM,dong_1_name,dong_1_code,dong_1_distance,dong_2_name,dong_2_code,dong_2_distance,dong_3_name,dong_3_code,dong_3_distance,dong_4_name,dong_4_code,dong_4_distance,dong_5_name,dong_5_code,dong_5_distance,dong_6_name,dong_6_code,dong_6_distance,dong_7_name,dong_7_code,dong_7_distance,dong_8_name,dong_8_code,dong_8_distance,dong_9_name,dong_9_code,dong_9_distance,dong_10_name,dong_10_code,dong_10_distance
11040580,응봉동,행당2동,11040570,736.4355226978084,금호1가동,11040590,828.372918571349,성수1가2동,11040660,900.9430307607355,행당1동,11040560,936.0734090671846,금호4가동,11040620,1041.3513931246475,금호23가동,11040720,1216.3104270277843,왕십리2동,11040520,1286.7539478568158,사근동,11040550,1307.0154417661972,성수1가1동,11040650,1350.0311367184333,옥수동,11040730,1608.3371714233706
11040660,성수1가2동,응봉동,11040580,900.9430307607355,성수1가1동,11040650,920.5025966000176,사근동,11040550,1021.9811672713673,행당1동,11040560,1298.07351233206,성수2가3동,11040680,1331.0584979297182,행당2동,11040570,1499.9943626378556,용답동,11040700,1642.4333734777986,금호1가동,11040590,1725.1455122837524,성수2가1동,11040670,1741.7924152800388,금호4가동,11040620,1767.9391745700245
11040680,성수2가3동,송정동,11040690,931.4551616593626,성수2가1동,11040670,1051.4823589601222,성수1가2동,11040660,1331.0584979297182,용답동,11040700,1481.6750902727902,성수1가1동,11040650,1494.430861465862,사근동,11040550,1787.431602460055,응봉동,11040580,2231.0572456238574,행당1동,11040560,2448.314212343985,행당2동,11040570,2796.95293638697,마장동,11040540,2874.043376255205
11040710,왕십리도선동,왕십리2동,11040520,621.9393296482672,마장동,11040540,972.8733514751251,행당1동,11040560,1038.6563146414849,행당2동,11040570,1129.2730430550641,금호1가동,11040590,1527.6321021717515,사근동,11040550,1698.0634754162202,응봉동,11040580,1809.0940465698582,금호23가동,11040720,1913.7988992476883,성수1가2동,11040660,2335.723461989032,금호4가동,11040620,2429.2143246055994
11040720,금호23가동,금호1가동,11040590,504.6617056460917,금호4가동,11040620,762.8693399710263,행당2동,11040570,1036.4662764387838,옥수동,11040730,1172.4471483349364,응봉동,11040580,1216.3104270277843,왕십리2동,11040520,1308.508016140532,행당1동,11040560,1666.1312477781398,왕십리도선동,11040710,1913.7988992476883,성수1가2동,11040660,2108.506141725247,성수1가1동,11040650,2294.83013248821
11020680,중림동,회현동,11020540,978.4287325916195,소공동,11020520,1063.2816219704516,명동,11020550,1772.0621154305284,필동,11020570,2450.283572171268,을지로동,11020600,2885.6207947914804,장충동,11020580,3197.233238450284,광희동,11020590,3442.9642885717285,다산동,11020700,3747.7516729423696,약수동,11020710,3989.443003892335,신당동,11020690,4310.661303015712
11020580,장충동,다산동,11020700,551.4638270705627,필동,11020570,755.373329306615,약수동,11020710,935.5410012380909,광희동,11020590,1074.0236159664857,청구동,11020720,1159.6176647546154,을지로동,11020600,1323.1767571492915,신당동,11020690,1517.348801797433,동화동,11020730,1564.3267197428906,명동,11020550,1831.736015139288,신당5동,11020650,1957.2387681644166
11020590,광희동,을지로동,11020600,656.5507736210315,신당동,11020690,879.8777707641202,장충동,11020580,1074.0236159664857,다산동,11020700,1204.2466361254287,필동,11020570,1274.8092629903695,청구동,11020720,1364.153436971417,동화동,11020730,1404.3661176201424,황학동,11020670,1554.3867565391583,신당5동,11020650,1607.7206175027306,명동,11020550,1723.8354838556045
11020600,을지로동,광희동,11020590,656.5507736210315,필동,11020570,1110.0192968953625,명동,11020550,1122.2558475120234,장충동,11020580,1323.1767571492915,신당동,11020690,1517.4996056297318,다산동,11020700,1663.133193439395,청구동,11020720,1968.2532866277072,소공동,11020520,1976.8294952150407,회현동,11020540,2026.5762152003124,동화동,11020730,2058.270682606967
11020520,소공동,회현동,11020540,846.9158256759349,명동,11020550,877.5853176642222,중림동,11020680,1063.2816219704516,필동,11020570,1899.3881365735708,을지로동,11020600,1976.8294952150407,광희동,11020590,2597.465501036877,장충동,11020580,2637.387440705336,다산동,11020700,3174.736075729921,신당동,11020690,3477.0586185160478,약수동,11020710,3537.283520434854
11020540,회현동,소공동,11020520,846.9158256759349,중림동,11020680,978.4287325916195,명동,11020550,1004.8075806030516,필동,11020570,1472.3364619761044,을지로동,11020600,2026.5762152003124,장충동,11020580,2218.982126054235,광희동,11020590,2525.072241030246,다산동,11020700,2769.7432624593403,약수동,11020710,3026.5804661758452,청구동,11020720,3363.9778902463822
11020550,명동,소공동,11020520,877.5853176642222,회현동,11020540,1004.8075806030516,을지로동,11020600,1122.2558475120234,필동,11020570,1147.7254902338873,광희동,11020590,1723.8354838556045,중림동,11020680,1772.0621154305284,장충동,11020580,1831.736015139288,다산동,11020700,2348.212195846606,신당동,11020690,2603.684696764428,약수동,11020710,2759.0158022997216
11020570,필동,장충동,11020580,755.373329306615,을지로동,11020600,1110.0192968953625,명동,11020550,1147.7254902338873,광희동,11020590,1274.8092629903695,다산동,11020700,1306.1151621987335,회현동,11020540,1472.3364619761044,약수동,11020710,1638.1801362359279,청구동,11020720,1891.6608010845696,소공동,11020520,1899.3881365735708,신당동,11020690,2014.5365171701842
11020650,신당5동,동화동,11020730,431.1543914421517,황학동,11020670,551.1824253181497,신당동,11020690,756.2192380092181,청구동,11020720,953.5956995890325,다산동,11020700,1534.4837508400844,광희동,11020590,1607.7206175027306,약수동,11020710,1812.3405935141575,장충동,11020580,1957.2387681644166,을지로동,11020600,2259.3797362641444,필동,11020570,2592.6614360451645
11020670,황학동,신당5동,11020650,551.1824253181497,신당동,11020690,705.1511675845759,동화동,11020730,889.5070562319281,청구동,11020720,1386.1374234923187,광희동,11020590,1554.3867565391583,다산동,11020700,1868.767795310246,을지로동,11020600,2155.1104673099126,장충동,11020580,2189.611172958413,약수동,11020710,2242.9213469075494,필동,11020570,2719.1897487416277
11020690,신당동,동화동,11020730,704.5727319387935,황학동,11020670,705.1511675845759,신당5동,11020650,756.2192380092181,광희동,11020590,879.8777707641202,청구동,11020720,986.2384057017276,다산동,11020700,1283.2213157648653,장충동,11020580,1517.348801797433,을지로동,11020600,1517.4996056297318,약수동,11020710,1750.6392916505558,필동,11020570,2014.5365171701842
11020700,다산동,장충동,11020580,551.4638270705627,약수동,11020710,557.8770291400256,청구동,11020720,640.6209966405861,동화동,11020730,1112.1183817192034,광희동,11020590,1204.2466361254287,신당동,11020690,1283.2213157648653,필동,11020570,1306.1151621987335,신당5동,11020650,1534.4837508400844,을지로동,11020600,1663.133193439395,황학동,11020670,1868.767795310246
11020710,약수동,다산동,11020700,557.8770291400256,청구동,11020720,863.2948766649025,장충동,11020580,935.5410012380909,동화동,11020730,1385.2047470811876,필동,11020570,1638.1801362359279,신당동,11020690,1750.6392916505558,광희동,11020590,1761.91225741313,신당5동,11020650,1812.3405935141575,을지로동,11020600,2193.070468796306,황학동,11020670,2242.9213469075494
11020720,청구동,동화동,11020730,523.5040620082157,다산동,11020700,640.6209966405861,약수동,11020710,863.2948766649025,신당5동,11020650,953.5956995890325,신당동,11020690,986.2384057017276,장충동,11020580,1159.6176647546154,광희동,11020590,1364.153436971417,황학동,11020670,1386.1374234923187,필동,11020570,1891.6608010845696,을지로동,11020600,1968.2532866277072
11020730,동화동,신당5동,11020650,431.1543914421517,청구동,11020720,523.5040620082157,신당동,11020690,704.5727319387935,황학동,11020670,889.5070562319281,다산동,11020700,1112.1183817192034,약수동,11020710,1385.2047470811876,광희동,11020590,1404.3661176201424,장충동,11020580,1564.3267197428906,을지로동,11020600,2058.270682606967,필동,11020570,2238.5822968359257
11080650,정릉4동,정릉3동,11080640,1315.0953053540454,정릉2동,11080630,2549.5614968407212,길음1동,11080660,2802.0685099010498,정릉1동,11080620,3009.533553307293,성북동,11080810,3025.780851406952,돈암2동,11080590,3325.3755312752733,길음2동,11080680,3335.908452432047,돈암1동,11080580,3739.8225383000668,동선동,11080830,3955.433730024801,월곡1동,11080710,4087.8535167901878
11080660,길음1동,정릉1동,11080620,600.2141861930834,길음2동,11080680,655.0405511264948,돈암1동,11080580,1025.889627779202,정릉2동,11080630,1113.3872067535565,돈암2동,11080590,1429.908593627472,월곡1동,11080710,1484.2140323800147,동선동,11080830,1620.6074197823475,종암동,11080840,1727.7707809326187,정릉3동,11080640,2261.2743981208146,장위1동,11080760,2327.3426934294043
11080810,성북동,정릉2동,11080630,1486.6785411887035,돈암2동,11080590,1542.6921316598143,정릉3동,11080640,1710.6887959157723,삼선동,11080820,1915.7538758085932,정릉1동,11080620,2145.714278730212,동선동,11080830,2178.641510245141,길음1동,11080660,2598.109851585856,보문동,11080610,2689.710421514298,돈암1동,11080580,2693.33448073869,정릉4동,11080650,3025.780851406952
11080820,삼선동,보문동,11080610,775.0923519908462,동선동,11080830,990.5123873575264,돈암2동,11080590,1168.13601663942,안암동,11080600,1375.8677611622172,돈암1동,11080580,1843.7430334146918,정릉1동,11080620,1913.2851768089133,성북동,11080810,1915.7538758085932,정릉2동,11080630,1920.5538180127564,종암동,11080840,2299.1791731461285,길음1동,11080660,2506.7337500179483
11080830,동선동,돈암2동,11080590,719.4563326319311,돈암1동,11080580,853.2317735493942,삼선동,11080820,990.5123873575264,안암동,11080600,1011.1081489974839,정릉1동,11080620,1077.0064857871043,보문동,11080610,1202.0817195993484,종암동,11080840,1418.9384204645623,정릉2동,11080630,1420.8847611838198,길음1동,11080660,1620.6074197823475,길음2동,11080680,1794.4937104692162
11080720,월곡2동,월곡1동,11080710,933.5856931443727,장위2동,11080770,1162.9421780395944,종암동,11080840,1203.778298936714,장위1동,11080760,1318.8278181987275,석관동,11080850,1515.776925485571,길음2동,11080680,1704.923771404105,장위3동,11080780,1812.6505682879429,돈암1동,11080580,1893.7494869908044,길음1동,11080660,2331.7314674461422,안암동,11080600,2352.3121275025596
11080620,정릉1동,길음1동,11080660,600.2141861930834,정릉2동,11080630,750.0341477102058,돈암1동,11080580,762.771107847749,돈암2동,11080590,835.7620705525896,길음2동,11080680,1056.563113265196,동선동,11080830,1077.0064857871043,종암동,11080840,1625.0825156049261,월곡1동,11080710,1799.7136581827622,삼선동,11080820,1913.2851768089133,안암동,11080600,1947.8906061776765
11080630,정릉2동,정릉1동,11080620,750.0341477102058,돈암2동,11080590,781.0224287958747,길음1동,11080660,1113.3872067535565,동선동,11080830,1420.8847611838198,돈암1동,11080580,1469.3733919528288,성북동,11080810,1486.6785411887035,정릉3동,11080640,1542.8785712077372,길음2동,11080680,1725.0934628397076,삼선동,11080820,1920.5538180127564,종암동,11080840,2343.5467984435018
11080640,정릉3동,정릉4동,11080650,1315.0953053540454,정릉2동,11080630,1542.8785712077372,성북동,11080810,1710.6887959157723,정릉1동,11080620,2205.2883308474225,돈암2동,11080590,2242.727838912838,길음1동,11080660,2261.2743981208146,길음2동,11080680,2905.9597840907522,동선동,11080830,2940.958341881329,돈암1동,11080580,2966.282459893583,삼선동,11080820,3211.6439744029867
11080780,장위3동,장위2동,11080770,670.0216742260861,장위1동,11080760,851.6355090810579,석관동,11080850,1308.8769834321863,월곡2동,11080720,1812.6505682879429,월곡1동,11080710,1887.351672335065,길음2동,11080680,2570.2467653901426,종암동,11080840,2884.8248140842793,길음1동,11080660,3176.4306075991794,돈암1동,11080580,3285.0089583549398,정릉1동,11080620,3622.4045736448684
11080580,돈암1동,정릉1동,11080620,762.771107847749,동선동,11080830,853.2317735493942,종암동,11080840,874.1765117368593,길음2동,11080680,977.9789819850247,길음1동,11080660,1025.889627779202,돈암2동,11080590,1167.8719194092203,안암동,11080600,1357.0771325971966,월곡1동,11080710,1398.192843896942,정릉2동,11080630,1469.3733919528288,삼선동,11080820,1843.7430334146918
11080590,돈암2동,동선동,11080830,719.4563326319311,정릉2동,11080630,781.0224287958747,정릉1동,11080620,835.7620705525896,돈암1동,11080580,1167.8719194092203,삼선동,11080820,1168.13601663942,길음1동,11080660,1429.908593627472,성북동,11080810,1542.6921316598143,보문동,11080610,1715.7224540584568,안암동,11080600,1725.872069030214,길음2동,11080680,1852.760099122741
11080600,안암동,보문동,11080610,897.6709757376242,동선동,11080830,1011.1081489974839,종암동,11080840,1227.0622591671593,돈암1동,11080580,1357.0771325971966,삼선동,11080820,1375.8677611622172,돈암2동,11080590,1725.872069030214,정릉1동,11080620,1947.8906061776765,길음2동,11080680,2281.0326605184073,월곡2동,11080720,2352.3121275025596,길음1동,11080660,2367.875388407201
11080610,보문동,삼선동,11080820,775.0923519908462,안암동,11080600,897.6709757376242,동선동,11080830,1202.0817195993484,돈암2동,11080590,1715.7224540584568,돈암1동,11080580,1934.5390102286976,종암동,11080840,2078.8460322170117,정릉1동,11080620,2277.2375363824317,정릉2동,11080630,2496.3188863921378,성북동,11080810,2689.710421514298,길음1동,11080660,2818.3471784651188
11080680,길음2동,길음1동,11080660,655.0405511264948,월곡1동,11080710,830.1022461106343,돈암1동,11080580,977.9789819850247,정릉1동,11080620,1056.563113265196,종암동,11080840,1340.8590491866971,월곡2동,11080720,1704.923771404105,장위1동,11080760,1718.8841287518353,정릉2동,11080630,1725.0934628397076,동선동,11080830,1794.4937104692162,돈암2동,11080590,1852.760099122741
11080710,월곡1동,길음2동,11080680,830.1022461106343,월곡2동,11080720,933.5856931443727,장위1동,11080760,1077.662041059452,종암동,11080840,1177.135067483088,돈암1동,11080580,1398.192843896942,장위2동,11080770,1444.043740379548,길음1동,11080660,1484.2140323800147,정릉1동,11080620,1799.7136581827622,장위3동,11080780,1887.351672335065,석관동,11080850,2190.1042351704605
11080760,장위1동,장위2동,11080770,708.3371156054662,장위3동,11080780,851.6355090810579,월곡1동,11080710,1077.662041059452,월곡2동,11080720,1318.8278181987275,석관동,11080850,1657.0699876676106,길음2동,11080680,1718.8841287518353,종암동,11080840,2178.301407146078,길음1동,11080660,2327.3426934294043,돈암1동,11080580,2469.116517839834,정릉1동,11080620,2772.290433207153
11080770,장위2동,장위3동,11080780,670.0216742260861,장위1동,11080760,708.3371156054662,석관동,11080850,949.2359548087413,월곡2동,11080720,1162.9421780395944,월곡1동,11080710,1444.043740379548,길음2동,11080680,2228.991921455204,종암동,11080840,2295.2070845286416,돈암1동,11080580,2800.786849756077,길음1동,11080660,2874.6239764219777,정릉1동,11080620,3241.810886120848
11080840,종암동,돈암1동,11080580,874.1765117368593,월곡1동,11080710,1177.135067483088,월곡2동,11080720,1203.778298936714,안암동,11080600,1227.0622591671593,길음2동,11080680,1340.8590491866971,동선동,11080830,1418.9384204645623,정릉1동,11080620,1625.0825156049261,길음1동,11080660,1727.7707809326187,돈암2동,11080590,1965.899726496447,보문동,11080610,2078.8460322170117
11080850,석관동,장위2동,11080770,949.2359548087413,장위3동,11080780,1308.8769834321863,월곡2동,11080720,1515.776925485571,장위1동,11080760,1657.0699876676106,월곡1동,11080710,2190.1042351704605,종암동,11080840,2708.258143893035,길음2동,11080680,3018.11876396815,돈암1동,11080580,3396.813827666838,길음1동,11080660,3673.1277994699594,안암동,11080600,3778.884753743738
11060720,휘경1동,이문1동,11060890,629.8952975286669,휘경2동,11060730,654.5803179964558,회기동,11060710,998.2992063227131,전농2동,11060840,1255.8289740842604,이문2동,11060900,1283.2654298166701,청량리동,11060800,1573.2244805540795,전농1동,11060830,1747.5517270047426,장안2동,11060880,1993.739525996747,답십리2동,11060860,2353.4157367113085,제기동,11060820,2418.3128459684267
11060890,이문1동,휘경1동,11060720,629.8952975286669,이문2동,11060900,870.6429247521381,회기동,11060710,886.68602824087,휘경2동,11060730,1281.2054261675694,청량리동,11060800,1644.0197449486714,전농2동,11060840,1850.4369275224062,전농1동,11060830,2180.9489950285993,제기동,11060820,2546.7461891684216,장안2동,11060880,2619.8252802859356,답십리2동,11060860,2950.314187222331
11060900,이문2동,이문1동,11060890,870.6429247521381,휘경1동,11060720,1283.2654298166701,회기동,11060710,1737.9234958086988,휘경2동,11060730,1803.4969413623664,청량리동,11060800,2507.4877232534855,전농2동,11060840,2520.782113802035,전농1동,11060830,3000.959530411415,장안2동,11060880,3044.3026720436815,제기동,11060820,3411.316997917635,답십리2동,11060860,3602.7803382434513
11060910,답십리1동,답십리2동,11060860,810.7549455188812,전농1동,11060830,884.7435901704553,전농2동,11060840,1325.9111623508104,장안1동,11060870,1572.7071281286292,용신동,11060810,1779.6430306219581,장안2동,11060880,1847.9830999831718,제기동,11060820,1894.192147612183,청량리동,11060800,2035.323611058946,휘경2동,11060730,2102.7229281254827,휘경1동,11060720,2481.762299587241
11060710,회기동,청량리동,11060800,775.5922488889905,이문1동,11060890,886.68602824087,휘경1동,11060720,998.2992063227131,휘경2동,11060730,1487.4345537117363,전농1동,11060830,1609.2234616650671,전농2동,11060840,1675.0408971589848,제기동,11060820,1677.4848676940803,이문2동,11060900,1737.9234958086988,답십리1동,11060910,2489.671242220676,용신동,11060810,2624.7768792826478
11060730,휘경2동,휘경1동,11060720,654.5803179964558,전농2동,11060840,779.3141111221341,이문1동,11060890,1281.2054261675694,장안2동,11060880,1339.2929791799506,회기동,11060710,1487.4345537117363,전농1동,11060830,1549.6105165368533,이문2동,11060900,1803.4969413623664,답십리2동,11060860,1809.820510140479,청량리동,11060800,1835.5751863339474,답십리1동,11060910,2102.7229281254827
11060800,청량리동,회기동,11060710,775.5922488889905,제기동,11060820,903.8455919206398,전농1동,11060830,1181.656224027412,휘경1동,11060720,1573.2244805540795,이문1동,11060890,1644.0197449486714,전농2동,11060840,1669.6030317685486,휘경2동,11060730,1835.5751863339474,용신동,11060810,1855.009215748637,답십리1동,11060910,2035.323611058946,답십리2동,11060860,2442.6739756372917
11060810,용신동,제기동,11060820,1001.5076609070667,전농1동,11060830,1683.3072312180389,답십리1동,11060910,1779.6430306219581,청량리동,11060800,1855.009215748637,답십리2동,11060860,2579.048181167702,전농2동,11060840,2594.4309896439786,회기동,11060710,2624.7768792826478,휘경2동,11060730,3192.5120764147837,휘경1동,11060720,3223.9472708056137,장안1동,11060870,3348.7294868207164
11060820,제기동,청량리동,11060800,903.8455919206398,용신동,11060810,1001.5076609070667,전농1동,11060830,1312.309945994309,회기동,11060710,1677.4848676940803,답십리1동,11060910,1894.192147612183,전농2동,11060840,2136.6308616432198,휘경1동,11060720,2418.3128459684267,휘경2동,11060730,2545.1858869611588,이문1동,11060890,2546.7461891684216,답십리2동,11060860,2547.7556065099207
11060830,전농1동,답십리1동,11060910,884.7435901704553,전농2동,11060840,912.2855502713948,청량리동,11060800,1181.656224027412,답십리2동,11060860,1291.9815231891123,제기동,11060820,1312.309945994309,휘경2동,11060730,1549.6105165368533,회기동,11060710,1609.2234616650671,용신동,11060810,1683.3072312180389,휘경1동,11060720,1747.5517270047426,장안2동,11060880,1906.4963459736089
11060840,전농2동,휘경2동,11060730,779.3141111221341,전농1동,11060830,912.2855502713948,답십리2동,11060860,1100.3924258331747,장안2동,11060880,1118.1282705181218,휘경1동,11060720,1255.8289740842604,답십리1동,11060910,1325.9111623508104,청량리동,11060800,1669.6030317685486,회기동,11060710,1675.0408971589848,장안1동,11060870,1732.2846698717997,이문1동,11060890,1850.4369275224062
11060860,답십리2동,답십리1동,11060910,810.7549455188812,장안1동,11060870,831.1637777848777,전농2동,11060840,1100.3924258331747,장안2동,11060880,1113.957129319623,전농1동,11060830,1291.9815231891123,휘경2동,11060730,1809.820510140479,휘경1동,11060720,2353.4157367113085,청량리동,11060800,2442.6739756372917,제기동,11060820,2547.7556065099207,용신동,11060810,2579.048181167702
11060870,장안1동,답십리2동,11060860,831.1637777848777,장안2동,11060880,1089.4184941621397,답십리1동,11060910,1572.7071281286292,전농2동,11060840,1732.2846698717997,전농1동,11060830,2116.714450825633,휘경2동,11060730,2276.1177074083703,휘경1동,11060720,2900.6729965811573,청량리동,11060800,3243.9646422758315,용신동,11060810,3348.7294868207164,제기동,11060820,3378.1078320264724
11060880,장안2동,장안1동,11060870,1089.4184941621397,답십리2동,11060860,1113.957129319623,전농2동,11060840,1118.1282705181218,휘경2동,11060730,1339.2929791799506,답십리1동,11060910,1847.9830999831718,전농1동,11060830,1906.4963459736089,휘경1동,11060720,1993.739525996747,이문1동,11060890,2619.8252802859356,회기동,11060710,2704.9707439749295,청량리동,11060800,2787.008502702955
11070590,상봉1동,중화1동,11070610,570.7689954752909,상봉2동,11070600,950.4857459704843,신내2동,11070700,1044.9940301733368,중화2동,11070620,1303.1562122285054,묵1동,11070640,1464.9667654186674,면목본동,11070710,1487.1571860623208,망우본동,11070730,1589.7980091540119,망우3동,11070680,1608.450590657949,묵2동,11070650,1652.7787673986193,면목2동,11070520,1718.0822828889197
11070610,중화1동,상봉1동,11070590,570.7689954752909,중화2동,11070620,804.6149035982372,상봉2동,11070600,921.8019506720927,묵2동,11070650,1178.908687784995,신내2동,11070700,1196.2698261084936,묵1동,11070640,1235.780883813989,면목2동,11070520,1547.020028120405,면목본동,11070710,1679.2986365138388,망우3동,11070680,2110.5004406350618,망우본동,11070730,2152.194424339962
11070690,신내1동,신내2동,11070700,1125.2054437508978,망우본동,11070730,1259.9512731969785,상봉1동,11070590,1808.4975791258887,묵1동,11070640,1899.113229371676,중화1동,11070610,2190.661228109448,망우3동,11070680,2362.800881605955,묵2동,11070650,2609.129508952957,상봉2동,11070600,2737.2302179341914,중화2동,11070620,2993.6397996309624,면목본동,11070710,3044.9767144409816
11070520,면목2동,면목5동,11070550,756.6766980534522,상봉2동,11070600,780.4549355401472,면목본동,11070710,1024.4564513510284,중화2동,11070620,1125.451709650215,중화1동,11070610,1547.020028120405,상봉1동,11070590,1718.0822828889197,면목4동,11070540,1861.349147345787,면목7동,11070570,1887.0724792118567,면목38동,11070720,1887.3599827798732,망우3동,11070680,2224.855245664977
11070540,면목4동,면목7동,11070570,763.1332523369398,면목5동,11070550,1141.7673269233323,면목38동,11070720,1663.4518154263728,면목본동,11070710,1668.5781330504306,면목2동,11070520,1861.349147345787,상봉2동,11070600,2300.032750644543,망우3동,11070680,2546.035297439221,중화2동,11070620,2979.6171776628375,상봉1동,11070590,3138.437065385512,중화1동,11070610,3221.349734916605
11070550,면목5동,면목2동,11070520,756.6766980534522,면목본동,11070710,1128.356658733309,면목4동,11070540,1141.7673269233323,면목7동,11070570,1366.191852591527,상봉2동,11070600,1385.8224746643625,면목38동,11070720,1732.823378139742,중화2동,11070620,1879.835593771669,중화1동,11070610,2258.0979349287177,상봉1동,11070590,2325.6053847252765,망우3동,11070680,2355.999167598486
11070570,면목7동,면목4동,11070540,763.1332523369398,면목38동,11070720,951.3934599409646,면목본동,11070710,1276.309937433455,면목5동,11070550,1366.191852591527,망우3동,11070680,1860.3444855292414,면목2동,11070520,1887.0724792118567,상봉2동,11070600,2058.021545870309,상봉1동,11070590,2743.2873261445307,중화2동,11070620,2905.5564106455217,중화1동,11070610,2952.0414207729846
11070600,상봉2동,면목2동,11070520,780.4549355401472,면목본동,11070710,817.394471815551,중화1동,11070610,921.8019506720927,상봉1동,11070590,950.4857459704843,중화2동,11070620,959.2517392581979,면목5동,11070550,1385.8224746643625,면목38동,11070720,1670.7494362732289,망우3동,11070680,1682.7245382840847,신내2동,11070700,1965.730006201837,묵2동,11070650,2010.1031461960224
11070620,중화2동,중화1동,11070610,804.6149035982372,상봉2동,11070600,959.2517392581979,면목2동,11070520,1125.451709650215,묵2동,11070650,1292.3870240813576,상봉1동,11070590,1303.1562122285054,묵1동,11070640,1744.28009351237,면목본동,11070710,1748.7914973061022,면목5동,11070550,1879.835593771669,신내2동,11070700,1962.2930901426225,망우3동,11070680,2584.2308187226818
11070640,묵1동,묵2동,11070650,768.7035169682293,신내2동,11070700,855.0863599837098,중화1동,11070610,1235.780883813989,상봉1동,11070590,1464.9667654186674,중화2동,11070620,1744.28009351237,신내1동,11070690,1899.113229371676,상봉2동,11070600,2156.8645494060293,망우본동,11070730,2547.5111107623206,면목2동,11070520,2742.8304251255986,면목본동,11070710,2883.181905789027
11070650,묵2동,묵1동,11070640,768.7035169682293,중화1동,11070610,1178.908687784995,중화2동,11070620,1292.3870240813576,신내2동,11070700,1497.3827936131636,상봉1동,11070590,1652.7787673986193,상봉2동,11070600,2010.1031461960224,면목2동,11070520,2406.451610938286,신내1동,11070690,2609.129508952957,면목본동,11070710,2816.702676996483,망우본동,11070730,3053.4902924035887
11070680,망우3동,면목38동,11070720,910.9235337962042,망우본동,11070730,1207.6846408050064,면목본동,11070710,1251.6478603346227,상봉1동,11070590,1608.450590657949,상봉2동,11070600,1682.7245382840847,면목7동,11070570,1860.3444855292414,중화1동,11070610,2110.5004406350618,면목2동,11070520,2224.855245664977,신내2동,11070700,2339.7552222218897,면목5동,11070550,2355.999167598486
11070700,신내2동,묵1동,11070640,855.0863599837098,상봉1동,11070590,1044.9940301733368,신내1동,11070690,1125.2054437508978,중화1동,11070610,1196.2698261084936,묵2동,11070650,1497.3827936131636,망우본동,11070730,1709.9037280039272,중화2동,11070620,1962.2930901426225,상봉2동,11070600,1965.730006201837,망우3동,11070680,2339.7552222218897,면목본동,11070710,2522.3930368629153
11070710,면목본동,상봉2동,11070600,817.394471815551,면목38동,11070720,898.583787856893,면목2동,11070520,1024.4564513510284,면목5동,11070550,1128.356658733309,망우3동,11070680,1251.6478603346227,면목7동,11070570,1276.309937433455,상봉1동,11070590,1487.1571860623208,면목4동,11070540,1668.5781330504306,중화1동,11070610,1679.2986365138388,중화2동,11070620,1748.7914973061022
11070720,면목38동,면목본동,11070710,898.583787856893,망우3동,11070680,910.9235337962042,면목7동,11070570,951.3934599409646,면목4동,11070540,1663.4518154263728,상봉2동,11070600,1670.7494362732289,면목5동,11070550,1732.823378139742,면목2동,11070520,1887.3599827798732,상봉1동,11070590,2067.160387702279,망우본동,11070730,2115.7495654412946,중화1동,11070610,2419.6870335882713
11070730,망우본동,망우3동,11070680,1207.6846408050064,신내1동,11070690,1259.9512731969785,상봉1동,11070590,1589.7980091540119,신내2동,11070700,1709.9037280039272,면목38동,11070720,2115.7495654412946,중화1동,11070610,2152.194424339962,면목본동,11070710,2212.011761135718,상봉2동,11070600,2242.5035787844704,묵1동,11070640,2547.5111107623206,중화2동,11070620,2880.1787841878613
11050660,자양3동,자양4동,11050670,705.0561606568712,자양1동,11050640,956.3744677198656,자양2동,11050650,1066.7299933632216,화양동,11050530,1331.6938734733274,구의1동,11050600,1727.3783708678002,구의3동,11050620,2141.922430631955,능동,11050590,2335.431746982755,군자동,11050540,2416.474592419451,구의2동,11050610,3038.0670338113496,중곡2동,11050560,3282.043393072032
11050610,구의2동,광장동,11050630,943.7229816612002,능동,11050590,1155.5574956286525,중곡2동,11050560,1254.5774068881126,구의1동,11050600,1325.0849212547687,중곡4동,11050580,1417.1630981015865,구의3동,11050620,1570.3751018337055,군자동,11050540,1880.4483095494788,중곡1동,11050550,1946.4675713841234,화양동,11050530,2102.335246059972,자양1동,11050640,2140.3261258685957
11050530,화양동,자양1동,11050640,1063.7388099090988,군자동,11050540,1088.0342758788397,능동,11050590,1113.5741205486502,구의1동,11050600,1120.1856230256892,자양3동,11050660,1331.6938734733274,자양4동,11050670,1351.1442644632043,자양2동,11050650,1781.337083106204,구의3동,11050620,1983.7029587494783,중곡2동,11050560,2007.6123483158087,구의2동,11050610,2102.335246059972
11050540,군자동,능동,11050590,764.043789508213,중곡1동,11050550,1064.4963001262663,화양동,11050530,1088.0342758788397,중곡2동,11050560,1159.998608353608,구의1동,11050600,1651.7725427385121,중곡3동,11050570,1805.458630077979,구의2동,11050610,1880.4483095494788,자양1동,11050640,2025.8581428122095,중곡4동,11050580,2194.2459222951647,자양4동,11050670,2318.376721568784
