ADM_CD,dong_name,통계청코드,도로명코드10,통계청코드8,도로명코드8,도로명코드,시도명,시군구,읍면동
11240710.0,서울특별시 송파구 잠실본동,1124071,1171065000,11240710.0,11710650,11710650,서울특별시,송파구,잠실본동
11050630.0,서울특별시 광진구 광장동,1105063,1121581000,11050630.0,11215810,11215810,서울특별시,광진구,광장동
11050640.0,서울특별시 광진구 자양1동,1105064,1121582000,11050640.0,11215820,11215820,서울특별시,광진구,자양제1동
11050650.0,서울특별시 광진구 자양2동,1105065,1121583000,11050650.0,11215830,11215830,서울특별시,광진구,자양제2동
11240750.0,서울특별시 송파구 잠실4동,1124075,1171069000,11240750.0,11710690,11710690,서울특별시,송파구,잠실4동
11050670.0,서울특별시 광진구 자양4동,1105067,1121584700,11050670.0,11215847,11215847,서울특별시,광진구,자양제4동
11240770.0,서울특별시 송파구 잠실6동,1124077,1171071000,11240770.0,11710710,11710710,서울특별시,송파구,잠실6동
11060710.0,서울특별시 동대문구 회기동,1106071,1123071000,11060710.0,11230710,11230710,서울특별시,동대문구,회기동
11060730.0,서울특별시 동대문구 휘경2동,1106073,1123073000,11060730.0,11230730,11230730,서울특별시,동대문구,휘경제2동
11060800.0,서울특별시 동대문구 청량리동,1106080,1123070500,11060800.0,11230705,11230705,서울특별시,동대문구,청량리동
11060810.0,서울특별시 동대문구 용신동,1106081,1123053600,11060810.0,11230536,11230536,서울특별시,동대문구,용신동
11060820.0,서울특별시 동대문구 제기동,1106082,1123054500,11060820.0,11230545,11230545,서울특별시,동대문구,제기동
11060830.0,서울특별시 동대문구 전농1동,1106083,1123056000,11060830.0,11230560,11230560,서울특별시,동대문구,전농제1동
11060840.0,서울특별시 동대문구 전농2동,1106084,1123057000,11060840.0,11230570,11230570,서울특별시,동대문구,전농제2동
11060860.0,서울특별시 동대문구 답십리2동,1106086,1123061000,11060860.0,11230610,11230610,서울특별시,동대문구,답십리제2동
11240780.0,서울특별시 송파구 잠실7동,1124078,1171072000,11240780.0,11710720,11710720,서울특별시,송파구,잠실7동
11060870.0,서울특별시 동대문구 장안1동,1106087,1123065000,11060870.0,11230650,11230650,서울특별시,동대문구,장안제1동
11060880.0,서울특별시 동대문구 장안2동,1106088,1123066000,11060880.0,11230660,11230660,서울특별시,동대문구,장안제2동
11070520.0,서울특별시 중랑구 면목2동,1107052,1126052000,11070520.0,11260520,11260520,서울특별시,중랑구,면목제2동
11070540.0,서울특별시 중랑구 면목4동,1107054,1126054000,11070540.0,11260540,11260540,서울특별시,중랑구,면목제4동
11240790.0,서울특별시 송파구 잠실2동,1124079,1171067000,11240790.0,11710670,11710670,서울특별시,송파구,잠실2동
11070550.0,서울특별시 중랑구 면목5동,1107055,1126055000,11070550.0,11260550,11260550,서울특별시,중랑구,면목제5동
11070570.0,서울특별시 중랑구 면목7동,1107057,1126057000,11070570.0,11260570,11260570,서울특별시,중랑구,면목제7동
11070600.0,서울특별시 중랑구 상봉2동,1107060,1126059000,11070600.0,11260590,11260590,서울특별시,중랑구,상봉제2동
11070620.0,서울특별시 중랑구 중화2동,1107062,1126061000,11070620.0,11260610,11260610,서울특별시,중랑구,중화제2동
11070640.0,서울특별시 중랑구 묵1동,1107064,1126062000,11070640.0,11260620,11260620,서울특별시,중랑구,묵제1동
11070650.0,서울특별시 중랑구 묵2동,1107065,1126063000,11070650.0,11260630,11260630,서울특별시,중랑구,묵제2동
11110560.0,서울특별시 노원구 공릉2동,1111056,1135060000,11110560.0,11350600,11350600,서울특별시,노원구,공릉2동
11070680.0,서울특별시 중랑구 망우3동,1107068,1126066000,11070680.0,11260660,11260660,서울특별시,중랑구,망우제3동
11070700.0,서울특별시 중랑구 신내2동,1107070,1126069000,11070700.0,11260690,11260690,서울특별시,중랑구,신내2동
11070710.0,서울특별시 중랑구 면목본동,1107071,1126056500,11070710.0,11260565,11260565,서울특별시,중랑구,면목본동
11070720.0,서울특별시 중랑구 면목3·8동,1107072,1126057500,11070720.0,11260575,11260575,서울특별시,중랑구,면목제38동
11070730.0,서울특별시 중랑구 망우본동,1107073,1126065500,11070730.0,11260655,11260655,서울특별시,중랑구,망우본동
11080580.0,서울특별시 성북구 돈암1동,1108058,1129058000,11080580.0,11290580,11290580,서울특별시,성북구,돈암제1동
11080590.0,서울특별시 성북구 돈암2동,1108059,1129059000,11080590.0,11290590,11290590,서울특별시,성북구,돈암제2동
11080600.0,서울특별시 성북구 안암동,1108060,1129060000,11080600.0,11290600,11290600,서울특별시,성북구,안암동
11080610.0,서울특별시 성북구 보문동,1108061,1129061000,11080610.0,11290610,11290610,서울특별시,성북구,보문동
11080680.0,서울특별시 성북구 길음2동,1108068,1129068500,11080680.0,11290685,11290685,서울특별시,성북구,길음제2동
11110790.0,서울특별시 노원구 공릉1동,1111079,1135059500,11110790.0,11350595,11350595,서울특별시,노원구,공릉1동
