구동,동물미용업 동물미용업,동물병원 동물병원,동물약국 동물약국,미용업 기타,미용업 네일아트업,미용업 메이크업업,미용업 숙박업 기타,미용업 일반미용업,미용업 일반이용업,미용업 피부미용업,병원 병원,병원 요양병원(노인병원),병원 요양병원(일반요양병원),병원 정신병원,병원 종합병원,병원 치과병원,병원 한방병원,세탁업 빨래방업,세탁업 세탁업 기타,세탁업 운동화전문세탁업,세탁업 일반세탁업,약국 약국,영화상영관 영화상영관,의원 보건소,의원 보건지소,의원 의원,의원 조산원,의원 치과의원,의원 한의원,이용업 이용업 기타,이용업 일반이용업,일반음식점 감성주점,일반음식점 경양식,일반음식점 기타,일반음식점 김밥(도시락),일반음식점 까페,일반음식점 냉면집,일반음식점 라이브카페,일반음식점 복어취급,일반음식점 분식,일반음식점 뷔페식,일반음식점 식육(숯불구이),"일반음식점 외국음식전문점(인도,태국등)",일반음식점 이동조리,일반음식점 일반음식점,일반음식점 일식,일반음식점 전통찻집,일반음식점 정종/대포집/소주방,일반음식점 중국식,일반음식점 출장조리,일반음식점 커피숍,일반음식점 키즈카페,일반음식점 탕류(보신용),일반음식점 통닭(치킨),일반음식점 패밀리레스트랑,일반음식점 패스트푸드,일반음식점 한식,일반음식점 호프/통닭,일반음식점 횟집,제과점영업 제과점영업,제과점영업 푸드트럭,휴게음식점 고속도로,휴게음식점 공항,휴게음식점 과자점,휴게음식점 관광호텔,휴게음식점 극장,휴게음식점 기타 휴게음식점,휴게음식점 다방,휴게음식점 단란주점,휴게음식점 떡카페,휴게음식점 백화점,휴게음식점 아이스크림,휴게음식점 유원지,휴게음식점 일반조리판매,휴게음식점 전통찻집,휴게음식점 철도역구내,휴게음식점 커피숍,휴게음식점 키즈카페,휴게음식점 패스트푸드,휴게음식점 편의점,휴게음식점 푸드트럭,휴게음식점 호프/통닭,동물미용업,동물병원,동물약국,미용업,병원,세탁업,약국,영화상영관,의원,이용업,일반음식점,제과점영업,휴게음식점
강동구 상일제2동,3.0,2.0,5.0,0.0,4.0,1.0,0.0,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,3.0,0.0,8.0,27.0,1.0,2.0,0.0,0.0,0.0,15.0,1.0,4.0,0.0,0.0,0.0,7.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,78.0,17.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,1.0,0.0,10.0,0.0,0.0,43.0,0.0,10.0,19.0,0.0,0.0,3.0,2.0,5.0,30.0,1.0,9.0,9.0,0.0,6.0,3.0,183.0,10.0,93.0
강동구 성내제1동,20.0,8.0,27.0,1.0,49.0,29.0,0.0,209.0,0.0,59.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,32.0,44.0,19.0,1.0,0.0,57.0,0.0,40.0,21.0,0.0,24.0,0.0,51.0,121.0,6.0,13.0,3.0,2.0,0.0,67.0,8.0,17.0,9.0,0.0,0.0,45.0,0.0,14.0,32.0,1.0,0.0,1.0,0.0,23.0,1.0,6.0,439.0,94.0,10.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,125.0,0.0,23.0,59.0,1.0,0.0,20.0,8.0,27.0,347.0,6.0,32.0,44.0,19.0,119.0,24.0,963.0,34.0,254.0
강동구 성내제2동,20.0,8.0,27.0,1.0,49.0,29.0,0.0,209.0,0.0,59.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,32.0,44.0,19.0,1.0,0.0,57.0,0.0,40.0,21.0,0.0,24.0,0.0,51.0,121.0,6.0,13.0,3.0,2.0,0.0,67.0,8.0,17.0,9.0,0.0,0.0,45.0,0.0,14.0,32.0,1.0,0.0,1.0,0.0,23.0,1.0,6.0,439.0,94.0,10.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,125.0,0.0,23.0,59.0,1.0,0.0,20.0,8.0,27.0,347.0,6.0,32.0,44.0,19.0,119.0,24.0,963.0,34.0,254.0
강동구 성내제3동,20.0,8.0,27.0,1.0,49.0,29.0,0.0,209.0,0.0,59.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,32.0,44.0,19.0,1.0,0.0,57.0,0.0,40.0,21.0,0.0,24.0,0.0,51.0,121.0,6.0,13.0,3.0,2.0,0.0,67.0,8.0,17.0,9.0,0.0,0.0,45.0,0.0,14.0,32.0,1.0,0.0,1.0,0.0,23.0,1.0,6.0,439.0,94.0,10.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,125.0,0.0,23.0,59.0,1.0,0.0,20.0,8.0,27.0,347.0,6.0,32.0,44.0,19.0,119.0,24.0,963.0,34.0,254.0
강동구 암사제1동,12.0,5.0,12.0,2.0,27.0,4.0,0.0,150.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,26.0,0.0,0.0,0.0,33.0,0.0,22.0,9.0,0.0,12.0,0.0,8.0,34.0,0.0,3.0,0.0,1.0,0.0,31.0,1.0,7.0,3.0,0.0,0.0,21.0,0.0,10.0,17.0,0.0,0.0,0.0,0.0,16.0,1.0,2.0,182.0,43.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,65.0,0.0,9.0,37.0,1.0,0.0,12.0,5.0,12.0,209.0,0.0,23.0,26.0,0.0,64.0,12.0,382.0,17.0,154.0
강동구 암사제2동,12.0,5.0,12.0,2.0,27.0,4.0,0.0,150.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,26.0,0.0,0.0,0.0,33.0,0.0,22.0,9.0,0.0,12.0,0.0,8.0,34.0,0.0,3.0,0.0,1.0,0.0,31.0,1.0,7.0,3.0,0.0,0.0,21.0,0.0,10.0,17.0,0.0,0.0,0.0,0.0,16.0,1.0,2.0,182.0,43.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,65.0,0.0,9.0,37.0,1.0,0.0,12.0,5.0,12.0,209.0,0.0,23.0,26.0,0.0,64.0,12.0,382.0,17.0,154.0
강동구 암사제3동,12.0,5.0,12.0,2.0,27.0,4.0,0.0,150.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,26.0,0.0,0.0,0.0,33.0,0.0,22.0,9.0,0.0,12.0,0.0,8.0,34.0,0.0,3.0,0.0,1.0,0.0,31.0,1.0,7.0,3.0,0.0,0.0,21.0,0.0,10.0,17.0,0.0,0.0,0.0,0.0,16.0,1.0,2.0,182.0,43.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,65.0,0.0,9.0,37.0,1.0,0.0,12.0,5.0,12.0,209.0,0.0,23.0,26.0,0.0,64.0,12.0,382.0,17.0,154.0
강동구 천호제1동,16.0,5.0,30.0,2.0,44.0,15.0,0.0,225.0,0.0,42.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,42.0,64.0,6.0,0.0,0.0,88.0,0.0,34.0,12.0,0.0,29.0,0.0,35.0,103.0,1.0,4.0,3.0,2.0,0.0,71.0,6.0,15.0,14.0,0.0,0.0,49.0,0.0,17.0,36.0,1.0,0.0,2.0,0.0,22.0,1.0,5.0,463.0,130.0,6.0,35.0,0.0,0.0,0.0,3.0,0.0,0.0,29.0,0.0,0.0,0.0,24.0,2.0,0.0,38.0,1.0,0.0,124.0,2.0,26.0,74.0,0.0,0.0,16.0,5.0,30.0,328.0,8.0,42.0,64.0,6.0,134.0,29.0,986.0,35.0,323.0
강동구 천호제2동,16.0,5.0,30.0,2.0,44.0,15.0,0.0,225.0,0.0,42.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,42.0,64.0,6.0,0.0,0.0,88.0,0.0,34.0,12.0,0.0,29.0,0.0,35.0,103.0,1.0,4.0,3.0,2.0,0.0,71.0,6.0,15.0,14.0,0.0,0.0,49.0,0.0,17.0,36.0,1.0,0.0,2.0,0.0,22.0,1.0,5.0,463.0,130.0,6.0,35.0,0.0,0.0,0.0,3.0,0.0,0.0,29.0,0.0,0.0,0.0,24.0,2.0,0.0,38.0,1.0,0.0,124.0,2.0,26.0,74.0,0.0,0.0,16.0,5.0,30.0,328.0,8.0,42.0,64.0,6.0,134.0,29.0,986.0,35.0,323.0
강동구 천호제3동,16.0,5.0,30.0,2.0,44.0,15.0,0.0,225.0,0.0,42.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,42.0,64.0,6.0,0.0,0.0,88.0,0.0,34.0,12.0,0.0,29.0,0.0,35.0,103.0,1.0,4.0,3.0,2.0,0.0,71.0,6.0,15.0,14.0,0.0,0.0,49.0,0.0,17.0,36.0,1.0,0.0,2.0,0.0,22.0,1.0,5.0,463.0,130.0,6.0,35.0,0.0,0.0,0.0,3.0,0.0,0.0,29.0,0.0,0.0,0.0,24.0,2.0,0.0,38.0,1.0,0.0,124.0,2.0,26.0,74.0,0.0,0.0,16.0,5.0,30.0,328.0,8.0,42.0,64.0,6.0,134.0,29.0,986.0,35.0,323.0
강북구 미아동,23.0,15.0,37.0,3.0,62.0,16.0,0.0,300.0,0.0,62.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,58.0,62.0,6.0,0.0,0.0,105.0,0.0,61.0,21.0,0.0,41.0,1.0,21.0,291.0,3.0,24.0,0.0,0.0,1.0,90.0,3.0,12.0,2.0,0.0,0.0,43.0,2.0,37.0,40.0,1.0,0.0,1.0,4.0,27.0,0.0,4.0,601.0,149.0,8.0,39.0,0.0,0.0,0.0,1.0,0.0,0.0,128.0,5.0,0.0,0.0,5.0,1.0,0.0,22.0,0.0,1.0,86.0,0.0,17.0,58.0,2.0,0.0,23.0,15.0,37.0,443.0,8.0,59.0,62.0,6.0,187.0,41.0,1365.0,39.0,326.0
강북구 번1동,6.0,3.0,13.0,1.0,30.0,9.0,0.0,114.0,0.0,24.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,17.0,6.0,0.0,0.0,37.0,0.0,14.0,8.0,0.0,12.0,0.0,16.0,88.0,0.0,7.0,0.0,0.0,0.0,33.0,2.0,4.0,0.0,0.0,0.0,8.0,1.0,10.0,12.0,0.0,0.0,1.0,0.0,15.0,1.0,4.0,188.0,36.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,26.0,0.0,10.0,27.0,3.0,0.0,6.0,3.0,13.0,178.0,4.0,25.0,17.0,6.0,59.0,12.0,428.0,9.0,124.0
강북구 번2동,6.0,3.0,13.0,1.0,30.0,9.0,0.0,114.0,0.0,24.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,17.0,6.0,0.0,0.0,37.0,0.0,14.0,8.0,0.0,12.0,0.0,16.0,88.0,0.0,7.0,0.0,0.0,0.0,33.0,2.0,4.0,0.0,0.0,0.0,8.0,1.0,10.0,12.0,0.0,0.0,1.0,0.0,15.0,1.0,4.0,188.0,36.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,26.0,0.0,10.0,27.0,3.0,0.0,6.0,3.0,13.0,178.0,4.0,25.0,17.0,6.0,59.0,12.0,428.0,9.0,124.0
강북구 번3동,6.0,3.0,13.0,1.0,30.0,9.0,0.0,114.0,0.0,24.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,17.0,6.0,0.0,0.0,37.0,0.0,14.0,8.0,0.0,12.0,0.0,16.0,88.0,0.0,7.0,0.0,0.0,0.0,33.0,2.0,4.0,0.0,0.0,0.0,8.0,1.0,10.0,12.0,0.0,0.0,1.0,0.0,15.0,1.0,4.0,188.0,36.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,26.0,0.0,10.0,27.0,3.0,0.0,6.0,3.0,13.0,178.0,4.0,25.0,17.0,6.0,59.0,12.0,428.0,9.0,124.0
강북구 삼각산동,23.0,15.0,37.0,3.0,62.0,16.0,0.0,300.0,0.0,62.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,58.0,62.0,6.0,0.0,0.0,105.0,0.0,61.0,21.0,0.0,41.0,1.0,21.0,291.0,3.0,24.0,0.0,0.0,1.0,90.0,3.0,12.0,2.0,0.0,0.0,43.0,2.0,37.0,40.0,1.0,0.0,1.0,4.0,27.0,0.0,4.0,601.0,149.0,8.0,39.0,0.0,0.0,0.0,1.0,0.0,0.0,128.0,5.0,0.0,0.0,5.0,1.0,0.0,22.0,0.0,1.0,86.0,0.0,17.0,58.0,2.0,0.0,23.0,15.0,37.0,443.0,8.0,59.0,62.0,6.0,187.0,41.0,1365.0,39.0,326.0
강북구 삼양동,23.0,15.0,37.0,3.0,62.0,16.0,0.0,300.0,0.0,62.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,58.0,62.0,6.0,0.0,0.0,105.0,0.0,61.0,21.0,0.0,41.0,1.0,21.0,291.0,3.0,24.0,0.0,0.0,1.0,90.0,3.0,12.0,2.0,0.0,0.0,43.0,2.0,37.0,40.0,1.0,0.0,1.0,4.0,27.0,0.0,4.0,601.0,149.0,8.0,39.0,0.0,0.0,0.0,1.0,0.0,0.0,128.0,5.0,0.0,0.0,5.0,1.0,0.0,22.0,0.0,1.0,86.0,0.0,17.0,58.0,2.0,0.0,23.0,15.0,37.0,443.0,8.0,59.0,62.0,6.0,187.0,41.0,1365.0,39.0,326.0
강북구 송중동,23.0,15.0,37.0,3.0,62.0,16.0,0.0,300.0,0.0,62.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,58.0,62.0,6.0,0.0,0.0,105.0,0.0,61.0,21.0,0.0,41.0,1.0,21.0,291.0,3.0,24.0,0.0,0.0,1.0,90.0,3.0,12.0,2.0,0.0,0.0,43.0,2.0,37.0,40.0,1.0,0.0,1.0,4.0,27.0,0.0,4.0,601.0,149.0,8.0,39.0,0.0,0.0,0.0,1.0,0.0,0.0,128.0,5.0,0.0,0.0,5.0,1.0,0.0,22.0,0.0,1.0,86.0,0.0,17.0,58.0,2.0,0.0,23.0,15.0,37.0,443.0,8.0,59.0,62.0,6.0,187.0,41.0,1365.0,39.0,326.0
강북구 송천동,23.0,15.0,37.0,3.0,62.0,16.0,0.0,300.0,0.0,62.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,58.0,62.0,6.0,0.0,0.0,105.0,0.0,61.0,21.0,0.0,41.0,1.0,21.0,291.0,3.0,24.0,0.0,0.0,1.0,90.0,3.0,12.0,2.0,0.0,0.0,43.0,2.0,37.0,40.0,1.0,0.0,1.0,4.0,27.0,0.0,4.0,601.0,149.0,8.0,39.0,0.0,0.0,0.0,1.0,0.0,0.0,128.0,5.0,0.0,0.0,5.0,1.0,0.0,22.0,0.0,1.0,86.0,0.0,17.0,58.0,2.0,0.0,23.0,15.0,37.0,443.0,8.0,59.0,62.0,6.0,187.0,41.0,1365.0,39.0,326.0
강북구 수유1동,23.0,8.0,22.0,1.0,54.0,14.0,0.0,274.0,0.0,53.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,37.0,35.0,9.0,0.0,0.0,61.0,0.0,36.0,15.0,2.0,36.0,2.0,32.0,353.0,3.0,29.0,3.0,3.0,0.0,83.0,0.0,7.0,4.0,0.0,0.0,47.0,1.0,29.0,25.0,0.0,0.0,0.0,4.0,25.0,2.0,10.0,645.0,145.0,7.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,4.0,0.0,1.0,0.0,2.0,0.0,10.0,1.0,0.0,79.0,1.0,14.0,56.0,1.0,0.0,23.0,8.0,22.0,396.0,2.0,45.0,35.0,9.0,112.0,38.0,1459.0,30.0,283.0
강북구 수유2동,23.0,8.0,22.0,1.0,54.0,14.0,0.0,274.0,0.0,53.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,37.0,35.0,9.0,0.0,0.0,61.0,0.0,36.0,15.0,2.0,36.0,2.0,32.0,353.0,3.0,29.0,3.0,3.0,0.0,83.0,0.0,7.0,4.0,0.0,0.0,47.0,1.0,29.0,25.0,0.0,0.0,0.0,4.0,25.0,2.0,10.0,645.0,145.0,7.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,4.0,0.0,1.0,0.0,2.0,0.0,10.0,1.0,0.0,79.0,1.0,14.0,56.0,1.0,0.0,23.0,8.0,22.0,396.0,2.0,45.0,35.0,9.0,112.0,38.0,1459.0,30.0,283.0
강북구 수유3동,23.0,8.0,22.0,1.0,54.0,14.0,0.0,274.0,0.0,53.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,37.0,35.0,9.0,0.0,0.0,61.0,0.0,36.0,15.0,2.0,36.0,2.0,32.0,353.0,3.0,29.0,3.0,3.0,0.0,83.0,0.0,7.0,4.0,0.0,0.0,47.0,1.0,29.0,25.0,0.0,0.0,0.0,4.0,25.0,2.0,10.0,645.0,145.0,7.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,4.0,0.0,1.0,0.0,2.0,0.0,10.0,1.0,0.0,79.0,1.0,14.0,56.0,1.0,0.0,23.0,8.0,22.0,396.0,2.0,45.0,35.0,9.0,112.0,38.0,1459.0,30.0,283.0
강북구 우이동,24.0,8.0,25.0,1.0,55.0,14.0,0.0,287.0,0.0,56.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,43.0,43.0,9.0,0.0,0.0,64.0,0.0,37.0,16.0,2.0,38.0,2.0,35.0,391.0,3.0,34.0,3.0,3.0,0.0,89.0,2.0,7.0,4.0,0.0,0.0,50.0,1.0,31.0,27.0,0.0,0.0,0.0,4.0,28.0,2.0,11.0,742.0,155.0,7.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,4.0,0.0,1.0,0.0,3.0,0.0,11.0,1.0,0.0,90.0,1.0,15.0,66.0,1.0,0.0,24.0,8.0,25.0,413.0,2.0,51.0,43.0,9.0,117.0,40.0,1631.0,33.0,320.0
강북구 인수동,23.0,8.0,22.0,1.0,54.0,14.0,0.0,274.0,0.0,53.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,37.0,35.0,9.0,0.0,0.0,61.0,0.0,36.0,15.0,2.0,36.0,2.0,32.0,353.0,3.0,29.0,3.0,3.0,0.0,83.0,0.0,7.0,4.0,0.0,0.0,47.0,1.0,29.0,25.0,0.0,0.0,0.0,4.0,25.0,2.0,10.0,645.0,145.0,7.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,4.0,0.0,1.0,0.0,2.0,0.0,10.0,1.0,0.0,79.0,1.0,14.0,56.0,1.0,0.0,23.0,8.0,22.0,396.0,2.0,45.0,35.0,9.0,112.0,38.0,1459.0,30.0,283.0
강서구 가양제1동,27.0,15.0,58.0,5.0,159.0,103.0,0.0,379.0,0.0,207.0,5.0,0.0,1.0,0.0,2.0,0.0,5.0,1.0,0.0,1.0,46.0,98.0,18.0,0.0,0.0,156.0,0.0,62.0,26.0,0.0,31.0,5.0,248.0,171.0,4.0,1.0,1.0,2.0,3.0,112.0,11.0,20.0,33.0,0.0,0.0,209.0,0.0,65.0,109.0,1.0,0.0,0.0,1.0,40.0,1.0,3.0,1244.0,107.0,9.0,77.0,0.0,0.0,0.0,0.0,0.0,1.0,82.0,2.0,0.0,4.0,3.0,8.0,0.0,82.0,3.0,0.0,456.0,6.0,41.0,116.0,1.0,0.0,27.0,15.0,58.0,853.0,13.0,48.0,98.0,18.0,244.0,31.0,2400.0,77.0,805.0
강서구 가양제2동,5.0,4.0,6.0,2.0,6.0,1.0,0.0,53.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,16.0,0.0,0.0,0.0,23.0,0.0,5.0,6.0,0.0,6.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,124.0,16.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,44.0,1.0,5.0,18.0,1.0,0.0,5.0,4.0,6.0,68.0,0.0,15.0,16.0,0.0,34.0,6.0,206.0,9.0,93.0
강서구 가양제3동,5.0,4.0,6.0,2.0,6.0,1.0,0.0,53.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,16.0,0.0,0.0,0.0,23.0,0.0,5.0,6.0,0.0,6.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,124.0,16.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,44.0,1.0,5.0,18.0,1.0,0.0,5.0,4.0,6.0,68.0,0.0,15.0,16.0,0.0,34.0,6.0,206.0,9.0,93.0
강서구 공항동,26.0,14.0,43.0,7.0,137.0,93.0,0.0,398.0,0.0,205.0,4.0,0.0,1.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,48.0,77.0,16.0,0.0,0.0,137.0,0.0,56.0,19.0,0.0,37.0,6.0,251.0,170.0,7.0,3.0,3.0,2.0,0.0,109.0,9.0,15.0,38.0,0.0,0.0,196.0,0.0,108.0,104.0,2.0,0.0,0.0,1.0,45.0,1.0,8.0,1297.0,124.0,9.0,80.0,0.0,0.0,3.0,1.0,0.0,1.0,83.0,3.0,0.0,5.0,0.0,6.0,0.0,85.0,1.0,2.0,412.0,4.0,36.0,107.0,0.0,0.0,26.0,14.0,43.0,840.0,10.0,50.0,77.0,16.0,212.0,37.0,2508.0,80.0,749.0
강서구 등촌제1동,8.0,5.0,18.0,0.0,36.0,12.0,0.0,117.0,0.0,27.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,25.0,38.0,12.0,0.0,0.0,43.0,0.0,21.0,9.0,0.0,13.0,0.0,55.0,50.0,3.0,0.0,0.0,0.0,2.0,54.0,6.0,6.0,3.0,0.0,0.0,43.0,0.0,31.0,29.0,0.0,0.0,0.0,0.0,25.0,0.0,3.0,361.0,35.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,0.0,0.0,3.0,3.0,0.0,42.0,2.0,0.0,146.0,2.0,19.0,45.0,0.0,0.0,8.0,5.0,18.0,192.0,7.0,25.0,38.0,12.0,73.0,13.0,709.0,28.0,300.0
강서구 등촌제2동,8.0,5.0,18.0,0.0,36.0,12.0,0.0,117.0,0.0,27.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,25.0,38.0,12.0,0.0,0.0,43.0,0.0,21.0,9.0,0.0,13.0,0.0,55.0,50.0,3.0,0.0,0.0,0.0,2.0,54.0,6.0,6.0,3.0,0.0,0.0,43.0,0.0,31.0,29.0,0.0,0.0,0.0,0.0,25.0,0.0,3.0,361.0,35.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,0.0,0.0,3.0,3.0,0.0,42.0,2.0,0.0,146.0,2.0,19.0,45.0,0.0,0.0,8.0,5.0,18.0,192.0,7.0,25.0,38.0,12.0,73.0,13.0,709.0,28.0,300.0
강서구 등촌제3동,8.0,5.0,18.0,0.0,36.0,12.0,0.0,117.0,0.0,27.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,25.0,38.0,12.0,0.0,0.0,43.0,0.0,21.0,9.0,0.0,13.0,0.0,55.0,50.0,3.0,0.0,0.0,0.0,2.0,54.0,6.0,6.0,3.0,0.0,0.0,43.0,0.0,31.0,29.0,0.0,0.0,0.0,0.0,25.0,0.0,3.0,361.0,35.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,0.0,0.0,3.0,3.0,0.0,42.0,2.0,0.0,146.0,2.0,19.0,45.0,0.0,0.0,8.0,5.0,18.0,192.0,7.0,25.0,38.0,12.0,73.0,13.0,709.0,28.0,300.0
강서구 발산제1동,25.0,12.0,45.0,3.0,134.0,94.0,0.0,297.0,0.0,188.0,6.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,21.0,65.0,6.0,0.0,0.0,117.0,0.0,51.0,17.0,0.0,24.0,5.0,218.0,132.0,1.0,2.0,2.0,2.0,0.0,72.0,7.0,15.0,34.0,0.0,0.0,189.0,0.0,40.0,87.0,3.0,0.0,0.0,1.0,18.0,2.0,3.0,938.0,78.0,6.0,62.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,3.0,0.0,4.0,0.0,5.0,0.0,52.0,0.0,0.0,346.0,4.0,23.0,73.0,0.0,0.0,25.0,12.0,45.0,716.0,11.0,22.0,65.0,6.0,185.0,24.0,1855.0,62.0,567.0
강서구 방화제1동,26.0,14.0,43.0,7.0,137.0,93.0,0.0,398.0,0.0,205.0,4.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,48.0,76.0,16.0,0.0,0.0,137.0,0.0,56.0,19.0,0.0,37.0,6.0,251.0,169.0,7.0,3.0,3.0,2.0,0.0,109.0,9.0,15.0,38.0,0.0,0.0,196.0,0.0,108.0,104.0,2.0,0.0,0.0,1.0,45.0,1.0,8.0,1292.0,124.0,9.0,80.0,0.0,0.0,2.0,1.0,0.0,1.0,83.0,3.0,0.0,5.0,0.0,6.0,0.0,85.0,1.0,2.0,408.0,4.0,35.0,107.0,0.0,0.0,26.0,14.0,43.0,840.0,9.0,50.0,76.0,16.0,212.0,37.0,2502.0,80.0,743.0
강서구 방화제2동,9.0,7.0,7.0,2.0,17.0,2.0,0.0,154.0,0.0,27.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,24.0,10.0,0.0,0.0,33.0,0.0,14.0,7.0,0.0,19.0,0.0,48.0,38.0,4.0,1.0,1.0,0.0,0.0,48.0,3.0,2.0,7.0,0.0,0.0,28.0,0.0,55.0,25.0,0.0,0.0,0.0,0.0,34.0,0.0,3.0,362.0,47.0,3.0,35.0,0.0,0.0,1.0,1.0,0.0,0.0,39.0,2.0,0.0,1.0,0.0,1.0,0.0,52.0,0.0,3.0,109.0,1.0,11.0,32.0,1.0,0.0,9.0,7.0,7.0,202.0,3.0,34.0,24.0,10.0,54.0,19.0,709.0,35.0,254.0
