ADM_CD,행정동코드,total_all,solo_all,total_20,solo_20,total_30,solo_30,total_40,solo_40,total_50,solo_50,total_60,solo_60,total_70,solo_70,자치구,행정동명,시도명,시군구,읍면동,key1,key2,금융기관,유통업체합계,대형마트,백화점,전문점,쇼핑센터,복합쇼핑몰,그밖의 대규모점포,사업체합계,농업 임업 및 어업,광업,제조업,전기 가스 증기 및 공기조절 공급업,수도 하수 및 폐기물 처리 원료 재생업,건설업,도매 및 소매업,운수 및 창고업,숙박 및 음식점업,정보통신업,금융 및 보험업,부동산업,전문 과학 및 기술 서비스업,사업시설 관리 사업 지원 및 임대 서비스업,공공행정 국방 및 사회보장 행정,교육 서비스업,보건업 및 사회복지 서비스업,예술 스포츠 및 여가관련 서비스업,협회 및 단체 수리 및 기타 개인 서비스업,사업체합계_종사자통계,종사자수,평균종사자,사업체밀도,종사자밀도,인구밀도,종사자밀도비,지가 변동률,지가 누계,노인복지시설 개수,안심귀갓길 개수,대학교 개수,동물미용업 동물미용업,동물병원 동물병원,동물약국 동물약국,미용업 기타,미용업 네일아트업,미용업 메이크업업,미용업 숙박업 기타,미용업 일반미용업,미용업 일반이용업,미용업 피부미용업,병원 병원,병원 요양병원(노인병원),병원 요양병원(일반요양병원),병원 정신병원,병원 종합병원,병원 치과병원,병원 한방병원,세탁업 빨래방업,세탁업 세탁업 기타,세탁업 운동화전문세탁업,세탁업 일반세탁업,약국 약국,영화상영관 영화상영관,의원 보건소,의원 보건지소,의원 의원,의원 조산원,의원 치과의원,의원 한의원,이용업 이용업 기타,이용업 일반이용업,일반음식점 감성주점,일반음식점 경양식,일반음식점 기타,일반음식점 김밥(도시락),일반음식점 까페,일반음식점 냉면집,일반음식점 라이브카페,일반음식점 복어취급,일반음식점 분식,일반음식점 뷔페식,일반음식점 식육(숯불구이),"일반음식점 외국음식전문점(인도,태국등)",일반음식점 이동조리,일반음식점 일반음식점,일반음식점 일식,일반음식점 전통찻집,일반음식점 정종/대포집/소주방,일반음식점 중국식,일반음식점 출장조리,일반음식점 커피숍,일반음식점 키즈카페,일반음식점 탕류(보신용),일반음식점 통닭(치킨),일반음식점 패밀리레스트랑,일반음식점 패스트푸드,일반음식점 한식,일반음식점 호프/통닭,일반음식점 횟집,제과점영업 제과점영업,제과점영업 푸드트럭,휴게음식점 고속도로,휴게음식점 공항,휴게음식점 과자점,휴게음식점 관광호텔,휴게음식점 극장,휴게음식점 기타 휴게음식점,휴게음식점 다방,휴게음식점 단란주점,휴게음식점 떡카페,휴게음식점 백화점,휴게음식점 아이스크림,휴게음식점 유원지,휴게음식점 일반조리판매,휴게음식점 전통찻집,휴게음식점 철도역구내,휴게음식점 커피숍,휴게음식점 키즈카페,휴게음식점 패스트푸드,휴게음식점 편의점,휴게음식점 푸드트럭,휴게음식점 호프/통닭,동물미용업,동물병원,동물약국,미용업,병원,세탁업,약국,영화상영관,의원,이용업,일반음식점,제과점영업,휴게음식점,카페,편의점,쇼핑,반려동물업,사업체합계2
11190690,1119069.0,11998.0,1355.0,2146.0,308.0,2337.0,295.0,2619.0,228.0,2308.0,174.0,1535.0,148.0,1053.0,202.0,영등포구,신길7동,서울특별시,영등포구,신길제7동,영등포구 신길7동,영등포구 신길제7동,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.0,0.0,0.0,35.0,1.0,0.0,35.0,286.0,125.0,106.0,49.0,13.0,71.0,53.0,28.0,3.0,63.0,33.0,30.0,75.0,1006.0,3447.0,3.43,1571.88,5385.94,31092.19,17.32,0.471,6.185,15,0.0,0.0,22.0,14.0,20.0,1.0,27.0,4.0,0.0,202.0,0.0,31.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,38.0,0.0,0.0,0.0,63.0,0.0,37.0,16.0,0.0,31.0,1.0,24.0,91.0,4.0,6.0,0.0,2.0,0.0,85.0,4.0,0.0,3.0,0.0,0.0,32.0,0.0,14.0,46.0,0.0,0.0,0.0,2.0,18.0,0.0,3.0,393.0,75.0,6.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,51.0,7.0,0.0,0.0,0.0,3.0,0.0,23.0,0.0,2.0,90.0,0.0,11.0,64.0,0.0,0.0,22.0,14.0,20.0,265.0,3.0,39.0,38.0,0.0,116.0,31.0,803.0,20.0,100.0,96.0,64.0,0.0,56.0,720.0
11140700,1114070.0,16348.0,2499.0,2677.0,543.0,3607.0,630.0,3504.0,426.0,2775.0,244.0,2112.0,243.0,1673.0,413.0,마포구,망원2동,서울특별시,마포구,망원제2동,마포구 망원2동,마포구 망원제2동,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1984.0,0.0,0.0,107.0,0.0,3.0,120.0,479.0,190.0,263.0,146.0,14.0,113.0,129.0,67.0,2.0,104.0,42.0,47.0,158.0,1984.0,4851.0,2.45,2961.19,7240.3,27535.82,26.29,0.301,3.941,4,0.0,0.0,10.0,5.0,11.0,0.0,29.0,16.0,0.0,113.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,16.0,0.0,0.0,0.0,15.0,0.0,8.0,5.0,0.0,13.0,0.0,38.0,299.0,0.0,10.0,0.0,1.0,0.0,38.0,0.0,4.0,22.0,0.0,0.0,29.0,0.0,4.0,10.0,1.0,0.0,0.0,0.0,7.0,0.0,3.0,222.0,51.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,1.0,0.0,1.0,0.0,3.0,0.0,16.0,2.0,0.0,84.0,0.0,9.0,22.0,0.0,0.0,10.0,5.0,11.0,174.0,0.0,16.0,16.0,0.0,28.0,13.0,729.0,25.0,108.0,94.0,22.0,1.0,26.0,1505.0
11190720,1119072.0,27532.0,4169.0,4347.0,485.0,5192.0,756.0,5383.0,796.0,6437.0,870.0,3829.0,595.0,2344.0,667.0,영등포구,대림3동,서울특별시,영등포구,대림제3동,영등포구 대림3동,영등포구 대림제3동,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3423.0,0.0,0.0,252.0,1.0,1.0,240.0,895.0,728.0,346.0,64.0,26.0,132.0,110.0,140.0,3.0,81.0,74.0,120.0,210.0,3423.0,9446.0,2.76,3603.16,9943.16,26531.58,37.48,0.471,6.185,8,0.0,0.0,1.0,2.0,13.0,1.0,27.0,4.0,0.0,156.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0,0.0,41.0,0.0,24.0,11.0,0.0,27.0,0.0,4.0,64.0,2.0,4.0,0.0,3.0,0.0,57.0,1.0,0.0,2.0,0.0,0.0,5.0,1.0,13.0,272.0,1.0,0.0,0.0,0.0,12.0,0.0,2.0,282.0,155.0,2.0,16.0,0.0,0.0,0.0,5.0,0.0,0.0,23.0,5.0,0.0,0.0,0.0,2.0,0.0,29.0,0.0,0.0,60.0,0.0,9.0,29.0,0.0,0.0,1.0,2.0,13.0,219.0,1.0,20.0,40.0,0.0,76.0,27.0,878.0,16.0,73.0,64.0,29.0,1.0,16.0,2528.0
11190730,1119073.0,22962.0,3865.0,3579.0,576.0,4509.0,814.0,4401.0,556.0,5061.0,715.0,3393.0,624.0,2019.0,580.0,영등포구,영등포본동,서울특별시,영등포구,영등포본동,영등포구 영등포본동,영등포구 영등포본동,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1723.0,0.0,0.0,57.0,17.0,2.0,73.0,635.0,141.0,279.0,47.0,10.0,75.0,54.0,47.0,3.0,64.0,54.0,46.0,119.0,1723.0,5838.0,3.39,1689.22,5723.53,22268.63,25.7,0.362,5.234,15,0.0,0.0,24.0,15.0,23.0,1.0,33.0,4.0,0.0,226.0,0.0,36.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,44.0,7.0,0.0,0.0,71.0,0.0,42.0,17.0,0.0,34.0,1.0,31.0,106.0,4.0,7.0,0.0,2.0,0.0,100.0,4.0,0.0,4.0,0.0,0.0,35.0,0.0,18.0,58.0,0.0,0.0,0.0,2.0,22.0,0.0,3.0,471.0,83.0,6.0,32.0,0.0,0.0,0.0,8.0,0.0,0.0,57.0,9.0,0.0,0.0,23.0,5.0,0.0,35.0,0.0,8.0,114.0,1.0,14.0,71.0,2.0,0.0,24.0,15.0,23.0,300.0,3.0,43.0,44.0,7.0,130.0,34.0,950.0,32.0,162.0,121.0,71.0,1.0,62.0,1088.0
11190740,1119074.0,21759.0,9669.0,4912.0,3379.0,6185.0,3433.0,3395.0,1085.0,3180.0,653.0,2398.0,561.0,1689.0,558.0,영등포구,영등포동,서울특별시,영등포구,영등포동,영등포구 영등포동,영등포구 영등포동,13.0,6.0,1.0,1.0,0.0,1.0,0.0,3.0,14996.0,1.0,0.0,535.0,2.0,3.0,8131.0,2707.0,356.0,1078.0,298.0,96.0,444.0,244.0,216.0,6.0,136.0,164.0,178.0,401.0,14996.0,42431.0,2.83,11901.59,33675.4,24175.4,139.3,0.267,4.413,0,1.0,0.0,2.0,5.0,20.0,1.0,27.0,9.0,0.0,97.0,0.0,31.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,40.0,19.0,0.0,0.0,56.0,0.0,32.0,15.0,0.0,22.0,3.0,55.0,122.0,3.0,7.0,1.0,2.0,2.0,77.0,4.0,3.0,9.0,0.0,0.0,68.0,1.0,22.0,48.0,0.0,0.0,0.0,1.0,10.0,3.0,4.0,545.0,88.0,1.0,42.0,0.0,0.0,0.0,6.0,2.0,0.0,50.0,22.0,0.0,1.0,55.0,4.0,0.0,54.0,0.0,9.0,124.0,2.0,14.0,51.0,2.0,0.0,2.0,5.0,20.0,165.0,5.0,14.0,40.0,19.0,103.0,22.0,1072.0,42.0,221.0,131.0,51.0,5.0,27.0,12289.0
11190750,1119075.0,20691.0,4841.0,3455.0,938.0,4482.0,1213.0,3889.0,836.0,4285.0,712.0,2783.0,541.0,1797.0,601.0,영등포구,도림동,서울특별시,영등포구,도림동,영등포구 도림동,영등포구 도림동,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1613.0,0.0,0.0,79.0,0.0,1.0,174.0,391.0,290.0,141.0,71.0,12.0,83.0,62.0,33.0,2.0,55.0,41.0,43.0,135.0,1613.0,3121.0,1.93,1812.36,3506.74,22022.47,15.92,0.253,4.284,4,1.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,38.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,4.0,0.0,2.0,5.0,1.0,6.0,0.0,4.0,20.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,16.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,60.0,15.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,21.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,48.0,0.0,12.0,7.0,0.0,11.0,7.0,146.0,7.0,20.0,23.0,10.0,1.0,2.0,1222.0
11190760,1119076.0,27044.0,3376.0,3381.0,557.0,6160.0,971.0,5968.0,493.0,4725.0,295.0,3584.0,323.0,3226.0,737.0,영등포구,문래동,서울특별시,영등포구,문래동,영등포구 문래동,영등포구 문래동,7.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,7595.0,0.0,0.0,2041.0,8.0,1.0,207.0,1885.0,376.0,622.0,567.0,157.0,317.0,561.0,206.0,6.0,203.0,110.0,108.0,220.0,7595.0,49300.0,6.49,5097.32,33087.25,21838.93,151.51,0.662,4.587,0,0.0,0.0,0.0,3.0,9.0,1.0,12.0,2.0,0.0,41.0,0.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,26.0,0.0,16.0,6.0,0.0,6.0,1.0,37.0,110.0,3.0,2.0,0.0,1.0,0.0,33.0,6.0,4.0,11.0,0.0,0.0,39.0,0.0,13.0,19.0,0.0,0.0,1.0,0.0,9.0,0.0,3.0,293.0,42.0,2.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,25.0,17.0,0.0,0.0,1.0,1.0,0.0,26.0,1.0,0.0,71.0,1.0,9.0,25.0,0.0,0.0,0.0,3.0,9.0,73.0,2.0,6.0,16.0,0.0,48.0,6.0,627.0,12.0,85.0,73.0,25.0,3.0,12.0,5710.0
11200520,1120052.0,13404.0,3768.0,2705.0,911.0,2348.0,825.0,2225.0,538.0,2706.0,515.0,1900.0,450.0,1520.0,529.0,동작구,노량진2동,서울특별시,동작구,노량진제2동,동작구 노량진2동,동작구 노량진제2동,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1956.0,0.0,0.0,47.0,0.0,3.0,39.0,1142.0,67.0,245.0,34.0,19.0,82.0,38.0,30.0,3.0,44.0,29.0,39.0,95.0,1956.0,6911.0,3.53,3056.25,10798.44,17553.13,61.52,0.475,4.839,5,0.0,0.0,2.0,1.0,7.0,0.0,7.0,1.0,0.0,58.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,21.0,0.0,0.0,0.0,16.0,0.0,5.0,10.0,0.0,11.0,0.0,16.0,84.0,1.0,11.0,0.0,1.0,0.0,45.0,6.0,6.0,2.0,0.0,0.0,22.0,0.0,15.0,28.0,0.0,0.0,0.0,0.0,18.0,0.0,4.0,209.0,32.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,2.0,0.0,22.0,0.0,0.0,76.0,0.0,8.0,21.0,0.0,0.0,2.0,1.0,7.0,71.0,1.0,11.0,21.0,0.0,31.0,11.0,499.0,13.0,60.0,87.0,21.0,1.0,10.0,814.0
11200530,1120053.0,40550.0,9081.0,10755.0,4950.0,8216.0,1601.0,6661.0,676.0,6398.0,420.0,4691.0,467.0,3829.0,967.0,동작구,상도1동,서울특별시,동작구,상도제1동,동작구 상도1동,동작구 상도제1동,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2616.0,0.0,0.0,89.0,0.0,4.0,116.0,568.0,221.0,439.0,183.0,13.0,181.0,124.0,61.0,3.0,182.0,110.0,91.0,231.0,2616.0,9710.0,3.71,1732.45,6430.46,30573.51,21.03,0.339,5.287,13,0.0,1.0,11.0,7.0,21.0,0.0,40.0,9.0,0.0,199.0,0.0,35.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,55.0,0.0,1.0,0.0,66.0,0.0,48.0,24.0,0.0,21.0,0.0,32.0,151.0,4.0,8.0,1.0,0.0,0.0,67.0,1.0,13.0,5.0,0.0,0.0,30.0,0.0,27.0,29.0,2.0,0.0,0.0,2.0,25.0,1.0,5.0,296.0,80.0,7.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,2.0,0.0,51.0,0.0,0.0,116.0,1.0,11.0,57.0,1.0,0.0,11.0,7.0,21.0,283.0,2.0,37.0,55.0,0.0,139.0,21.0,778.0,39.0,114.0,124.0,57.0,1.0,39.0,2048.0
11200540,1120054.0,20685.0,3467.0,4013.0,1197.0,4492.0,775.0,3673.0,357.0,3578.0,319.0,2778.0,307.0,2151.0,512.0,동작구,상도2동,서울특별시,동작구,상도제2동,동작구 상도2동,동작구 상도제2동,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1733.0,2.0,0.0,56.0,3.0,1.0,82.0,433.0,119.0,213.0,61.0,13.0,174.0,85.0,44.0,3.0,121.0,105.0,57.0,161.0,1733.0,5469.0,3.16,1768.37,5580.61,28553.06,19.54,0.339,5.287,10,0.0,0.0,11.0,5.0,18.0,0.0,36.0,6.0,0.0,173.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,48.0,0.0,1.0,0.0,57.0,0.0,41.0,17.0,0.0,18.0,0.0,24.0,124.0,4.0,5.0,1.0,0.0,0.0,53.0,1.0,12.0,4.0,0.0,0.0,26.0,0.0,24.0,23.0,1.0,0.0,0.0,2.0,22.0,0.0,4.0,253.0,73.0,6.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,0.0,0.0,94.0,1.0,8.0,43.0,1.0,0.0,11.0,5.0,18.0,241.0,1.0,32.0,48.0,0.0,116.0,18.0,657.0,33.0,97.0,99.0,43.0,0.0,34.0,1300.0
11200550,1120055.0,20893.0,4367.0,3753.0,1251.0,4463.0,1226.0,3800.0,578.0,3683.0,422.0,2890.0,392.0,2304.0,498.0,동작구,상도3동,서울특별시,동작구,상도제3동,동작구 상도3동,동작구 상도제3동,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1503.0,0.0,0.0,77.0,0.0,1.0,160.0,400.0,194.0,165.0,53.0,5.0,69.0,54.0,24.0,2.0,45.0,64.0,41.0,149.0,1503.0,3780.0,2.51,2505.0,6300.0,40760.0,15.46,0.339,5.287,10,0.0,0.0,11.0,5.0,18.0,0.0,36.0,6.0,0.0,173.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,48.0,0.0,1.0,0.0,57.0,0.0,41.0,17.0,0.0,18.0,0.0,24.0,124.0,4.0,5.0,1.0,0.0,0.0,53.0,1.0,12.0,4.0,0.0,0.0,26.0,0.0,24.0,23.0,1.0,0.0,0.0,2.0,22.0,0.0,4.0,253.0,73.0,6.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,0.0,0.0,94.0,1.0,8.0,43.0,1.0,0.0,11.0,5.0,18.0,241.0,1.0,32.0,48.0,0.0,116.0,18.0,657.0,33.0,97.0,99.0,43.0,1.0,34.0,1103.0
11200560,1120056.0,24438.0,4548.0,4328.0,1077.0,5156.0,1251.0,4492.0,581.0,4569.0,491.0,3339.0,467.0,2554.0,681.0,동작구,상도4동,서울특별시,동작구,상도제4동,동작구 상도4동,동작구 상도제4동,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1565.0,0.0,0.0,59.0,1.0,1.0,112.0,389.0,282.0,165.0,57.0,5.0,73.0,50.0,34.0,1.0,82.0,74.0,40.0,140.0,1565.0,3447.0,2.2,2086.67,4596.0,38085.33,12.07,0.339,5.287,10,0.0,0.0,11.0,5.0,18.0,0.0,36.0,6.0,0.0,173.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,48.0,0.0,1.0,0.0,57.0,0.0,41.0,17.0,0.0,18.0,0.0,24.0,124.0,4.0,5.0,1.0,0.0,0.0,53.0,1.0,12.0,4.0,0.0,0.0,26.0,0.0,24.0,23.0,1.0,0.0,0.0,2.0,22.0,0.0,4.0,253.0,73.0,6.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,0.0,0.0,94.0,1.0,8.0,43.0,1.0,0.0,11.0,5.0,18.0,241.0,1.0,32.0,48.0,0.0,116.0,18.0,657.0,33.0,97.0,99.0,43.0,0.0,34.0,1176.0
11200680,1120068.0,31421.0,6309.0,6128.0,2090.0,5681.0,1652.0,7149.0,735.0,5572.0,430.0,3843.0,543.0,3048.0,859.0,동작구,대방동,서울특별시,동작구,대방동,동작구 대방동,동작구 대방동,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2377.0,0.0,0.0,70.0,0.0,1.0,219.0,530.0,193.0,281.0,101.0,16.0,152.0,111.0,59.0,3.0,251.0,125.0,80.0,185.0,2377.0,12418.0,5.22,1533.55,8011.61,23907.1,33.51,0.368,4.652,5,2.0,0.0,3.0,2.0,5.0,0.0,5.0,2.0,0.0,42.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,17.0,0.0,0.0,0.0,32.0,0.0,17.0,9.0,0.0,5.0,0.0,6.0,47.0,0.0,2.0,0.0,0.0,0.0,14.0,2.0,2.0,1.0,0.0,0.0,8.0,0.0,12.0,9.0,0.0,0.0,1.0,1.0,8.0,0.0,2.0,74.0,20.0,2.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,29.0,0.0,6.0,20.0,0.0,0.0,3.0,2.0,5.0,68.0,0.0,8.0,17.0,0.0,58.0,5.0,209.0,12.0,38.0,31.0,20.0,0.0,10.0,1847.0
11200700,1120070.0,16787.0,3502.0,2791.0,1157.0,3610.0,957.0,3627.0,411.0,2928.0,319.0,2130.0,275.0,1701.0,383.0,동작구,신대방2동,서울특별시,동작구,신대방제2동,동작구 신대방2동,동작구 신대방제2동,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1852.0,0.0,0.0,71.0,0.0,3.0,217.0,359.0,125.0,275.0,91.0,25.0,137.0,97.0,54.0,7.0,68.0,78.0,57.0,188.0,1852.0,17639.0,9.52,1798.06,17125.24,21791.26,78.59,0.368,4.652,10,0.0,0.0,4.0,0.0,4.0,0.0,28.0,6.0,0.0,100.0,0.0,32.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,23.0,6.0,0.0,0.0,24.0,0.0,15.0,9.0,0.0,7.0,0.0,15.0,61.0,0.0,4.0,0.0,0.0,1.0,37.0,3.0,5.0,1.0,0.0,0.0,19.0,0.0,13.0,23.0,0.0,0.0,0.0,2.0,10.0,1.0,2.0,141.0,29.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,1.0,0.0,1.0,0.0,2.0,0.0,22.0,0.0,0.0,69.0,1.0,4.0,26.0,1.0,0.0,4.0,0.0,4.0,166.0,3.0,21.0,23.0,6.0,48.0,7.0,363.0,16.0,59.0,73.0,26.0,0.0,8.0,1493.0
11200710,1120071.0,32138.0,5438.0,9116.0,2573.0,5338.0,769.0,5106.0,441.0,5247.0,375.0,3858.0,426.0,3473.0,854.0,동작구,흑석동,서울특별시,동작구,흑석동,동작구 흑석동,동작구 흑석동,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1943.0,1.0,0.0,49.0,0.0,2.0,64.0,437.0,143.0,391.0,79.0,14.0,169.0,99.0,41.0,2.0,132.0,83.0,60.0,177.0,1943.0,10608.0,5.46,1156.55,6314.29,18270.24,34.56,0.426,4.895,1,1.0,1.0,5.0,2.0,7.0,0.0,8.0,0.0,0.0,47.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,0.0,0.0,0.0,22.0,0.0,10.0,8.0,0.0,11.0,0.0,22.0,72.0,0.0,5.0,0.0,0.0,0.0,23.0,0.0,3.0,3.0,0.0,0.0,11.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,125.0,32.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,40.0,0.0,5.0,11.0,0.0,0.0,5.0,2.0,7.0,67.0,1.0,6.0,25.0,0.0,40.0,11.0,323.0,10.0,37.0,45.0,11.0,1.0,14.0,1506.0
11200720,1120072.0,31496.0,6229.0,6476.0,2036.0,7433.0,1622.0,4847.0,611.0,5442.0,478.0,4007.0,561.0,3291.0,921.0,동작구,노량진1동,서울특별시,동작구,노량진제1동,동작구 노량진1동,동작구 노량진제1동,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2279.0,0.0,0.0,54.0,1.0,2.0,66.0,465.0,165.0,558.0,88.0,15.0,171.0,88.0,59.0,7.0,192.0,67.0,130.0,151.0,2279.0,7335.0,3.22,1442.41,4642.41,20325.32,22.84,0.45,4.867,16,0.0,0.0,2.0,1.0,7.0,0.0,7.0,1.0,0.0,71.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,24.0,0.0,0.0,0.0,17.0,0.0,7.0,11.0,0.0,12.0,0.0,16.0,88.0,1.0,12.0,0.0,1.0,0.0,51.0,6.0,6.0,2.0,0.0,0.0,23.0,0.0,15.0,29.0,0.0,0.0,0.0,0.0,18.0,0.0,5.0,220.0,33.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,3.0,0.0,24.0,0.0,0.0,80.0,0.0,8.0,25.0,0.0,0.0,2.0,1.0,7.0,85.0,1.0,16.0,24.0,0.0,35.0,12.0,524.0,16.0,65.0,92.0,25.0,0.0,10.0,1814.0
11200730,1120073.0,25897.0,3505.0,4118.0,596.0,5575.0,831.0,4218.0,517.0,4988.0,370.0,3910.0,438.0,3088.0,753.0,동작구,사당2동,서울특별시,동작구,사당제2동,동작구 사당2동,동작구 사당제2동,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2207.0,0.0,0.0,62.0,3.0,0.0,69.0,606.0,129.0,430.0,68.0,11.0,161.0,98.0,49.0,3.0,123.0,102.0,88.0,205.0,2207.0,6128.0,2.78,802.55,2228.36,10467.64,21.29,0.28,3.476,11,0.0,0.0,11.0,8.0,16.0,2.0,43.0,18.0,0.0,200.0,0.0,64.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,40.0,46.0,8.0,0.0,0.0,74.0,0.0,40.0,30.0,1.0,18.0,0.0,38.0,212.0,1.0,8.0,0.0,1.0,1.0,64.0,0.0,20.0,6.0,0.0,0.0,56.0,0.0,40.0,22.0,1.0,0.0,0.0,0.0,24.0,0.0,3.0,402.0,97.0,12.0,37.0,0.0,0.0,0.0,1.0,0.0,0.0,47.0,1.0,0.0,0.0,1.0,3.0,0.0,40.0,0.0,1.0,128.0,1.0,15.0,46.0,0.0,0.0,11.0,8.0,16.0,327.0,3.0,40.0,46.0,8.0,144.0,19.0,1000.0,37.0,110.0,136.0,46.0,1.0,35.0,1601.0
11210520,1121052.0,22305.0,5568.0,4127.0,1767.0,4686.0,1487.0,3652.0,601.0,4057.0,508.0,3262.0,495.0,2521.0,710.0,관악구,보라매동,서울특별시,관악구,보라매동,관악구 보라매동,관악구 보라매동,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1943.0,0.0,0.0,98.0,2.0,0.0,114.0,663.0,175.0,303.0,48.0,10.0,93.0,70.0,40.0,2.0,62.0,62.0,41.0,160.0,1943.0,7099.0,3.65,2556.58,9340.79,32447.37,28.79,0.351,4.305,28,0.0,0.0,23.0,15.0,41.0,8.0,87.0,31.0,0.0,447.0,0.0,103.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,81.0,97.0,5.0,1.0,0.0,146.0,0.0,78.0,38.0,1.0,57.0,4.0,179.0,243.0,7.0,23.0,3.0,7.0,0.0,179.0,5.0,34.0,43.0,0.0,0.0,131.0,0.0,55.0,82.0,1.0,0.0,1.0,5.0,41.0,4.0,9.0,961.0,235.0,16.0,66.0,0.0,0.0,0.0,1.0,0.0,0.0,79.0,2.0,0.0,3.0,1.0,4.0,0.0,107.0,2.0,0.0,257.0,2.0,23.0,131.0,1.0,0.0,23.0,15.0,41.0,676.0,6.0,85.0,97.0,5.0,263.0,58.0,2245.0,66.0,225.0,280.0,131.0,1.0,79.0,1280.0
