ADM_CD,행정동코드,total_all,solo_all,total_20,solo_20,total_30,solo_30,total_40,solo_40,total_50,solo_50,total_60,solo_60,total_70,solo_70,자치구,행정동명
11090630,1109063.0,18662.0,3899.0,3109.0,534.0,3219.0,681.0,3352.0,480.0,3790.0,738.0,2906.0,646.0,2286.0,820.0,강북구,수유1동
11090690,1109069.0,24653.0,3709.0,3662.0,278.0,4376.0,611.0,4923.0,596.0,5004.0,694.0,3730.0,665.0,2958.0,865.0,강북구,삼양동
11090720,1109072.0,25277.0,5185.0,3868.0,634.0,4110.0,683.0,4685.0,813.0,5334.0,964.0,3973.0,907.0,3307.0,1184.0,강북구,송천동
11090730,1109073.0,24001.0,2148.0,3063.0,93.0,5097.0,264.0,6637.0,265.0,4281.0,423.0,2746.0,391.0,2177.0,712.0,강북구,삼각산동
11090740,1109074.0,17728.0,2714.0,2824.0,343.0,2730.0,322.0,3221.0,340.0,3509.0,511.0,2887.0,505.0,2557.0,693.0,강북구,우이동
11110520,1111052.0,22958.0,3561.0,3432.0,269.0,4073.0,395.0,4396.0,419.0,4585.0,636.0,3708.0,769.0,2764.0,1073.0,노원구,월계2동
11080620,1108062.0,15095.0,1838.0,2593.0,503.0,2793.0,252.0,3284.0,224.0,2746.0,204.0,1998.0,245.0,1681.0,410.0,성북구,정릉1동
11010570,1101057.0,6418.0,810.0,886.0,94.0,986.0,135.0,1549.0,101.0,1342.0,123.0,852.0,130.0,803.0,227.0,종로구,무악동
11010630,1101063.0,5152.0,2263.0,1135.0,761.0,725.0,394.0,850.0,301.0,1047.0,279.0,749.0,263.0,646.0,265.0,종로구,종로56가동
11010640,1101064.0,8434.0,3017.0,2555.0,1109.0,1624.0,781.0,1308.0,301.0,1272.0,239.0,908.0,260.0,767.0,327.0,종로구,이화동
11010670,1101067.0,6037.0,1666.0,995.0,212.0,927.0,314.0,1148.0,276.0,1462.0,305.0,912.0,300.0,593.0,259.0,종로구,창신1동
11010680,1101068.0,10053.0,1955.0,1821.0,224.0,1480.0,315.0,2071.0,341.0,2352.0,399.0,1363.0,317.0,966.0,359.0,종로구,창신2동
11020600,1102060.0,2257.0,1397.0,349.0,284.0,582.0,388.0,401.0,236.0,421.0,204.0,341.0,199.0,163.0,86.0,중구,을지로동
11120680,1112068.0,14206.0,2437.0,2058.0,281.0,2440.0,495.0,2505.0,338.0,3015.0,351.0,2237.0,396.0,1951.0,576.0,은평구,수색동
11120710,1112071.0,38799.0,5051.0,5336.0,1268.0,7248.0,1407.0,9853.0,685.0,7287.0,518.0,5111.0,457.0,3964.0,716.0,은평구,진관동
11120720,1112072.0,24485.0,5113.0,3930.0,803.0,4170.0,893.0,4507.0,759.0,4935.0,783.0,3779.0,833.0,3164.0,1042.0,은평구,불광2동
11120730,1112073.0,22136.0,5014.0,3489.0,701.0,3890.0,1013.0,4119.0,728.0,4336.0,898.0,3268.0,761.0,3034.0,913.0,은평구,응암3동
11130520,1113052.0,15804.0,2792.0,2594.0,467.0,2956.0,430.0,3306.0,393.0,2922.0,344.0,1969.0,333.0,2057.0,825.0,서대문구,천연동
11110590,1111059.0,18967.0,1696.0,3161.0,102.0,2895.0,231.0,4974.0,192.0,4062.0,274.0,1999.0,256.0,1876.0,641.0,노원구,하계2동
11130680,1113068.0,24541.0,4052.0,4521.0,1171.0,3901.0,649.0,4886.0,544.0,4820.0,519.0,3378.0,466.0,3035.0,703.0,서대문구,홍은2동
11130690,1113069.0,7695.0,783.0,768.0,95.0,1202.0,95.0,2136.0,112.0,1610.0,123.0,1094.0,151.0,885.0,207.0,서대문구,남가좌1동
11140610,1114061.0,13425.0,2674.0,2655.0,805.0,2487.0,456.0,2579.0,298.0,2453.0,323.0,1756.0,308.0,1495.0,484.0,마포구,염리동
11140710,1114071.0,16164.0,5003.0,3522.0,1768.0,3739.0,1613.0,2796.0,597.0,2509.0,296.0,1892.0,296.0,1706.0,433.0,마포구,연남동
11140720,1114072.0,17225.0,3785.0,3111.0,978.0,3788.0,1199.0,3539.0,592.0,2973.0,339.0,2103.0,290.0,1711.0,387.0,마포구,성산1동
11110720,1111072.0,18117.0,2017.0,2419.0,184.0,5601.0,604.0,4171.0,304.0,2714.0,182.0,1843.0,247.0,1369.0,496.0,노원구,상계8동
11110760,1111076.0,28597.0,4821.0,4200.0,474.0,4228.0,480.0,5495.0,557.0,5978.0,790.0,4615.0,901.0,4081.0,1619.0,노원구,상계34동
11150660,1115066.0,43175.0,4426.0,6371.0,361.0,8070.0,761.0,10132.0,696.0,8601.0,750.0,5834.0,799.0,4167.0,1059.0,양천구,신정3동
11230530,1123053.0,20406.0,5921.0,3556.0,1399.0,5093.0,2410.0,4002.0,1018.0,3245.0,441.0,2469.0,303.0,2041.0,350.0,강남구,논현2동
11160640,1116064.0,23120.0,7939.0,4384.0,2553.0,5433.0,2916.0,4106.0,1239.0,4094.0,416.0,3291.0,395.0,1812.0,420.0,강서구,가양1동
11160670,1116067.0,30994.0,2735.0,4534.0,243.0,6032.0,346.0,7551.0,403.0,5953.0,489.0,3977.0,518.0,2947.0,736.0,강서구,발산1동
11160690,1116069.0,19844.0,4124.0,3141.0,917.0,3944.0,833.0,4388.0,754.0,3589.0,574.0,2829.0,532.0,1953.0,514.0,강서구,공항동
11160700,1116070.0,33219.0,3696.0,4990.0,623.0,7321.0,830.0,6567.0,419.0,6445.0,507.0,4714.0,518.0,3182.0,799.0,강서구,방화1동
11160710,1116071.0,21224.0,4806.0,3468.0,904.0,3807.0,846.0,3530.0,650.0,4161.0,716.0,3536.0,726.0,2722.0,964.0,강서구,방화2동
11160720,1116072.0,22051.0,4447.0,3252.0,407.0,4406.0,709.0,3666.0,659.0,4308.0,667.0,3529.0,782.0,2890.0,1223.0,강서구,방화3동
11230600,1123060.0,14994.0,470.0,1978.0,64.0,1319.0,91.0,4885.0,64.0,3453.0,62.0,1894.0,50.0,1465.0,139.0,강남구,대치1동
11170510,1117051.0,29033.0,2587.0,4316.0,362.0,7037.0,790.0,5851.0,386.0,5229.0,282.0,3965.0,283.0,2635.0,484.0,구로구,신도림동
11170520,1117052.0,17303.0,1865.0,2759.0,397.0,4406.0,527.0,3530.0,346.0,3342.0,213.0,2103.0,170.0,1163.0,212.0,구로구,구로1동
11170540,1117054.0,23741.0,8521.0,5079.0,3011.0,6754.0,3360.0,4154.0,920.0,3464.0,383.0,2657.0,395.0,1633.0,452.0,구로구,구로3동
11170550,1117055.0,26394.0,5527.0,3925.0,943.0,5300.0,1272.0,4942.0,780.0,5808.0,897.0,3976.0,754.0,2443.0,881.0,구로구,구로4동
11170610,1117061.0,22893.0,2560.0,3506.0,283.0,3824.0,344.0,4188.0,369.0,4396.0,346.0,3906.0,428.0,3073.0,790.0,구로구,고척1동
11170620,1117062.0,24534.0,3094.0,3927.0,256.0,4419.0,458.0,5144.0,550.0,4913.0,598.0,3484.0,517.0,2647.0,715.0,구로구,고척2동
11180570,1118057.0,31500.0,5564.0,4934.0,894.0,6007.0,1101.0,6134.0,835.0,6731.0,919.0,4530.0,846.0,3164.0,969.0,금천구,시흥1동
11130720,1113072.0,30236.0,5036.0,4901.0,992.0,5545.0,1006.0,5982.0,748.0,5845.0,604.0,4355.0,672.0,3608.0,1014.0,서대문구,북가좌2동
11130730,1113073.0,16671.0,3865.0,3601.0,1265.0,2805.0,774.0,2969.0,489.0,3142.0,417.0,2126.0,350.0,2028.0,570.0,서대문구,충현동
11130740,1113074.0,10651.0,1855.0,1590.0,320.0,2123.0,301.0,2245.0,288.0,2000.0,267.0,1530.0,296.0,1163.0,383.0,서대문구,북아현동
11130750,1113075.0,22731.0,10828.0,12125.0,7028.0,3691.0,2173.0,2057.0,563.0,1919.0,347.0,1565.0,327.0,1374.0,390.0,서대문구,신촌동
11180610,1118061.0,18944.0,3618.0,2893.0,215.0,3006.0,448.0,3745.0,540.0,4042.0,855.0,2912.0,699.0,2346.0,861.0,금천구,시흥5동
11150540,1115054.0,21033.0,2373.0,3596.0,290.0,3132.0,535.0,5629.0,400.0,4311.0,329.0,2541.0,322.0,1824.0,497.0,양천구,목4동
11190560,1119056.0,29209.0,7394.0,6618.0,2900.0,7136.0,2694.0,4830.0,728.0,4814.0,318.0,3399.0,283.0,2412.0,471.0,영등포구,당산2동
11190610,1119061.0,13939.0,3508.0,2252.0,943.0,3867.0,1160.0,2561.0,446.0,2157.0,291.0,1729.0,273.0,1373.0,395.0,영등포구,양평1동
11190620,1119062.0,17751.0,3242.0,3202.0,934.0,4270.0,1154.0,3581.0,435.0,3032.0,225.0,2136.0,186.0,1530.0,308.0,영등포구,양평2동
11190630,1119063.0,20082.0,6491.0,3652.0,1836.0,3737.0,1583.0,3573.0,802.0,4053.0,803.0,2808.0,680.0,2259.0,787.0,영등포구,신길1동
11190680,1119068.0,20204.0,3797.0,3325.0,975.0,3762.0,972.0,3763.0,491.0,4397.0,425.0,3020.0,377.0,1937.0,557.0,영등포구,신길6동
11190690,1119069.0,11998.0,1355.0,2146.0,308.0,2337.0,295.0,2619.0,228.0,2308.0,174.0,1535.0,148.0,1053.0,202.0,영등포구,신길7동
11140700,1114070.0,16348.0,2499.0,2677.0,543.0,3607.0,630.0,3504.0,426.0,2775.0,244.0,2112.0,243.0,1673.0,413.0,마포구,망원2동
11190720,1119072.0,27532.0,4169.0,4347.0,485.0,5192.0,756.0,5383.0,796.0,6437.0,870.0,3829.0,595.0,2344.0,667.0,영등포구,대림3동
11190730,1119073.0,22962.0,3865.0,3579.0,576.0,4509.0,814.0,4401.0,556.0,5061.0,715.0,3393.0,624.0,2019.0,580.0,영등포구,영등포본동
11190740,1119074.0,21759.0,9669.0,4912.0,3379.0,6185.0,3433.0,3395.0,1085.0,3180.0,653.0,2398.0,561.0,1689.0,558.0,영등포구,영등포동
11190750,1119075.0,20691.0,4841.0,3455.0,938.0,4482.0,1213.0,3889.0,836.0,4285.0,712.0,2783.0,541.0,1797.0,601.0,영등포구,도림동
11190760,1119076.0,27044.0,3376.0,3381.0,557.0,6160.0,971.0,5968.0,493.0,4725.0,295.0,3584.0,323.0,3226.0,737.0,영등포구,문래동
11200520,1120052.0,13404.0,3768.0,2705.0,911.0,2348.0,825.0,2225.0,538.0,2706.0,515.0,1900.0,450.0,1520.0,529.0,동작구,노량진2동
11200530,1120053.0,40550.0,9081.0,10755.0,4950.0,8216.0,1601.0,6661.0,676.0,6398.0,420.0,4691.0,467.0,3829.0,967.0,동작구,상도1동
11200540,1120054.0,20685.0,3467.0,4013.0,1197.0,4492.0,775.0,3673.0,357.0,3578.0,319.0,2778.0,307.0,2151.0,512.0,동작구,상도2동
11200550,1120055.0,20893.0,4367.0,3753.0,1251.0,4463.0,1226.0,3800.0,578.0,3683.0,422.0,2890.0,392.0,2304.0,498.0,동작구,상도3동
11200560,1120056.0,24438.0,4548.0,4328.0,1077.0,5156.0,1251.0,4492.0,581.0,4569.0,491.0,3339.0,467.0,2554.0,681.0,동작구,상도4동
11200680,1120068.0,31421.0,6309.0,6128.0,2090.0,5681.0,1652.0,7149.0,735.0,5572.0,430.0,3843.0,543.0,3048.0,859.0,동작구,대방동
11200700,1120070.0,16787.0,3502.0,2791.0,1157.0,3610.0,957.0,3627.0,411.0,2928.0,319.0,2130.0,275.0,1701.0,383.0,동작구,신대방2동
11200710,1120071.0,32138.0,5438.0,9116.0,2573.0,5338.0,769.0,5106.0,441.0,5247.0,375.0,3858.0,426.0,3473.0,854.0,동작구,흑석동
11200720,1120072.0,31496.0,6229.0,6476.0,2036.0,7433.0,1622.0,4847.0,611.0,5442.0,478.0,4007.0,561.0,3291.0,921.0,동작구,노량진1동
11200730,1120073.0,25897.0,3505.0,4118.0,596.0,5575.0,831.0,4218.0,517.0,4988.0,370.0,3910.0,438.0,3088.0,753.0,동작구,사당2동
11210520,1121052.0,22305.0,5568.0,4127.0,1767.0,4686.0,1487.0,3652.0,601.0,4057.0,508.0,3262.0,495.0,2521.0,710.0,관악구,보라매동
11160540,1116054.0,29387.0,5787.0,5144.0,353.0,4942.0,747.0,4995.0,619.0,6435.0,1172.0,4207.0,1117.0,3664.0,1779.0,강서구,등촌3동
11210820,1121082.0,23080.0,3825.0,3330.0,242.0,3622.0,580.0,4229.0,553.0,4855.0,650.0,3901.0,694.0,3143.0,1106.0,관악구,삼성동
11210830,1121083.0,27986.0,4580.0,4805.0,1077.0,5141.0,1043.0,5148.0,699.0,5663.0,575.0,4412.0,584.0,2817.0,602.0,관악구,미성동
11220660,1122066.0,35477.0,5494.0,5267.0,858.0,8574.0,1678.0,7187.0,776.0,6192.0,706.0,4973.0,705.0,3284.0,771.0,서초구,양재1동
11220670,1122067.0,20018.0,4694.0,3344.0,947.0,4778.0,1449.0,3803.0,846.0,3467.0,531.0,2768.0,470.0,1858.0,451.0,서초구,양재2동
11220680,1122068.0,13790.0,1650.0,1946.0,255.0,3356.0,371.0,2437.0,212.0,2406.0,226.0,2093.0,247.0,1552.0,339.0,서초구,내곡동
11230760,1123076.0,31382.0,5163.0,4493.0,882.0,7614.0,1711.0,6543.0,680.0,5374.0,528.0,4093.0,502.0,3265.0,860.0,강남구,세곡동
11180510,1118051.0,23090.0,10564.0,5114.0,3746.0,5090.0,3135.0,3885.0,1599.0,4619.0,863.0,2846.0,643.0,1536.0,578.0,금천구,가산동
11240810,1124081.0,27713.0,3473.0,4477.0,356.0,5858.0,716.0,5753.0,578.0,5621.0,623.0,3539.0,511.0,2465.0,689.0,송파구,장지동
11240820,1124082.0,21639.0,1491.0,2082.0,105.0,4252.0,169.0,7029.0,343.0,4225.0,313.0,2630.0,296.0,1421.0,265.0,송파구,위례동
11220520,1122052.0,17324.0,3858.0,2606.0,912.0,3900.0,1371.0,4064.0,679.0,3092.0,312.0,2155.0,285.0,1507.0,299.0,서초구,서초2동
11210660,1121066.0,22447.0,9118.0,5854.0,3726.0,5301.0,2803.0,3344.0,1049.0,3277.0,595.0,2641.0,503.0,2030.0,442.0,관악구,서림동
11210680,1121068.0,23936.0,8425.0,4881.0,3022.0,4901.0,2396.0,4522.0,1016.0,4679.0,810.0,2988.0,587.0,1965.0,594.0,관악구,신사동
11220560,1122056.0,8722.0,673.0,1022.0,75.0,1063.0,211.0,2916.0,135.0,1549.0,62.0,1174.0,76.0,998.0,114.0,서초구,반포본동
11240590,1124059.0,14416.0,635.0,2650.0,129.0,1619.0,110.0,3716.0,82.0,3256.0,86.0,2092.0,64.0,1083.0,164.0,송파구,오륜동
11230520,1123052.0,22007.0,9510.0,4834.0,2734.0,6409.0,3776.0,3760.0,1588.0,3049.0,595.0,2293.0,442.0,1662.0,375.0,강남구,논현1동
11150600,1115060.0,15273.0,1343.0,2225.0,113.0,3410.0,220.0,2967.0,165.0,3050.0,252.0,2297.0,277.0,1324.0,316.0,양천구,신월4동
11080630,1108063.0,19420.0,2151.0,3146.0,419.0,3494.0,347.0,3745.0,269.0,3724.0,267.0,2944.0,312.0,2367.0,537.0,성북구,정릉2동
11080640,1108064.0,15879.0,3564.0,4811.0,1993.0,2245.0,357.0,2310.0,206.0,2554.0,247.0,2054.0,265.0,1905.0,496.0,성북구,정릉3동
11080780,1108078.0,12068.0,1497.0,1777.0,318.0,1886.0,169.0,2640.0,212.0,2507.0,258.0,1895.0,251.0,1363.0,289.0,성북구,장위3동
11010690,1101069.0,6373.0,1014.0,1144.0,165.0,1068.0,194.0,1300.0,184.0,1380.0,153.0,827.0,137.0,654.0,181.0,종로구,창신3동
11010700,1101070.0,6106.0,1489.0,1041.0,220.0,1127.0,379.0,1211.0,219.0,1228.0,211.0,855.0,194.0,644.0,266.0,종로구,숭인1동
11010710,1101071.0,9115.0,3503.0,1821.0,1082.0,1701.0,815.0,1503.0,434.0,1721.0,356.0,1412.0,412.0,957.0,404.0,종로구,숭인2동
11010720,1101072.0,10880.0,1739.0,1680.0,296.0,2058.0,463.0,2464.0,271.0,1919.0,176.0,1338.0,173.0,1421.0,360.0,종로구,청운효자동
11010730,1101073.0,18992.0,7119.0,7136.0,4678.0,3123.0,1055.0,2767.0,442.0,2507.0,264.0,1688.0,208.0,1771.0,472.0,종로구,혜화동
11020520,1102052.0,2094.0,924.0,227.0,132.0,481.0,239.0,548.0,217.0,389.0,164.0,298.0,120.0,151.0,52.0,중구,소공동
11020540,1102054.0,4706.0,1364.0,607.0,182.0,700.0,273.0,787.0,284.0,1171.0,230.0,874.0,221.0,567.0,174.0,중구,회현동
11020550,1102055.0,3727.0,1505.0,526.0,350.0,593.0,312.0,767.0,303.0,812.0,229.0,616.0,186.0,413.0,125.0,중구,명동
11020570,1102057.0,4465.0,1901.0,1336.0,723.0,734.0,326.0,607.0,245.0,734.0,218.0,563.0,198.0,491.0,191.0,중구,필동
11020650,1102065.0,8646.0,2072.0,1375.0,430.0,1638.0,482.0,1767.0,367.0,1744.0,306.0,1146.0,230.0,976.0,257.0,중구,신당5동
11030690,1103069.0,10900.0,1570.0,1545.0,251.0,1656.0,324.0,2645.0,242.0,2124.0,139.0,1481.0,184.0,1449.0,430.0,용산구,서빙고동
11030700,1103070.0,14430.0,4180.0,2589.0,799.0,2747.0,1020.0,2771.0,642.0,2778.0,589.0,1904.0,483.0,1641.0,647.0,용산구,보광동
11030710,1103071.0,18874.0,6032.0,4892.0,2465.0,3456.0,1341.0,3316.0,753.0,3140.0,470.0,2127.0,435.0,1943.0,568.0,용산구,청파동
11030720,1103072.0,11410.0,2404.0,2049.0,671.0,2914.0,727.0,2176.0,386.0,1972.0,199.0,1329.0,180.0,970.0,241.0,용산구,원효로1동
11030730,1103073.0,17463.0,4892.0,3126.0,969.0,4172.0,1902.0,3139.0,955.0,3136.0,365.0,2271.0,286.0,1619.0,415.0,용산구,한강로동
11020670,1102067.0,11182.0,3410.0,2001.0,978.0,2539.0,866.0,1949.0,506.0,2096.0,360.0,1575.0,335.0,1022.0,365.0,중구,황학동
11020690,1102069.0,15779.0,5699.0,1833.0,832.0,3949.0,1712.0,4253.0,1603.0,3012.0,629.0,1796.0,526.0,936.0,397.0,중구,신당동
11020700,1102070.0,13181.0,2652.0,2436.0,722.0,2603.0,655.0,2458.0,348.0,2430.0,290.0,1759.0,252.0,1495.0,385.0,중구,다산동
11020710,1102071.0,15524.0,2648.0,2254.0,352.0,2908.0,398.0,2825.0,349.0,3062.0,374.0,2347.0,419.0,2128.0,756.0,중구,약수동
11150640,1115064.0,13481.0,936.0,1995.0,78.0,1784.0,127.0,3822.0,128.0,2972.0,171.0,1711.0,148.0,1197.0,284.0,양천구,신정1동
11020720,1102072.0,13238.0,2316.0,2097.0,382.0,2414.0,392.0,2362.0,287.0,2468.0,264.0,2040.0,389.0,1857.0,602.0,중구,청구동
11150720,1115072.0,30169.0,6030.0,5124.0,1186.0,6565.0,1509.0,5361.0,970.0,5774.0,776.0,4421.0,723.0,2924.0,866.0,양천구,신정4동
11020730,1102073.0,9165.0,1014.0,1528.0,145.0,1630.0,207.0,1876.0,180.0,1936.0,129.0,1202.0,129.0,993.0,224.0,중구,동화동
11030630,1103063.0,19819.0,1578.0,2314.0,96.0,3788.0,164.0,4979.0,280.0,3603.0,148.0,2507.0,200.0,2628.0,690.0,용산구,이촌1동
11030640,1103064.0,7634.0,1163.0,1028.0,171.0,1505.0,234.0,1333.0,209.0,1538.0,134.0,1215.0,121.0,1015.0,294.0,용산구,이촌2동
11030660,1103066.0,8784.0,2507.0,1435.0,596.0,2015.0,712.0,1572.0,398.0,1466.0,202.0,1148.0,195.0,1148.0,404.0,용산구,이태원2동
11040560,1104056.0,12024.0,2248.0,2621.0,718.0,2210.0,417.0,2122.0,293.0,2290.0,224.0,1541.0,230.0,1240.0,366.0,성동구,행당1동
11040570,1104057.0,21007.0,2239.0,2808.0,140.0,4319.0,372.0,4662.0,282.0,3900.0,301.0,2902.0,380.0,2416.0,764.0,성동구,행당2동
11040580,1104058.0,12856.0,1303.0,1700.0,134.0,2611.0,288.0,3096.0,232.0,2255.0,166.0,1693.0,173.0,1501.0,310.0,성동구,응봉동
11040660,1104066.0,14550.0,3169.0,2783.0,971.0,3310.0,922.0,2720.0,420.0,2822.0,315.0,1703.0,225.0,1212.0,316.0,성동구,성수1가2동
11040680,1104068.0,11301.0,2652.0,1928.0,707.0,2182.0,653.0,1812.0,362.0,2168.0,271.0,1742.0,268.0,1469.0,391.0,성동구,성수2가3동
11040710,1104071.0,18212.0,3054.0,3305.0,741.0,3640.0,752.0,3495.0,433.0,3427.0,336.0,2339.0,308.0,2006.0,484.0,성동구,왕십리도선동
11140740,1114074.0,24081.0,4236.0,3576.0,1169.0,5255.0,1246.0,6459.0,615.0,3993.0,384.0,2597.0,305.0,2201.0,517.0,마포구,상암동
11140770,1114077.0,31683.0,6370.0,5626.0,1564.0,6418.0,1491.0,6173.0,900.0,6052.0,622.0,3882.0,657.0,3532.0,1136.0,마포구,공덕동
11180520,1118052.0,31290.0,8040.0,5584.0,2356.0,6510.0,2217.0,5611.0,996.0,5600.0,686.0,4572.0,776.0,3413.0,1009.0,금천구,독산1동
11040720,1104072.0,18167.0,2533.0,2718.0,276.0,4047.0,612.0,3565.0,511.0,3313.0,271.0,2443.0,318.0,2081.0,545.0,성동구,금호23가동
11050530,1105053.0,25710.0,15170.0,12177.0,9295.0,4937.0,3378.0,2563.0,949.0,2613.0,603.0,1899.0,436.0,1521.0,509.0,광진구,화양동
11050540,1105054.0,20496.0,7039.0,6301.0,3269.0,4127.0,1588.0,3041.0,617.0,3276.0,643.0,2191.0,456.0,1560.0,466.0,광진구,군자동
11160520,1116052.0,19502.0,5387.0,4038.0,1667.0,4701.0,1824.0,3318.0,646.0,3093.0,280.0,2428.0,324.0,1924.0,646.0,강서구,등촌1동
11050550,1105055.0,13782.0,3469.0,2558.0,769.0,3008.0,898.0,2403.0,545.0,2744.0,537.0,1835.0,380.0,1234.0,340.0,광진구,중곡1동
11110730,1111073.0,18072.0,2012.0,2737.0,162.0,3558.0,323.0,4285.0,298.0,3631.0,331.0,2223.0,289.0,1638.0,609.0,노원구,상계9동
11050560,1105056.0,18748.0,4044.0,3582.0,981.0,3916.0,1105.0,3425.0,541.0,3617.0,515.0,2480.0,429.0,1728.0,473.0,광진구,중곡2동
11110610,1111061.0,19270.0,1319.0,2997.0,127.0,1801.0,130.0,7131.0,163.0,4189.0,227.0,1783.0,196.0,1369.0,476.0,노원구,중계1동
11050570,1105057.0,14835.0,3768.0,2690.0,645.0,2889.0,829.0,2849.0,681.0,3097.0,676.0,1968.0,490.0,1342.0,447.0,광진구,중곡3동
11050580,1105058.0,25713.0,4050.0,4394.0,542.0,4891.0,819.0,5125.0,706.0,5199.0,695.0,3602.0,578.0,2502.0,710.0,광진구,중곡4동
11050590,1105059.0,10083.0,3451.0,2234.0,1150.0,2776.0,1203.0,1589.0,412.0,1500.0,250.0,1135.0,236.0,849.0,200.0,광진구,능동
11050600,1105060.0,19973.0,6564.0,4263.0,1926.0,4552.0,2025.0,3580.0,1026.0,3553.0,666.0,2295.0,477.0,1730.0,444.0,광진구,구의1동
11050620,1105062.0,23716.0,3338.0,4278.0,823.0,4691.0,972.0,4811.0,461.0,4888.0,347.0,2969.0,299.0,2079.0,436.0,광진구,구의3동
11240710,1124071.0,25660.0,7421.0,4999.0,1922.0,6302.0,2743.0,4652.0,1155.0,4638.0,627.0,3085.0,472.0,1984.0,502.0,송파구,잠실본동
11050630,1105063.0,26348.0,1470.0,4113.0,154.0,4408.0,265.0,7985.0,203.0,4989.0,217.0,2696.0,188.0,2157.0,443.0,광진구,광장동
11050640,1105064.0,20148.0,5092.0,3960.0,1449.0,4260.0,1341.0,3700.0,640.0,3905.0,610.0,2477.0,484.0,1846.0,568.0,광진구,자양1동
11050650,1105065.0,22204.0,3471.0,3743.0,592.0,4760.0,995.0,4384.0,575.0,4467.0,483.0,3018.0,377.0,1832.0,449.0,광진구,자양2동
11240750,1124075.0,22578.0,1249.0,3262.0,172.0,5538.0,268.0,4659.0,153.0,4300.0,148.0,3126.0,176.0,1693.0,332.0,송파구,잠실4동
11050670,1105067.0,25575.0,6284.0,4635.0,1398.0,4442.0,1164.0,4574.0,1099.0,6061.0,1161.0,3726.0,833.0,2137.0,629.0,광진구,자양4동
11240770,1124077.0,13738.0,858.0,2194.0,117.0,2413.0,155.0,2646.0,117.0,2891.0,114.0,2146.0,112.0,1448.0,243.0,송파구,잠실6동
11060710,1106071.0,12324.0,5697.0,5611.0,3750.0,2035.0,888.0,1415.0,254.0,1342.0,243.0,1003.0,255.0,918.0,307.0,동대문구,회기동
11060730,1106073.0,21226.0,5007.0,5025.0,2700.0,3678.0,799.0,3870.0,324.0,3703.0,338.0,2773.0,332.0,2177.0,514.0,동대문구,휘경2동
11060800,1106080.0,20005.0,3811.0,2999.0,390.0,2997.0,444.0,3120.0,378.0,4240.0,616.0,3486.0,753.0,3163.0,1230.0,동대문구,청량리동
11060810,1106081.0,27171.0,8632.0,5268.0,2690.0,5125.0,1875.0,4421.0,1105.0,5175.0,989.0,3903.0,900.0,3279.0,1073.0,동대문구,용신동
11060820,1106082.0,24028.0,6468.0,5184.0,2279.0,4030.0,932.0,3615.0,606.0,4367.0,694.0,3595.0,783.0,3237.0,1174.0,동대문구,제기동
11060830,1106083.0,24767.0,5283.0,5002.0,1739.0,4143.0,671.0,4405.0,528.0,4734.0,622.0,3486.0,687.0,2997.0,1036.0,동대문구,전농1동
11060840,1106084.0,17444.0,1905.0,3121.0,298.0,2959.0,237.0,3571.0,246.0,3368.0,333.0,2397.0,311.0,2028.0,480.0,동대문구,전농2동
11060860,1106086.0,21598.0,2996.0,3139.0,287.0,3624.0,497.0,4390.0,416.0,4455.0,486.0,3297.0,481.0,2693.0,829.0,동대문구,답십리2동
11240780,1124078.0,7877.0,534.0,1043.0,79.0,1126.0,140.0,1601.0,90.0,1588.0,50.0,1423.0,53.0,1096.0,122.0,송파구,잠실7동
11060870,1106087.0,30996.0,5261.0,4731.0,1096.0,6517.0,1213.0,5618.0,733.0,5984.0,666.0,4829.0,681.0,3317.0,872.0,동대문구,장안1동
11060880,1106088.0,26844.0,3517.0,3655.0,352.0,5254.0,722.0,5678.0,574.0,5056.0,571.0,4085.0,545.0,3116.0,753.0,동대문구,장안2동
11070520,1107052.0,22596.0,4308.0,3687.0,416.0,4123.0,745.0,4555.0,737.0,4727.0,959.0,3138.0,706.0,2366.0,745.0,중랑구,면목2동
11070540,1107054.0,18204.0,3039.0,3159.0,439.0,3475.0,648.0,3503.0,406.0,3494.0,509.0,2746.0,492.0,1827.0,545.0,중랑구,면목4동
11240790,1124079.0,24539.0,1333.0,2717.0,115.0,5183.0,407.0,7968.0,191.0,4632.0,146.0,2364.0,147.0,1675.0,327.0,송파구,잠실2동
11070550,1107055.0,9747.0,1887.0,1578.0,230.0,1720.0,321.0,1893.0,372.0,2116.0,328.0,1418.0,297.0,1022.0,339.0,중랑구,면목5동
11070570,1107057.0,20224.0,3936.0,3367.0,552.0,3708.0,744.0,3583.0,653.0,4219.0,707.0,3105.0,584.0,2242.0,696.0,중랑구,면목7동
11070600,1107060.0,15880.0,5247.0,3018.0,1262.0,3384.0,1399.0,2603.0,798.0,3081.0,696.0,2239.0,570.0,1555.0,522.0,중랑구,상봉2동
11070620,1107062.0,24681.0,6689.0,3943.0,751.0,4101.0,1050.0,4508.0,1101.0,5730.0,1603.0,3694.0,1145.0,2705.0,1039.0,중랑구,중화2동
11070640,1107064.0,27690.0,3542.0,4651.0,687.0,5357.0,796.0,5533.0,497.0,5527.0,481.0,3890.0,430.0,2732.0,651.0,중랑구,묵1동
11070650,1107065.0,16318.0,3304.0,2722.0,638.0,3178.0,699.0,2920.0,494.0,3258.0,480.0,2523.0,452.0,1717.0,541.0,중랑구,묵2동
