ADM_CD,행정동코드,시군구,행정동1,행정동2,key1,key2
11210650.0,1162065500,관악구,신원동,신원동,관악구 신원동,관악구 신원동
11210660.0,1162066500,관악구,서림동,서림동,관악구 서림동,관악구 서림동
11210680.0,1162068500,관악구,신사동,신사동,관악구 신사동,관악구 신사동
11210690.0,1162069500,관악구,신림동,신림동,관악구 신림동,관악구 신림동
11210710.0,1162071500,관악구,난향동,난향동,관악구 난향동,관악구 난향동
11210720.0,1162072500,관악구,조원동,조원동,관악구 조원동,관악구 조원동
11210730.0,1162073500,관악구,대학동,대학동,관악구 대학동,관악구 대학동
11210820.0,1162074500,관악구,삼성동,삼성동,관악구 삼성동,관악구 삼성동
11210830.0,1162076500,관악구,미성동,미성동,관악구 미성동,관악구 미성동
11210810.0,1162077500,관악구,난곡동,난곡동,관악구 난곡동,관악구 난곡동
11220510.0,1165051000,서초구,서초1동,서초1동,서초구 서초1동,서초구 서초1동
11220520.0,1165052000,서초구,서초2동,서초2동,서초구 서초2동,서초구 서초2동
11220530.0,1165053000,서초구,서초3동,서초3동,서초구 서초3동,서초구 서초3동
11220540.0,1165053100,서초구,서초4동,서초4동,서초구 서초4동,서초구 서초4동
11220550.0,1165054000,서초구,잠원동,잠원동,서초구 잠원동,서초구 잠원동
11220560.0,1165055000,서초구,반포본동,반포본동,서초구 반포본동,서초구 반포본동
11220570.0,1165056000,서초구,반포1동,반포1동,서초구 반포1동,서초구 반포1동
11220580.0,1165057000,서초구,반포2동,반포2동,서초구 반포2동,서초구 반포2동
11220590.0,1165058000,서초구,반포3동,반포3동,서초구 반포3동,서초구 반포3동
11220600.0,1165058100,서초구,반포4동,반포4동,서초구 반포4동,서초구 반포4동
11220610.0,1165059000,서초구,방배본동,방배본동,서초구 방배본동,서초구 방배본동
11220620.0,1165060000,서초구,방배1동,방배1동,서초구 방배1동,서초구 방배1동
11220630.0,1165061000,서초구,방배2동,방배2동,서초구 방배2동,서초구 방배2동
11220640.0,1165062000,서초구,방배3동,방배3동,서초구 방배3동,서초구 방배3동
11220650.0,1165062100,서초구,방배4동,방배4동,서초구 방배4동,서초구 방배4동
11220660.0,1165065100,서초구,양재1동,양재1동,서초구 양재1동,서초구 양재1동
11220670.0,1165065200,서초구,양재2동,양재2동,서초구 양재2동,서초구 양재2동
11220680.0,1165066000,서초구,내곡동,내곡동,서초구 내곡동,서초구 내곡동
11230510.0,1168051000,강남구,신사동,신사동,강남구 신사동,강남구 신사동
11230520.0,1168052100,강남구,논현1동,논현1동,강남구 논현1동,강남구 논현1동
11230530.0,1168053100,강남구,논현2동,논현2동,강남구 논현2동,강남구 논현2동
11230770.0,1168054500,강남구,압구정동,압구정동,강남구 압구정동,강남구 압구정동
11230780.0,1168056500,강남구,청담동,청담동,강남구 청담동,강남구 청담동
11230580.0,1168058000,강남구,삼성1동,삼성1동,강남구 삼성1동,강남구 삼성1동
11230590.0,1168059000,강남구,삼성2동,삼성2동,강남구 삼성2동,강남구 삼성2동
11230600.0,1168060000,강남구,대치1동,대치1동,강남구 대치1동,강남구 대치1동
11230790.0,1168061000,강남구,대치2동,대치2동,강남구 대치2동,강남구 대치2동
11230630.0,1168063000,강남구,대치4동,대치4동,강남구 대치4동,강남구 대치4동
11230640.0,1168064000,강남구,역삼1동,역삼1동,강남구 역삼1동,강남구 역삼1동
11230650.0,1168065000,강남구,역삼2동,역삼2동,강남구 역삼2동,강남구 역삼2동
11230660.0,1168065500,강남구,도곡1동,도곡1동,강남구 도곡1동,강남구 도곡1동
11230670.0,1168065600,강남구,도곡2동,도곡2동,강남구 도곡2동,강남구 도곡2동
11230680.0,1168066000,강남구,개포1동,개포1동,강남구 개포1동,강남구 개포1동
11230800.0,1168067000,강남구,개포2동,개포2동,강남구 개포2동,강남구 개포2동
11230511.0,1168067500,강남구,개포3동,개포3동,강남구 개포3동,강남구 개포3동
11230710.0,1168069000,강남구,개포4동,개포4동,강남구 개포4동,강남구 개포4동
11230760.0,1168070000,강남구,세곡동,세곡동,강남구 세곡동,강남구 세곡동
11230720.0,1168072000,강남구,일원본동,일원본동,강남구 일원본동,강남구 일원본동
11230730.0,1168073000,강남구,일원1동,일원1동,강남구 일원1동,강남구 일원1동
11230750.0,1168075000,강남구,수서동,수서동,강남구 수서동,강남구 수서동
11240510.0,1171051000,송파구,풍납1동,풍납1동,송파구 풍납1동,송파구 풍납1동
11240520.0,1171052000,송파구,풍납2동,풍납2동,송파구 풍납2동,송파구 풍납2동
11240530.0,1171053100,송파구,거여1동,거여1동,송파구 거여1동,송파구 거여1동
11240540.0,1171053200,송파구,거여2동,거여2동,송파구 거여2동,송파구 거여2동
11240550.0,1171054000,송파구,마천1동,마천1동,송파구 마천1동,송파구 마천1동
11240560.0,1171055000,송파구,마천2동,마천2동,송파구 마천2동,송파구 마천2동
11240570.0,1171056100,송파구,방이1동,방이1동,송파구 방이1동,송파구 방이1동
11240580.0,1171056200,송파구,방이2동,방이2동,송파구 방이2동,송파구 방이2동
11240590.0,1171056600,송파구,오륜동,오륜동,송파구 오륜동,송파구 오륜동
11240600.0,1171057000,송파구,오금동,오금동,송파구 오금동,송파구 오금동
11240610.0,1171058000,송파구,송파1동,송파1동,송파구 송파1동,송파구 송파1동
11240620.0,1171059000,송파구,송파2동,송파2동,송파구 송파2동,송파구 송파2동
11240630.0,1171060000,송파구,석촌동,석촌동,송파구 석촌동,송파구 석촌동
11240640.0,1171061000,송파구,삼전동,삼전동,송파구 삼전동,송파구 삼전동
11240650.0,1171062000,송파구,가락본동,가락본동,송파구 가락본동,송파구 가락본동
11240660.0,1171063100,송파구,가락1동,가락1동,송파구 가락1동,송파구 가락1동
11240670.0,1171063200,송파구,가락2동,가락2동,송파구 가락2동,송파구 가락2동
11240680.0,1171064100,송파구,문정1동,문정1동,송파구 문정1동,송파구 문정1동
11240690.0,1171064200,송파구,문정2동,문정2동,송파구 문정2동,송파구 문정2동
11240810.0,1171064600,송파구,장지동,장지동,송파구 장지동,송파구 장지동
11240820.0,1171064700,송파구,위례동,위례동,송파구 위례동,송파구 위례동
11240710.0,1171065000,송파구,잠실본동,잠실본동,송파구 잠실본동,송파구 잠실본동
11240790.0,1171067000,송파구,잠실2동,잠실2동,송파구 잠실2동,송파구 잠실2동
11240800.0,1171068000,송파구,잠실3동,잠실3동,송파구 잠실3동,송파구 잠실3동
11240750.0,1171069000,송파구,잠실4동,잠실4동,송파구 잠실4동,송파구 잠실4동
11240770.0,1171071000,송파구,잠실6동,잠실6동,송파구 잠실6동,송파구 잠실6동
11240780.0,1171072000,송파구,잠실7동,잠실7동,송파구 잠실7동,송파구 잠실7동
11250750.0,1174051500,강동구,강일동,강일동,강동구 강일동,강동구 강일동
11250760.0,1174052500,강동구,상일1동,상일제1동,강동구 상일1동,강동구 상일제1동
11250770.0,1174052600,강동구,상일2동,상일제2동,강동구 상일2동,강동구 상일제2동
11250530.0,1174053000,강동구,명일1동,명일제1동,강동구 명일1동,강동구 명일제1동
11250540.0,1174054000,강동구,명일2동,명일제2동,강동구 명일2동,강동구 명일제2동
11250550.0,1174055000,강동구,고덕1동,고덕제1동,강동구 고덕1동,강동구 고덕제1동
11250560.0,1174056000,강동구,고덕2동,고덕제2동,강동구 고덕2동,강동구 고덕제2동
11250720.0,1174057000,강동구,암사1동,암사제1동,강동구 암사1동,강동구 암사제1동
11250580.0,1174058000,강동구,암사2동,암사제2동,강동구 암사2동,강동구 암사제2동
11250590.0,1174059000,강동구,암사3동,암사제3동,강동구 암사3동,강동구 암사제3동
11250610.0,1174060000,강동구,천호1동,천호제1동,강동구 천호1동,강동구 천호제1동
11250730.0,1174061000,강동구,천호2동,천호제2동,강동구 천호2동,강동구 천호제2동
11250630.0,1174062000,강동구,천호3동,천호제3동,강동구 천호3동,강동구 천호제3동
11250650.0,1174064000,강동구,성내1동,성내제1동,강동구 성내1동,강동구 성내제1동
11250660.0,1174065000,강동구,성내2동,성내제2동,강동구 성내2동,강동구 성내제2동
11250670.0,1174066000,강동구,성내3동,성내제3동,강동구 성내3동,강동구 성내제3동
11250740.0,1174068500,강동구,길동,길동,강동구 길동,강동구 길동
11250700.0,1174069000,강동구,둔촌1동,둔촌제1동,강동구 둔촌1동,강동구 둔촌제1동
11250710.0,1174070000,강동구,둔촌2동,둔촌제2동,강동구 둔촌2동,강동구 둔촌제2동
