ADM_CD,total_all_2023,solo_all_2023,total_20_2023,solo_20_2023,total_25_2023,solo_25_2023,total_30_2023,solo_30_2023,total_35_2023,solo_35_2023,solo_20s_2023,solo_30s_2023,solo_all_ratio,solo_20s_ratio,solo_30s_ratio,네일숍_2023,미용실_2023,분식전문점_2023,애완동물_2023,한식음식점_2023,양식음식점_2023,일식음식점_2023,중식음식점_2023,치킨전문점_2023,커피-음료_2023,패스트푸드점_2023,제과점_2023,편의점_2023,호프-간이주점_2023,지가변동률_2023,지가_2023,사업체수_2022,종사자수_2022,금융기관_2023,유통업체수_2022,대형마트_2022,쇼핑업체수_2022,대학교,기타대학,면적,월평균소득_2023,총상주인구_2023,20대상주인구_2023,30대상주인구_2023,총직장인구_2023,20대직장인구_2023,30대직장인구_2023,슈퍼마켓_2023,20대매출건수_네일숍_2023,20대매출건수_미용실_2023,20대매출건수_분식전문점_2023,20대매출건수_애완동물_2023,20대매출건수_양식음식점_2023,20대매출건수_일식음식점_2023,20대매출건수_제과점_2023,20대매출건수_중식음식점_2023,20대매출건수_치킨전문점_2023,20대매출건수_커피-음료_2023,20대매출건수_패스트푸드점_2023,20대매출건수_편의점_2023,20대매출건수_한식음식점_2023,20대매출건수_호프-간이주점_2023,20대매출금액_네일숍_2023,20대매출금액_미용실_2023,20대매출금액_분식전문점_2023,20대매출금액_애완동물_2023,20대매출금액_양식음식점_2023,20대매출금액_일식음식점_2023,20대매출금액_제과점_2023,20대매출금액_중식음식점_2023,20대매출금액_치킨전문점_2023,20대매출금액_커피-음료_2023,20대매출금액_패스트푸드점_2023,20대매출금액_편의점_2023,20대매출금액_한식음식점_2023,20대매출금액_호프-간이주점_2023,30대매출건수_네일숍_2023,30대매출건수_미용실_2023,30대매출건수_분식전문점_2023,30대매출건수_애완동물_2023,30대매출건수_양식음식점_2023,30대매출건수_일식음식점_2023,30대매출건수_제과점_2023,30대매출건수_중식음식점_2023,30대매출건수_치킨전문점_2023,30대매출건수_커피-음료_2023,30대매출건수_패스트푸드점_2023,30대매출건수_편의점_2023,30대매출건수_한식음식점_2023,30대매출건수_호프-간이주점_2023,30대매출금액_네일숍_2023,30대매출금액_미용실_2023,30대매출금액_분식전문점_2023,30대매출금액_애완동물_2023,30대매출금액_양식음식점_2023,30대매출금액_일식음식점_2023,30대매출금액_제과점_2023,30대매출금액_중식음식점_2023,30대매출금액_치킨전문점_2023,30대매출금액_커피-음료_2023,30대매출금액_패스트푸드점_2023,30대매출금액_편의점_2023,30대매출금액_한식음식점_2023,30대매출금액_호프-간이주점_2023,총매출건수_네일숍_2023,총매출건수_미용실_2023,총매출건수_분식전문점_2023,총매출건수_애완동물_2023,총매출건수_양식음식점_2023,총매출건수_일식음식점_2023,총매출건수_제과점_2023,총매출건수_중식음식점_2023,총매출건수_치킨전문점_2023,총매출건수_커피-음료_2023,총매출건수_패스트푸드점_2023,총매출건수_편의점_2023,총매출건수_한식음식점_2023,총매출건수_호프-간이주점_2023,총매출금액_네일숍_2023,총매출금액_미용실_2023,총매출금액_분식전문점_2023,총매출금액_애완동물_2023,총매출금액_양식음식점_2023,총매출금액_일식음식점_2023,총매출금액_제과점_2023,총매출금액_중식음식점_2023,총매출금액_치킨전문점_2023,총매출금액_커피-음료_2023,총매출금액_패스트푸드점_2023,총매출금액_편의점_2023,총매출금액_한식음식점_2023,총매출금액_호프-간이주점_2023
11170550,26109.0,5366.0,1533.0,330.0,2366.0,607.0,2910.0,735.0,2515.0,571.0,468.5,653.0,20.55229997318932,8.730898248229593,12.16921356690272,77.0,266.0,161.0,41.0,977.0,79.0,94.0,199.0,55.0,12.0,48.0,41.0,92.0,11.0,6.539999999999999,99.403,2439,6617,0,0,0,0,0.0,0.0,0.46,2617060.0,22308.0,2049.0,3528.0,2159.0,243.0,425.0,1.0,0.0,899.0,5520.0,0.0,121.0,1240.0,9850.0,2511.0,629.0,22280.0,1744.0,98701.0,15235.0,1388.0,0.0,16773550.0,47412309.0,0.0,4914675.0,45890551.0,58315739.0,62709320.0,23400788.0,108605125.0,18884109.0,510941868.0,360949204.0,58494425.0,0.0,1555.0,11785.0,0.0,271.0,1920.0,15873.0,10682.0,1115.0,39432.0,2861.0,126487.0,32729.0,2843.0,0.0,42082501.0,113764408.0,0.0,11965826.0,80868757.0,108228050.0,359583131.0,41628324.0,200295990.0,36657473.0,754484054.0,886493592.0,132650084.0,124.0,11809.0,57270.0,0.0,876.0,7294.0,61345.0,47407.0,5131.0,126291.0,10861.0,408221.0,192194.0,15136.0,11720852.0,324074614.0,704489004.0,0.0,40934759.0,295451923.0,508875460.0,1675479815.0,187711246.0,651869202.0,161552988.0,2478335632.0,6523582788.0,1009950618.0
11170610,20474.0,2134.0,1783.0,139.0,1719.0,142.0,1896.0,178.0,1898.0,160.0,140.5,169.0,10.422975481097978,6.583880037488285,7.919400187441425,14.0,101.0,64.0,23.0,204.0,15.0,13.0,22.0,16.0,7.0,12.0,19.0,38.0,5.0,6.449,99.383,3228,10733,0,5,0,5,0.0,1.0,1.16,2972418.0,24431.0,2920.0,3304.0,7767.0,690.0,1575.0,8.0,10.0,1168.0,15506.0,0.0,465.0,73.0,6610.0,3025.0,1492.0,23924.0,8372.0,82792.0,18707.0,4497.0,2125016.0,28802698.0,175235614.0,0.0,14877855.0,7251247.0,55355481.0,46797178.0,34262294.0,116271340.0,79005013.0,408495176.0,631055006.0,244543218.0,42.0,1855.0,14014.0,42.0,864.0,110.0,6841.0,2713.0,1454.0,25284.0,9684.0,74173.0,28579.0,1109.0,3697530.0,43276051.0,152870788.0,1336518.0,27503211.0,8955625.0,62148972.0,57362430.0,34795288.0,116184860.0,94879798.0,523456366.0,944679697.0,49332279.0,85.0,10088.0,65718.0,216.0,3124.0,525.0,35967.0,18172.0,8996.0,101736.0,37364.0,306116.0,213933.0,9657.0,7437559.0,274694599.0,802764581.0,4465080.0,122509056.0,55853533.0,388312421.0,367869560.0,219370367.0,529408975.0,429100932.0,2028111245.0,7149700452.0,526395721.0
11170620,24102.0,2956.0,2131.0,130.0,1796.0,122.0,2034.0,226.0,2487.0,246.0,126.0,236.0,12.26454236162974,4.2625169147496615,7.983761840324763,14.0,101.0,64.0,23.0,204.0,15.0,13.0,22.0,16.0,7.0,12.0,19.0,38.0,5.0,6.449,99.383,2285,5054,0,0,0,0,0.0,0.0,1.02,2882639.0,28625.0,3504.0,3510.0,3143.0,356.0,698.0,0.0,43.0,846.0,3445.0,0.0,0.0,440.0,3263.0,274.0,339.0,2241.0,186.0,45134.0,6619.0,1000.0,654545.0,23201353.0,35372974.0,0.0,0.0,9300165.0,29464256.0,4760110.0,7360577.0,11412407.0,3181530.0,254261916.0,151091688.0,52552311.0,0.0,1700.0,6685.0,0.0,0.0,679.0,6607.0,303.0,792.0,3656.0,443.0,48170.0,17026.0,988.0,0.0,57603837.0,70084536.0,0.0,0.0,15441585.0,63483119.0,7551357.0,16701987.0,21076348.0,7129870.0,329564453.0,651879608.0,48088090.0,131.0,11678.0,38513.0,0.0,0.0,2490.0,37359.0,1890.0,4542.0,18448.0,2305.0,212824.0,144153.0,7195.0,4145455.0,389832093.0,433696551.0,0.0,0.0,58034267.0,430343194.0,50103260.0,98786966.0,114447568.0,39742451.0,1495071956.0,4112507940.0,328548706.0
11180570,31151.0,5389.0,2300.0,383.0,2618.0,480.0,3083.0,608.0,3064.0,540.0,431.5,574.0,17.299605149112388,8.007051401002041,10.651326776767489,29.0,217.0,74.0,41.0,417.0,17.0,18.0,46.0,32.0,3.0,17.0,29.0,51.0,42.0,6.969,99.499,4219,16226,0,1,1,0,0.0,0.0,1.71,2757307.0,34306.0,3622.0,4961.0,6679.0,926.0,1606.0,0.0,0.0,2030.0,9236.0,288.0,20.0,475.0,28447.0,1119.0,3431.0,28476.0,9891.0,106272.0,35193.0,4836.0,0.0,58547376.0,129274673.0,5515870.0,552524.0,20137077.0,210291910.0,30978904.0,91690665.0,182754465.0,92435990.0,659631603.0,1486581496.0,188046676.0,0.0,4393.0,16664.0,385.0,72.0,875.0,43948.0,4025.0,3877.0,43124.0,15105.0,150411.0,62924.0,5693.0,0.0,196391565.0,238417986.0,9336404.0,2425324.0,63667364.0,364049797.0,105779566.0,95817522.0,260573851.0,121544493.0,1130937049.0,2759036520.0,241204374.0,0.0,24466.0,95161.0,4169.0,300.0,3947.0,197701.0,21937.0,21379.0,148962.0,58957.0,527764.0,384113.0,26933.0,0.0,805099478.0,1541645023.0,90313409.0,9427795.0,269303187.0,1838262301.0,561956430.0,575494880.0,1143522172.0,629828626.0,3952921965.0,16014439691.0,1283149411.0
11130720,29712.0,4414.0,2546.0,409.0,2337.0,439.0,2765.0,558.0,2848.0,449.0,424.0,503.5,14.855950457727518,9.605799728137743,11.40688717716357,9.0,104.0,22.0,16.0,143.0,23.0,10.0,8.0,12.0,4.0,3.0,11.0,23.0,7.0,6.396,100.01,2976,6099,0,0,0,0,0.0,0.0,0.84,2590646.0,34442.0,4097.0,4698.0,3057.0,472.0,602.0,0.0,0.0,1309.0,3116.0,0.0,1451.0,363.0,6353.0,1308.0,1388.0,14984.0,1851.0,117312.0,25135.0,1126.0,0.0,36897564.0,38589496.0,0.0,45669093.0,10616530.0,55955419.0,34374085.0,35153645.0,82521622.0,16339174.0,677161743.0,953206619.0,36883314.0,0.0,2759.0,4593.0,0.0,1603.0,294.0,11113.0,2835.0,2156.0,21091.0,2114.0,155547.0,38720.0,2132.0,0.0,80099253.0,47761681.0,0.0,66800153.0,11247421.0,104058730.0,68855013.0,53044699.0,117274304.0,23891488.0,1026243826.0,1438257879.0,77513255.0,0.0,18369.0,19913.0,0.0,7152.0,1396.0,52293.0,15954.0,12821.0,81897.0,8908.0,577085.0,238146.0,9597.0,0.0,568471015.0,229655894.0,0.0,258144969.0,59017466.0,536992773.0,413763428.0,319702444.0,487031189.0,111869432.0,4042091382.0,8146151392.0,535166154.0
11130730,16103.0,3054.0,1616.0,512.0,1535.0,448.0,1502.0,365.0,1388.0,282.0,480.0,323.5,18.965410172017634,15.717092337917483,10.592665356908972,13.0,47.0,56.0,10.0,228.0,37.0,21.0,12.0,3.0,6.0,5.0,11.0,27.0,13.0,7.351599999999999,99.3344,2865,22803,0,0,0,0,2.0,0.0,1.12,3210231.0,17627.0,2042.0,2756.0,14173.0,1788.0,3587.0,0.0,14.0,298.0,4093.0,0.0,1617.0,1576.0,3213.0,590.0,970.0,35955.0,11525.0,116510.0,48747.0,1634.0,397125.0,5947252.0,39465854.0,0.0,38623766.0,41866673.0,21516090.0,7594655.0,36680116.0,245909805.0,91897066.0,602560552.0,987250013.0,65870767.0,14.0,541.0,9002.0,0.0,2929.0,2891.0,6884.0,2174.0,987.0,68564.0,13232.0,188229.0,99423.0,4208.0,327044.0,11145158.0,85321850.0,0.0,133272985.0,75704934.0,51458328.0,35253801.0,33477644.0,518984669.0,113106382.0,1151566110.0,2440619726.0,194889329.0,51.0,4951.0,32514.0,0.0,11895.0,11272.0,27177.0,11530.0,6349.0,214008.0,48929.0,613976.0,418625.0,18401.0,1518418.0,126078324.0,378592919.0,0.0,618812293.0,578103949.0,276655753.0,457089605.0,225308927.0,1774407074.0,472752683.0,3901511746.0,13455340211.0,960566880.0
11130740,8254.0,1442.0,753.0,144.0,750.0,152.0,762.0,116.0,735.0,99.0,148.0,107.5,17.47031742185607,10.263522884882107,7.454923717059639,7.0,37.0,23.0,9.0,52.0,13.0,5.0,4.0,1.0,2.0,2.0,7.0,14.0,5.0,8.682,98.52,1195,2724,0,0,0,0,0.0,0.0,0.46,4172659.0,9826.0,1068.0,1525.0,1845.0,191.0,416.0,0.0,0.0,14.0,0.0,0.0,776.0,0.0,1443.0,0.0,873.0,318.0,526.0,30247.0,2748.0,586.0,0.0,145844.0,0.0,0.0,12743980.0,0.0,13367799.0,0.0,17327754.0,1612360.0,7250190.0,171365304.0,70547149.0,28326518.0,0.0,50.0,0.0,0.0,349.0,0.0,2558.0,0.0,2017.0,562.0,535.0,43130.0,5797.0,1063.0,0.0,2072373.0,0.0,0.0,7984132.0,0.0,27304332.0,0.0,31669234.0,3524166.0,9151005.0,292983907.0,173055442.0,49796301.0,0.0,339.0,0.0,0.0,2430.0,0.0,11129.0,0.0,10491.0,2414.0,2855.0,153304.0,43073.0,4142.0,0.0,10653418.0,0.0,0.0,41971100.0,0.0,133382003.0,0.0,183849919.0,15004648.0,90957573.0,1052585739.0,1410403824.0,196510290.0
11130750,22498.0,10834.0,7128.0,4202.0,5015.0,2870.0,2431.0,1457.0,1359.0,769.0,3536.0,1113.0,48.15539159036359,32.63799150821488,10.273213956064245,33.0,128.0,81.0,12.0,410.0,181.0,65.0,49.0,7.0,19.0,23.0,30.0,44.0,54.0,5.5526,99.7364,5125,37272,0,3,0,3,2.0,0.0,2.63,3331768.0,17521.0,2308.0,5614.0,5047.0,786.0,1329.0,0.0,505.0,17288.0,102427.0,0.0,76333.0,59844.0,43960.0,85979.0,14107.0,566845.0,119867.0,590080.0,388848.0,73614.0,27390148.0,958292140.0,1111413796.0,0.0,1801968886.0,1393197086.0,266758052.0,1896389713.0,448089900.0,3919959386.0,1058153414.0,3064531191.0,10320908283.0,3039083025.0,817.0,10982.0,39714.0,0.0,24926.0,24170.0,18782.0,42492.0,6050.0,228383.0,51642.0,266401.0,165026.0,23906.0,66342177.0,703155322.0,522552862.0,0.0,765362215.0,806480001.0,130680695.0,1000577256.0,173870054.0,1525262143.0,481056794.0,1614870641.0,4935056255.0,1107477136.0,2531.0,47172.0,216038.0,0.0,143416.0,124432.0,102873.0,241144.0,28899.0,1106027.0,260646.0,1216761.0,904378.0,121733.0,180747603.0,3299566898.0,2463299421.0,0.0,4237148129.0,3761581536.0,740554354.0,5495798993.0,900312176.0,7867140493.0,2730755103.0,6893861773.0,27572680229.0,5291716121.0
11180610,18696.0,3505.0,1468.0,105.0,1421.0,113.0,1588.0,255.0,1489.0,215.0,109.0,235.0,18.74732563115105,3.109843081312411,6.704707560627675,29.0,217.0,74.0,41.0,417.0,17.0,18.0,46.0,32.0,3.0,17.0,29.0,51.0,42.0,6.969,99.499,1484,3835,0,0,0,0,0.0,0.0,1.39,2375052.0,18790.0,2201.0,2330.0,1721.0,247.0,398.0,0.0,60.0,708.0,2743.0,0.0,0.0,1638.0,2438.0,618.0,821.0,4057.0,1132.0,74277.0,10735.0,239.0,1750208.0,20372195.0,24352647.0,0.0,0.0,24975269.0,23359792.0,10380242.0,21831872.0,19312846.0,14513095.0,446071360.0,255765795.0,8655578.0,81.0,1270.0,3578.0,0.0,0.0,1743.0,4004.0,994.0,1196.0,5706.0,1469.0,73126.0,19530.0,611.0,4049517.0,44207224.0,30658828.0,0.0,0.0,27370478.0,41124334.0,20532914.0,30514966.0,27647840.0,21599782.0,505729690.0,583871224.0,20330522.0,444.0,9713.0,25781.0,0.0,0.0,8829.0,27734.0,8146.0,7658.0,22669.0,7471.0,343503.0,125713.0,5683.0,17214099.0,359506612.0,239732329.0,0.0,0.0,146518665.0,301586256.0,158997975.0,200978631.0,121486615.0,127725255.0,2506847568.0,4169277633.0,196057230.0
11150540,20450.0,2232.0,2099.0,155.0,1506.0,123.0,1570.0,286.0,1637.0,270.0,139.0,278.0,10.91442542787286,6.227598566308243,12.455197132616489,67.0,286.0,92.0,65.0,415.0,67.0,58.0,56.0,26.0,26.0,22.0,66.0,66.0,11.0,7.515,98.972,2029,4679,0,2,0,2,0.0,0.0,0.57,3426858.0,26950.0,4943.0,3208.0,2879.0,354.0,627.0,0.0,27.0,679.0,2650.0,0.0,0.0,15.0,3919.0,105.0,2393.0,3828.0,4288.0,49465.0,7605.0,204.0,874477.0,18260191.0,19530357.0,0.0,0.0,614622.0,29328993.0,2250330.0,36049755.0,16296400.0,42641042.0,288823944.0,220040833.0,8278227.0,0.0,1534.0,5885.0,0.0,7.0,41.0,10327.0,295.0,5011.0,7619.0,5175.0,80160.0,20836.0,573.0,0.0,47568133.0,53893189.0,0.0,216781.0,2713699.0,80376123.0,7180659.0,72682418.0,36828191.0,51354234.0,569355169.0,604368754.0,57100965.0,231.0,11693.0,35704.0,0.0,27.0,272.0,75125.0,2272.0,33184.0,23900.0,23181.0,268963.0,140169.0,4462.0,14041864.0,358844601.0,324702039.0,0.0,791488.0,20857497.0,670864046.0,49332037.0,488085161.0,122916951.0,264090603.0,1884471400.0,3948567681.0,393621661.0
11190560,28994.0,7358.0,2557.0,1022.0,4011.0,1788.0,4252.0,1710.0,3056.0,1099.0,1405.0,1404.5,25.377664344347107,19.094862734438703,19.08806740962218,19.0,51.0,30.0,15.0,169.0,20.0,21.0,17.0,7.0,6.0,10.0,10.0,29.0,9.0,7.957000000000001,99.364,4354,25401,0,1,0,1,0.0,0.0,1.55,4130932.0,33422.0,3011.0,7985.0,14108.0,2208.0,3163.0,0.0,10.0,1615.0,27104.0,0.0,1058.0,1343.0,774.0,3809.0,21279.0,195519.0,4169.0,190026.0,78540.0,4285.0,651655.0,122302416.0,241656875.0,0.0,19988808.0,28473250.0,6273475.0,74004222.0,237523644.0,1596062482.0,28077858.0,997496343.0,2134396231.0,256432828.0,11.0,2687.0,44892.0,0.0,1901.0,1908.0,1195.0,6378.0,22782.0,209899.0,5747.0,256572.0,126197.0,7383.0,606051.0,167065496.0,406700658.0,0.0,37337736.0,45323436.0,12292727.0,166565325.0,227741307.0,1737730821.0,42315934.0,1570860786.0,4135305627.0,470995247.0,78.0,8553.0,150840.0,0.0,6161.0,6914.0,3264.0,28653.0,82490.0,648610.0,17426.0,703578.0,467512.0,23231.0,6894925.0,583174350.0,1557725206.0,0.0,147325154.0,170568715.0,35958646.0,851569460.0,1148601531.0,5705267235.0,173025282.0,4279956775.0,16063601781.0,1440442381.0
11190610,13422.0,3375.0,824.0,316.0,1338.0,556.0,2055.0,656.0,1831.0,527.0,436.0,591.5,25.145283862315605,12.918518518518518,17.525925925925925,9.0,30.0,30.0,4.0,147.0,6.0,18.0,12.0,7.0,7.0,10.0,12.0,21.0,4.0,7.887999999999999,99.407,4744,25003,0,4,2,2,0.0,0.0,0.88,3508250.0,17070.0,1429.0,3173.0,12821.0,2537.0,2953.0,0.0,0.0,1447.0,3110.0,0.0,0.0,148.0,4979.0,1413.0,0.0,22331.0,166.0,68414.0,23746.0,196.0,0.0,32453979.0,23646436.0,0.0,0.0,3141232.0,35800371.0,26000781.0,0.0,109273859.0,4705658.0,377160013.0,494067368.0,8582665.0,0.0,7572.0,6809.0,0.0,0.0,257.0,12788.0,3697.0,0.0,46109.0,316.0,128677.0,53488.0,573.0,0.0,202866252.0,61753836.0,0.0,0.0,12703378.0,108956618.0,72327584.0,0.0,236140278.0,8030532.0,800258815.0,1436530986.0,23795171.0,0.0,19092.0,24725.0,0.0,0.0,1285.0,46689.0,16720.0,0.0,138711.0,1534.0,367663.0,224681.0,3426.0,0.0,501676217.0,265220461.0,0.0,0.0,102607801.0,465741777.0,448534902.0,0.0,815157542.0,46862746.0,2378855020.0,6884203582.0,215775803.0
11190620,17164.0,3144.0,1317.0,353.0,1866.0,546.0,2401.0,683.0,1972.0,502.0,449.5,592.5,18.317408529480307,14.2970737913486,18.845419847328245,9.0,37.0,19.0,6.0,186.0,18.0,17.0,21.0,10.0,9.0,10.0,14.0,32.0,5.0,7.752666666666667,99.407,3544,22775,0,0,0,0,0.0,0.0,3.0,3672088.0,22099.0,2348.0,4170.0,14774.0,2693.0,4021.0,0.0,85.0,848.0,11783.0,21.0,2365.0,5551.0,3162.0,4514.0,364.0,78919.0,1409.0,71388.0,46513.0,1572.0,6309919.0,26179976.0,103530355.0,165975.0,30759316.0,121521768.0,25074314.0,70722159.0,13602330.0,472977816.0,27416563.0,368445687.0,885189606.0,92152121.0,85.0,1591.0,18447.0,83.0,3227.0,6960.0,5424.0,7178.0,1006.0,118886.0,1966.0,111341.0,90812.0,3128.0,6022880.0,62405269.0,168546299.0,1597505.0,54364751.0,183704138.0,46973166.0,136436325.0,38676216.0,750916142.0,40230128.0,680693770.0,2052963450.0,207003819.0,209.0,5462.0,57623.0,1307.0,10576.0,23264.0,19549.0,31557.0,3367.0,368550.0,6840.0,337811.0,373540.0,12401.0,15000000.0,202120484.0,593477544.0,42894045.0,209657022.0,773080761.0,214936931.0,764252957.0,129752650.0,2610731300.0,171561976.0,2099293845.0,12251627925.0,1221916571.0
11190630,19667.0,6304.0,1539.0,721.0,2094.0,1046.0,2097.0,943.0,1721.0,678.0,883.5,810.5,32.05369400518635,14.01491116751269,12.856916243654824,22.0,202.0,103.0,46.0,429.0,24.0,29.0,48.0,23.0,8.0,14.0,24.0,61.0,17.0,8.392000000000001,99.184,1429,4395,0,1,0,1,0.0,0.0,0.66,2780044.0,17202.0,1604.0,3260.0,3535.0,633.0,842.0,0.0,0.0,796.0,2295.0,0.0,0.0,237.0,7062.0,3651.0,1387.0,9157.0,2071.0,93596.0,19373.0,416.0,0.0,22190400.0,25880177.0,0.0,0.0,4801379.0,53504845.0,145748549.0,16711407.0,46688553.0,30914465.0,531844985.0,550856030.0,10442886.0,0.0,2203.0,3918.0,0.0,0.0,393.0,11622.0,5840.0,2906.0,16097.0,2585.0,116328.0,34676.0,818.0,0.0,64018880.0,41397669.0,0.0,0.0,11151591.0,96163193.0,262623806.0,39082204.0,83854196.0,40303329.0,755427138.0,1100438368.0,24694745.0,0.0,12198.0,15029.0,0.0,0.0,2347.0,49982.0,26951.0,12087.0,50435.0,7935.0,370947.0,161991.0,6343.0,0.0,432645486.0,167837315.0,0.0,0.0,65921869.0,489466447.0,1244058724.0,166125229.0,299113970.0,140997556.0,2519773256.0,5653244220.0,381211950.0
11190680,19990.0,3751.0,1499.0,410.0,1814.0,548.0,2005.0,534.0,1850.0,451.0,479.0,492.5,18.764382191095542,12.769928019194882,13.129832044788056,22.0,202.0,103.0,46.0,429.0,24.0,29.0,48.0,23.0,8.0,14.0,24.0,61.0,17.0,8.392000000000001,99.184,1714,4957,0,0,0,0,0.0,0.0,0.65,2954616.0,16987.0,1826.0,2784.0,2634.0,289.0,619.0,1.0,0.0,1865.0,4264.0,0.0,581.0,20.0,2509.0,265.0,56.0,25131.0,182.0,82097.0,16417.0,693.0,0.0,70107846.0,38632551.0,0.0,8073142.0,617651.0,19271886.0,7134104.0,1059002.0,143725153.0,2815648.0,474423337.0,512774140.0,40318721.0,0.0,3995.0,5751.0,0.0,1407.0,20.0,7788.0,812.0,463.0,35882.0,305.0,94763.0,35348.0,2257.0,0.0,178157758.0,57428299.0,0.0,19596631.0,1008830.0,77581145.0,21668150.0,12015857.0,215567323.0,4740841.0,624662900.0,1187424807.0,112802480.0,0.0,16285.0,24138.0,0.0,5046.0,381.0,41465.0,5762.0,2409.0,132142.0,1523.0,306816.0,192329.0,8691.0,0.0,700252542.0,266851007.0,0.0,82864156.0,23272580.0,450677739.0,184457368.0,63176690.0,879995963.0,25233682.0,2035737636.0,7379036763.0,494592331.0
11190690,11740.0,1313.0,1059.0,143.0,1083.0,159.0,1199.0,167.0,1201.0,142.0,151.0,154.5,11.183986371379898,11.5003808073115,11.766945925361767,22.0,202.0,103.0,46.0,429.0,24.0,29.0,48.0,23.0,8.0,14.0,24.0,61.0,17.0,8.392000000000001,99.184,1006,3447,0,0,0,0,0.0,0.0,0.64,3616070.0,12751.0,1667.0,1824.0,2693.0,318.0,515.0,0.0,0.0,162.0,4527.0,0.0,0.0,0.0,2711.0,513.0,691.0,7180.0,23584.0,17771.0,2979.0,6515.0,0.0,2986758.0,37209037.0,0.0,0.0,0.0,17709777.0,10039215.0,20910966.0,53875180.0,207570490.0,117604707.0,70107944.0,297156056.0,0.0,283.0,8014.0,0.0,0.0,0.0,4393.0,1208.0,1035.0,6976.0,25025.0,16303.0,5998.0,6621.0,0.0,4925836.0,64080668.0,0.0,0.0,0.0,32267329.0,26338303.0,30154089.0,57433232.0,223044987.0,101847149.0,164992469.0,291622989.0,0.0,1993.0,28540.0,0.0,0.0,0.0,16680.0,7748.0,5808.0,25866.0,84784.0,56829.0,37082.0,26158.0,0.0,55267849.0,243254880.0,0.0,0.0,0.0,145503076.0,189774672.0,170672809.0,224374701.0,785023656.0,383608504.0,1348570546.0,1150686512.0
11140700,16225.0,2473.0,1281.0,242.0,1390.0,289.0,1832.0,338.0,1861.0,312.0,265.5,325.0,15.24191063174114,10.73594824100283,13.141932875050546,28.0,118.0,39.0,27.0,215.0,62.0,18.0,10.0,7.0,10.0,14.0,29.0,21.0,5.0,7.844999999999999,99.156,1984,4851,0,1,0,1,0.0,0.0,0.67,2912810.0,19167.0,2088.0,2843.0,5201.0,652.0,971.0,0.0,11.0,2233.0,2005.0,14.0,0.0,0.0,12808.0,1784.0,1326.0,16744.0,10756.0,57696.0,14808.0,527.0,596961.0,76835063.0,17728936.0,1316310.0,0.0,0.0,144098795.0,52010777.0,37788457.0,99137506.0,101331395.0,354278597.0,469689303.0,25713852.0,76.0,4341.0,6187.0,14.0,0.0,0.0,16434.0,4718.0,1932.0,25374.0,15914.0,80692.0,23652.0,805.0,3690304.0,186627974.0,56119794.0,1801267.0,0.0,0.0,180292537.0,136441864.0,53265871.0,149994063.0,155751696.0,564730893.0,756557668.0,38644839.0,115.0,17157.0,23309.0,55.0,0.0,0.0,68560.0,19090.0,8488.0,77751.0,56794.0,279869.0,102117.0,2192.0,7683208.0,614868937.0,221643395.0,5819477.0,0.0,0.0,790953379.0,533569331.0,243213100.0,479150858.0,596027779.0,2024564721.0,3264001624.0,105006265.0
11190720,27148.0,4075.0,1805.0,198.0,2517.0,297.0,2849.0,449.0,2467.0,337.0,247.5,393.0,15.010313835273315,6.073619631901841,9.644171779141104,29.0,162.0,65.0,14.0,302.0,6.0,9.0,276.0,15.0,4.0,13.0,16.0,30.0,13.0,8.392000000000001,99.184,3423,9446,0,1,0,1,0.0,0.0,0.95,2907933.0,24878.0,2612.0,3688.0,6057.0,635.0,1258.0,1.0,0.0,713.0,4551.0,0.0,0.0,0.0,3099.0,10093.0,457.0,13105.0,337.0,154209.0,9822.0,595.0,0.0,14682507.0,42522704.0,0.0,0.0,0.0,26021372.0,451336870.0,13274511.0,81332037.0,11836628.0,896855505.0,326982358.0,47694335.0,0.0,1537.0,6533.0,0.0,0.0,0.0,7842.0,35227.0,863.0,21856.0,800.0,255970.0,29011.0,2223.0,0.0,47293180.0,58591791.0,0.0,0.0,0.0,72684004.0,2331717656.0,20072201.0,147679633.0,14494302.0,1871788326.0,1238080870.0,215047028.0,0.0,7367.0,30071.0,0.0,0.0,0.0,33761.0,94579.0,5411.0,65472.0,3799.0,878376.0,158139.0,12202.0,0.0,213204039.0,399448495.0,0.0,0.0,0.0,343856480.0,6064347298.0,148020547.0,484299228.0,97961837.0,6502829965.0,6035321940.0,897601165.0
