ADM_CD,사업체수_2022,종사자수_2022,농업 임업 및 어업,광업,제조업,전기 가스 증기 및 공기조절 공급업,수도 하수 및 폐기물 처리 원료 재생업,건설업,도매 및 소매업,운수 및 창고업,숙박 및 음식점업,정보통신업,금융 및 보험업,부동산업,전문 과학 및 기술 서비스업,사업시설 관리 사업 지원 및 임대 서비스업,공공행정 국방 및 사회보장 행정,교육 서비스업,보건업 및 사회복지 서비스업,예술 스포츠 및 여가관련 서비스업, 협회 및 단체 수리 및 기타 개인 서비스업,면적,금융기관_2022,금융기관_2023,유통업체수_2022,대형마트,백화점,전문점,쇼핑센터,복합쇼핑몰,그밖의 대규모점포,유통업체수_대형마트외,주택수_2020,단독주택수,일반단독주택,다가구주택,영업겸용주택,아파트,연립주택,다세대주택,비거주용건물내주택,대학교,기타대학
11080580.0,710,2191,0,0,99,1,0,226,296,113,104,36,11,107,32,48,20,754,215,34,95,0.49,0,0,0,0,0,0,0,0,0,0,5778,164,96,50,18,5341,80,184,9,0.0,0.0
11080590.0,970,3107,0,0,22,1,0,73,454,98,92,101,14,109,83,1031,69,409,197,95,259,0.48,0,0,3,0,0,0,0,0,3,3,8240,47,32,13,0,7791,20,379,0,0.0,0.0
11080600.0,1948,13977,0,0,449,5,4,174,1288,169,1410,292,79,145,1048,110,29,4515,3765,129,366,1.33,0,0,0,0,0,0,0,0,0,0,4022,1179,301,665,213,1209,214,1282,138,1.0,0.0
11080610.0,1865,6843,0,0,841,12,35,1686,1112,377,373,79,122,150,231,221,87,365,857,53,242,0.56,0,0,2,0,0,0,0,0,2,2,4580,988,309,502,177,2491,42,965,94,0.0,0.0
11080620.0,1281,2575,0,0,168,0,3,205,484,261,274,71,27,140,68,115,24,184,319,60,172,0.44,0,0,1,0,0,0,0,0,1,1,5856,577,188,280,109,4535,72,628,44,0.0,0.0
11080630.0,1482,3574,0,0,108,0,1,326,766,337,364,82,49,139,82,69,51,329,593,93,185,1.17,0,0,0,0,0,0,0,0,0,0,8211,923,548,290,85,3105,739,3401,43,0.0,0.0
11080640.0,1014,5781,0,0,166,2,0,67,398,398,369,96,22,91,757,30,23,2732,290,54,286,3.71,0,0,0,0,0,0,0,0,0,0,5359,1537,1103,299,135,756,1148,1860,58,2.0,0.0
11080650.0,1571,5100,0,0,220,3,8,189,608,1018,412,65,33,155,173,58,66,1110,605,175,202,3.13,0,0,0,0,0,0,0,0,0,0,8993,590,296,200,94,5173,876,2303,51,0.0,0.0
11080660.0,1683,4321,6,0,82,1,0,67,804,220,396,97,77,233,99,43,105,1184,580,130,197,0.79,0,0,4,0,0,0,0,0,4,4,11859,97,35,47,15,11470,37,234,21,0.0,0.0
11080680.0,1700,5729,0,0,92,0,1,130,1482,146,772,259,25,245,191,119,28,277,1520,162,280,0.58,0,0,3,2,1,0,0,0,0,1,5855,519,263,174,82,5152,32,113,39,0.0,0.0
11080840.0,2876,8754,0,0,955,0,0,350,1272,424,865,291,402,261,218,127,356,935,1794,168,336,1.46,0,0,0,0,0,0,0,0,0,0,12235,1419,466,751,202,8072,328,2296,120,0.0,0.0
11080710.0,1879,5642,0,0,684,1,71,176,898,283,426,248,146,156,477,249,85,567,774,100,301,0.81,0,0,1,0,0,0,0,0,1,1,8267,1021,310,543,168,6228,93,882,43,0.0,0.0
11080720.0,2148,10740,0,0,903,2,4,226,1137,228,793,111,56,187,2605,1455,281,905,1264,212,371,1.36,0,0,2,1,0,0,0,0,1,1,5672,1213,355,669,189,3384,172,815,88,0.0,0.0
11080760.0,1649,3302,0,0,719,0,1,250,653,234,300,25,50,110,46,43,30,305,290,38,208,0.7,0,0,0,0,0,0,0,0,0,0,6134,1482,511,824,147,90,462,4010,90,0.0,0.0
11080770.0,1510,3903,0,0,1067,0,45,195,565,215,271,101,54,94,73,66,27,199,724,35,172,0.67,0,0,0,0,0,0,0,0,0,0,4120,1751,501,1049,201,347,196,1731,95,0.0,0.0
11080780.0,862,2118,0,0,262,0,27,119,364,179,146,16,10,139,31,12,54,337,313,29,80,0.65,0,0,0,0,0,0,0,0,0,0,6078,909,466,384,59,4619,199,327,24,0.0,0.0
11080850.0,3076,9478,0,0,1016,1,62,981,1718,1008,899,88,72,241,142,131,70,1560,887,205,397,1.73,0,0,0,0,0,0,0,0,0,0,10472,2582,856,1333,393,4830,99,2850,111,0.0,1.0
11090690.0,1546,4098,0,0,404,0,2,348,672,409,255,51,25,130,90,320,61,543,481,87,220,0.91,0,0,2,1,0,0,0,0,1,1,7808,1885,870,839,176,2647,612,2606,58,0.0,0.0
11090700.0,2297,7190,0,0,522,85,14,315,1074,199,855,128,349,229,145,318,222,1272,984,124,355,0.93,0,0,0,0,0,0,0,0,0,0,6555,1470,211,1017,242,1100,444,3450,91,0.0,1.0
11090710.0,2965,9122,0,0,682,0,0,268,1716,338,1574,177,514,237,226,650,292,665,1014,259,510,1.01,0,0,3,0,1,0,2,0,0,3,8803,1991,505,1214,272,2985,475,3261,91,0.0,0.0
11090720.0,2573,7199,2,0,1160,1,31,326,1143,396,877,59,122,217,244,111,230,723,905,108,544,0.9,0,0,1,0,0,0,0,0,1,1,7165,3011,909,1734,368,1255,208,2568,123,0.0,0.0
11090730.0,1444,3154,0,0,67,0,1,102,620,232,365,96,26,146,67,57,55,633,470,66,151,0.62,0,0,0,0,0,0,0,0,0,0,11376,50,13,21,16,11291,0,24,11,0.0,0.0
11090600.0,2453,9763,0,0,277,2,76,477,1313,340,1089,152,1689,329,382,717,433,432,1361,326,368,0.66,0,0,1,0,0,0,0,0,1,1,4529,1672,261,1183,228,880,86,1803,88,0.0,0.0
11090610.0,912,3692,0,0,312,1,173,193,462,720,137,65,7,84,49,52,374,153,615,106,189,0.95,0,0,0,0,0,0,0,0,0,0,6723,290,86,156,48,2625,224,3558,26,0.0,0.0
11090620.0,1153,3359,0,0,276,4,2,148,470,589,249,31,14,134,48,24,52,253,688,251,126,1.1,0,0,0,0,0,0,0,0,0,0,7257,35,5,12,18,6861,66,271,24,0.0,0.0
11090630.0,1953,5784,0,0,465,1,0,200,1063,628,529,36,73,164,88,116,99,698,1196,138,290,1.67,0,0,2,0,0,0,0,0,2,2,6781,1541,579,736,226,622,494,4051,73,0.0,0.0
11090640.0,1840,4646,0,0,503,1,0,564,810,277,449,74,27,161,61,394,59,135,768,73,290,0.57,0,0,1,0,0,0,0,0,1,1,7243,868,154,532,182,2640,204,3412,119,0.0,0.0
11090650.0,3168,9842,0,0,554,0,0,276,1388,313,2227,196,801,276,278,182,1545,180,790,341,495,0.72,0,0,1,0,0,0,0,0,1,1,5962,1793,230,1237,326,301,247,3485,136,0.0,0.0
11090740.0,1582,5534,0,0,176,0,71,228,627,1570,1019,42,4,104,82,562,22,157,480,127,263,10.28,0,0,0,0,0,0,0,0,0,0,7122,1134,425,573,136,856,640,4415,77,0.0,0.0
11090750.0,2228,6476,0,0,372,0,9,353,797,628,472,120,29,104,155,475,119,541,1856,115,331,3.28,0,0,1,0,0,0,0,0,1,1,10128,1817,566,968,283,670,1089,6427,125,0.0,0.0
11100590.0,2145,4124,0,0,120,0,6,157,712,786,452,140,122,181,85,41,53,470,447,118,234,0.88,0,0,0,0,0,0,0,0,0,0,9024,399,37,272,90,7314,293,976,42,0.0,0.0
11100600.0,1990,4563,0,0,695,0,3,292,910,523,334,44,25,173,127,56,61,243,706,84,287,1.05,0,0,2,0,0,0,0,0,2,2,8798,665,52,443,170,2942,343,4788,60,0.0,0.0
11100610.0,1235,2195,0,0,204,0,0,137,410,265,304,13,25,60,24,25,25,176,334,41,152,0.67,0,0,0,0,0,0,0,0,0,0,3977,1083,161,692,230,1163,120,1571,40,0.0,0.0
11100620.0,1860,7618,3,0,87,0,5,732,1532,605,567,186,523,315,424,383,542,764,498,225,227,0.95,0,0,0,0,0,0,0,0,0,0,10132,0,0,0,0,10045,48,38,0,0.0,0.0
11100630.0,2542,7388,0,0,183,1,0,188,1233,1186,844,77,82,225,206,133,190,781,1233,147,679,0.7,0,0,1,1,0,0,0,0,0,0,8681,146,15,101,30,6948,112,1428,47,0.0,0.0
11100640.0,2034,7210,0,0,445,0,67,226,1023,1329,739,46,45,126,103,1281,70,441,790,137,342,8.72,0,0,0,0,0,0,0,0,0,0,6964,1140,247,693,200,1107,659,3922,136,0.0,0.0
11100650.0,1978,7740,0,0,175,2,13,328,802,1042,409,79,72,740,490,349,849,386,1614,91,299,0.83,0,0,2,0,0,0,0,0,2,2,9542,495,116,300,79,8553,45,415,34,0.0,0.0
11100510.0,1406,4280,0,0,193,0,0,157,620,527,303,147,26,75,112,80,57,1202,533,96,152,1.24,0,0,0,0,0,0,0,0,0,0,7530,948,338,499,111,1971,753,3811,47,1.0,0.0
11100520.0,1674,5013,0,0,353,8,51,320,816,490,501,36,71,158,84,92,55,372,1132,111,363,0.54,0,0,1,0,0,0,0,0,1,1,6473,645,125,418,102,2973,270,2533,52,0.0,0.0
11100530.0,1332,5001,0,0,234,0,22,224,784,160,455,383,29,673,50,47,55,177,1411,66,231,0.5,0,0,0,0,0,0,0,0,0,0,5022,814,120,555,139,1930,171,2055,52,0.0,0.0
11100540.0,946,2147,0,0,39,1,0,67,318,200,130,25,1,91,31,57,26,840,161,39,121,0.52,0,0,0,0,0,0,0,0,0,0,6835,91,38,39,14,6120,88,525,11,0.0,0.0
11100550.0,2976,13765,0,0,542,1,9,509,1565,945,1144,166,175,363,635,1036,2340,535,2883,208,709,0.69,0,0,1,1,0,0,0,0,0,0,8331,1070,55,781,234,4495,352,2314,100,0.0,0.0
11100560.0,1563,3052,0,0,350,1,1,207,690,300,289,20,11,101,34,62,28,186,539,33,200,0.74,0,0,0,0,0,0,0,0,0,0,6149,1072,70,782,220,234,845,3907,91,0.0,0.0
11100570.0,1512,3522,0,0,67,0,1,158,558,613,295,63,23,152,66,115,64,442,687,92,126,2.62,0,0,1,0,0,0,0,0,1,1,9698,65,38,11,16,9237,45,337,14,0.0,0.0
11110510.0,1808,6469,0,0,299,4,2,236,769,752,826,68,43,164,276,139,23,1618,742,211,297,1.16,0,0,0,0,0,0,0,0,0,0,7568,638,151,392,95,4503,239,2124,64,1.0,0.0
11110520.0,1404,3867,0,0,168,0,1,102,480,661,211,87,0,160,134,65,59,1165,367,80,127,1.94,0,0,0,0,0,0,0,0,0,0,11477,131,19,85,27,10866,173,294,13,0.0,1.0
11110530.0,1519,4702,0,0,32,0,22,107,1015,944,401,90,21,198,145,85,90,486,865,58,143,1.17,0,0,1,0,0,0,1,0,0,1,12688,45,14,25,6,12617,0,16,10,0.0,0.0
11110790.0,3937,13843,0,0,707,0,33,1135,2049,982,1595,295,292,406,673,1069,119,763,2734,228,763,1.41,0,0,1,0,0,0,0,0,1,1,13582,794,27,512,255,9072,307,3282,127,0.0,0.0
11110560.0,2777,13128,2,0,593,2,0,154,1214,762,1050,216,94,406,740,185,31,4609,2189,533,348,6.82,0,0,0,0,0,0,0,0,0,0,12923,538,47,378,113,10880,325,1122,58,3.0,1.0
11110580.0,1587,8800,0,0,299,4,0,297,1058,608,733,130,30,242,216,808,732,1206,1881,247,309,1.55,0,0,1,0,0,0,0,0,1,1,10466,152,32,67,53,9283,440,560,31,0.0,0.0
11110590.0,792,1716,0,0,28,0,0,77,345,192,87,58,15,109,52,31,22,392,227,10,71,0.51,0,0,0,0,0,0,0,0,0,0,8160,0,0,0,0,8160,0,0,0,0.0,0.0
11110600.0,1699,5989,0,0,144,6,0,93,676,268,500,259,36,250,62,804,24,1935,487,225,220,1.97,0,0,1,0,0,0,0,0,1,1,8088,767,690,45,32,6158,192,933,38,0.0,0.0
11110610.0,1469,4299,0,0,25,2,0,71,718,181,504,62,57,277,53,49,67,1578,323,124,208,0.63,0,0,1,1,0,0,0,0,0,0,8743,0,0,0,0,8733,0,0,6,0.0,0.0
11110640.0,1454,4293,0,0,45,0,0,200,714,217,621,42,73,217,37,33,24,741,985,170,174,1.7,0,0,0,0,0,0,0,0,0,0,7706,95,29,44,22,7317,25,230,39,0.0,0.0
11110780.0,2047,5673,0,0,115,1,1,163,1322,438,521,150,35,231,83,136,93,1039,826,217,302,0.9,0,0,4,1,1,0,0,0,2,3,14301,0,0,0,0,14245,56,0,0,0.0,0.0
11110650.0,4050,10593,0,0,229,3,29,550,1681,2060,955,173,42,326,304,1355,93,848,1273,167,505,5.62,0,0,1,0,0,0,0,0,1,1,13410,326,38,183,105,10902,418,1686,78,0.0,0.0
11110660.0,3346,10937,1,0,279,0,19,304,2432,515,2420,107,182,425,312,362,60,597,1795,294,833,0.61,0,0,3,0,1,0,0,0,2,3,6042,674,44,452,178,3908,200,1181,79,0.0,0.0
11110760.0,1967,4951,0,0,223,4,2,272,888,1147,285,61,11,156,78,108,74,206,1068,81,287,5.05,0,0,0,0,0,0,0,0,0,0,9292,1410,925,411,74,5308,871,1647,56,0.0,0.0
11110690.0,2719,6101,3,0,435,1,37,760,890,485,477,65,41,182,132,652,27,267,1126,138,383,1.01,0,0,1,0,0,0,0,0,1,1,7347,1044,114,736,194,4133,202,1873,95,0.0,0.0
11110770.0,2784,16458,1,0,65,292,0,189,1477,336,1351,216,2281,510,250,309,2208,1602,4709,201,461,1.11,0,0,0,0,0,0,0,0,0,0,13648,0,0,0,0,13647,0,0,0,1.0,0.0
11110720.0,815,2077,0,0,18,0,1,54,359,126,167,29,50,101,22,27,20,536,409,77,81,0.67,0,0,0,0,0,0,0,0,0,0,9090,0,0,0,0,9090,0,0,0,0.0,0.0
11110730.0,1035,2761,0,0,37,0,0,67,469,284,169,33,52,139,41,24,73,814,404,27,128,0.81,0,0,0,0,0,0,0,0,0,0,8260,0,0,0,0,8258,0,0,0,0.0,0.0
11110740.0,809,2541,0,0,13,0,28,39,317,835,144,44,32,107,63,35,81,453,198,52,100,0.8,0,0,0,0,0,0,0,0,0,0,6422,0,0,0,0,6422,0,0,0,0.0,0.0
11120510.0,2838,13292,0,0,367,88,39,854,1645,319,937,330,69,388,576,361,3952,707,1911,174,575,1.79,0,0,0,0,0,0,0,0,0,0,12546,1058,199,681,178,5206,540,5653,89,0.0,0.0
11120520.0,2393,7006,0,0,130,1,0,215,1111,267,671,173,590,334,464,82,747,554,1001,198,468,3.13,0,0,2,0,0,0,1,0,1,2,13601,1113,373,573,167,7280,489,4643,76,0.0,0.0
11120720.0,1875,4648,0,0,133,1,1,158,932,214,441,77,43,135,83,203,341,597,870,94,325,1.38,0,0,2,0,0,0,1,0,1,2,8970,1618,480,958,180,882,483,5920,67,0.0,0.0
11120550.0,1765,4933,0,0,162,0,0,153,728,179,1040,52,306,188,198,34,35,233,1145,167,313,0.97,0,0,0,0,0,0,0,0,0,0,7330,1482,659,635,188,928,493,4315,112,0.0,0.0
11120560.0,2311,6656,7,0,197,0,2,271,1336,245,1064,91,82,165,101,73,98,1316,1091,162,355,0.96,0,0,0,0,0,0,0,0,0,0,9400,930,260,468,202,1406,413,6533,118,0.0,0.0
11120570.0,2077,6849,0,0,277,0,2,230,788,925,347,69,29,164,104,293,33,1088,2081,122,297,1.38,0,0,0,0,0,0,0,0,0,0,10543,738,228,351,159,2645,571,6531,58,0.0,0.0
11120580.0,3364,7674,1,0,244,1,1,316,1835,238,1216,402,412,424,170,108,79,538,1125,168,396,0.85,0,0,3,0,0,0,2,0,1,3,8662,1190,246,698,246,2061,159,5134,118,0.0,0.0
11120590.0,2690,8300,0,0,261,59,16,758,1791,332,985,223,119,315,319,261,345,675,1349,171,321,1.2,0,0,1,1,0,0,0,0,0,0,7341,607,110,362,135,2762,198,3697,77,0.0,0.0
11120600.0,1400,2991,0,0,104,0,0,209,556,196,290,79,64,177,69,40,57,250,690,54,156,0.78,0,0,1,0,0,0,0,0,1,1,9263,466,112,282,72,7485,57,1224,31,0.0,0.0
11120730.0,2410,5916,0,0,374,0,1,505,1136,335,960,69,59,168,120,75,44,656,896,155,363,0.63,0,0,2,0,0,0,0,0,2,2,6999,1294,176,873,245,925,105,4551,124,0.0,0.0
11120740.0,3612,8883,0,0,415,1,19,957,1619,571,1024,168,66,214,228,448,112,608,1607,202,624,1.16,0,0,1,0,0,0,0,0,1,1,14882,1488,299,822,367,1782,493,10943,176,0.0,0.0
11120650.0,2002,5311,0,0,232,1,2,835,893,391,507,160,28,200,145,141,34,397,1001,93,251,0.84,0,0,0,0,0,0,0,0,0,0,9417,589,155,267,167,2999,476,5291,62,1.0,0.0
11120660.0,2220,4485,0,0,123,0,40,221,548,1384,188,93,23,108,89,221,84,574,589,48,152,1.0,0,0,0,0,0,0,0,0,0,0,6580,1056,347,571,138,2394,383,2690,57,0.0,0.0
11120670.0,1401,4382,0,0,238,0,15,419,714,644,296,130,35,188,119,136,30,351,804,107,156,0.81,0,0,1,0,0,0,0,0,1,1,4864,771,236,436,99,1857,600,1598,38,0.0,0.0
11120680.0,836,2734,0,0,72,0,43,55,507,997,164,50,39,168,49,44,56,134,191,39,126,1.29,0,0,2,1,0,0,0,0,1,1,3114,280,138,102,40,2192,150,467,25,0.0,0.0
11120710.0,3236,13637,0,0,126,0,91,200,1910,1309,1676,411,134,655,406,111,328,2082,3305,421,472,11.53,0,0,1,0,0,0,1,0,0,1,17146,257,205,32,20,16634,220,20,15,0.0,0.0
11130520.0,1133,3379,0,0,107,2,0,146,532,88,421,268,35,113,98,60,104,603,419,183,200,0.97,0,0,0,0,0,0,0,0,0,0,6081,522,120,328,74,5109,112,306,32,1.0,0.0
11130740.0,1195,2724,0,0,274,0,1,53,531,153,272,47,43,161,77,50,96,320,430,46,170,0.46,0,0,0,0,0,0,0,0,0,0,5298,702,188,433,81,4099,95,360,42,0.0,0.0
11130730.0,2865,22803,0,0,202,2,271,1758,2788,683,1110,1675,2684,457,2537,2840,2811,1351,506,97,1031,1.12,0,0,0,0,0,0,0,0,0,0,6573,1350,541,684,125,3197,544,1428,54,2.0,0.0
11130750.0,5125,37272,0,0,236,1,0,146,2790,234,4572,1511,304,741,4747,1463,313,10532,8107,441,1134,2.63,0,0,3,0,1,0,0,0,2,3,5570,1114,182,704,228,1565,249,2476,166,2.0,0.0
11130760.0,3247,12995,0,0,479,2,28,1086,2161,397,1557,526,100,373,951,366,1984,1156,1076,290,463,3.05,0,0,1,0,0,0,0,0,1,1,11675,2543,500,1757,286,3273,1247,4455,157,0.0,0.0
11130620.0,1575,5949,1,0,141,0,1,1604,718,228,492,85,104,225,137,220,59,855,665,101,313,1.23,0,0,0,0,0,0,0,0,0,0,8022,619,115,399,105,4961,553,1824,65,0.0,1.0
11130640.0,1427,4036,0,0,149,0,0,133,735,173,520,88,64,177,80,193,146,399,890,65,224,0.81,0,0,1,0,0,0,0,0,1,1,4969,881,238,513,130,2469,195,1364,60,0.0,0.0
11130650.0,803,2263,0,0,68,0,202,68,361,73,260,29,16,102,111,95,18,96,547,63,154,1.05,0,0,0,0,0,0,0,0,0,0,4993,257,41,180,36,4109,58,545,24,0.0,1.0
11130660.0,1475,2997,0,0,128,47,2,119,641,255,329,92,29,189,88,39,85,269,447,54,184,1.58,0,0,1,0,0,0,0,0,1,1,7308,1132,434,578,120,5041,274,808,53,0.0,0.0
11130680.0,2046,6628,0,0,187,0,21,523,771,694,702,227,23,164,128,162,59,1889,701,131,246,2.06,0,0,0,0,0,0,0,0,0,0,9267,959,154,689,116,2514,895,4840,59,0.0,1.0
11130690.0,963,2783,0,0,56,0,0,61,501,80,381,97,66,125,72,42,19,332,717,56,178,0.51,0,0,2,0,0,0,0,0,2,2,5609,43,0,23,19,5250,186,104,26,0.0,0.0
11130700.0,2033,5877,0,0,157,0,109,296,885,240,764,118,55,159,119,68,67,1701,688,157,294,0.77,0,0,1,0,0,0,0,0,1,1,8979,995,87,705,203,5759,124,2023,78,1.0,0.0
11130710.0,1564,3803,0,0,80,0,0,151,484,1316,234,113,26,147,103,30,20,467,443,44,145,0.55,0,0,0,0,0,0,0,0,0,0,6089,286,24,231,31,4770,192,821,20,0.0,0.0
11130720.0,2976,6099,0,0,303,1,18,546,824,1263,584,145,90,209,123,315,95,384,703,141,355,0.84,0,0,0,0,0,0,0,0,0,0,10603,1197,101,904,192,2016,737,6556,97,0.0,0.0
11140780.0,2353,14050,0,0,197,0,16,261,1443,417,801,1394,1704,479,3317,1079,616,759,950,142,475,0.76,0,0,0,0,0,0,0,0,0,0,9091,230,92,56,82,8705,13,106,37,0.0,0.0
11140770.0,3617,20120,4,0,806,3,12,4384,2491,515,1174,1729,1419,1075,1460,1815,862,461,1144,145,621,1.01,0,0,3,1,0,0,0,0,2,2,11878,1657,621,778,258,7071,203,2839,108,0.0,0.0
11140750.0,3036,19024,1,0,175,2,0,731,1963,1222,1531,1804,1265,721,1514,5607,213,501,998,131,645,0.62,0,0,0,0,0,0,0,0,0,0,7170,510,141,271,98,6067,38,520,35,0.0,1.0
11140590.0,3991,19926,1,0,249,92,16,1412,3719,1655,1412,1800,792,669,1929,3009,368,887,921,236,759,0.84,0,0,0,0,0,0,0,0,0,0,7309,218,60,98,60,6067,72,899,53,0.0,0.0
11140600.0,1938,9609,0,0,179,1,3,129,864,134,931,465,771,340,590,187,25,3330,903,202,555,0.87,0,0,0,0,0,0,0,0,0,0,3335,1066,320,602,144,1591,6,601,71,1.0,0.0
11140610.0,1037,5052,0,0,111,0,1,120,632,447,567,371,155,151,150,834,20,867,412,49,165,0.44,0,0,0,0,0,0,0,0,0,0,3186,564,186,281,97,1931,24,626,41,0.0,0.0
11140630.0,2258,6949,6,0,175,1,7,387,1368,553,453,495,121,249,660,381,536,569,604,89,295,0.78,0,0,1,0,0,0,0,0,1,1,7508,651,119,381,151,5227,171,1387,72,0.0,0.0
11140760.0,2679,9684,0,0,229,288,4,573,1392,167,949,1039,88,333,648,850,82,1888,574,175,405,1.45,0,0,1,0,0,0,0,0,1,1,8454,610,124,364,122,5609,178,1973,84,1.0,0.0
11140660.0,12734,63225,1,0,997,2,30,2600,10979,1876,8995,11030,2059,1919,6529,6707,201,2835,2216,1245,3004,1.65,0,0,6,1,0,1,1,0,3,5,9189,1361,275,710,376,2420,355,4613,440,0.0,0.0
11140680.0,3916,13670,0,0,310,1,54,1566,2208,605,1763,2465,843,359,1381,376,32,370,696,216,425,1.72,0,0,1,0,0,0,0,0,1,1,6319,666,108,430,128,1070,282,4164,137,0.0,0.0
11140690.0,3051,6853,0,0,256,0,4,463,1336,636,1266,381,69,195,434,452,84,118,654,187,318,1.13,0,0,0,0,0,0,0,0,0,0,7047,920,158,556,206,1492,434,4082,119,0.0,0.0
11140700.0,1984,4851,0,0,217,0,5,418,956,263,625,351,50,220,280,254,20,361,351,89,391,0.67,0,0,1,0,0,0,0,0,1,1,6467,421,32,248,141,2629,262,3054,101,0.0,0.0
11140710.0,3112,8720,0,0,279,2,0,714,1405,124,2274,1224,20,362,797,430,68,433,163,114,311,0.64,0,0,1,0,0,0,0,0,1,1,5648,1174,297,658,219,881,250,3210,133,0.0,0.0
11140720.0,2479,10128,0,0,287,0,153,2393,1378,503,594,1149,43,209,1102,450,83,637,590,194,363,0.8,0,0,0,0,0,0,0,0,0,0,6662,761,152,448,161,654,474,4681,92,0.0,0.0
11140730.0,3483,12889,0,0,134,0,38,1190,1702,641,652,325,38,369,544,2092,2038,864,1090,501,671,2.07,0,0,2,1,0,0,0,0,1,1,13092,462,79,315,68,9927,340,2318,45,0.0,0.0
11140740.0,3848,49928,0,0,811,125,87,827,5681,1830,2789,26191,1043,664,3651,1224,1210,1496,1129,486,684,8.4,0,0,0,0,0,0,0,0,0,0,9956,347,91,136,120,8966,40,570,33,0.0,0.0
11150510.0,3879,22768,0,0,115,3,15,748,4642,351,2983,3891,1521,590,646,1057,603,2570,1572,537,924,1.41,0,0,3,1,1,0,1,0,0,2,7768,132,17,72,43,7368,42,197,29,0.0,0.0
11150520.0,1997,5102,0,0,127,0,0,394,1105,286,470,299,40,358,179,145,42,362,649,170,476,1.03,0,0,1,0,0,0,0,0,1,1,10552,586,57,402,127,2889,512,6498,67,0.0,0.0
11150530.0,1910,5418,0,0,169,0,11,279,1133,252,565,119,91,191,185,691,84,315,881,127,325,0.53,0,0,2,0,0,0,0,0,2,2,7164,555,59,360,136,2243,124,4188,54,0.0,0.0
11150540.0,2029,4679,0,0,169,1,88,325,1041,224,575,103,55,157,118,42,27,701,653,128,272,0.57,0,0,2,0,0,0,0,0,2,2,7503,637,34,438,165,2833,282,3680,71,0.0,0.0
11150710.0,2291,10551,0,0,57,202,88,202,1076,49,832,497,202,419,365,107,102,3295,2381,349,328,1.81,0,0,0,0,0,0,0,0,0,0,12391,0,0,0,0,12390,0,0,0,0.0,0.0
11150570.0,2163,5423,0,0,707,0,2,646,1196,605,543,44,44,137,36,99,69,122,660,91,422,0.65,0,0,2,0,0,0,0,0,2,2,6314,1106,81,810,215,1330,445,3320,113,0.0,0.0
11150580.0,1575,4722,0,0,386,0,21,1264,712,468,220,67,43,147,103,111,23,459,368,43,287,0.61,0,0,1,0,0,0,0,0,1,1,7374,273,9,186,78,3882,808,2368,43,0.0,0.0
11150590.0,1387,5202,0,0,467,0,0,706,710,899,290,26,13,52,92,80,67,595,981,70,154,0.87,0,0,1,0,0,0,0,0,1,1,4371,1147,133,854,160,1167,156,1854,47,0.0,0.0
11150600.0,1561,3773,0,0,230,1,8,339,632,703,405,34,63,149,60,91,23,308,452,40,235,0.52,0,0,0,0,0,0,0,0,0,0,6145,177,8,98,71,3416,377,2150,25,0.0,0.0
11150610.0,1298,4412,0,1,376,0,2,338,703,289,344,23,16,81,87,815,224,385,416,89,223,0.69,0,0,0,0,0,0,0,0,0,0,4715,470,31,324,115,1457,388,2355,45,0.0,0.0
11150620.0,2067,3890,0,0,111,0,47,166,483,1472,243,31,47,127,63,50,0,305,546,68,131,0.41,0,0,1,0,0,0,0,0,1,1,5099,54,0,21,32,4413,49,569,14,0.0,0.0
11150630.0,1659,5449,0,0,406,0,14,598,707,1089,285,44,9,133,74,182,756,268,556,103,225,1.19,0,0,2,0,0,0,0,0,2,2,8547,66,0,15,48,3291,187,4937,66,0.0,0.0
11150640.0,1526,6028,0,0,124,1,0,746,694,89,656,87,65,284,311,109,1081,717,692,99,273,0.7,0,0,2,0,0,0,0,0,2,2,6041,287,14,161,112,5440,0,268,46,0.0,0.0
11150650.0,1558,4352,0,0,85,3,0,138,774,176,554,35,49,223,180,86,22,1099,525,121,282,0.52,0,0,1,0,0,0,0,0,1,1,6119,312,30,187,95,5244,78,419,66,0.0,0.0
11150660.0,3383,10027,0,0,258,1,1,455,1169,2641,544,186,73,356,167,389,135,1283,1718,170,481,2.72,0,0,0,0,0,0,0,0,0,0,15440,549,78,422,49,13635,73,1158,25,0.0,0.0
11150720.0,4577,17493,0,0,634,1,34,3026,2512,724,1427,282,339,448,988,1308,81,1083,3646,286,674,1.01,0,0,1,0,0,0,0,0,1,1,10151,1289,49,937,303,1923,521,6296,122,0.0,0.0
11150690.0,1016,7889,0,0,56,93,195,140,406,57,300,42,99,269,174,87,3624,1277,652,242,176,0.96,0,0,0,0,0,0,0,0,0,0,7214,0,0,0,0,7214,0,0,0,0.0,0.0
11150700.0,1898,6637,0,0,79,0,3,225,777,1390,527,59,50,227,120,1073,102,984,580,147,294,1.21,0,0,1,0,0,0,0,0,1,1,10861,58,13,32,13,10653,0,125,25,0.0,0.0
11160510.0,3239,15826,0,0,494,315,24,1826,2504,1468,884,1739,207,656,1115,1177,67,922,1557,247,624,1.74,0,0,1,0,0,0,0,0,1,1,13248,86,9,43,34,11882,216,1015,49,0.0,0.0
11160520.0,2792,18157,0,0,636,1,18,1787,2390,2825,1077,1762,213,556,2549,910,461,436,1397,150,989,0.64,0,0,2,1,1,0,0,0,0,1,6384,183,16,109,58,4633,143,1382,43,0.0,0.0
