ADM_CD,사업체수_2022,종사자수_2022,농업 임업 및 어업,광업,제조업,전기 가스 증기 및 공기조절 공급업,수도 하수 및 폐기물 처리 원료 재생업,건설업,도매 및 소매업,운수 및 창고업,숙박 및 음식점업,정보통신업,금융 및 보험업,부동산업,전문 과학 및 기술 서비스업,사업시설 관리 사업 지원 및 임대 서비스업,공공행정 국방 및 사회보장 행정,교육 서비스업,보건업 및 사회복지 서비스업,예술 스포츠 및 여가관련 서비스업, 협회 및 단체 수리 및 기타 개인 서비스업,면적,금융기관_2022,금융기관_2023,유통업체수_2022,대형마트,백화점,전문점,쇼핑센터,복합쇼핑몰,그밖의 대규모점포,유통업체수_대형마트외,주택수_2020,단독주택수,일반단독주택,다가구주택,영업겸용주택,아파트,연립주택,다세대주택,비거주용건물내주택,대학교,기타대학
11160530.0,1219,3878,0,0,166,0,2,197,867,286,258,74,33,130,97,300,139,605,397,73,254,0.92,0,0,0,0,0,0,0,0,0,0,7009,491,60,352,79,2717,472,3291,38,0.0,0.0
11160540.0,3373,22196,0,0,533,1,50,927,3264,942,1477,973,518,630,836,5756,116,1601,3508,322,742,0.79,0,0,0,0,0,0,0,0,0,0,13522,10,0,0,6,13287,0,211,14,0.0,0.0
11160730.0,4125,10371,0,0,593,1,43,1402,1795,601,1795,188,37,412,204,237,107,600,1468,300,588,1.12,0,0,2,0,0,0,0,0,2,2,18754,1240,118,831,291,5986,213,11128,187,0.0,0.0
11160570.0,1285,2883,0,0,172,0,1,185,899,188,158,83,7,93,47,83,22,292,425,61,167,0.45,0,0,0,0,0,0,0,0,0,0,6093,661,54,488,119,338,96,4930,68,0.0,0.0
11160580.0,1769,4703,0,0,136,1,5,373,742,259,700,170,82,238,131,74,59,380,894,176,283,0.53,0,0,0,0,0,0,0,0,0,0,6665,478,24,370,84,3463,108,2580,36,0.0,0.0
11160590.0,1880,4173,0,0,195,0,0,308,1154,307,515,58,40,161,94,44,74,419,456,104,244,0.82,0,0,0,0,0,0,0,0,0,0,7053,831,60,587,184,694,179,5270,79,0.0,0.0
11160550.0,2046,4591,0,0,162,2,3,212,906,328,632,288,56,168,96,104,64,411,822,74,263,0.98,0,0,0,0,0,0,0,0,0,0,12605,730,120,456,154,1064,630,10103,78,1.0,0.0
11160610.0,2404,13057,0,0,310,0,24,1746,1040,943,1177,243,517,339,434,1121,2405,1251,914,247,346,1.11,0,0,0,0,0,0,0,0,0,0,8085,560,44,391,125,3117,692,3641,75,0.0,0.0
11160630.0,1731,4037,0,0,109,1,0,287,995,276,556,193,50,166,124,100,28,159,677,88,228,0.53,0,0,0,0,0,0,0,0,0,0,9035,652,71,448,133,734,329,7273,47,0.0,0.0
11160640.0,10343,74453,3,0,2242,49,348,3379,12529,4953,5125,8928,1683,2214,23298,4003,242,1030,1962,1059,1406,4.7,0,0,0,0,0,0,0,0,0,0,7921,84,14,42,28,6733,359,713,32,0.0,0.0
11160650.0,859,3354,0,0,132,3,2,117,604,157,185,60,31,154,93,41,74,406,951,97,247,1.0,0,0,1,1,0,0,0,0,0,0,7085,0,0,0,0,7082,0,0,0,0.0,0.0
11160660.0,1154,7316,0,0,699,0,3,954,1113,988,93,810,4,202,624,141,639,319,536,52,139,0.5,0,0,0,0,0,0,0,0,0,0,7454,0,0,0,0,7454,0,0,0,0.0,0.0
11160670.0,7088,34449,2,0,635,6,121,3259,6721,3419,2023,2395,1092,852,2462,2523,197,2369,4837,359,1177,2.94,0,0,1,0,0,0,0,0,1,1,12284,242,8,184,50,9143,470,2389,40,0.0,0.0
11160740.0,2546,7512,0,0,136,101,1,617,1242,453,678,136,84,397,147,243,27,1026,1552,190,482,1.36,0,0,0,0,0,0,0,0,0,0,13395,431,27,296,108,9529,324,3040,71,0.0,1.0
11160690.0,2792,34219,39,0,338,5,44,567,1587,24549,1168,195,96,250,257,2179,303,765,1020,429,428,10.87,0,0,0,0,0,0,0,0,0,0,7888,1329,152,822,355,3044,133,3319,63,0.0,0.0
11160700.0,3796,12715,0,0,301,1,18,611,1933,1655,1039,236,147,664,385,810,624,1374,2077,256,584,1.48,0,0,1,0,0,0,0,0,1,1,13673,916,112,628,176,10024,144,2499,90,0.0,0.0
11160710.0,3952,16550,0,0,222,3,125,1185,2339,6502,1293,125,34,295,170,2475,252,283,755,144,348,6.41,0,0,1,0,0,0,1,0,0,1,7532,1218,338,737,143,3922,196,2086,110,0.0,0.0
11160720.0,1267,4884,0,0,51,5,62,151,492,1018,267,97,61,274,428,498,98,632,468,107,175,2.55,0,0,0,0,0,0,0,0,0,0,9698,117,0,94,20,8921,90,556,14,0.0,0.0
11170510.0,3761,16533,0,0,1876,7,9,1082,3261,311,1830,762,1994,528,830,1129,51,1470,819,174,400,1.47,0,0,2,1,1,0,0,0,0,1,11124,278,83,121,74,10552,106,137,51,0.0,0.0
11170520.0,1192,3140,0,0,157,0,2,128,545,439,196,85,9,179,78,220,46,496,315,58,187,1.02,0,0,1,0,0,0,0,0,1,1,6820,0,0,0,0,6700,0,112,7,0.0,0.0
11170710.0,9562,31653,5,0,2425,2,53,1746,13898,860,1134,360,433,533,1378,609,2091,382,4944,129,671,1.76,0,0,4,0,0,0,0,0,4,4,7183,2672,392,1998,282,1962,121,2307,121,0.0,0.0
11170540.0,10727,95600,9,1,7941,2,181,3943,10727,2891,3319,33149,2286,1644,13881,9954,384,2716,1227,404,941,1.02,0,0,1,1,0,0,0,0,0,0,7361,175,48,69,58,5481,126,1550,29,0.0,0.0
11170550.0,2439,6617,0,0,127,0,22,224,1302,275,798,145,119,1030,195,248,96,311,1309,144,272,0.46,0,0,0,0,0,0,0,0,0,0,8483,717,81,490,146,6027,123,1536,80,0.0,0.0
11170560.0,5737,26465,2,0,556,0,2,2919,3396,2315,1620,1045,3454,604,1624,4081,524,613,2344,369,997,1.03,0,0,4,1,1,0,0,0,2,3,8740,1018,71,790,157,6811,141,676,94,0.0,0.0
11170700.0,1170,4434,0,0,160,3,1,1081,468,103,411,46,60,66,203,168,63,152,1017,94,338,0.4,0,0,0,0,0,0,0,0,0,0,2551,997,75,787,135,114,104,1290,46,0.0,0.0
11170610.0,3228,10733,0,0,1095,96,22,866,2398,368,1079,95,192,273,166,505,326,1045,1530,386,291,1.16,0,0,5,0,0,0,1,0,4,5,7405,530,139,334,57,5556,111,1159,49,0.0,1.0
11170620.0,2285,5054,0,0,243,1,1,748,956,448,484,44,35,188,76,46,102,538,679,158,307,1.02,0,0,0,0,0,0,0,0,0,0,8142,1212,112,923,177,4499,332,2029,70,0.0,0.0
11170720.0,2515,6013,0,0,329,1,2,382,1392,477,605,72,60,172,107,117,29,495,1282,110,381,1.31,0,0,0,0,0,0,0,0,0,0,10967,1285,79,996,210,6071,342,3209,60,1.0,0.0
11170640.0,1754,3866,1,0,122,0,42,262,667,336,449,54,61,167,60,84,50,205,984,57,265,0.8,0,0,0,0,0,0,0,0,0,0,11045,432,28,306,98,6526,89,3961,37,0.0,0.0
11170650.0,1408,8875,0,0,141,1,2,402,771,306,324,61,29,79,97,5534,21,410,400,64,233,0.81,0,0,1,0,0,0,0,0,1,1,7266,587,67,394,126,2267,108,4234,70,0.0,0.0
11170670.0,1752,5386,0,0,130,1,0,821,873,392,576,126,83,250,135,524,76,275,765,75,284,0.59,0,0,1,0,0,0,1,0,0,1,6927,676,149,456,71,4262,255,1699,35,0.0,0.0
11170730.0,2413,8308,0,0,256,2,49,388,1181,1125,500,347,111,321,117,250,879,916,1209,123,534,3.2,0,0,0,0,0,0,0,0,0,0,13985,529,130,311,88,9695,1694,2023,44,1.0,0.0
11170690.0,1782,6305,0,0,1143,1,9,436,915,709,315,268,38,91,181,85,201,967,577,80,289,2.67,0,0,0,0,0,0,0,0,0,0,8840,334,104,182,48,1510,3213,3738,45,0.0,0.0
11170740.0,1263,3658,0,0,175,1,1,101,653,442,180,103,8,236,175,143,18,921,278,162,61,1.4,0,0,0,0,0,0,0,0,0,0,6173,31,5,6,20,5426,523,192,0,0.0,0.0
11180510.0,25533,182349,3,0,27257,32,43,10264,27788,3657,4642,45940,1974,3550,31075,19875,306,2672,1174,515,1582,2.52,0,0,5,0,0,0,5,0,0,5,6200,625,41,461,123,3027,193,2280,75,0.0,0.0
11180520.0,5691,25250,0,0,6410,88,67,1424,4635,1637,1346,964,351,790,2068,1340,96,945,1674,269,1146,2.09,0,0,7,2,0,0,2,0,3,5,13038,483,14,372,97,10364,48,2063,80,0.0,0.0
11180530.0,1549,4468,0,0,439,1,0,426,690,387,439,27,19,69,155,617,220,325,386,60,208,0.6,0,0,0,0,0,0,0,0,0,0,4931,1355,35,1178,142,235,241,3048,52,0.0,0.0
11180540.0,2583,6778,0,0,1177,0,6,571,992,434,604,112,106,183,313,281,183,506,860,114,336,0.92,0,0,0,0,0,0,0,0,0,0,6967,1322,27,1089,206,1560,305,3705,75,0.0,0.0
11180550.0,1366,3212,0,0,504,0,94,309,474,197,445,31,44,68,35,53,66,147,398,128,219,0.59,0,0,0,0,0,0,0,0,0,0,3946,1031,16,906,109,449,163,2263,40,0.0,0.0
11180570.0,4219,16226,0,0,1157,4,55,817,2026,589,1399,180,139,480,403,1871,2030,730,3328,228,790,1.71,0,0,1,1,0,0,0,0,0,0,10181,1500,74,1185,241,4903,309,3379,90,0.0,0.0
11180580.0,1072,2774,0,0,37,0,0,169,372,278,105,61,21,115,61,213,25,851,317,33,116,1.26,0,0,0,0,0,0,0,0,0,0,7981,115,34,64,17,7535,16,301,14,0.0,0.0
11180590.0,3779,9201,0,0,1263,4,66,1338,3862,538,235,57,48,110,332,606,20,403,90,27,202,1.07,0,0,2,0,0,0,0,0,2,2,4077,162,23,108,31,425,1984,1487,19,0.0,0.0
11180600.0,1162,2223,0,0,164,0,11,151,388,304,134,27,20,64,32,64,25,244,379,23,193,0.87,0,0,0,0,0,0,0,0,0,0,5976,926,37,796,93,1610,453,2960,27,0.0,0.0
11180610.0,1484,3835,0,0,216,0,0,243,551,884,340,16,23,101,36,82,84,158,806,74,221,1.39,0,0,0,0,0,0,0,0,0,0,5507,1288,56,1114,118,1581,202,2373,63,0.0,0.0
11190730.0,1723,5838,0,0,98,17,42,212,1228,547,789,119,36,154,806,257,66,487,705,82,193,1.02,0,0,1,0,1,0,0,0,0,1,6404,1278,263,842,173,3543,69,1463,51,0.0,0.0
11190740.0,14996,42431,1,0,1215,74,39,10007,7985,735,4067,3307,1513,956,1326,4406,417,638,3394,711,1640,1.26,0,0,6,1,1,0,1,0,3,5,7586,625,194,237,194,5078,109,1626,148,0.0,0.0
11190540.0,17274,195009,7,0,1010,634,161,5433,16108,3273,9419,21687,60027,4543,29982,24925,4942,1952,4562,1869,4475,8.4,0,0,3,1,1,0,0,1,0,2,10202,0,0,0,0,10200,0,0,0,0.0,0.0
11190550.0,6009,26110,0,0,870,1,15,1786,3818,795,1270,1567,2694,565,2213,5271,2738,328,1359,237,583,0.75,0,0,2,0,0,0,0,0,2,2,5770,799,151,386,262,4083,0,762,125,0.0,0.0
11190560.0,4354,25401,0,0,577,8,48,3799,2972,720,1437,2975,2464,730,1622,4983,120,1033,902,272,739,1.55,0,0,1,0,0,0,0,0,1,1,10563,330,50,187,93,8920,23,1219,71,0.0,0.0
11190750.0,1613,3121,0,0,147,0,1,378,692,419,249,187,51,141,144,40,24,131,254,59,204,0.89,0,0,1,0,0,0,0,0,1,1,4005,1270,134,991,145,1562,126,992,55,0.0,0.0
11190760.0,7595,49300,0,0,4676,107,2,2612,6577,1358,1721,6328,1806,887,2725,16168,512,1258,1190,285,1088,1.49,0,0,4,1,0,2,0,0,1,3,9046,243,156,19,68,8652,36,55,60,0.0,0.0
11190610.0,4744,25003,0,0,1246,2,3,1936,4786,2648,759,1465,1103,532,1853,6811,349,337,671,120,382,0.88,0,0,4,2,0,0,0,0,2,2,4229,659,347,165,147,3011,45,445,69,0.0,0.0
11190620.0,3544,22775,0,0,1510,9,153,1590,4617,1553,1197,3878,1993,591,2233,1499,20,674,540,120,598,3.0,0,0,0,0,0,0,0,0,0,0,7115,271,57,133,81,4652,155,1959,78,0.0,0.0
11190630.0,1429,4395,0,0,109,0,0,190,788,85,405,97,34,234,169,289,52,217,1386,104,236,0.66,0,0,1,0,0,0,0,0,1,1,4280,1518,203,1132,183,1327,137,1246,52,0.0,0.0
11190650.0,1230,2903,0,0,155,0,1,220,601,143,290,48,79,126,51,290,21,208,447,60,163,0.52,0,0,1,0,0,0,0,0,1,1,4739,1136,140,835,161,3172,0,391,40,0.0,0.0
11190660.0,590,1501,0,0,101,0,0,78,246,113,156,97,47,51,26,12,31,143,306,7,87,0.38,0,0,0,0,0,0,0,0,0,0,3725,624,59,489,76,2690,0,390,21,0.0,0.0
11190670.0,735,2078,0,0,57,0,0,163,439,304,189,23,14,97,30,22,56,358,178,47,101,0.47,0,0,0,0,0,0,0,0,0,0,2301,798,86,653,59,610,146,718,29,0.0,0.0
11190680.0,1714,4957,0,0,106,1,0,283,928,163,569,70,33,365,286,47,256,421,1002,124,303,0.65,0,0,0,0,0,0,0,0,0,0,5043,786,74,582,130,3414,174,604,65,0.0,0.0
11190690.0,1006,3447,0,0,83,38,0,144,606,143,255,133,44,183,248,338,366,301,359,55,151,0.64,0,0,0,0,0,0,0,0,0,0,6690,238,26,171,41,6182,37,206,27,0.0,0.0
11190700.0,1399,4781,0,0,183,0,2,215,832,115,436,50,34,161,67,61,20,185,2129,40,251,0.49,0,0,1,0,0,0,1,0,0,1,4052,1094,75,890,129,2142,143,607,66,0.0,0.0
11190710.0,2092,4741,0,0,141,0,2,563,1103,109,729,57,119,139,136,266,72,288,600,146,271,0.55,0,0,1,0,0,0,0,0,1,1,4241,1470,52,1235,183,1529,246,910,86,0.0,0.0
11190720.0,3423,9446,0,0,858,1,4,890,2094,872,639,659,247,233,350,566,80,464,996,171,322,0.95,0,0,1,0,0,0,0,0,1,1,7375,1136,39,836,261,4190,40,1881,128,0.0,0.0
11200720.0,2279,7335,0,0,94,1,15,141,848,223,1458,241,66,445,184,769,582,1106,567,293,302,1.58,0,0,0,0,0,0,0,0,0,0,10612,1055,252,659,144,8290,359,836,72,0.0,0.0
11200520.0,1956,6911,0,0,84,0,56,55,2423,173,592,297,259,174,131,111,1589,270,347,91,259,0.64,0,0,1,0,0,0,0,0,1,1,2752,1537,361,1042,134,104,214,811,86,0.0,0.0
11200530.0,2616,9710,0,0,163,0,16,417,1256,359,1086,586,67,366,468,254,106,2976,989,170,431,1.51,0,0,1,0,0,0,0,0,1,1,14737,926,149,596,181,9078,743,3845,145,1.0,0.0
11200540.0,1733,5469,7,0,121,56,53,241,790,154,606,105,121,318,177,102,247,618,1341,115,297,0.98,0,0,0,0,0,0,0,0,0,0,9039,855,241,510,104,6058,239,1817,70,0.0,0.0
11200550.0,1503,3780,0,0,154,0,21,298,819,230,404,59,42,118,92,34,52,162,847,88,360,0.6,0,0,1,0,0,0,0,0,1,1,7246,998,236,630,132,953,793,4436,66,0.0,0.0
11200560.0,1565,3447,0,0,136,1,4,188,587,347,373,93,22,113,104,43,23,407,736,65,205,0.75,0,0,0,0,0,0,0,0,0,0,8275,1443,353,950,140,688,663,5407,74,0.0,0.0
11200710.0,1943,10608,1,0,80,0,44,233,765,196,1041,149,132,290,727,98,71,3684,2526,271,300,1.68,0,0,1,0,0,0,0,0,1,1,9613,1480,368,923,189,6822,408,836,67,1.0,0.0
11200630.0,2455,10604,0,0,145,86,0,855,1344,251,1332,467,1685,492,736,870,70,421,1165,220,465,0.79,0,0,0,0,0,0,0,0,0,0,5780,1226,57,889,280,550,432,3442,130,0.0,0.0
11200730.0,2207,6128,0,0,192,3,0,197,1128,436,1131,165,146,335,209,75,90,565,794,199,463,2.75,0,0,1,0,1,0,0,0,0,1,8341,758,60,565,133,6387,197,923,76,0.0,0.0
11200650.0,1418,4718,0,0,61,0,20,239,546,206,382,98,21,589,123,809,24,843,390,137,230,0.92,0,0,0,0,0,0,0,0,0,0,7759,592,44,444,104,5227,163,1724,53,1.0,0.0
11200660.0,948,2004,0,0,135,0,1,123,485,135,189,61,39,74,48,30,20,126,396,39,103,0.38,0,0,1,0,0,0,0,0,1,1,4080,704,58,514,132,975,143,2227,31,0.0,0.0
11200670.0,834,1933,0,0,61,0,35,191,324,119,132,67,6,94,122,80,18,365,112,60,147,0.57,0,0,0,0,0,0,0,0,0,0,3515,457,39,325,93,1720,195,1101,42,0.0,0.0
11200680.0,2377,12418,0,0,234,0,6,1405,1529,282,943,303,127,444,1229,1293,125,1883,1851,210,554,1.55,0,0,0,0,0,0,0,0,0,0,11808,1002,206,655,141,7032,394,3281,99,0.0,0.0
11200690.0,1434,4365,0,0,149,2,1,621,732,121,373,73,108,218,216,406,67,365,619,75,219,0.62,0,0,0,0,0,0,0,0,0,0,6538,799,40,647,112,4630,102,970,37,0.0,0.0
11200700.0,1852,17639,0,0,213,0,201,648,1393,275,976,2951,496,572,3406,1091,476,530,3633,213,565,1.03,0,0,0,0,0,0,0,0,0,0,5520,690,101,514,75,3092,244,1447,47,0.0,0.0
11210520.0,1943,7099,0,0,219,2,0,400,1369,184,778,541,138,285,654,819,102,544,740,90,234,0.76,0,0,1,0,1,0,0,0,0,1,6221,1327,232,929,166,1413,622,2778,81,0.0,0.0
11210540.0,745,1503,0,0,53,0,0,90,269,90,132,38,23,95,118,16,20,172,221,55,111,0.3,0,0,2,0,0,0,0,0,2,2,5263,484,157,288,39,4356,110,286,27,0.0,0.0
11210790.0,1357,3265,0,1,103,1,0,298,438,268,212,87,23,179,147,116,26,740,363,85,178,0.68,0,0,0,0,0,0,0,0,0,0,10578,375,115,212,48,8669,129,1368,37,0.0,0.0
11210570.0,2043,6101,6,0,146,0,19,378,1034,186,718,274,217,350,249,164,47,783,1040,144,346,0.72,0,0,1,0,0,0,1,0,0,1,7088,1164,75,921,168,3530,106,2181,107,0.0,0.0
11210580.0,1980,8969,0,0,223,0,20,813,918,625,2061,664,117,389,751,263,97,358,967,341,362,2.27,0,0,0,0,0,0,0,0,0,0,3543,648,69,450,129,1422,405,981,87,1.0,0.0
11210800.0,2717,12571,0,0,181,2,59,1248,1348,219,1293,501,159,874,264,307,2724,1001,1536,252,603,1.18,0,0,2,0,0,0,0,1,1,2,7921,1220,122,854,244,4392,456,1732,121,0.0,0.0
11210780.0,2348,8039,11,0,475,0,44,914,1067,524,828,165,60,301,168,335,109,634,1822,120,462,0.78,0,0,2,0,0,0,0,0,2,2,10519,1033,296,568,169,6053,246,3079,108,0.0,0.0
11210610.0,1659,5458,0,0,114,1,0,985,737,114,606,343,154,253,228,254,16,387,864,135,267,0.39,0,0,1,0,0,0,0,0,1,1,3591,950,226,567,157,1013,157,1398,73,0.0,0.0
11210620.0,1557,4630,0,0,380,4,20,468,660,207,531,197,128,216,536,73,23,328,500,104,255,1.08,0,0,1,0,0,0,0,0,1,1,6849,831,54,593,184,1319,692,3925,82,0.0,0.0
11210630.0,1472,7215,0,0,73,0,0,421,801,138,761,469,80,168,606,2537,102,323,329,175,232,3.27,0,0,1,1,0,0,0,0,0,0,5277,478,38,353,87,2093,529,2135,42,0.0,0.0
11210640.0,1825,8898,0,0,67,2,0,727,1130,126,1566,106,150,281,193,1727,153,221,1797,303,349,0.65,0,0,1,0,0,0,0,1,0,1,5454,979,82,784,113,785,448,3171,71,0.0,0.0
11210650.0,1165,2706,0,0,147,1,1,152,474,111,318,62,21,95,369,55,146,176,369,49,160,0.55,0,0,1,0,0,0,0,0,1,1,3858,1359,87,1121,151,677,82,1653,87,0.0,0.0
11210660.0,1560,3344,0,0,119,0,2,190,512,661,441,101,22,122,79,52,80,447,286,74,156,0.99,0,0,1,0,0,0,0,0,1,1,5152,1039,94,779,166,1763,274,1951,125,0.0,0.0
11210680.0,1892,4428,0,0,377,1,0,508,831,191,483,67,42,213,137,112,86,271,624,110,375,0.64,0,0,1,0,0,0,0,0,1,1,4211,1654,51,1342,261,297,134,2034,92,0.0,0.0
11210690.0,2198,5910,0,0,130,0,4,350,924,94,1682,376,70,413,224,187,64,193,614,223,362,0.54,0,0,1,0,0,0,0,1,0,1,4242,829,151,490,188,1244,14,1965,190,0.0,0.0
11210710.0,744,2078,0,0,88,0,0,91,258,308,93,48,11,50,26,306,50,327,309,36,77,0.8,0,0,0,0,0,0,0,0,0,0,4938,445,82,336,27,3873,79,525,16,0.0,0.0
11210720.0,2634,6832,0,0,681,0,36,447,1044,755,853,609,118,258,266,345,19,209,726,141,325,0.67,0,0,1,0,0,0,0,0,1,1,4180,858,16,631,211,1231,130,1832,129,0.0,0.0
11210730.0,2035,15662,0,0,76,0,0,106,687,559,1660,444,91,208,1171,130,89,9492,279,367,303,8.3,0,0,1,0,0,0,0,0,1,1,4400,1102,85,812,205,2006,232,826,234,0.0,0.0
11210820.0,1330,3061,0,0,109,0,0,130,581,333,147,64,16,137,60,54,23,385,816,35,171,2.66,0,0,1,0,0,0,0,0,1,1,7833,1844,1127,619,98,4712,233,1010,34,0.0,0.0
11210830.0,2169,5598,0,0,656,0,0,506,836,411,450,93,57,195,122,188,82,703,916,115,268,1.38,0,0,1,0,0,0,0,0,1,1,8791,1134,214,728,192,3654,425,3470,108,0.0,0.0
11210810.0,1441,3028,0,0,139,0,0,241,549,335,215,30,43,87,62,54,28,382,570,55,238,0.96,0,0,1,0,0,0,0,0,1,1,7659,1496,191,1168,137,915,715,4470,63,0.0,0.0
11220510.0,5415,43292,3,0,614,33,72,11339,6150,885,1628,3351,888,1558,5956,3831,93,3567,1612,665,1047,1.42,0,0,2,0,0,1,0,0,1,2,6735,443,118,250,75,4527,239,1436,90,1.0,0.0
11220520.0,8575,72376,31,0,629,177,31,7776,7677,964,2618,9843,9272,2153,7300,14556,1728,2866,3144,351,1260,1.24,0,0,3,0,0,0,0,0,3,3,6901,97,5,67,25,6285,81,387,51,0.0,0.0
11220530.0,11983,91894,8,0,1411,4,70,9481,8887,2262,4151,12265,2034,3207,19044,12179,7272,3062,1893,2267,2397,2.93,0,0,1,1,0,0,0,0,0,0,10040,316,30,200,86,6096,661,2844,123,0.0,0.0
11220540.0,4216,30827,0,0,101,0,2,2117,4949,137,2371,2712,1429,1661,5216,2735,30,2322,4071,314,660,0.88,0,0,2,0,0,1,0,0,1,2,9224,19,0,13,5,9077,48,72,8,0.0,0.0
11220550.0,3368,18105,1,4,459,1,11,4204,2384,122,1392,1959,352,793,3021,880,24,782,940,524,252,1.76,0,0,1,0,0,0,0,0,1,1,11494,231,11,151,69,10436,123,608,96,0.0,0.0
11220560.0,248,1098,0,0,22,0,0,5,129,10,88,99,2,106,64,44,80,406,7,1,35,1.01,0,0,2,0,0,0,0,0,2,2,3662,0,0,0,0,3660,0,0,0,0.0,0.0
11220570.0,2551,14683,0,0,146,1,0,3742,1923,278,874,1407,347,759,1985,427,25,845,1232,255,437,1.0,0,0,1,0,0,0,0,0,1,1,9429,478,12,383,83,6526,309,2047,69,0.0,0.0
11220580.0,508,2350,0,0,6,1,0,30,253,63,163,28,111,166,47,39,194,619,168,196,266,1.35,0,0,1,0,0,0,0,0,1,1,4702,0,0,0,0,4702,0,0,0,0.0,0.0
11220590.0,1376,7196,0,0,18,4,0,1475,1067,36,579,69,136,520,299,1218,20,708,680,167,200,1.28,0,0,3,1,1,1,0,0,0,2,7183,6,0,0,5,7177,0,0,0,0.0,0.0
11220600.0,4134,29538,2,0,130,1,84,821,6899,2196,3368,820,559,661,2405,1899,321,2200,5277,992,903,1.43,0,0,2,0,1,0,0,0,1,2,6192,118,24,68,26,3834,967,1211,62,1.0,0.0
11220610.0,2400,9854,0,0,292,0,0,642,2143,271,817,696,279,572,1320,1052,285,542,425,157,361,0.67,0,0,1,0,0,0,0,0,1,1,5743,314,41,200,73,3500,159,1697,73,0.0,0.0
11220620.0,2535,19930,0,0,187,2,0,7849,2418,136,792,1015,660,474,1836,2539,55,443,497,167,860,0.7,0,0,0,0,0,0,0,0,0,0,5539,399,29,311,59,1952,265,2841,82,0.0,0.0
11220630.0,2720,16795,1,0,233,0,2,2064,3363,1601,1535,1494,1047,504,1225,1398,260,576,790,120,582,1.93,0,0,1,0,0,0,0,0,1,1,5306,776,49,615,112,2125,189,2147,69,0.0,0.0
11220640.0,1926,13604,1,0,125,12,3,4336,1502,204,324,968,245,474,1003,949,144,1765,886,71,592,2.4,0,0,0,0,0,0,0,0,0,0,6828,326,54,236,36,4384,327,1758,33,0.0,1.0
11220650.0,3244,13998,0,0,508,0,40,1480,2255,235,859,1275,709,606,1752,984,216,1179,1065,248,587,0.98,0,0,1,0,0,0,0,0,1,1,7712,463,79,267,117,3778,259,3107,105,0.0,0.0
11220660.0,5541,46674,2,0,964,14,78,5420,5588,839,2034,4149,718,1336,12257,7108,520,1897,2060,290,1400,5.76,0,0,1,0,0,0,0,0,1,1,14561,516,139,298,79,10799,869,2244,133,0.0,0.0
11220670.0,7752,49915,36,0,720,1,64,7395,9333,1574,2112,3847,671,1172,15506,4385,29,1325,440,361,944,7.58,0,0,3,2,0,0,0,0,1,1,6842,386,10,242,134,909,844,4463,240,0.0,0.0
11220680.0,1483,10238,2,0,147,2,0,2197,1504,833,421,162,43,298,1295,629,1038,546,920,63,138,12.68,0,0,0,0,0,0,0,0,0,0,5435,593,269,277,47,4732,16,69,25,0.0,0.0
11230510.0,5836,28254,0,7,1320,1,0,705,6374,206,3720,2279,347,1272,4926,777,68,1272,3662,382,936,1.89,0,0,2,0,1,0,0,0,1,2,4948,343,25,210,108,3582,107,786,130,0.0,0.0
11230520.0,8251,50525,2,0,1107,2,99,5441,9144,496,3366,8405,1483,2352,8530,3125,108,614,4234,834,1183,1.25,0,0,2,0,0,0,0,0,2,2,8113,854,64,620,170,1800,962,4278,219,0.0,0.0
11230530.0,8651,72273,2,0,1566,28,0,8021,12757,1774,3730,10938,1344,3654,15755,5765,688,1093,2231,863,2064,1.47,0,0,5,0,1,0,3,1,0,5,7132,616,60,413,143,2852,676,2812,176,0.0,1.0
11230770.0,5961,36375,11,0,2118,0,0,1155,8655,187,4962,3237,1069,1676,4329,778,74,2495,3207,494,1928,2.53,0,0,4,0,2,0,0,0,2,4,8856,170,20,76,74,7842,247,496,101,0.0,0.0
11230780.0,6669,43440,0,0,3075,1,218,1787,9489,324,4595,2920,885,1949,5988,3075,269,1203,3322,608,3732,2.33,0,0,3,0,1,0,0,0,2,3,9731,361,34,239,88,7322,570,1356,122,0.0,0.0
11230580.0,7562,75500,3,0,516,16,13,5886,19974,842,5774,11430,3522,2771,11664,7881,243,745,1515,1282,1423,1.94,0,0,1,0,0,0,0,0,1,1,4595,217,92,81,44,3111,384,832,51,0.0,0.0
11230590.0,6245,48732,8,12,588,18,1,1962,6780,463,1854,6471,3166,2301,7876,10667,2588,924,1626,557,870,1.24,0,0,2,0,0,0,0,0,2,2,10178,370,21,279,70,6887,149,2685,87,0.0,0.0
11230600.0,1380,7865,0,0,40,0,0,87,555,26,726,68,229,385,723,183,195,3368,796,217,267,0.79,0,0,1,0,1,0,0,0,0,1,6935,5,0,0,0,6868,12,44,6,0.0,0.0
11230790.0,5958,73384,25,2,1497,11,60,3726,13283,303,2328,10425,2877,2432,13973,15332,1118,3394,1037,520,1041,2.0,0,0,2,0,0,0,0,0,2,2,11109,127,10,81,36,9998,60,889,35,0.0,0.0
11230630.0,5840,33649,3,0,555,205,75,2330,4301,566,3111,3500,3328,1666,4323,3111,119,4117,1063,434,842,0.73,0,0,2,0,0,0,0,0,2,2,6564,464,13,343,108,1985,130,3861,124,0.0,0.0
11230640.0,21199,176802,14,0,2461,302,10,9487,28826,1548,10804,32417,11220,8853,41318,10489,835,5266,7662,1289,4001,2.35,0,0,2,1,0,0,0,0,1,1,11995,1217,152,806,259,2678,972,6915,213,0.0,0.0
