ADM_CD,네일숍_2023,미용실_2023,분식전문점_2023,애완동물_2023,한식음식점_2023,양식음식점_2023,일식음식점_2023,중식음식점_2023,치킨전문점_2023,커피-음료_2023,패스트푸드점_2023,제과점_2023,편의점_2023,호프-간이주점_2023
11020550.0,24.0,70.0,136.0,13.0,599.0,191.0,90.0,60.0,9.0,57.0,30.0,39.0,52.0,7.0
11020570.0,2.0,19.0,76.0,5.0,321.0,105.0,39.0,21.0,7.0,16.0,3.0,13.0,23.0,14.0
11020580.0,1.0,7.0,14.0,1.0,76.0,33.0,9.0,6.0,0.0,5.0,0.0,10.0,8.0,3.0
11020590.0,13.0,21.0,72.0,4.0,350.0,95.0,43.0,18.0,10.0,12.0,16.0,13.0,22.0,8.0
11020600.0,0.0,8.0,73.0,5.0,289.0,79.0,30.0,18.0,2.0,9.0,3.0,6.0,18.0,13.0
11020650.0,21.0,151.0,110.0,30.0,453.0,84.0,47.0,33.0,20.0,27.0,17.0,26.0,47.0,21.0
11020670.0,4.0,23.0,35.0,7.0,188.0,11.0,17.0,9.0,7.0,1.0,7.0,6.0,8.0,7.0
11020680.0,4.0,22.0,23.0,3.0,87.0,19.0,8.0,6.0,3.0,4.0,0.0,8.0,8.0,3.0
11020690.0,25.0,157.0,127.0,31.0,509.0,97.0,52.0,39.0,23.0,27.0,18.0,29.0,52.0,26.0
11020700.0,21.0,151.0,110.0,30.0,453.0,84.0,47.0,33.0,20.0,27.0,17.0,26.0,47.0,21.0
11020710.0,21.0,151.0,110.0,30.0,453.0,84.0,47.0,33.0,20.0,27.0,17.0,26.0,47.0,21.0
11020720.0,21.0,151.0,110.0,30.0,453.0,84.0,47.0,33.0,20.0,27.0,17.0,26.0,47.0,21.0
11020730.0,21.0,151.0,110.0,30.0,453.0,84.0,47.0,33.0,20.0,27.0,17.0,26.0,47.0,21.0
11030510.0,2.0,23.0,19.0,5.0,60.0,33.0,16.0,5.0,3.0,9.0,1.0,6.0,9.0,3.0
11030520.0,5.0,17.0,13.0,5.0,47.0,88.0,12.0,3.0,1.0,3.0,4.0,5.0,10.0,5.0
11030530.0,2.0,21.0,31.0,1.0,188.0,48.0,29.0,17.0,2.0,9.0,8.0,18.0,13.0,5.0
11030570.0,3.0,16.0,10.0,4.0,43.0,8.0,3.0,9.0,2.0,1.0,0.0,5.0,7.0,1.0
11030580.0,3.0,6.0,3.0,4.0,13.0,8.0,4.0,1.0,1.0,2.0,0.0,2.0,5.0,0.0
11030590.0,3.0,26.0,12.0,4.0,50.0,6.0,5.0,0.0,3.0,0.0,0.0,8.0,5.0,0.0
11030630.0,8.0,37.0,17.0,11.0,75.0,26.0,25.0,9.0,3.0,5.0,0.0,6.0,7.0,3.0
11030640.0,8.0,37.0,17.0,11.0,75.0,26.0,25.0,9.0,3.0,5.0,0.0,6.0,7.0,3.0
11030650.0,8.0,51.0,35.0,18.0,181.0,404.0,28.0,20.0,1.0,31.0,4.0,13.0,16.0,9.0
11030660.0,8.0,51.0,35.0,18.0,181.0,404.0,28.0,20.0,1.0,31.0,4.0,13.0,16.0,9.0
11030690.0,0.0,9.0,5.0,0.0,20.0,9.0,3.0,3.0,1.0,2.0,0.0,1.0,6.0,0.0
11030700.0,6.0,38.0,19.0,8.0,77.0,24.0,4.0,7.0,6.0,3.0,4.0,2.0,5.0,1.0
11030710.0,5.0,44.0,43.0,6.0,133.0,55.0,13.0,7.0,3.0,7.0,3.0,8.0,11.0,6.0
11030720.0,5.0,25.0,17.0,6.0,135.0,30.0,10.0,10.0,7.0,7.0,4.0,8.0,9.0,3.0
11030730.0,20.0,56.0,43.0,11.0,359.0,193.0,66.0,31.0,4.0,5.0,10.0,32.0,19.0,4.0
11030740.0,12.0,46.0,26.0,12.0,202.0,217.0,47.0,22.0,4.0,18.0,10.0,25.0,11.0,7.0
11040520.0,16.0,62.0,11.0,17.0,69.0,16.0,11.0,7.0,3.0,1.0,4.0,10.0,11.0,4.0
11040540.0,3.0,27.0,10.0,5.0,103.0,9.0,3.0,6.0,3.0,3.0,3.0,3.0,7.0,1.0
11040550.0,30.0,87.0,38.0,27.0,262.0,47.0,31.0,20.0,18.0,10.0,17.0,19.0,32.0,15.0
11040560.0,29.0,82.0,34.0,27.0,240.0,46.0,30.0,17.0,17.0,10.0,16.0,17.0,26.0,15.0
11040570.0,29.0,82.0,34.0,27.0,240.0,46.0,30.0,17.0,17.0,10.0,16.0,17.0,26.0,15.0
11040580.0,2.0,13.0,0.0,0.0,8.0,2.0,1.0,0.0,4.0,1.0,1.0,1.0,3.0,0.0
11040590.0,4.0,19.0,2.0,4.0,25.0,7.0,3.0,2.0,2.0,0.0,3.0,1.0,3.0,1.0
11040620.0,5.0,27.0,5.0,5.0,35.0,11.0,3.0,2.0,5.0,1.0,1.0,5.0,6.0,0.0
11040650.0,17.0,80.0,24.0,7.0,205.0,125.0,30.0,16.0,11.0,7.0,9.0,30.0,24.0,3.0
11040660.0,17.0,80.0,24.0,7.0,205.0,125.0,30.0,16.0,11.0,7.0,9.0,30.0,24.0,3.0
11040670.0,15.0,78.0,32.0,11.0,394.0,92.0,54.0,29.0,6.0,7.0,13.0,29.0,43.0,8.0
11040680.0,15.0,78.0,32.0,11.0,394.0,92.0,54.0,29.0,6.0,7.0,13.0,29.0,43.0,8.0
11040690.0,1.0,16.0,1.0,4.0,36.0,4.0,2.0,3.0,2.0,1.0,2.0,6.0,5.0,0.0
11040700.0,5.0,45.0,7.0,7.0,150.0,10.0,13.0,7.0,9.0,5.0,6.0,7.0,13.0,7.0
11040710.0,34.0,101.0,22.0,28.0,244.0,25.0,32.0,16.0,10.0,8.0,5.0,17.0,20.0,12.0
11040720.0,9.0,57.0,10.0,4.0,100.0,14.0,6.0,7.0,7.0,4.0,4.0,7.0,6.0,4.0
11040730.0,9.0,29.0,9.0,9.0,47.0,17.0,7.0,3.0,2.0,3.0,2.0,10.0,7.0,0.0
11050530.0,15.0,68.0,74.0,8.0,309.0,96.0,61.0,25.0,8.0,28.0,13.0,16.0,34.0,41.0
11050540.0,13.0,54.0,32.0,7.0,142.0,29.0,28.0,20.0,7.0,6.0,3.0,7.0,12.0,4.0
11050550.0,42.0,209.0,83.0,40.0,366.0,34.0,54.0,21.0,10.0,55.0,14.0,26.0,49.0,23.0
11050560.0,42.0,209.0,83.0,40.0,366.0,34.0,54.0,21.0,10.0,55.0,14.0,26.0,49.0,23.0
11050570.0,42.0,209.0,83.0,40.0,366.0,34.0,54.0,21.0,10.0,55.0,14.0,26.0,49.0,23.0
11050580.0,42.0,209.0,83.0,40.0,366.0,34.0,54.0,21.0,10.0,55.0,14.0,26.0,49.0,23.0
11050590.0,8.0,17.0,5.0,7.0,55.0,15.0,12.0,5.0,0.0,0.0,3.0,3.0,15.0,7.0
11050600.0,40.0,164.0,86.0,36.0,393.0,52.0,65.0,40.0,12.0,19.0,29.0,26.0,51.0,8.0
11050610.0,40.0,164.0,86.0,36.0,393.0,52.0,65.0,40.0,12.0,19.0,29.0,26.0,51.0,8.0
11050620.0,40.0,164.0,86.0,36.0,393.0,52.0,65.0,40.0,12.0,19.0,29.0,26.0,51.0,8.0
11050630.0,8.0,38.0,15.0,9.0,79.0,13.0,10.0,5.0,2.0,1.0,4.0,9.0,13.0,0.0
11050640.0,40.0,228.0,83.0,40.0,409.0,75.0,57.0,129.0,17.0,14.0,19.0,36.0,59.0,7.0
11050650.0,40.0,228.0,83.0,40.0,409.0,75.0,57.0,129.0,17.0,14.0,19.0,36.0,59.0,7.0
11050660.0,40.0,228.0,83.0,40.0,409.0,75.0,57.0,129.0,17.0,14.0,19.0,36.0,59.0,7.0
11050670.0,40.0,228.0,83.0,40.0,409.0,75.0,57.0,129.0,17.0,14.0,19.0,36.0,59.0,7.0
11060710.0,9.0,36.0,24.0,5.0,126.0,28.0,15.0,26.0,6.0,3.0,5.0,12.0,11.0,7.0
11060720.0,7.0,55.0,24.0,8.0,123.0,15.0,6.0,5.0,8.0,2.0,8.0,8.0,22.0,4.0
11060730.0,7.0,55.0,24.0,8.0,123.0,15.0,6.0,5.0,8.0,2.0,8.0,8.0,22.0,4.0
11060800.0,6.0,42.0,22.0,13.0,129.0,8.0,8.0,5.0,6.0,0.0,3.0,5.0,8.0,5.0
11060810.0,11.0,59.0,38.0,14.0,325.0,21.0,17.0,19.0,8.0,4.0,8.0,9.0,32.0,6.0
11060820.0,5.0,49.0,24.0,3.0,236.0,16.0,12.0,22.0,9.0,3.0,9.0,10.0,17.0,6.0
11060830.0,17.0,105.0,36.0,19.0,223.0,11.0,20.0,14.0,13.0,5.0,16.0,19.0,29.0,9.0
11060840.0,17.0,105.0,36.0,19.0,223.0,11.0,20.0,14.0,13.0,5.0,16.0,19.0,29.0,9.0
11060860.0,22.0,82.0,27.0,24.0,178.0,13.0,11.0,13.0,8.0,1.0,4.0,14.0,28.0,7.0
11060870.0,44.0,166.0,62.0,45.0,511.0,31.0,41.0,39.0,14.0,7.0,20.0,27.0,56.0,16.0
11060880.0,44.0,166.0,62.0,45.0,511.0,31.0,41.0,39.0,14.0,7.0,20.0,27.0,56.0,16.0
11060890.0,8.0,71.0,26.0,11.0,153.0,19.0,20.0,20.0,17.0,4.0,10.0,8.0,18.0,7.0
11060900.0,8.0,71.0,26.0,11.0,153.0,19.0,20.0,20.0,17.0,4.0,10.0,8.0,18.0,7.0
11060910.0,22.0,82.0,27.0,24.0,178.0,13.0,11.0,13.0,8.0,1.0,4.0,14.0,28.0,7.0
11070520.0,61.0,317.0,114.0,65.0,657.0,32.0,41.0,35.0,34.0,19.0,22.0,39.0,88.0,98.0
11070540.0,61.0,317.0,114.0,65.0,657.0,32.0,41.0,35.0,34.0,19.0,22.0,39.0,88.0,98.0
11070550.0,61.0,317.0,114.0,65.0,657.0,32.0,41.0,35.0,34.0,19.0,22.0,39.0,88.0,98.0
11070570.0,61.0,317.0,114.0,65.0,657.0,32.0,41.0,35.0,34.0,19.0,22.0,39.0,88.0,98.0
11070590.0,15.0,94.0,38.0,17.0,261.0,22.0,25.0,17.0,12.0,13.0,9.0,12.0,33.0,57.0
11070600.0,15.0,94.0,38.0,17.0,261.0,22.0,25.0,17.0,12.0,13.0,9.0,12.0,33.0,57.0
11070610.0,16.0,91.0,35.0,14.0,199.0,7.0,7.0,5.0,14.0,1.0,13.0,8.0,32.0,32.0
11070620.0,16.0,91.0,35.0,14.0,199.0,7.0,7.0,5.0,14.0,1.0,13.0,8.0,32.0,32.0
11070640.0,22.0,110.0,34.0,19.0,183.0,11.0,24.0,11.0,9.0,2.0,7.0,12.0,22.0,33.0
11070650.0,22.0,110.0,34.0,19.0,183.0,11.0,24.0,11.0,9.0,2.0,7.0,12.0,22.0,33.0
11070680.0,20.0,119.0,55.0,22.0,218.0,12.0,19.0,16.0,12.0,3.0,12.0,16.0,36.0,27.0
11070690.0,19.0,75.0,23.0,17.0,169.0,9.0,16.0,12.0,12.0,1.0,9.0,18.0,22.0,18.0
11070700.0,19.0,75.0,23.0,17.0,169.0,9.0,16.0,12.0,12.0,1.0,9.0,18.0,22.0,18.0
11070710.0,61.0,317.0,114.0,65.0,657.0,32.0,41.0,35.0,34.0,19.0,22.0,39.0,88.0,98.0
11070720.0,61.0,317.0,114.0,65.0,657.0,32.0,41.0,35.0,34.0,19.0,22.0,39.0,88.0,98.0
11070730.0,20.0,119.0,55.0,22.0,218.0,12.0,19.0,16.0,12.0,3.0,12.0,16.0,36.0,27.0
11080580.0,6.0,31.0,7.0,5.0,25.0,5.0,1.0,2.0,6.0,0.0,3.0,3.0,3.0,0.0
11080590.0,6.0,31.0,7.0,5.0,25.0,5.0,1.0,2.0,6.0,0.0,3.0,3.0,3.0,0.0
11080600.0,3.0,38.0,28.0,0.0,133.0,40.0,17.0,20.0,11.0,6.0,9.0,8.0,21.0,12.0
11080610.0,7.0,36.0,9.0,5.0,59.0,8.0,8.0,8.0,1.0,4.0,2.0,5.0,10.0,2.0
11080620.0,37.0,214.0,61.0,46.0,342.0,40.0,33.0,28.0,44.0,13.0,27.0,45.0,57.0,20.0
11080630.0,25.0,145.0,41.0,26.0,249.0,27.0,15.0,18.0,34.0,8.0,20.0,21.0,40.0,15.0
11080640.0,19.0,114.0,34.0,21.0,224.0,22.0,14.0,16.0,28.0,8.0,17.0,18.0,37.0,15.0
11080650.0,19.0,114.0,34.0,21.0,224.0,22.0,14.0,16.0,28.0,8.0,17.0,18.0,37.0,15.0
11080660.0,12.0,69.0,20.0,20.0,93.0,13.0,18.0,10.0,10.0,5.0,7.0,24.0,17.0,5.0
11080680.0,25.0,153.0,46.0,44.0,279.0,26.0,32.0,24.0,30.0,10.0,21.0,40.0,36.0,10.0
11080710.0,13.0,84.0,26.0,24.0,186.0,13.0,14.0,14.0,20.0,5.0,14.0,16.0,19.0,5.0
11080720.0,14.0,99.0,29.0,24.0,219.0,18.0,15.0,16.0,23.0,5.0,15.0,18.0,24.0,6.0
11080760.0,14.0,93.0,23.0,21.0,158.0,4.0,6.0,11.0,13.0,10.0,4.0,11.0,26.0,9.0
11080770.0,14.0,93.0,23.0,21.0,158.0,4.0,6.0,11.0,13.0,10.0,4.0,11.0,26.0,9.0
11080780.0,14.0,93.0,23.0,21.0,158.0,4.0,6.0,11.0,13.0,10.0,4.0,11.0,26.0,9.0
11080810.0,5.0,35.0,7.0,5.0,64.0,17.0,11.0,4.0,2.0,6.0,4.0,8.0,9.0,2.0
11080820.0,14.0,87.0,33.0,13.0,202.0,21.0,21.0,16.0,10.0,10.0,10.0,11.0,16.0,7.0
11080830.0,35.0,129.0,44.0,15.0,185.0,54.0,18.0,20.0,17.0,14.0,15.0,18.0,13.0,13.0
11080840.0,7.0,74.0,17.0,11.0,135.0,9.0,11.0,6.0,8.0,4.0,6.0,9.0,17.0,6.0
11080850.0,12.0,74.0,19.0,13.0,177.0,6.0,9.0,7.0,15.0,11.0,6.0,6.0,11.0,13.0
11090600.0,27.0,112.0,38.0,24.0,184.0,19.0,9.0,12.0,16.0,7.0,14.0,10.0,27.0,10.0
11090610.0,27.0,112.0,38.0,24.0,184.0,19.0,9.0,12.0,16.0,7.0,14.0,10.0,27.0,10.0
11090620.0,27.0,112.0,38.0,24.0,184.0,19.0,9.0,12.0,16.0,7.0,14.0,10.0,27.0,10.0
11090630.0,56.0,272.0,92.0,51.0,640.0,36.0,46.0,27.0,29.0,33.0,27.0,33.0,51.0,34.0
11090640.0,56.0,272.0,92.0,51.0,640.0,36.0,46.0,27.0,29.0,33.0,27.0,33.0,51.0,34.0
11090650.0,56.0,272.0,92.0,51.0,640.0,36.0,46.0,27.0,29.0,33.0,27.0,33.0,51.0,34.0
11090690.0,55.0,308.0,107.0,69.0,631.0,26.0,44.0,42.0,31.0,27.0,23.0,41.0,51.0,42.0
11090700.0,55.0,308.0,107.0,69.0,631.0,26.0,44.0,42.0,31.0,27.0,23.0,41.0,51.0,42.0
11090710.0,55.0,308.0,107.0,69.0,631.0,26.0,44.0,42.0,31.0,27.0,23.0,41.0,51.0,42.0
11090720.0,55.0,308.0,107.0,69.0,631.0,26.0,44.0,42.0,31.0,27.0,23.0,41.0,51.0,42.0
11090730.0,55.0,308.0,107.0,69.0,631.0,26.0,44.0,42.0,31.0,27.0,23.0,41.0,51.0,42.0
11090740.0,57.0,286.0,99.0,55.0,736.0,39.0,49.0,29.0,32.0,38.0,29.0,36.0,58.0,36.0
11090750.0,56.0,272.0,92.0,51.0,640.0,36.0,46.0,27.0,29.0,33.0,27.0,33.0,51.0,34.0
11100510.0,28.0,155.0,42.0,36.0,206.0,28.0,24.0,16.0,21.0,1.0,10.0,11.0,38.0,1.0
11100520.0,28.0,155.0,42.0,36.0,206.0,28.0,24.0,16.0,21.0,1.0,10.0,11.0,38.0,1.0
11100530.0,28.0,155.0,42.0,36.0,206.0,28.0,24.0,16.0,21.0,1.0,10.0,11.0,38.0,1.0
11100540.0,28.0,155.0,42.0,36.0,206.0,28.0,24.0,16.0,21.0,1.0,10.0,11.0,38.0,1.0
11100550.0,23.0,149.0,40.0,30.0,286.0,28.0,34.0,19.0,35.0,10.0,16.0,25.0,43.0,5.0
11100560.0,23.0,149.0,40.0,30.0,286.0,28.0,34.0,19.0,35.0,10.0,16.0,25.0,43.0,5.0
11100570.0,23.0,149.0,40.0,30.0,286.0,28.0,34.0,19.0,35.0,10.0,16.0,25.0,43.0,5.0
11100590.0,54.0,219.0,65.0,49.0,331.0,26.0,52.0,25.0,33.0,5.0,21.0,31.0,49.0,10.0
11100600.0,54.0,219.0,65.0,49.0,331.0,26.0,52.0,25.0,33.0,5.0,21.0,31.0,49.0,10.0
11100610.0,54.0,219.0,65.0,49.0,331.0,26.0,52.0,25.0,33.0,5.0,21.0,31.0,49.0,10.0
11100620.0,54.0,219.0,65.0,49.0,331.0,26.0,52.0,25.0,33.0,5.0,21.0,31.0,49.0,10.0
11100630.0,54.0,219.0,65.0,49.0,331.0,26.0,52.0,25.0,33.0,5.0,21.0,31.0,49.0,10.0
11100640.0,12.0,81.0,30.0,16.0,246.0,8.0,12.0,10.0,8.0,7.0,5.0,11.0,27.0,4.0
11100650.0,12.0,81.0,30.0,16.0,246.0,8.0,12.0,10.0,8.0,7.0,5.0,11.0,27.0,4.0
11110510.0,19.0,97.0,44.0,23.0,175.0,22.0,19.0,21.0,18.0,6.0,24.0,20.0,27.0,2.0
11110520.0,19.0,97.0,44.0,23.0,175.0,22.0,19.0,21.0,18.0,6.0,24.0,20.0,27.0,2.0
11110530.0,19.0,97.0,44.0,23.0,175.0,22.0,19.0,21.0,18.0,6.0,24.0,20.0,27.0,2.0
11110560.0,40.0,157.0,64.0,41.0,318.0,44.0,39.0,22.0,17.0,12.0,24.0,34.0,49.0,5.0
11110580.0,3.0,35.0,19.0,12.0,76.0,8.0,12.0,5.0,14.0,2.0,8.0,6.0,10.0,2.0
11110590.0,3.0,35.0,19.0,12.0,76.0,8.0,12.0,5.0,14.0,2.0,8.0,6.0,10.0,2.0
11110600.0,33.0,138.0,73.0,42.0,228.0,27.0,25.0,22.0,23.0,4.0,28.0,29.0,27.0,0.0
11110610.0,33.0,138.0,73.0,42.0,228.0,27.0,25.0,22.0,23.0,4.0,28.0,29.0,27.0,0.0
11110640.0,33.0,138.0,73.0,42.0,228.0,27.0,25.0,22.0,23.0,4.0,28.0,29.0,27.0,0.0
11110650.0,72.0,373.0,135.0,96.0,727.0,71.0,90.0,67.0,30.0,18.0,37.0,72.0,84.0,68.0
11110660.0,72.0,373.0,135.0,96.0,727.0,71.0,90.0,67.0,30.0,18.0,37.0,72.0,84.0,68.0
11110690.0,72.0,373.0,135.0,96.0,727.0,71.0,90.0,67.0,30.0,18.0,37.0,72.0,84.0,68.0
11110720.0,72.0,373.0,135.0,96.0,727.0,71.0,90.0,67.0,30.0,18.0,37.0,72.0,84.0,68.0
11110730.0,72.0,373.0,135.0,96.0,727.0,71.0,90.0,67.0,30.0,18.0,37.0,72.0,84.0,68.0
11110740.0,72.0,373.0,135.0,96.0,727.0,71.0,90.0,67.0,30.0,18.0,37.0,72.0,84.0,68.0
11110760.0,72.0,373.0,135.0,96.0,727.0,71.0,90.0,67.0,30.0,18.0,37.0,72.0,84.0,68.0
11110770.0,72.0,373.0,135.0,96.0,727.0,71.0,90.0,67.0,30.0,18.0,37.0,72.0,84.0,68.0
11110780.0,33.0,138.0,73.0,42.0,228.0,27.0,25.0,22.0,23.0,4.0,28.0,29.0,27.0,0.0
11110790.0,40.0,157.0,64.0,41.0,318.0,44.0,39.0,22.0,17.0,12.0,24.0,34.0,49.0,5.0
11120510.0,11.0,65.0,11.0,14.0,152.0,10.0,8.0,9.0,7.0,1.0,3.0,12.0,16.0,4.0
11120520.0,15.0,138.0,40.0,25.0,257.0,14.0,12.0,11.0,10.0,2.0,7.0,17.0,22.0,5.0
11120550.0,25.0,137.0,35.0,32.0,359.0,35.0,35.0,10.0,11.0,6.0,7.0,13.0,27.0,11.0
11120560.0,25.0,137.0,35.0,32.0,359.0,35.0,35.0,10.0,11.0,6.0,7.0,13.0,27.0,11.0
11120570.0,9.0,56.0,11.0,6.0,60.0,5.0,3.0,3.0,5.0,0.0,3.0,12.0,10.0,0.0
11120580.0,16.0,79.0,29.0,28.0,230.0,19.0,15.0,7.0,4.0,4.0,12.0,16.0,18.0,9.0
11120590.0,24.0,175.0,39.0,48.0,406.0,21.0,30.0,21.0,15.0,2.0,11.0,28.0,26.0,11.0
11120600.0,24.0,175.0,39.0,48.0,406.0,21.0,30.0,21.0,15.0,2.0,11.0,28.0,26.0,11.0
11120650.0,10.0,103.0,20.0,17.0,110.0,7.0,9.0,10.0,6.0,1.0,4.0,16.0,18.0,3.0
11120660.0,10.0,103.0,20.0,17.0,110.0,7.0,9.0,10.0,6.0,1.0,4.0,16.0,18.0,3.0
11120670.0,3.0,36.0,5.0,10.0,80.0,4.0,5.0,7.0,6.0,1.0,2.0,8.0,4.0,3.0
11120680.0,0.0,15.0,12.0,4.0,46.0,2.0,1.0,2.0,0.0,3.0,3.0,3.0,4.0,2.0
11120710.0,15.0,70.0,22.0,24.0,173.0,14.0,13.0,14.0,5.0,1.0,6.0,31.0,14.0,0.0
11120720.0,15.0,138.0,40.0,25.0,257.0,14.0,12.0,11.0,10.0,2.0,7.0,17.0,22.0,5.0
11120730.0,24.0,175.0,39.0,48.0,406.0,21.0,30.0,21.0,15.0,2.0,11.0,28.0,26.0,11.0
11120740.0,13.0,140.0,26.0,23.0,218.0,11.0,12.0,15.0,10.0,1.0,6.0,17.0,14.0,7.0
11130520.0,6.0,25.0,15.0,5.0,86.0,15.0,5.0,2.0,4.0,0.0,0.0,5.0,5.0,4.0
11130620.0,18.0,94.0,42.0,26.0,236.0,24.0,20.0,11.0,9.0,5.0,9.0,16.0,30.0,22.0
11130640.0,18.0,94.0,42.0,26.0,236.0,24.0,20.0,11.0,9.0,5.0,9.0,16.0,30.0,22.0
11130650.0,18.0,94.0,42.0,26.0,236.0,24.0,20.0,11.0,9.0,5.0,9.0,16.0,30.0,22.0
11130660.0,8.0,72.0,35.0,18.0,160.0,29.0,11.0,16.0,7.0,2.0,5.0,13.0,33.0,11.0
11130680.0,8.0,72.0,35.0,18.0,160.0,29.0,11.0,16.0,7.0,2.0,5.0,13.0,33.0,11.0
11130690.0,10.0,83.0,31.0,19.0,197.0,20.0,13.0,21.0,7.0,6.0,8.0,15.0,25.0,28.0
11130700.0,10.0,83.0,31.0,19.0,197.0,20.0,13.0,21.0,7.0,6.0,8.0,15.0,25.0,28.0
11130710.0,9.0,104.0,22.0,16.0,143.0,23.0,10.0,8.0,12.0,4.0,3.0,11.0,23.0,7.0
11130720.0,9.0,104.0,22.0,16.0,143.0,23.0,10.0,8.0,12.0,4.0,3.0,11.0,23.0,7.0
11130730.0,13.0,47.0,56.0,10.0,228.0,37.0,21.0,12.0,3.0,6.0,5.0,11.0,27.0,13.0
11130740.0,7.0,37.0,23.0,9.0,52.0,13.0,5.0,4.0,1.0,2.0,2.0,7.0,14.0,5.0
11130750.0,33.0,128.0,81.0,12.0,410.0,181.0,65.0,49.0,7.0,19.0,23.0,30.0,44.0,54.0
11130760.0,8.0,60.0,28.0,19.0,131.0,61.0,20.0,15.0,5.0,11.0,5.0,22.0,27.0,2.0
11140590.0,22.0,127.0,86.0,35.0,421.0,63.0,61.0,29.0,10.0,29.0,20.0,29.0,37.0,1.0
11140600.0,16.0,101.0,41.0,25.0,213.0,36.0,22.0,14.0,6.0,8.0,13.0,19.0,22.0,3.0
11140610.0,16.0,73.0,43.0,23.0,228.0,36.0,37.0,18.0,5.0,16.0,11.0,13.0,19.0,2.0
11140630.0,9.0,84.0,31.0,16.0,157.0,26.0,18.0,9.0,6.0,9.0,13.0,19.0,17.0,3.0
11140660.0,107.0,314.0,115.0,46.0,703.0,251.0,182.0,77.0,10.0,185.0,20.0,58.0,54.0,29.0
11140680.0,22.0,66.0,14.0,7.0,148.0,55.0,39.0,14.0,4.0,31.0,5.0,21.0,12.0,6.0
11140690.0,28.0,118.0,39.0,27.0,215.0,62.0,18.0,10.0,7.0,10.0,14.0,29.0,21.0,5.0
11140700.0,28.0,118.0,39.0,27.0,215.0,62.0,18.0,10.0,7.0,10.0,14.0,29.0,21.0,5.0
11140710.0,42.0,71.0,14.0,6.0,140.0,101.0,65.0,31.0,4.0,22.0,3.0,59.0,16.0,8.0
11140720.0,8.0,61.0,26.0,12.0,144.0,21.0,30.0,17.0,6.0,16.0,10.0,22.0,27.0,1.0
11140730.0,12.0,72.0,31.0,15.0,160.0,24.0,31.0,17.0,8.0,16.0,12.0,24.0,30.0,1.0
11140740.0,9.0,40.0,33.0,13.0,253.0,40.0,65.0,27.0,7.0,21.0,8.0,16.0,20.0,1.0
11140750.0,10.0,51.0,44.0,12.0,208.0,35.0,29.0,21.0,3.0,14.0,8.0,11.0,16.0,1.0
11140760.0,20.0,75.0,22.0,11.0,125.0,46.0,27.0,15.0,5.0,36.0,3.0,15.0,13.0,6.0
11140770.0,31.0,163.0,91.0,43.0,457.0,67.0,71.0,40.0,9.0,31.0,24.0,29.0,30.0,3.0
