ADM_CD,total_all_2023,solo_all_2023,total_20_2023,solo_20_2023,total_25_2023,solo_25_2023,total_30_2023,solo_30_2023,total_35_2023,solo_35_2023,solo_20s_2023,solo_30s_2023,solo_all_ratio,solo_20s_ratio,solo_30s_ratio
11010530,7845.0,1869.0,583.0,172.0,686.0,241.0,778.0,222.0,757.0,230.0,206.5,226.0,23.82409177820268,11.04868913857678,12.092027822364901
11010540,2370.0,800.0,143.0,68.0,172.0,85.0,193.0,92.0,211.0,91.0,76.5,91.5,33.755274261603375,9.5625,11.4375
11010550,9116.0,1549.0,1147.0,213.0,841.0,154.0,711.0,187.0,652.0,152.0,183.5,169.5,16.992101799034664,11.8463524854745,10.942543576500968
11010560,15369.0,1617.0,1269.0,136.0,1173.0,123.0,1172.0,143.0,1075.0,121.0,129.5,132.0,10.521178996681632,8.008658008658008,8.16326530612245
11030740,18463.0,5314.0,1138.0,442.0,1823.0,743.0,2384.0,881.0,2035.0,703.0,592.5,792.0,28.78188810052538,11.149792999623635,14.904027098231087
11040520,13212.0,2301.0,1150.0,263.0,1258.0,311.0,1325.0,273.0,1252.0,229.0,287.0,251.0,17.415985467756585,12.47283789656671,10.908300738809213
11040540,20118.0,3908.0,2127.0,706.0,2224.0,757.0,2006.0,470.0,1626.0,343.0,731.5,406.5,19.425390197832787,18.71801432958035,10.401740020470829
11020680,7168.0,1279.0,458.0,83.0,610.0,123.0,730.0,139.0,760.0,122.0,103.0,130.5,17.843191964285715,8.05316653635653,10.203283815480845
11040730,17995.0,2257.0,1200.0,97.0,1527.0,138.0,2238.0,302.0,2193.0,267.0,117.5,284.5,12.54237288135593,5.206025697828977,12.60522817899867
11020580,5650.0,2314.0,1138.0,645.0,939.0,491.0,602.0,291.0,421.0,194.0,568.0,242.5,40.95575221238938,24.546240276577354,10.479688850475368
11020590,5086.0,2154.0,385.0,214.0,588.0,452.0,493.0,249.0,373.0,175.0,333.0,212.0,42.351553283523394,15.459610027855152,9.842154131847725
11040550,13694.0,6208.0,3440.0,2352.0,2924.0,2028.0,1332.0,592.0,816.0,339.0,2190.0,465.5,45.33372279830583,35.277061855670105,7.498389175257731
11030510,15069.0,3136.0,1196.0,229.0,1387.0,311.0,1612.0,456.0,1464.0,380.0,270.0,418.0,20.810936359413365,8.60969387755102,13.329081632653061
