ADM_CD,지가변동률_2023,지가_2023
11010530.0,7.902166666666667,98.97316666666669
11010540.0,7.840571428571429,99.05785714285716
11010550.0,8.004000000000001,98.822
11010560.0,8.009,98.655
11010570.0,6.939000000000002,99.397
11010580.0,7.603499999999999,99.142
11010600.0,7.388999999999999,98.986
11010610.0,7.914103448275862,99.06806896551726
11010630.0,8.271,98.9636
11010640.0,7.514,99.586
11010670.0,8.421,98.723
11010680.0,8.421,98.723
11010690.0,8.421,98.723
11010700.0,7.931999999999999,99.263
11010710.0,7.931999999999999,99.263
11010720.0,7.714800000000001,98.8961
11010730.0,7.271999999999999,99.27883333333334
11020520.0,7.604250000000001,99.266
11020540.0,7.4198,99.2918
11020550.0,6.838304347826086,99.36547826086954
11020570.0,6.842272727272726,99.42918181818185
11020580.0,6.666999999999999,99.641
11020590.0,6.963900000000001,99.2916
11020600.0,7.5227,98.8971
11020650.0,7.828999999999999,99.174
11020670.0,8.228,99.409
11020680.0,7.490750000000002,99.18575
11020690.0,7.961999999999999,99.25233333333335
11020700.0,7.828999999999999,99.174
11020710.0,7.828999999999999,99.174
11020720.0,7.828999999999999,99.174
11020730.0,7.828999999999999,99.174
11030510.0,8.292,98.81
11030520.0,7.266999999999999,98.979
11030530.0,8.999,98.423
11030570.0,6.412000000000001,98.5042
11030580.0,5.282,99.702
11030590.0,5.699,99.65
11030630.0,6.509,99.039
11030640.0,6.509,99.039
11030650.0,6.977,98.535
11030660.0,6.977,98.535
11030690.0,8.213000000000001,98.404
11030700.0,9.734,99.024
11030710.0,8.527,98.288
11030720.0,8.037,98.647
11030730.0,8.8058,98.3616
11030740.0,10.155,98.676
11040520.0,6.840000000000002,99.62
11040540.0,6.2940000000000005,99.426
11040550.0,6.012999999999999,99.507
11040560.0,6.012999999999999,99.507
11040570.0,6.012999999999999,99.507
11040580.0,6.012999999999999,99.507
11040590.0,5.970000000000001,99.202
11040620.0,5.970000000000001,99.202
11040650.0,16.874000000000002,97.249
11040660.0,16.874000000000002,97.249
11040670.0,17.828000000000003,96.923
11040680.0,17.828000000000003,96.923
11040690.0,6.914999999999999,99.214
11040700.0,7.5055,99.209
11040710.0,7.2125,99.609
11040720.0,5.970000000000001,99.202
11040730.0,5.140000000000001,99.832
11050530.0,6.181,99.178
11050540.0,6.532000000000002,99.468
11050550.0,7.658000000000001,99.342
11050560.0,7.658000000000001,99.342
11050570.0,7.658000000000001,99.342
11050580.0,7.658000000000001,99.342
11050590.0,6.453999999999999,99.603
11050600.0,7.909000000000001,99.458
11050610.0,7.909000000000001,99.458
11050620.0,7.909000000000001,99.458
11050630.0,4.612,99.837
11050640.0,9.372000000000002,98.788
11050650.0,9.372000000000002,98.788
11050660.0,9.372000000000002,98.788
11050670.0,9.372000000000002,98.788
11060710.0,6.539999999999999,99.411
11060720.0,6.106,99.354
11060730.0,6.106,99.354
11060800.0,8.715,99.148
11060810.0,9.06,99.168
11060820.0,9.527,99.153
11060830.0,8.515000000000002,99.021
11060840.0,8.515000000000002,99.021
11060860.0,6.833,99.27
11060870.0,7.009,99.31
11060880.0,7.009,99.31
11060890.0,8.005999999999998,98.75
11060900.0,8.005999999999998,98.75
11060910.0,6.833,99.27
11070520.0,7.166000000000001,99.093
11070540.0,7.166000000000001,99.093
11070550.0,7.166000000000001,99.093
11070570.0,7.166000000000001,99.093
11070590.0,6.7940000000000005,99.379
11070600.0,6.7940000000000005,99.379
11070610.0,6.417999999999999,99.476
11070620.0,6.417999999999999,99.476
11070640.0,5.688999999999999,99.56
11070650.0,5.688999999999999,99.56
11070680.0,6.1530000000000005,99.507
11070690.0,5.607,99.597
11070700.0,5.607,99.597
11070710.0,7.166000000000001,99.093
11070720.0,7.166000000000001,99.093
11070730.0,6.1530000000000005,99.507
11080580.0,5.535,99.714
11080590.0,5.535,99.714
11080600.0,6.144000000000001,99.68139999999998
11080610.0,6.321857142857143,99.64857142857144
11080620.0,6.344333333333332,99.52766666666668
11080630.0,6.182499999999999,99.5165
11080640.0,6.829999999999999,99.319
11080650.0,6.829999999999999,99.319
11080660.0,6.668,99.55
11080680.0,6.7375,99.515
11080710.0,6.807,99.48
11080720.0,6.807,99.48
11080760.0,7.302000000000001,99.218
11080770.0,7.302000000000001,99.218
11080780.0,7.302000000000001,99.218
11080810.0,6.602000000000001,99.413
11080820.0,6.041444444444444,99.8417777777778
11080830.0,5.94275,99.824125
11080840.0,6.647,99.652
11080850.0,7.081000000000001,99.442
11090600.0,5.288,99.608
11090610.0,5.288,99.608
11090620.0,5.288,99.608
11090630.0,4.928999999999999,99.519
11090640.0,4.928999999999999,99.519
11090650.0,4.928999999999999,99.519
11090690.0,7.019,99.601
11090700.0,7.019,99.601
11090710.0,7.019,99.601
11090720.0,7.019,99.601
11090730.0,7.019,99.601
11090740.0,3.793,99.7485
11090750.0,4.928999999999999,99.519
11100510.0,5.752,99.725
11100520.0,5.752,99.725
11100530.0,5.752,99.725
11100540.0,5.752,99.725
11100550.0,5.596,99.753
11100560.0,5.596,99.753
11100570.0,5.596,99.753
11100590.0,5.975,99.589
11100600.0,5.975,99.589
11100610.0,5.975,99.589
11100620.0,5.975,99.589
11100630.0,5.975,99.589
11100640.0,5.561000000000001,99.861
11100650.0,5.561000000000001,99.861
11110510.0,5.414,98.863
11110520.0,5.414,98.863
11110530.0,5.414,98.863
11110560.0,5.494000000000001,98.82
11110580.0,5.087,99.244
11110590.0,5.087,99.244
11110600.0,5.19,99.035
11110610.0,5.19,99.035
11110640.0,5.19,99.035
11110650.0,6.745000000000001,100.453
11110660.0,6.745000000000001,100.453
11110690.0,6.745000000000001,100.453
11110720.0,6.745000000000001,100.453
11110730.0,6.745000000000001,100.453
11110740.0,6.745000000000001,100.453
11110760.0,6.745000000000001,100.453
11110770.0,6.745000000000001,100.453
11110780.0,5.19,99.035
11110790.0,5.494000000000001,98.82
11120510.0,6.966000000000001,99.345
11120520.0,7.103999999999999,99.18
11120550.0,6.770999999999999,99.22
11120560.0,6.770999999999999,99.22
11120570.0,6.444000000000001,99.539
11120580.0,6.692,99.308
11120590.0,7.081,99.29
11120600.0,7.081,99.29
11120650.0,6.5600000000000005,99.556
11120660.0,6.5600000000000005,99.556
11120670.0,6.810999999999999,99.463
11120680.0,6.859,99.433
11120710.0,5.7,99.491
11120720.0,7.103999999999999,99.18
11120730.0,7.081,99.29
11120740.0,6.795,99.498
11130520.0,4.7144,99.9232
11130620.0,6.166999999999999,99.347
11130640.0,6.166999999999999,99.347
11130650.0,6.166999999999999,99.347
11130660.0,6.544,99.732
11130680.0,6.544,99.732
11130690.0,6.458,100.068
11130700.0,6.458,100.068
11130710.0,6.396,100.01
11130720.0,6.396,100.01
11130730.0,7.351599999999999,99.3344
11130740.0,8.682,98.52
11130750.0,5.5526,99.7364
