ADM_CD,total_all_2024,solo_all_2024,total_20_2024,solo_20_2024,total_25_2024,solo_25_2024,total_30_2024,solo_30_2024,total_35_2024,solo_35_2024,solo_20s_2024,solo_30s_2024,solo_all_ratio,solo_20s_ratio,solo_30s_ratio
11010630,5288.0,2334.0,577.0,386.0,579.0,390.0,459.0,260.0,341.0,181.0,388.0,220.5,44.137670196671706,16.62382176520994,9.447300771208226
11010640,8538.0,3041.0,1132.0,479.0,1426.0,623.0,973.0,485.0,643.0,297.0,551.0,391.0,35.61724057156243,18.119039789542914,12.857612627425189
11010670,6053.0,1666.0,416.0,81.0,581.0,129.0,507.0,175.0,416.0,146.0,105.0,160.5,27.523542045266808,6.302521008403361,9.633853541416567
11010680,10073.0,1979.0,823.0,93.0,999.0,130.0,785.0,182.0,687.0,144.0,111.5,163.0,19.646579966246403,5.634158665992926,8.236483072258718
11020600,2390.0,1470.0,85.0,65.0,238.0,192.0,352.0,243.0,284.0,185.0,128.5,214.0,61.50627615062761,8.741496598639456,14.557823129251702
11120680,14319.0,2451.0,962.0,128.0,1096.0,153.0,1225.0,268.0,1232.0,240.0,140.5,254.0,17.117117117117118,5.73235414116687,10.36311709506324
11120710,39774.0,5175.0,2628.0,573.0,2710.0,677.0,2848.0,596.0,4368.0,821.0,625.0,708.5,13.011012219037562,12.077294685990339,13.690821256038646
11120720,24782.0,5252.0,1887.0,369.0,2045.0,438.0,2186.0,499.0,1964.0,412.0,403.5,455.5,21.192801226696798,7.682787509520182,8.672886519421173
11120730,22199.0,5060.0,1646.0,314.0,1845.0,386.0,2028.0,557.0,1845.0,464.0,350.0,510.5,22.793819541420785,6.91699604743083,10.088932806324111
11130520,15846.0,2800.0,1342.0,229.0,1252.0,231.0,1433.0,222.0,1509.0,214.0,230.0,218.0,17.670074466742395,8.214285714285714,7.7857142857142865
11110590,18992.0,1727.0,1795.0,56.0,1366.0,49.0,1310.0,112.0,1571.0,119.0,52.5,115.5,9.09330244313395,3.039953676896352,6.687898089171974
11130680,24693.0,4101.0,2351.0,600.0,2171.0,566.0,1928.0,350.0,1955.0,314.0,583.0,332.0,16.60794557161949,14.216044867105584,8.09558644233114
11130690,8325.0,879.0,423.0,52.0,452.0,58.0,442.0,38.0,711.0,54.0,55.0,46.0,10.558558558558559,6.257110352673492,5.233219567690557
11140610,15051.0,3085.0,1793.0,535.0,1843.0,571.0,1653.0,318.0,1351.0,227.0,553.0,272.5,20.496976945053486,17.925445705024313,8.833063209076176
11140710,16193.0,5036.0,1378.0,680.0,2149.0,1089.0,2092.0,941.0,1629.0,683.0,884.5,812.0,31.099857963317483,17.563542494042892,16.12390786338364
11140720,17338.0,3821.0,1402.0,414.0,1711.0,542.0,1955.0,656.0,1816.0,566.0,478.0,611.0,22.038297381474216,12.509814184768386,15.99057838262235
11110720,18286.0,2104.0,1098.0,79.0,1324.0,105.0,3017.0,352.0,2558.0,269.0,92.0,310.5,11.506070217652848,4.3726235741444865,14.757604562737642
11110760,20676.0,3563.0,1786.0,199.0,1562.0,181.0,1512.0,186.0,1514.0,164.0,190.0,175.0,17.232540143161152,5.332584900364861,4.911591355599214
11150660,44300.0,4718.0,3256.0,176.0,3116.0,183.0,3749.0,385.0,4284.0,389.0,179.5,387.0,10.650112866817157,3.804578211106401,8.202628232301823
11230530,21272.0,6093.0,1292.0,484.0,2271.0,907.0,2712.0,1319.0,2357.0,1078.0,695.5,1198.5,28.643286949981196,11.414738224191694,19.67011324470704
11160640,24340.0,8363.0,1522.0,828.0,2642.0,1589.0,3378.0,1901.0,2570.0,1355.0,1208.5,1628.0,34.359079704190634,14.450556020566783,19.46669855315078
11160670,32172.0,2951.0,2557.0,126.0,1976.0,110.0,2508.0,157.0,3496.0,196.0,118.0,176.5,9.172572423225164,3.9986445272788886,5.981023381904439
11160690,20958.0,4354.0,1229.0,330.0,1916.0,571.0,2064.0,484.0,1916.0,386.0,450.5,435.0,20.7748830995324,10.34680753330271,9.990813045475425
11160700,33961.0,3887.0,2357.0,272.0,2637.0,352.0,3445.0,428.0,3842.0,422.0,312.0,425.0,11.445481581814434,8.02675585284281,10.933882171340366
11160710,21971.0,5044.0,1513.0,364.0,1958.0,534.0,1982.0,475.0,1807.0,394.0,449.0,434.5,22.957534932410905,8.901665344964314,8.614195083267248
11160720,22704.0,4718.0,1386.0,170.0,1870.0,240.0,2230.0,383.0,2155.0,342.0,205.0,362.5,20.780479210711768,4.3450614667231875,7.68334039847393
11230600,15702.0,510.0,1171.0,36.0,806.0,27.0,561.0,42.0,775.0,50.0,31.5,46.0,3.247993886129155,6.176470588235294,9.019607843137255
11170510,30694.0,2829.0,2028.0,152.0,2418.0,211.0,3584.0,435.0,3627.0,399.0,181.5,417.0,9.216785039421385,6.415694591728525,14.74019088016967
11170520,17588.0,1929.0,1249.0,162.0,1513.0,235.0,2231.0,291.0,2155.0,249.0,198.5,270.0,10.967705253581988,10.29030585795749,13.996889580093313
11170540,24041.0,8658.0,1473.0,846.0,3617.0,2144.0,3819.0,1996.0,2902.0,1414.0,1495.0,1705.0,36.01347697683125,17.26726726726727,19.692769692769694
11170550,26465.0,5571.0,1496.0,316.0,2434.0,615.0,2814.0,719.0,2460.0,570.0,465.5,644.5,21.050443982618553,8.355770956740262,11.568838628612458
11170610,24147.0,2796.0,1739.0,132.0,1769.0,147.0,1955.0,188.0,2088.0,182.0,139.5,185.0,11.579078146353584,4.989270386266095,6.61659513590844
11170620,25088.0,3269.0,2080.0,127.0,1848.0,126.0,1967.0,220.0,2431.0,242.0,126.5,231.0,13.030133928571427,3.8696849189354543,7.066381156316917
11180570,31793.0,5673.0,2243.0,369.0,2694.0,502.0,2982.0,589.0,2996.0,535.0,435.5,562.0,17.84355046708395,7.676714260532346,9.90657500440684
11130720,30345.0,5084.0,2493.0,477.0,2409.0,495.0,2681.0,519.0,2837.0,495.0,486.0,507.0,16.75399571593343,9.55940204563336,9.972462627852085
11130730,16359.0,3738.0,1669.0,551.0,1571.0,552.0,1442.0,421.0,1351.0,363.0,551.5,392.0,22.849807445442877,14.753879079721777,10.486891385767791
11130740,11574.0,2046.0,745.0,143.0,857.0,175.0,997.0,155.0,1273.0,177.0,159.0,166.0,17.67755313634007,7.771260997067449,8.113391984359726
11130750,22858.0,10900.0,6968.0,4115.0,5158.0,2921.0,2345.0,1425.0,1329.0,762.0,3518.0,1093.5,47.68571178580803,32.27522935779816,10.03211009174312
11180610,19280.0,3758.0,1432.0,101.0,1462.0,118.0,1535.0,241.0,1455.0,209.0,109.5,225.0,19.491701244813278,2.913783927621075,5.987227248536456
11150540,21753.0,2536.0,2047.0,159.0,1549.0,131.0,1518.0,285.0,1600.0,268.0,145.0,276.5,11.65816209258493,5.717665615141955,10.902996845425868
11190560,29314.0,7440.0,2499.0,1019.0,4130.0,1846.0,4113.0,1659.0,2990.0,1085.0,1432.5,1372.0,25.380364331036365,19.254032258064516,18.440860215053764
11190610,13995.0,3529.0,847.0,313.0,1408.0,605.0,2013.0,653.0,1836.0,533.0,459.0,593.0,25.216148624508754,13.006517427033154,16.80362708982715
11190620,18221.0,3342.0,1286.0,345.0,1919.0,580.0,2322.0,675.0,1984.0,513.0,462.5,594.0,18.341474123264366,13.839018551765411,17.7737881508079
11190630,20887.0,6792.0,1519.0,720.0,2180.0,1128.0,2056.0,922.0,1705.0,704.0,924.0,813.0,32.51783405946283,13.604240282685511,11.969964664310954
11190680,13712.0,2666.0,1048.0,288.0,1161.0,351.0,1172.0,330.0,1188.0,294.0,319.5,312.0,19.442823803967325,11.984246061515378,11.70292573143286
11190690,12643.0,1443.0,1077.0,143.0,1162.0,170.0,1205.0,169.0,1220.0,147.0,156.5,158.0,11.413430356719132,10.845460845460845,10.94941094941095
11140700,16420.0,2530.0,1250.0,234.0,1429.0,299.0,1771.0,335.0,1820.0,301.0,266.5,318.0,15.40803897685749,10.533596837944664,12.569169960474309
11190720,27982.0,4336.0,1762.0,187.0,2590.0,302.0,2756.0,423.0,2412.0,338.0,244.5,380.5,15.495675791580302,5.638837638376383,8.775369003690036
11190730,23010.0,3906.0,1532.0,223.0,2051.0,354.0,2261.0,438.0,2226.0,382.0,288.5,410.0,16.97522816166884,7.386072708653353,10.496671786994368
11190740,23426.0,10382.0,1233.0,817.0,3476.0,2419.0,4172.0,2424.0,2931.0,1576.0,1618.0,2000.0,44.31827883548195,15.58466576767482,19.264110961279137
11190750,20731.0,4880.0,1259.0,322.0,2202.0,622.0,2471.0,710.0,1991.0,511.0,472.0,610.5,23.539626646085573,9.672131147540984,12.510245901639344
11190760,28628.0,3633.0,1450.0,215.0,1935.0,337.0,2978.0,508.0,3154.0,479.0,276.0,493.5,12.69037306133855,7.597027250206441,13.583815028901732
11200520,13474.0,3803.0,1122.0,374.0,1586.0,543.0,1427.0,521.0,908.0,310.0,458.5,415.5,28.224729107911532,12.05627136471207,10.925585064422824
11200530,42675.0,9542.0,5509.0,2550.0,5624.0,2531.0,4391.0,913.0,4072.0,760.0,2540.5,836.5,22.359695371997656,26.624397400964156,8.766505973590442
11200540,22115.0,3681.0,1796.0,519.0,2283.0,693.0,2508.0,468.0,2187.0,361.0,606.0,414.5,16.64481121410807,16.462917685411576,11.26052703069818
11200550,20936.0,4396.0,1660.0,528.0,2097.0,710.0,2313.0,681.0,2130.0,558.0,619.0,619.5,20.99732518150554,14.08098271155596,14.09235668789809
11200560,24499.0,4585.0,1932.0,448.0,2398.0,610.0,2722.0,697.0,2408.0,572.0,529.0,634.5,18.715049593860975,11.53762268266085,13.838604143947656
11200680,31856.0,6409.0,3093.0,995.0,3038.0,1045.0,2803.0,880.0,2851.0,797.0,1020.0,838.5,20.11865896534405,15.915119363395224,13.08316430020284
11200700,16989.0,3549.0,1170.0,445.0,1624.0,699.0,1808.0,514.0,1786.0,461.0,572.0,487.5,20.88998763906057,16.117216117216117,13.736263736263737
11200710,32197.0,5428.0,5429.0,1523.0,3682.0,999.0,2736.0,416.0,2578.0,357.0,1261.0,386.5,16.85871354474019,23.23139277818718,7.120486366985998
11200720,31558.0,6305.0,2271.0,724.0,4215.0,1329.0,4529.0,1032.0,2868.0,605.0,1026.5,818.5,19.979086127130998,16.28072957969865,12.981760507533705
11200730,26584.0,3670.0,1774.0,239.0,2348.0,345.0,2936.0,467.0,2613.0,369.0,292.0,418.0,13.805296418898585,7.956403269754768,11.389645776566757
11210520,22678.0,5676.0,1704.0,713.0,2338.0,1005.0,2566.0,863.0,2099.0,644.0,859.0,753.5,25.028662139518477,15.133897110641298,13.275193798449614
11160540,29874.0,5952.0,2575.0,155.0,2572.0,189.0,2728.0,449.0,2191.0,318.0,172.0,383.5,19.923679453705564,2.889784946236559,6.443212365591398
11210820,23152.0,3877.0,1628.0,116.0,1703.0,126.0,1790.0,306.0,1816.0,284.0,121.0,295.0,16.745853489979268,3.120969822027341,7.608976012380706
11210830,28282.0,4646.0,2243.0,448.0,2565.0,603.0,2587.0,560.0,2532.0,508.0,525.5,534.0,16.427409659854327,11.310804993542831,11.49375807145932
11220660,36147.0,5672.0,2385.0,349.0,2886.0,497.0,4030.0,844.0,4505.0,863.0,423.0,853.5,15.691482004039061,7.457686882933709,15.047602256699577
11220670,20956.0,4869.0,1238.0,319.0,2111.0,607.0,2557.0,821.0,2199.0,642.0,463.0,731.5,23.234395877075777,9.509139453686588,15.023618812897926
11220680,14156.0,1741.0,1009.0,127.0,969.0,135.0,1630.0,199.0,1711.0,182.0,131.0,190.5,12.298671941226335,7.524411257897761,10.941987363584147
11230760,32353.0,5364.0,2169.0,377.0,2326.0,479.0,3568.0,888.0,4010.0,871.0,428.0,879.5,16.579606218897784,7.979120059656973,16.39634601043997
11180510,24465.0,11322.0,1347.0,972.0,3763.0,2758.0,3485.0,2209.0,2418.0,1462.0,1865.0,1835.5,46.27835683629675,16.472354707648826,16.211800035329446
11240810,28147.0,3581.0,2311.0,169.0,2167.0,178.0,2771.0,361.0,3060.0,362.0,173.5,361.5,12.722492627988775,4.845015358838314,10.09494554593689
11240820,23141.0,1642.0,1137.0,53.0,1085.0,56.0,1612.0,71.0,2643.0,101.0,54.5,86.0,7.095631130893219,3.3191230207064555,5.237515225334957
11220520,18545.0,4121.0,1059.0,340.0,1549.0,562.0,2089.0,784.0,2021.0,680.0,451.0,732.0,22.221623078997034,10.943945644261103,17.76267896141713
11210660,22807.0,9207.0,2266.0,1426.0,3595.0,2302.0,3168.0,1719.0,2108.0,1077.0,1864.0,1398.0,40.369184899373,20.24546540675573,15.184099055066797
11210680,24113.0,8537.0,1827.0,1114.0,3060.0,1918.0,2762.0,1415.0,2116.0,1004.0,1516.0,1209.5,35.4041388462655,17.75799461169029,14.167740424036545
11220560,8737.0,676.0,599.0,43.0,423.0,34.0,437.0,95.0,621.0,122.0,38.5,108.5,7.737209568501774,5.695266272189349,16.050295857988164
11240590,14496.0,650.0,1648.0,88.0,999.0,44.0,775.0,57.0,837.0,51.0,66.0,54.0,4.483995584988962,10.153846153846153,8.307692307692308
11230520,22548.0,9685.0,1586.0,875.0,3258.0,1849.0,3670.0,2215.0,2709.0,1569.0,1362.0,1892.0,42.95281177931523,14.062983995869901,19.535363964894167
11150600,15497.0,1393.0,1127.0,54.0,1099.0,59.0,1574.0,105.0,1821.0,113.0,56.5,109.0,8.988836549009486,4.0559942569992815,7.824838478104809
11080630,19891.0,2269.0,1606.0,205.0,1541.0,209.0,1710.0,187.0,1767.0,168.0,207.0,177.5,11.407169071439345,9.122961657117672,7.822829440282063
11080640,15912.0,3547.0,2964.0,1190.0,1844.0,749.0,1276.0,218.0,958.0,148.0,969.5,183.0,22.291352438411263,27.33295742881308,5.159289540456724
11080780,12322.0,1561.0,922.0,158.0,856.0,158.0,855.0,86.0,1006.0,87.0,158.0,86.5,12.668397987339716,10.121716848174248,5.541319666880205
11010690,6422.0,1035.0,556.0,73.0,588.0,89.0,562.0,107.0,500.0,90.0,81.0,98.5,16.11647461849891,7.82608695652174,9.516908212560386
11010700,6252.0,1535.0,497.0,97.0,546.0,116.0,607.0,209.0,514.0,175.0,106.5,192.0,24.552143314139474,6.938110749185668,12.50814332247557
11010710,9428.0,3667.0,750.0,434.0,1074.0,653.0,1003.0,505.0,747.0,349.0,543.5,427.0,38.89478150190921,14.82137987455686,11.644395964003271
11010720,10900.0,1735.0,822.0,134.0,858.0,151.0,968.0,229.0,1080.0,230.0,142.5,229.5,15.91743119266055,8.213256484149856,13.227665706051873
11010730,19018.0,7120.0,3695.0,2430.0,3443.0,2224.0,1802.0,633.0,1306.0,417.0,2327.0,525.0,37.43821642654328,32.682584269662925,7.373595505617978
11020520,2268.0,997.0,54.0,30.0,158.0,91.0,221.0,116.0,252.0,124.0,60.5,120.0,43.95943562610229,6.068204613841525,12.036108324974924
11020540,4923.0,1440.0,212.0,61.0,395.0,124.0,345.0,145.0,352.0,133.0,92.5,139.0,29.250457038391225,6.423611111111111,9.652777777777779
11020550,3992.0,1595.0,206.0,140.0,321.0,215.0,315.0,169.0,291.0,150.0,177.5,159.5,39.954909819639276,11.128526645768025,10.0
11020570,4725.0,2023.0,742.0,417.0,638.0,334.0,445.0,211.0,322.0,136.0,375.5,173.5,42.81481481481482,18.56154226396441,8.576371725160653
11020650,8718.0,2098.0,664.0,201.0,712.0,231.0,791.0,242.0,838.0,234.0,216.0,238.0,24.06515255792613,10.295519542421355,11.3441372735939
11030690,11016.0,1619.0,819.0,133.0,725.0,126.0,754.0,158.0,893.0,168.0,129.5,163.0,14.696804647785038,7.998764669549105,10.06794317479926
11030700,14458.0,4196.0,1127.0,325.0,1464.0,461.0,1457.0,565.0,1275.0,467.0,393.0,516.0,29.021994743394657,9.366062917063871,12.297426120114395
11030710,18933.0,6029.0,2560.0,1275.0,2334.0,1167.0,1924.0,784.0,1516.0,563.0,1221.0,673.5,31.843870490677652,20.252114778570242,11.171006800464422
11030720,11584.0,2438.0,832.0,254.0,1220.0,411.0,1572.0,414.0,1374.0,326.0,332.5,370.0,21.046270718232044,13.63822805578343,15.176374077112387
11030730,18618.0,5197.0,1330.0,384.0,1601.0,511.0,2352.0,1106.0,2210.0,985.0,447.5,1045.5,27.913846814910304,8.610736963632865,20.117375408889743
11020670,11225.0,3419.0,753.0,355.0,1251.0,607.0,1382.0,499.0,1146.0,372.0,481.0,435.5,30.458797327394212,14.068441064638785,12.737642585551331
11020690,16205.0,5839.0,689.0,309.0,1068.0,484.0,1816.0,825.0,2049.0,869.0,396.5,847.0,36.03208886146251,6.7905463264257575,14.5059085459839
11020700,13268.0,2682.0,1109.0,300.0,1329.0,412.0,1449.0,390.0,1141.0,272.0,356.0,331.0,20.214048839312632,13.273676360924682,12.341536167039523
11020710,15605.0,2695.0,1017.0,149.0,1239.0,202.0,1452.0,218.0,1443.0,193.0,175.5,205.5,17.270105735341236,6.512059369202226,7.625231910946197
11150640,13501.0,943.0,1126.0,41.0,868.0,35.0,785.0,63.0,989.0,69.0,38.0,66.0,6.984667802385008,4.029692470837752,6.998939554612937
11020720,13739.0,2473.0,960.0,168.0,1137.0,206.0,1290.0,223.0,1113.0,173.0,187.0,198.0,17.999854428997743,7.561665992721391,8.006469874646179
11150720,30858.0,6251.0,2382.0,516.0,2744.0,667.0,3560.0,872.0,2975.0,650.0,591.5,761.0,20.25730766737961,9.462486002239642,12.174052151655737
11020730,9261.0,1044.0,780.0,67.0,747.0,73.0,787.0,105.0,836.0,103.0,70.0,104.0,11.273080660835763,6.704980842911877,9.961685823754788
11030630,20032.0,1617.0,1103.0,44.0,1213.0,51.0,1603.0,76.0,2167.0,92.0,47.5,84.0,8.07208466453674,2.937538651824366,5.194805194805195
11030640,7690.0,1184.0,451.0,73.0,578.0,99.0,789.0,129.0,710.0,107.0,86.0,118.0,15.39661898569571,7.263513513513513,9.966216216216216
11030660,8802.0,2510.0,522.0,211.0,915.0,385.0,1089.0,401.0,916.0,310.0,298.0,355.5,28.51624630765735,11.872509960159363,14.163346613545816
11040560,12046.0,2246.0,1222.0,319.0,1401.0,376.0,1133.0,228.0,1067.0,192.0,347.5,210.0,18.645193425203388,15.471950133570791,9.349955476402494
11040570,21770.0,2413.0,1402.0,64.0,1408.0,74.0,1976.0,182.0,2323.0,194.0,69.0,188.0,11.084060633899862,2.859510982179859,7.7911313717364274
11040580,12882.0,1315.0,842.0,63.0,859.0,68.0,1177.0,141.0,1422.0,152.0,65.5,146.5,10.208042229467473,4.980988593155893,11.140684410646388
11040660,14642.0,3208.0,1094.0,362.0,1693.0,609.0,1776.0,516.0,1520.0,415.0,485.5,465.5,21.90957519464554,15.134039900249377,14.510598503740649
11040680,11455.0,2668.0,782.0,265.0,1148.0,423.0,1227.0,374.0,944.0,259.0,344.0,316.5,23.29113924050633,12.893553223388308,11.862818590704647
11040710,18842.0,3137.0,1566.0,324.0,1741.0,400.0,1819.0,403.0,1803.0,359.0,362.0,381.0,16.648975692601635,11.53968759961747,12.145361810647115
11140740,24105.0,4279.0,1692.0,515.0,1885.0,653.0,2258.0,580.0,2975.0,682.0,584.0,631.0,17.751503837378138,13.648048609488198,14.74643608319701
11140770,31884.0,6439.0,2488.0,655.0,3144.0,905.0,3488.0,862.0,2899.0,649.0,780.0,755.5,20.195082172876678,12.113682248796396,11.733188383289331
11180520,33103.0,8552.0,2068.0,815.0,3524.0,1531.0,3879.0,1414.0,3100.0,1017.0,1173.0,1215.5,25.834516509077726,13.716089803554723,14.213049579045837
11040720,18203.0,2580.0,1284.0,126.0,1436.0,159.0,2014.0,322.0,2014.0,299.0,142.5,310.5,14.173487886612095,5.523255813953488,12.034883720930232
11050530,25094.0,14694.0,5866.0,4512.0,5819.0,4385.0,3064.0,2145.0,1649.0,1105.0,4448.5,1625.0,58.55583007890333,30.27426160337553,11.058935619980945
